K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1		NPOP1	NPOP2	RSANC	T1	MUTRATE	GEOM
16.8	4.4	10.6	8.76812	19.9	0.942742	0.589231	0.023707	0.137977	0.765986	0.24997	0.853912	0.593958	0.932381	0.178994	0.118226	0.763169	0.239301	0.55226	0.472579	0.121417	0.143957	0.0273984	0.296998	0.248309	30	3.8	11.6714	1.22927	16.9	18.5262	36.5	0.224514	366.942		193897	42849	78.7312129	166658	1.06527e-04	0.2715662
19.5	8.9	14.2	7.49533	26.4	0.961694	0.837436	0.0126086	0.0629898	0.899565	0.0878634	0.935524	0.260462	0.653412	0.14225	0.354508	0.456937	0.277857	0.319402	0.244167	0.116838	0.135449	0.0837139	0.180503	0.0900349	91.5	26	37.3073	29.8589	58.75	46.3155	95.7	0.0878792	1376.89		92765	161859	31.5810001	108992	5.42598e-04	0.2729825
20.8	20.5	20.65	0.212132	38.9	0.965726	0.954487	0.0124645	0.00783929	0.960106	0.00794691	0.976213	0.23374	0.577005	0.155448	0.180299	0.405373	0.242725	0.334985	0.187283	0.180566	0.123575	0.123186	0.183925	0.00474937	147.4	48.7	110.477	56.1032	98.05	69.7914	166.8	0.0336836	4082.53		95007	72972	90.6563556	71934	8.93335e-04	0.1395585
20.5	22.4	21.45	1.3435	39.3	0.966935	0.959615	0.00801959	0.0201468	0.963275	0.00517609	0.977191	0.447331	0.408356	0.111372	0.144243	0.427844	0.0275596	0.507837	0.274207	0.285692	0.094591	0.0721204	0.27995	0.00812102	47.4	62.5	11.7019	32.6811	54.95	10.6773	81.9	0.0288687	1051.12		126844	68454	88.6978213	63394	2.47959e-04	0.2510553
18.5	21.9	20.2	2.40416	40.1	0.958468	0.960128	0.0121042	0.0114901	0.959298	0.00117412	0.979577	0.226052	0.238246	0.250631	0.214844	0.232149	0.00862279	0.225175	0.106415	0.121461	0.0797595	0.0795004	0.113938	0.0106389	200.2	208.4	177.251	184.495	204.3	5.79828	272.6	0.0403183	14714.2		76369	164487	93.5382535	244363	6.37764e-04	0.1224515
18.1	16.2	17.15	1.3435	30.7	0.946976	0.931795	0.0268321	0.00920144	0.939385	0.0107345	0.961894	0.533166	0.582344	0.175809	0.227696	0.557755	0.0347736	0.481541	0.300137	0.266788	0.15393	0.133065	0.283462	0.0235818	40.2	41.7	24.9836	50.12	40.95	1.06066	86.7	0.0473798	4016.4		193979	38549	46.2197940	136590	3.39370e-04	0.1062094
16.1	22.1	19.1	4.24264	36.2	0.937903	0.961026	0.0201792	0.0131607	0.949464	0.01635	0.972183	0.584638	0.449469	0.136964	0.212314	0.517054	0.0955788	0.453336	0.201107	0.285832	0.0853302	0.141633	0.243469	0.0599094	28.3	58.2	8.68012	25.6723	43.25	21.1425	93.6	0.0430069	4105.2		174542	125884	92.0633545	60467	5.54492e-04	0.2847177
2.9	13.8	8.35	7.70746	16.4	0.455444	0.913462	0.156992	0.0203452	0.684453	0.323868	0.866197	0.891667	0.41402	0.184466	0.305025	0.652843	0.337747	0.306557	0.0501543	0.269846	0.0358029	0.256345	0.16	0.155346	2.4	56	1.17379	42.3084	29.2	37.9009	98.4	0.304184	10875.6		197174	59494	25.5716906	149099	6.67383e-04	0.2054898
17.2	13.3	15.25	2.75772	28.8	0.947379	0.905128	0.0206143	0.026475	0.926254	0.0298758	0.957903	0.41216	0.789926	0.268931	0.211157	0.601043	0.267121	0.406133	0.243253	0.188584	0.097718	0.0817668	0.215918	0.038657	59.3	19	37.3186	13.3915	39.15	28.4964	80.9	0.0685791	2798.34		189403	95454	20.9708309	198677	8.45025e-04	0.2044897
16.9	24.1	20.5	5.09117	40.5	0.943347	0.968846	0.0202384	0.00924599	0.956096	0.0180308	0.978991	0.607763	0.341197	0.112641	0.201189	0.47448	0.188491	0.307474	0.129648	0.18803	0.0950061	0.13363	0.158839	0.0412827	27.8	143.6	7.62744	177.393	85.7	81.883	208.6	0.0427917	16224.6		167352	184077	21.3261349	63307	5.85906e-04	0.1654860
13.9	8.8	11.35	3.60624	19.8	0.922379	0.855641	0.0235934	0.0383102	0.88901	0.0471909	0.92946	0.561087	0.8038	0.258746	0.130302	0.682443	0.171624	0.517703	0.37614	0.253429	0.216446	0.172632	0.314784	0.0867699	37.6	10.2	38.845	2.89828	23.9	19.3747	58.2	0.0907871	1567.92		116223	55898	36.1169912	47079	2.21159e-04	0.2836434
18.6	20.4	19.5	1.27279	38.9	0.958669	0.952051	0.0137482	0.0173296	0.95536	0.00467968	0.977269	0.291518	0.443047	0.238555	0.223573	0.367282	0.107147	0.224044	0.108739	0.115951	0.0562233	0.0453165	0.112345	0.00509993	104.2	66.4	64.4581	54.058	85.3	26.7286	212.1	0.0445273	31016.6		93626	156706	68.2819939	171624	9.99319e-04	0.2480853
21.3	7.6	14.45	9.68736	26.1	0.96875	0.81359	0.0122912	0.0423495	0.89117	0.109715	0.928638	0.397197	0.764167	0.105065	0.202608	0.580682	0.259487	0.446655	0.373365	0.135733	0.122589	0.0633229	0.254549	0.168031	57.6	9.5	22.0212	2.67706	33.55	34.0118	64.8	0.0949142	976.102		82770	170068	53.6385947	109326	1.04745e-04	0.2706216
10.9	23.9	17.4	9.19239	32.3	0.878024	0.967692	0.049259	0.00998209	0.922858	0.0634049	0.960172	0.803014	0.325369	0.101382	0.187502	0.564191	0.337746	0.369327	0.136892	0.296097	0.102938	0.201294	0.216494	0.112575	12.8	101.1	3.9101	62.0187	56.95	62.4375	118.5	0.0647807	3747.66		169855	113391	73.6110380	160359	2.55191e-04	0.1387394
19.6	24.2	21.9	3.25269	41.5	0.956855	0.966154	0.0143257	0.0156809	0.961504	0.00657539	0.978326	0.543307	0.202527	0.178056	0.195359	0.372917	0.240968	0.283451	0.159835	0.163794	0.189567	0.138268	0.161814	0.00279962	39.6	239.4	16.3245	183.922	139.5	141.28	251.8	0.0327065	10917.2		184046	58723	57.7714073	73906	7.58559e-04	0.2065114
14	10.2	12.1	2.68701	22.3	0.917944	0.866026	0.0326484	0.0337106	0.891985	0.0367115	0.93748	0.562412	0.764167	0.250251	0.19639	0.663289	0.142662	0.563329	0.365056	0.255241	0.157446	0.0974958	0.310148	0.077651	30.4	13.7	16.9194	6.21915	22.05	11.8087	44.4	0.0981685	669.964		55593	84754	49.3166520	69710	8.73468e-04	0.1793789
13.5	12.8	13.15	0.494975	24.5	0.911895	0.893077	0.0398952	0.0406958	0.902486	0.0133065	0.94554	0.689379	0.787093	0.161587	0.197741	0.738236	0.0690945	0.610342	0.349371	0.328938	0.16905	0.128414	0.339155	0.0144481	19.8	16.5	7.39068	5.98609	18.15	2.33345	43.3	0.0890528	883.346		54786	105971	89.3440080	213248	7.65284e-04	0.2554634
10.1	23.1	16.6	9.19239	32.8	0.888105	0.966282	0.0326235	0.0098207	0.927193	0.0552796	0.967449	0.705927	0.354894	0.179376	0.203141	0.53041	0.248218	0.337402	0.102931	0.240848	0.0580953	0.138543	0.171889	0.0975218	14.6	109.2	6.36309	108.158	61.9	66.8923	139.6	0.0712423	13436.2		135681	76111	74.0953210	161806	6.39518e-04	0.2268217
17.3	21.3	19.3	2.82843	36.8	0.949597	0.957308	0.0134744	0.0144802	0.953452	0.00545244	0.974804	0.419576	0.489457	0.293453	0.264075	0.454517	0.0494128	0.26739	0.127204	0.147953	0.0696132	0.0599316	0.137579	0.0146714	98.3	71.1	97.476	64.1066	84.7	19.2333	164.9	0.0419401	5983.71		120490	108729	34.2740199	249059	4.94670e-04	0.1014677
17.2	26.6	21.9	6.6468	41.9	0.942339	0.973974	0.0204106	0.0141614	0.958157	0.0223698	0.978443	0.336795	0.223392	0.265957	0.118208	0.280094	0.0801884	0.272657	0.115531	0.173095	0.0507085	0.070064	0.144313	0.0407035	87.6	159.8	66.6437	102.202	123.7	51.0531	186.4	0.0370155	2020.29		10059	31569	78.6036598	61538	3.14848e-04	0.2475454
22.1	25.5	23.8	2.40416	44.7	0.971976	0.968718	0.0128376	0.0201916	0.970347	0.00230365	0.982473	0.102673	0.146819	0.0622763	0.0710749	0.124746	0.0312159	0.17064	0.0826315	0.0987819	0.0385646	0.0645249	0.0907067	0.0114201	299.6	222.9	178.791	171.951	261.25	54.2351	335.8	0.0247152	7878.94		128964	187654	89.0008165	215379	9.21214e-04	0.1443853
22.3	18	20.15	3.04056	36.3	0.972984	0.932051	0.00743512	0.0226052	0.952518	0.0289437	0.969953	0.196538	0.264168	0.0844683	0.220878	0.230353	0.0478218	0.302544	0.189322	0.157683	0.0854936	0.0829739	0.173502	0.0223725	133.2	100.2	56.7838	52.6684	116.7	23.3345	139.4	0.0398995	1751.81		12529	6759	10.9430254	233869	7.97787e-04	0.1742327
20.3	22.9	21.6	1.83848	39.3	0.963911	0.961538	0.0158594	0.0150607	0.962725	0.00167784	0.974178	0.286854	0.249495	0.156437	0.1167	0.268174	0.0264165	0.324197	0.177386	0.191065	0.107599	0.0927192	0.184225	0.0096724	95.1	121.4	55.9572	82.3775	108.25	18.5969	147.8	0.023477	1985.3		50245	61226	22.4145977	191559	2.46768e-04	0.1330191
22.6	13.9	18.25	6.15183	35.2	0.971976	0.915385	0.0116963	0.0285014	0.94368	0.040016	0.966393	0.266804	0.760329	0.115466	0.0769271	0.513567	0.348975	0.340219	0.215974	0.138066	0.0783691	0.0547105	0.17702	0.0550888	108.8	17.5	82.2	4.06202	63.15	64.5588	127.1	0.0522159	5235.13		28860	152577	50.7299109	118437	9.80777e-04	0.2988011
18.5	27.3	22.9	6.22254	43.9	0.954637	0.976795	0.0175569	0.00868374	0.965716	0.0156679	0.981925	0.495828	0.240987	0.160171	0.117095	0.368408	0.1802	0.250417	0.114024	0.161109	0.090796	0.108506	0.137566	0.033294	41.4	136	20.4624	62.9126	88.7	66.8923	227.3	0.0299339	27942.2		177593	67938	53.3531985	170571	3.57627e-04	0.2274965
11.5	14.8	13.15	2.33345	24.8	0.884073	0.917436	0.0419825	0.0257491	0.900754	0.0235914	0.947027	0.518147	0.345066	0.345129	0.163319	0.431606	0.122387	0.384741	0.178332	0.238011	0.058513	0.10583	0.208172	0.0421993	34.6	52.6	24.5275	28.5587	43.6	12.7279	69.9	0.0893748	790.065		67009	48127	42.0338836	242152	1.55206e-04	0.1736083
18.1	8	13.05	7.14178	23.1	0.949395	0.829615	0.0242765	0.0387993	0.889505	0.0846971	0.927739	0.48521	0.896263	0.174723	0.141092	0.690736	0.290658	0.53027	0.41468	0.189127	0.125684	0.0744782	0.301904	0.15949	40.3	8.2	14.2052	2.57337	24.25	22.6981	45.6	0.0925437	367.987		105340	74554	15.6262648	25149	5.00460e-04	0.1868738
17.8	23.5	20.65	4.03051	39.7	0.946573	0.966923	0.0105084	0.00972257	0.956748	0.01439	0.977269	0.306969	0.302869	0.229242	0.220809	0.304919	0.00289959	0.18848	0.0846422	0.112171	0.0300374	0.0475428	0.0984067	0.0194659	127.1	143.1	121.576	125.324	135.1	11.3137	241	0.0387896	15021.8		98098	167913	3.6264431	233664	1.15463e-04	0.1889034
10.3	22.8	16.55	8.83883	33	0.877823	0.958462	0.0326505	0.0164094	0.918142	0.0570204	0.963459	0.805399	0.436826	0.164602	0.182217	0.621113	0.26062	0.365983	0.111607	0.256815	0.0497362	0.139544	0.184211	0.102677	12.4	66	4.22164	40.6175	39.2	37.9009	105.5	0.0809628	5170.79		23973	142121	62.3979176	56281	8.88526e-04	0.2202476
8.7	19.6	14.15	7.70746	26.2	0.842742	0.949231	0.0524452	0.0144821	0.895986	0.075299	0.947222	0.442659	0.202859	0.364131	0.0761387	0.322759	0.169564	0.261954	0.0915009	0.195987	0.0492455	0.0728527	0.143744	0.073883	41.2	107.5	33.8323	40.6318	74.35	46.8812	110.5	0.0908663	929.499		80662	80937	51.8010954	233097	8.06311e-04	0.2088838
19.9	18.4	19.15	1.06066	33.1	0.963306	0.941026	0.0127085	0.0265508	0.952166	0.0157549	0.967488	0.475436	0.60003	0.146279	0.113526	0.537733	0.0881016	0.582973	0.360893	0.329732	0.134466	0.119695	0.345312	0.0220338	49.3	31.2	33.7245	11.1833	40.25	12.7986	63.7	0.0336767	480.922		139122	137975	87.7148828	49452	5.35018e-04	0.1681900
15.4	14.8	15.1	0.424264	28.1	0.934476	0.912308	0.0264967	0.0391169	0.923392	0.0156752	0.95489	0.436072	0.661205	0.218371	0.210953	0.548639	0.159193	0.434166	0.252255	0.224978	0.138143	0.0875041	0.238617	0.0192874	52	24.5	45.4166	11.7308	38.25	19.4454	80.3	0.0662531	2282.78		176197	82331	26.9690265	91751	7.50773e-04	0.2437117
16	6.8	11.4	6.50538	20.9	0.937097	0.767949	0.0174938	0.0542112	0.852523	0.119606	0.903208	0.545548	0.798911	0.174307	0.219472	0.67223	0.179155	0.532493	0.409155	0.179677	0.139733	0.0819553	0.294416	0.162266	31.1	9	10.5667	6.14636	20.05	15.6271	44.5	0.125096	1002.76		9228	86738	13.8911091	107849	5.85224e-04	0.1754805
15.9	13	14.45	2.05061	27.6	0.930242	0.900769	0.0272522	0.0260382	0.915506	0.0208403	0.953169	0.301109	0.677693	0.226715	0.246762	0.489401	0.266285	0.293101	0.167969	0.142866	0.0852399	0.0901637	0.155418	0.0177509	92.8	23	82.1351	16.5798	57.9	49.3561	130.9	0.0791744	11762.3		118239	96755	82.1417767	161937	8.75977e-04	0.2483668
15.6	24	19.8	5.9397	37.4	0.934274	0.961795	0.0260663	0.0168985	0.948035	0.0194601	0.972496	0.602678	0.302244	0.265296	0.174785	0.452461	0.212439	0.323818	0.13848	0.220438	0.102729	0.170851	0.179459	0.0579529	42.5	98.3	46.4477	43.3591	70.4	39.4566	137.7	0.0459216	4978.76		188409	129034	36.3182905	95111	5.33591e-04	0.2440780
12.8	20.8	16.8	5.65685	31.2	0.91129	0.956538	0.0482656	0.013493	0.933914	0.0319953	0.965571	0.604478	0.536529	0.164503	0.168721	0.570504	0.0480477	0.496346	0.217556	0.338376	0.124282	0.149107	0.277966	0.0854322	21.1	43.8	5.42525	22.6412	32.45	16.0513	74.3	0.0583696	2461.2		97474	23108	10.2933005	218388	3.49825e-04	0.2452793
15.1	25.3	20.2	7.21249	37.5	0.930242	0.973846	0.0147299	0.00619879	0.952044	0.0308328	0.974804	0.638981	0.374748	0.125312	0.177539	0.506864	0.186841	0.348418	0.144896	0.241681	0.0813929	0.135126	0.193289	0.0684375	24	81.8	8.5375	39.3215	52.9	40.8708	133.5	0.040677	12582.9		77801	11459	70.0693272	175288	4.49432e-04	0.2279556
22.5	25.8	24.15	2.33345	44.9	0.972379	0.973974	0.0113275	0.00460469	0.973177	0.00112807	0.983803	0.164235	0.184611	0.0853233	0.123298	0.174423	0.014408	0.207429	0.105877	0.12136	0.052979	0.0584331	0.113618	0.0109483	171.9	197.9	85.9347	123.94	184.9	18.3848	255.5	0.0211575	8687.61		170719	127217	88.9072446	28449	3.49149e-04	0.1268613
21.1	18.8	19.95	1.62635	35.6	0.96875	0.946923	0.0159955	0.019351	0.957837	0.015434	0.970853	0.39621	0.637387	0.162295	0.0762032	0.516799	0.170537	0.521606	0.317323	0.283501	0.125226	0.121065	0.300412	0.023916	63.5	29	31.9487	7.1492	46.25	24.3952	74.9	0.0289143	539.85		131877	151628	4.1367264	71430	4.98798e-04	0.1128799
10	12.2	11.1	1.55563	21.5	0.874798	0.877436	0.03903	0.064941	0.876117	0.001865	0.935211	0.705255	0.619938	0.140674	0.229465	0.662596	0.0603281	0.418856	0.199416	0.240979	0.109162	0.125697	0.220197	0.0293894	13.7	24.1	3.88873	17.317	18.9	7.35391	58	0.118417	2194.11		11555	116114	58.6917988	28966	8.47983e-04	0.2513913
13.4	15.2	14.3	1.27279	27.9	0.924395	0.917179	0.0188472	0.0329487	0.920787	0.00510225	0.958803	0.800814	0.575604	0.0891815	0.115011	0.688209	0.159248	0.369785	0.17729	0.206221	0.0817698	0.121672	0.191755	0.0204569	15.9	26.9	2.72641	10.2356	21.4	7.77817	95.2	0.0769579	8335.76		190454	164838	71.0730575	160375	9.17574e-04	0.1166606
22.4	19.1	20.75	2.33345	39.5	0.974395	0.944744	0.0122839	0.0115693	0.959569	0.0209668	0.975704	0.309464	0.582441	0.164484	0.231119	0.445952	0.193024	0.324846	0.186957	0.159245	0.0871533	0.0810787	0.173101	0.0195956	109.1	42.1	84.5162	31.932	75.6	47.3762	147.1	0.0358365	4954.15		173020	82010	54.4395865	52785	1.82250e-04	0.1809663
18.3	26.9	22.6	6.08112	43.8	0.956452	0.97	0.0203885	0.0231496	0.963226	0.00958016	0.980556	0.108637	0.129429	0.0602483	0.0728411	0.119033	0.0147018	0.183523	0.0802757	0.109492	0.0488363	0.0463551	0.0948838	0.020659	221	257.4	115.374	123.862	239.2	25.7387	283.9	0.0331569	7420.12		143665	166611	44.2304303	163384	2.48951e-04	0.2595594
15.2	14.8	15	0.282843	28	0.925605	0.913974	0.0435062	0.0306708	0.91979	0.00822399	0.955086	0.385787	0.28709	0.289793	0.17715	0.336438	0.0697893	0.340076	0.182007	0.182861	0.0761098	0.0899357	0.182434	0.000604189	74.3	76.6	64.6668	56.9624	75.45	1.62635	100.6	0.0724667	1206.68		136937	72395	5.8211358	102734	5.32461e-04	0.2449623
12.7	20.3	16.5	5.37401	32.1	0.906855	0.951795	0.0264037	0.0159351	0.929325	0.0317774	0.964671	0.488151	0.226084	0.323519	0.210966	0.357117	0.185309	0.22648	0.0980141	0.138519	0.092503	0.0884481	0.118267	0.0286415	59.1	153.4	68.0318	90.0188	106.25	66.6802	190.5	0.0656287	10542.8		153651	132635	40.4456754	137763	9.55981e-04	0.1388561
19.4	12.4	15.9	4.94975	28.9	0.962903	0.884872	0.0176326	0.0306551	0.923888	0.0551766	0.951408	0.446052	0.756709	0.164418	0.0862007	0.60138	0.219668	0.540252	0.365583	0.236741	0.112754	0.0826223	0.301162	0.0911052	49.9	15.8	26.0062	5.26624	32.85	24.1123	57.8	0.0649452	665.781		172286	195790	51.2522301	154863	6.18903e-04	0.2966851
18.9	23.1	21	2.96985	40.9	0.959073	0.964487	0.0128938	0.016127	0.96178	0.0038287	0.97989	0.411694	0.194037	0.22738	0.126865	0.302866	0.153907	0.257401	0.121713	0.144843	0.0548083	0.0522777	0.133278	0.016355	63.4	149.7	40.6699	66.2907	106.55	61.0233	172.6	0.0356309	3511.42		184326	4208	19.3740050	86654	8.64849e-04	0.1958070
22.8	25.8	24.3	2.12132	46.2	0.974194	0.972436	0.00703562	0.0137052	0.973315	0.00124285	0.984742	0.141697	0.235315	0.073516	0.2514	0.188506	0.0661976	0.191321	0.0966534	0.10675	0.043519	0.0439835	0.101702	0.00713961	206	223.6	106.873	191.947	214.8	12.4451	295.4	0.023106	14521.7		90010	59582	69.9931935	181551	7.53261e-04	0.2436594
12.5	16.6	14.55	2.89914	28.5	0.907258	0.936667	0.0369929	0.0158662	0.921962	0.020795	0.960329	0.75741	0.653605	0.183228	0.227819	0.705507	0.0734009	0.438005	0.196341	0.270235	0.142712	0.217569	0.233288	0.0522512	16.6	35.7	6.05897	41.8039	26.15	13.5057	97.1	0.0734847	7767.4		59321	78919	17.6048925	44283	1.59886e-04	0.2273624
19.9	19.7	19.8	0.141421	34.2	0.958468	0.943462	0.0301027	0.0224548	0.950965	0.010611	0.968232	0.425213	0.573701	0.103977	0.202631	0.499457	0.104997	0.58267	0.334681	0.340634	0.0573073	0.107046	0.337657	0.00420918	50.1	39.3	22.2434	21.14	44.7	7.63675	60.8	0.036695	340.923		179129	194664	31.1699377	55044	1.22601e-04	0.2849979
9.1	15.6	12.35	4.59619	21.7	0.860081	0.920513	0.0490195	0.0181209	0.890297	0.042732	0.932707	0.792451	0.589719	0.157647	0.207041	0.691085	0.143353	0.664502	0.305713	0.501066	0.183107	0.239466	0.403389	0.138136	11	29.9	3.91578	14.7381	20.45	13.3643	42.8	0.0800716	987.539		32425	168912	21.6178793	85824	3.46295e-04	0.2224707
11.6	7.7	9.65	2.75772	17.7	0.89375	0.770897	0.0334276	0.0529606	0.832324	0.0868699	0.899648	0.624576	0.820437	0.288454	0.169823	0.722506	0.138494	0.561866	0.380677	0.266064	0.233707	0.178437	0.323371	0.0810436	25.2	9	20.7246	3.8873	17.1	11.4551	44.7	0.152457	1436.12		191015	84182	13.3158240	192954	9.00276e-04	0.1894408
21.8	22.1	21.95	0.212132	41.2	0.970968	0.958974	0.0119541	0.0112581	0.964971	0.0084806	0.978795	0.248821	0.25908	0.143841	0.131476	0.253951	0.00725456	0.361106	0.195539	0.196586	0.090751	0.095572	0.196062	0.000740208	114.9	104.8	61.9918	62.4923	109.85	7.14178	132.3	0.0291699	1017.13		100357	58117	18.5770920	243793	3.51053e-04	0.2687400
15.6	8.5	12.05	5.02046	22.9	0.938105	0.812949	0.02014	0.0679889	0.875527	0.0884987	0.926448	0.552803	0.91594	0.180675	0.109537	0.734371	0.256777	0.521452	0.364754	0.192409	0.153381	0.070161	0.278582	0.121866	31.6	8.5	16.5476	3.34166	20.05	16.3342	50.4	0.117809	1580.56		165860	158987	35.1443839	85944	5.28455e-04	0.1052202
5.7	17.2	11.45	8.13173	22	0.744556	0.937051	0.0717738	0.015846	0.840804	0.136114	0.926017	0.890707	0.264318	0.171902	0.147267	0.577513	0.442924	0.256141	0.0656014	0.208453	0.0356167	0.120197	0.137027	0.101011	5.7	98.1	2.66875	82.4695	51.9	65.3367	112	0.148196	1808.01		6610	3474	76.2864795	79482	3.73159e-04	0.2928410
8.9	16.3	12.6	5.23259	24.1	0.8625	0.932051	0.0409979	0.0194714	0.897276	0.0491802	0.948552	0.786608	0.564234	0.10523	0.298093	0.675421	0.157242	0.450811	0.177875	0.328492	0.146503	0.236815	0.253183	0.106502	10.5	46.6	2.12132	42.343	28.55	25.5266	73.1	0.0948643	2951.39		5771	100244	88.7490622	125618	4.46341e-04	0.1805255
13.5	19.9	16.7	4.52548	32.3	0.916532	0.956154	0.0290179	0.0122494	0.936343	0.0280167	0.967684	0.553826	0.537217	0.299165	0.301849	0.545521	0.0117445	0.361677	0.15438	0.223408	0.0779107	0.117721	0.188894	0.0488095	42.7	89.1	57.0011	121.005	65.9	32.8098	127	0.0582566	8565.5		195501	31992	11.1961590	188684	4.75152e-04	0.2764292
17.6	20.5	19.05	2.05061	37	0.947581	0.950641	0.0217559	0.0217424	0.949111	0.00216402	0.973005	0.394116	0.553284	0.22329	0.267969	0.4737	0.112549	0.44663	0.219691	0.261784	0.143121	0.186908	0.240737	0.0297647	64.1	53.5	44.623	44.0032	58.8	7.49533	116.2	0.0475231	8857.08		177826	100334	4.3012359	228647	6.48678e-04	0.1080879
20.4	16.3	18.35	2.89914	32	0.966331	0.93859	0.0119105	0.0215585	0.95246	0.0196158	0.966158	0.318902	0.664112	0.216275	0.200639	0.491507	0.2441	0.39548	0.268233	0.222029	0.172819	0.167374	0.245131	0.0326712	100.8	28.8	70.3164	21.0913	64.8	50.9117	111.8	0.031097	4936.06		120887	175755	21.0544901	40634	8.47019e-04	0.1121814
13.5	8.6	11.05	3.46482	18.7	0.924194	0.81641	0.0199179	0.0373182	0.870302	0.0762143	0.915767	0.705911	0.882172	0.175928	0.109128	0.794041	0.124635	0.780439	0.56817	0.362153	0.1343	0.0791262	0.465161	0.145676	19.2	8.8	5.47317	1.13529	14	7.35391	23.9	0.106579	125.271		179333	132181	95.7008369	198003	8.96956e-04	0.2742066
13.5	16.3	14.9	1.9799	25.9	0.921371	0.925769	0.0125007	0.0288355	0.92357	0.00311004	0.951643	0.477011	0.367834	0.179928	0.174899	0.422422	0.0771997	0.552458	0.29729	0.361905	0.134444	0.177675	0.329598	0.0456897	33.3	54.5	18.3911	28.8569	43.9	14.9907	55.7	0.0567264	167.387		127007	159122	30.8818513	116256	3.96667e-04	0.1014100
22.8	26.7	24.75	2.75772	46.4	0.976411	0.974103	0.00795456	0.00803601	0.975257	0.00163252	0.984311	0.151516	0.150686	0.0739694	0.058676	0.151101	0.000586756	0.204499	0.100067	0.115541	0.0421416	0.043175	0.107804	0.0109413	193	203.4	108.071	80.8183	198.2	7.35391	261.7	0.0184647	6274.85		111669	123	24.7391728	88132	4.26494e-04	0.1477016
15.4	14.9	15.15	0.353553	28.4	0.935484	0.917308	0.0270659	0.0228003	0.926396	0.0128525	0.957512	0.5253	0.722555	0.219998	0.156497	0.623928	0.139481	0.464641	0.260803	0.251301	0.127261	0.121685	0.256052	0.00671883	39.3	20.4	32.1906	5.10338	29.85	13.3643	74.5	0.0648857	3008.25		47967	190105	58.4410106	88425	4.96761e-04	0.1830309
13	10.9	11.95	1.48492	23.3	0.90121	0.870385	0.040289	0.0520647	0.885797	0.0217966	0.939867	0.736122	0.645108	0.138621	0.149306	0.690615	0.064356	0.495058	0.278156	0.236945	0.141768	0.130187	0.257551	0.0291401	17.2	16.8	4.84883	5.97774	17	0.282843	57.3	0.111989	2321.37		25983	74429	5.9968810	248635	4.20972e-04	0.1864954
4.2	14.8	9.5	7.49533	18	0.603226	0.925256	0.188565	0.0130751	0.764241	0.22771	0.888459	0.865556	0.344177	0.183114	0.243202	0.604866	0.368671	0.271899	0.0621222	0.224664	0.0294844	0.121961	0.143393	0.114934	4.2	63.1	2.52982	40.9619	33.65	41.6486	87.5	0.212588	5306.02		65936	46649	19.2303043	133426	2.05808e-04	0.1755548
16.7	14.8	15.75	1.3435	29.3	0.942339	0.922436	0.0162462	0.018835	0.932387	0.0140734	0.960642	0.220705	0.3972	0.113851	0.359178	0.308952	0.124801	0.286872	0.172004	0.144325	0.101526	0.0747818	0.158164	0.0195724	98.1	89.7	55.012	82.8976	93.9	5.9397	128	0.0592878	2548.25		168916	195478	91.2237047	212038	4.28245e-04	0.1356655
18.2	12.6	15.4	3.9598	27.9	0.958669	0.889231	0.012689	0.0443465	0.92395	0.0491005	0.952034	0.481664	0.759977	0.259105	0.139194	0.62082	0.196797	0.566819	0.378314	0.263023	0.11547	0.121232	0.320668	0.0815225	46.9	16.6	23.364	7.35149	31.75	21.4253	51.8	0.065046	563.226		128573	187721	91.7063385	196230	5.17829e-04	0.1388976
25.7	21.7	23.7	2.82843	44.4	0.985282	0.958077	0.00494306	0.0164411	0.97168	0.0192371	0.981299	0.144211	0.294127	0.0448227	0.251649	0.219169	0.106007	0.224767	0.131262	0.112187	0.0400371	0.04661	0.121725	0.0134881	200.8	129.4	87.2707	86.3574	165.1	50.4874	216.1	0.0224829	4740.39		182200	46558	81.8858555	73719	7.41567e-04	0.1795088
