K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	GEOM	MIG21
22.8	23.2	23	0.282843	36.4	0.975605	0.961282	0.0126961	0.0135653	0.968443	0.0101277	0.972809	0.31372	0.39265	0.0898635	0.154903	0.353185	0.0558122	0.439202	0.271241	0.289787	0.0760622	0.125422	0.280514	0.0131137	80.4	73.2	39.4101	46.1827	76.8	5.09117	93.3	0.0105851	139.528		104595	176236	3.0268105	0.3658534	76124	55926	5.75234e-04	0.1450666	2.07593e-06
11	25.6	18.3	10.3238	34.6	0.892339	0.973462	0.0259099	0.00900585	0.9329	0.0573625	0.966667	0.613851	0.301893	0.265498	0.102836	0.457872	0.220587	0.347282	0.11517	0.261347	0.0651526	0.103485	0.188259	0.103363	26.1	94.1	24.799	35.707	60.1	48.0833	109.4	0.0584217	2533.36		134979	127894	59.4340260	6.5615287	78675	75519	8.58312e-04	0.1857182	5.13044e-05
16.6	17	16.8	0.282843	24.9	0.947177	0.925897	0.01526	0.0397725	0.936537	0.0150472	0.947848	0.500884	0.545768	0.124254	0.190678	0.523326	0.0317373	0.68715	0.467945	0.488472	0.121673	0.173762	0.478209	0.0145148	34.3	33.7	11.066	13.4002	34	0.424264	37.2	0.0260476	39.0059		193382	106375	54.8554243	8.5452311	62060	87603	8.16966e-04	0.1031078	8.03312e-05
24.4	25.2	24.8	0.565685	39.9	0.979839	0.972436	0.00876237	0.0135579	0.976137	0.00523458	0.978404	0.142152	0.237729	0.0652733	0.160046	0.189941	0.0675832	0.218211	0.136812	0.138614	0.0656878	0.0642018	0.137713	0.00127423	239.2	203	214.798	232.309	221.1	25.5973	246.9	0.00547408	2483.85		171670	162282	85.0244743	6.6806457	63671	239956	1.70609e-04	0.1448002	4.11669e-05
17.9	9.1	13.5	6.22254	20.4	0.953024	0.847179	0.0157048	0.0500486	0.900102	0.0748435	0.919679	0.526216	0.829242	0.146618	0.141472	0.677729	0.214272	0.57793	0.509351	0.275221	0.12614	0.119856	0.392286	0.165556	36.3	10.2	14.4994	1.98886	23.25	18.4555	37.1	0.0541365	62.9639		175280	190262	90.6076376	3.3357309	14027	246241	9.58301e-04	0.1273304	1.75323e-05
19.8	17.7	18.75	1.48492	27.9	0.960081	0.942436	0.0183506	0.0145104	0.951258	0.0124767	0.956299	0.448444	0.49227	0.248625	0.292187	0.470357	0.0309897	0.606351	0.440595	0.40807	0.247181	0.252012	0.424333	0.0229984	68.3	60.2	54.8858	55.4272	64.25	5.72756	70.3	0.0125517	322.225		138841	71436	38.3273052	0.4704975	93333	16558	5.92543e-04	0.1248651	6.58628e-06
23.3	31.9	27.6	6.08112	50.1	0.977419	0.986538	0.00628998	0.00999032	0.981979	0.00644818	0.987167	0.113581	0.164194	0.0232194	0.0448063	0.138888	0.035789	0.229836	0.107077	0.146211	0.0206681	0.0294522	0.126644	0.0276719	212.8	206.6	51.9205	62.9607	209.7	4.38406	224.5	0.00939718	218.95		133914	71949	56.1189029	7.5112927	55876	78775	3.50663e-04	0.1597476	1.04397e-04
16.8	12.8	14.8	2.82843	20.6	0.945968	0.905385	0.0235848	0.0197305	0.925676	0.0286966	0.932668	0.392542	0.495907	0.245235	0.321926	0.444225	0.0730906	0.465774	0.389584	0.300161	0.245331	0.188721	0.344873	0.0632319	66.2	54.5	68.1172	69.9115	60.35	8.27315	66.6	0.0197389	410.699		1055	15693	13.1376119	2.7524616	14112	135768	3.44499e-04	0.2076161	1.75394e-04
8.8	6.1	7.45	1.90919	9.7	0.835484	0.702692	0.0605227	0.100622	0.769088	0.0938978	0.777739	0.534944	0.570515	0.303958	0.349568	0.55273	0.0251528	0.556102	0.509673	0.384919	0.274978	0.273382	0.447296	0.0882151	23.2	16.2	16.692	13.8868	19.7	4.94975	23.9	0.0408433	4.96559		189052	47491	27.4189307	5.8219267	69495	194083	8.93189e-04	0.2685140	1.22590e-04
16.4	25.9	21.15	6.71751	38.5	0.942742	0.973846	0.0202105	0.0121054	0.958294	0.021994	0.976213	0.326275	0.26573	0.207384	0.127168	0.296002	0.0428118	0.301503	0.133599	0.199294	0.0714735	0.0687148	0.166447	0.046453	80.6	123.6	67.5084	71.0027	102.1	30.4056	144.5	0.0324824	2877.58		172460	37815	29.4465021	7.4500034	112990	120381	7.63322e-04	0.2119089	1.97012e-04
21.5	23.5	22.5	1.41421	34.5	0.970161	0.968846	0.012673	0.0105729	0.969504	0.000929942	0.972887	0.407692	0.55143	0.0970961	0.15023	0.479561	0.101638	0.597357	0.377992	0.41575	0.102619	0.114948	0.396871	0.0266989	54.4	45.4	15.9736	16.7146	49.9	6.36396	59.7	0.0070741	145.829		161327	154440	53.7987218	2.3387920	105969	133845	9.57102e-04	0.1676525	1.51437e-05
19.3	18.9	19.1	0.282843	29.4	0.956855	0.943077	0.0212136	0.0159007	0.949966	0.00974246	0.959038	0.345067	0.404091	0.135926	0.167844	0.374579	0.041736	0.392623	0.256843	0.247226	0.082641	0.0678996	0.252034	0.00680054	66.2	53	33.8913	23.1996	59.6	9.33381	81.3	0.0203198	249.641		1310	133814	6.0983625	5.2940755	53726	44333	3.29797e-04	0.2702971	3.95629e-05
23.8	26.6	25.2	1.9799	43.6	0.977016	0.973974	0.0143257	0.011626	0.975495	0.00215086	0.981142	0.0811114	0.12045	0.031858	0.0463313	0.100781	0.0278163	0.143193	0.078941	0.0863358	0.0309302	0.0267712	0.0826384	0.0052289	337.3	253.8	143.543	106.45	295.55	59.0434	343.9	0.0117775	4337.94		98975	38877	75.3442472	0.0159326	20381	16435	4.48571e-04	0.1219724	4.09822e-07
7.4	5.6	6.5	1.27279	8.1	0.779637	0.684872	0.0891011	0.104895	0.732254	0.0670092	0.734116	0.872879	0.832197	0.102476	0.160667	0.852538	0.0287664	0.915707	0.829711	0.64368	0.114417	0.135586	0.736696	0.131544	7.6	6.1	2.50333	2.55821	6.85	1.06066	8	0.0195993	0.272215		110622	157753	21.4366061	2.1284511	58486	185783	4.11762e-04	0.2333032	1.34923e-05
23.9	26	24.95	1.48492	42.1	0.979637	0.971667	0.00589332	0.00660529	0.975652	0.00563595	0.980164	0.150466	0.211957	0.0716887	0.0761653	0.181211	0.0434807	0.244648	0.140769	0.150447	0.06845	0.066772	0.145608	0.00684317	208	144.7	136.359	76.2249	176.35	44.7599	219.8	0.0100701	568.979		14483	92373	21.5914883	5.8287390	14303	23583	3.54475e-04	0.1187501	6.31000e-05
25.3	30.4	27.85	3.60624	47.4	0.984073	0.984359	0.00515768	0.00381277	0.984216	0.000202511	0.986033	0.200097	0.223082	0.0681891	0.0734537	0.21159	0.016253	0.323349	0.173215	0.208913	0.0484768	0.0605993	0.191064	0.0252425	140.5	149.8	51.4247	50.5872	145.15	6.57609	157	0.00364012	182.243		148515	15988	82.9126264	5.5416038	76782	203894	5.09741e-04	0.2504748	3.46610e-04
14.6	22.5	18.55	5.58614	32.7	0.912097	0.961026	0.0310917	0.0140987	0.936561	0.0345979	0.964789	0.165326	0.238894	0.146395	0.158212	0.20211	0.05202	0.257983	0.123551	0.18301	0.115557	0.154754	0.15328	0.0420437	168.8	148.5	150.983	123.911	158.65	14.3543	202.3	0.0512894	17378.5		127193	101068	53.1863806	6.9111136	1855	248472	2.91828e-04	0.1280047	6.83808e-05
11.1	8.3	9.7	1.9799	11.9	0.868548	0.815256	0.0504059	0.0642177	0.841902	0.0376831	0.856299	0.576994	0.650725	0.207198	0.241899	0.613859	0.0521358	0.617774	0.576994	0.429629	0.207198	0.157339	0.503311	0.104203	21	15.2	10.3923	11.4193	18.1	4.10122	21	0.0398644	3.94909		140057	15277	1.9653892	2.6487353	52765	214500	1.49961e-04	0.2824607	1.73381e-04
10.2	27.2	18.7	12.0208	33.6	0.86996	0.974615	0.0492681	0.012427	0.922288	0.0740028	0.959664	0.411763	0.293398	0.327021	0.13795	0.352581	0.0836969	0.324224	0.102263	0.25842	0.0529336	0.0882537	0.180342	0.110419	44.9	110.5	41.0784	47.7034	77.7	46.3862	116.7	0.0632651	952.849		185298	196114	70.0704861	8.7525190	70466	109937	4.56596e-04	0.2484500	4.46298e-05
19	22.6	20.8	2.54558	38.3	0.954234	0.963077	0.0137087	0.0121746	0.958655	0.00625298	0.976369	0.110999	0.230495	0.0429969	0.188194	0.170747	0.0844962	0.187881	0.0939385	0.112695	0.0425874	0.0495691	0.103317	0.013263	217.6	161.8	159.028	95.9291	189.7	39.4566	251	0.0345874	10488		111683	49694	47.0628114	4.7135829	6555	98352	9.07048e-04	0.1825730	9.48522e-05
21.8	19.5	20.65	1.62635	36.5	0.967742	0.939615	0.0139682	0.0300877	0.953679	0.0198885	0.968153	0.319104	0.669193	0.152918	0.168489	0.494149	0.24755	0.493225	0.31069	0.270966	0.155507	0.116123	0.290828	0.028089	86.8	31.4	51.2744	15.2038	59.1	39.1737	89.7	0.0326297	3760.33		17796	27617	19.4899731	2.0274837	40251	122100	6.49904e-04	0.1319298	7.34143e-05
15.6	21.3	18.45	4.03051	32.7	0.940524	0.954487	0.0199643	0.0163542	0.947506	0.00987332	0.967997	0.324166	0.401233	0.206453	0.164354	0.3627	0.0544943	0.494076	0.25358	0.329939	0.144722	0.141401	0.29176	0.0539938	69.5	65.4	44.6424	39.1016	67.45	2.89914	78.7	0.0398177	733.456		107074	46989	88.2544494	2.3855482	66415	210749	7.27780e-04	0.1000402	5.07682e-05
14.7	13.2	13.95	1.06066	18.3	0.934073	0.89141	0.0179839	0.0549608	0.912741	0.0301668	0.91921	0.656021	0.695588	0.145466	0.173019	0.675805	0.0279782	0.753774	0.609199	0.544653	0.127738	0.164796	0.576926	0.0456406	23.2	19.8	9.42573	9.51957	21.5	2.40416	24.8	0.0191624	6.57965		104304	116213	8.4933558	1.4273003	95510	15464	8.70088e-04	0.1445839	1.22818e-05
24.7	21.5	23.1	2.26274	37.1	0.982863	0.956538	0.00564276	0.0193816	0.969701	0.0186142	0.972692	0.167035	0.232288	0.0594904	0.147675	0.199662	0.0461407	0.248664	0.165508	0.144168	0.0588215	0.0469948	0.154838	0.0150896	166.2	118.1	71.6966	52.4287	142.15	34.0118	167.6	0.0091862	377.627		83372	78808	49.7489658	8.1140916	84085	181185	5.76118e-04	0.2080973	1.02960e-04
6	4.3	5.15	1.20208	6.3	0.708669	0.62859	0.120321	0.14097	0.66863	0.0566248	0.667879	0.894444	0.892262	0.151042	0.131506	0.893353	0.00154329	0.920833	0.8875	0.623135	0.165693	0.119283	0.755317	0.186934	5.9	4	1.79196	1.88562	4.95	1.3435	6	0.0113741	0.281121		108202	156842	38.2990721	1.8326585	40948	53128	2.93293e-04	0.2852511	1.16847e-05
20.5	22	21.25	1.06066	35.6	0.963306	0.958974	0.0136344	0.00790309	0.96114	0.00306325	0.971362	0.101943	0.129136	0.0484796	0.0898361	0.115539	0.0192284	0.160242	0.0922904	0.099881	0.037083	0.0418698	0.0960857	0.00536738	233.7	222.6	94.3022	101.006	228.15	7.84889	247.2	0.0212921	3560.79		91910	23997	79.1430628	4.2079608	84514	83590	8.97937e-04	0.1670556	1.75354e-04
22.8	22.6	22.7	0.141421	38.8	0.976613	0.959103	0.00779106	0.0184747	0.967858	0.0123817	0.976565	0.219305	0.353975	0.104696	0.183455	0.28664	0.0952261	0.361711	0.215464	0.215854	0.107097	0.114295	0.215659	0.000275943	126.7	94.2	65.7944	77.2439	110.45	22.981	130.7	0.0196557	1769.62		166322	15363	97.4344459	2.4036859	90151	42994	8.95461e-04	0.2096079	1.56459e-04
28.9	33.5	31.2	3.25269	58.4	0.99375	0.989231	0.00292165	0.00616926	0.99149	0.00319558	0.993075	0.0729889	0.0785168	0.0213963	0.0189667	0.0757528	0.00390884	0.132715	0.0658141	0.0757161	0.016086	0.0168409	0.0707651	0.00700179	422.3	448.6	110.004	114.269	435.45	18.5969	460.3	0.00369901	684.894		119414	82056	82.0475247	1.3837297	20252	99622	9.50391e-04	0.2217774	1.68632e-05
18.8	20	19.4	0.848528	28.4	0.958266	0.953846	0.0185038	0.0120873	0.956056	0.00312539	0.964085	0.494894	0.533411	0.13587	0.208036	0.514152	0.0272354	0.685207	0.45365	0.497029	0.123939	0.169112	0.47534	0.0306737	42.1	44	22.7472	24.0185	43.05	1.3435	45.6	0.0170064	24.297		155079	152599	44.7809564	1.1030167	20976	90793	2.02245e-04	0.1372011	7.22820e-06
9.7	7.8	8.75	1.3435	10.8	0.874597	0.812821	0.0295363	0.0498115	0.843709	0.0436824	0.847027	0.849589	0.851248	0.131864	0.1487	0.850419	0.00117321	0.89572	0.813669	0.668974	0.143057	0.185972	0.741321	0.102314	10.6	8.7	2.54733	3.77271	9.65	1.3435	11.2	0.0160152	0.63766		149890	1631	16.9157191	5.2365186	42674	170918	4.05167e-04	0.2737063	0.0032106
7.8	5.9	6.85	1.3435	8.7	0.815524	0.731667	0.065228	0.0508674	0.773595	0.0592962	0.785837	0.846448	0.889753	0.201311	0.135367	0.868101	0.0306208	0.894444	0.80002	0.620595	0.210874	0.179334	0.710308	0.126872	8.8	5.9	4.31535	2.60128	7.35	2.05061	9.2	0.0423684	0.47557		159394	17490	99.1103663	5.3417922	70467	32632	6.36047e-04	0.2863793	3.05420e-04
18.4	19.4	18.9	0.707107	27.6	0.952016	0.950128	0.0142181	0.0113139	0.951072	0.00133496	0.959585	0.393688	0.701393	0.196956	0.106369	0.547541	0.21758	0.527646	0.355572	0.385039	0.152239	0.192395	0.370305	0.0208364	65.4	27.5	52.5847	6.5532	46.45	26.7993	68.6	0.0177809	305.274		1862	123937	73.6191423	2.1691710	5766	212899	8.31385e-04	0.1546549	1.75022e-05
16.6	16.8	16.7	0.141421	29.1	0.944153	0.926795	0.0132394	0.0326326	0.935474	0.0122742	0.957277	0.311627	0.438101	0.220611	0.234691	0.374864	0.0894311	0.41673	0.247016	0.236659	0.159243	0.132097	0.241838	0.00732343	86.5	59.1	61.9072	60.2872	72.8	19.3747	95.1	0.0464474	1917.62		74106	156733	25.3160225	1.5233430	124187	50730	9.96583e-04	0.2925993	9.71935e-06
20.2	23.5	21.85	2.33345	36.5	0.958871	0.966667	0.0165492	0.00949834	0.962769	0.00551239	0.971831	0.158215	0.223112	0.0703375	0.091286	0.190663	0.045889	0.265479	0.143999	0.172235	0.0579387	0.0738432	0.158117	0.0199663	155.6	124.4	82.5822	60.054	140	22.0617	163.3	0.0175501	354.812		55969	177475	24.9948664	1.8694030	76112	188329	9.57188e-04	0.2329948	1.05333e-05
6.2	31.8	19	18.1019	37.2	0.710685	0.986282	0.122376	0.00336767	0.848484	0.194876	0.939085	0.525073	0.086478	0.374447	0.0258978	0.305776	0.310134	0.0974955	0.0163182	0.0834165	0.00702012	0.0219377	0.0498673	0.0474456	44.2	400.2	77.195	132.677	222.2	251.73	407.8	0.14745	20407		80293	40240	40.2957087	9.4451556	44205	23320	8.16613e-04	0.2004026	2.34721e-04
5.9	18.8	12.35	9.12168	21	0.678024	0.946154	0.164141	0.0143529	0.812089	0.189596	0.900782	0.568024	0.555503	0.24672	0.174509	0.561763	0.00885391	0.580687	0.160137	0.517692	0.06687	0.146273	0.338915	0.252829	12.4	39.6	8.69483	25.7129	26	19.2333	41.3	0.150437	159.35		78592	132772	85.7942250	0.1499477	46272	227670	2.70821e-04	0.2572665	1.12936e-06
10.3	7.8	9.05	1.76777	11.7	0.874194	0.783718	0.0388532	0.0985171	0.828956	0.0639759	0.836502	0.624084	0.707727	0.265418	0.302294	0.665905	0.0591445	0.670365	0.600994	0.477063	0.239814	0.247146	0.539028	0.0876325	22	17.5	19.4079	20.2608	19.75	3.18198	22.4	0.0299036	65.026		145662	56272	27.5131957	1.5409125	9478	146439	9.24490e-04	0.1263793	2.73833e-05
12.5	19.3	15.9	4.80833	25.5	0.907863	0.945513	0.0157336	0.0227602	0.926688	0.0266225	0.951095	0.320686	0.518576	0.158211	0.176589	0.419631	0.13993	0.525031	0.267597	0.406058	0.117478	0.184296	0.336827	0.0979066	54.9	41.7	49.5344	21.0188	48.3	9.33381	61.4	0.0456628	818.543		137197	158079	13.2641415	6.1892095	97197	125581	2.22094e-04	0.2013611	3.91526e-05
13.6	14.4	14	0.565685	19.2	0.922782	0.921667	0.0237042	0.0255515	0.922224	0.000788842	0.929577	0.462908	0.520958	0.276502	0.298878	0.491933	0.0410473	0.588489	0.416426	0.476621	0.205473	0.29723	0.446523	0.0425643	47.2	45.7	48.2627	47.8053	46.45	1.06066	48.8	0.0158066	28.0307		45444	14539	35.9679698	0.3056763	60291	225491	1.75126e-04	0.2167775	2.10246e-05
12.2	11.3	11.75	0.636396	15.3	0.914113	0.869744	0.0184096	0.048546	0.891928	0.0313738	0.89867	0.712184	0.759104	0.159088	0.196193	0.735644	0.0331776	0.864453	0.700543	0.648667	0.160193	0.212851	0.674605	0.0366819	17.4	14.5	7.18331	5.1908	15.95	2.05061	17.7	0.0204037	1.2725		11171	194284	87.7965316	8.3950389	16066	102611	1.42207e-04	0.1295179	4.32101e-05
24.3	22.1	23.2	1.55563	39	0.98125	0.960513	0.00665628	0.015167	0.970881	0.0146634	0.975743	0.213925	0.360351	0.088183	0.178051	0.287138	0.103539	0.333044	0.206384	0.191802	0.0778996	0.0885469	0.199093	0.0103107	127.2	80.5	41.5098	48.3006	103.85	33.0219	129.8	0.0122991	374.804		40378	91834	5.6030714	9.8970382	121991	112526	5.76383e-04	0.2788729	1.07771e-04
22.1	22.4	22.25	0.212132	36.9	0.972984	0.961795	0.006997	0.0120388	0.967389	0.00791182	0.974061	0.139234	0.23624	0.0712564	0.231868	0.187737	0.0685933	0.224348	0.135002	0.138166	0.0675955	0.0701146	0.136584	0.00223685	220	187.8	152.982	155.762	203.9	22.7688	222.9	0.0148767	1351.81		194795	66092	58.5885806	3.2272135	76459	223567	4.76686e-04	0.2617542	4.88291e-05
21	14.3	17.65	4.73762	28.4	0.967742	0.919872	0.0155879	0.0115977	0.943807	0.0338493	0.954695	0.401703	0.77528	0.131451	0.137826	0.588492	0.264159	0.521763	0.37958	0.272867	0.11777	0.122482	0.326223	0.0754575	58	18	27.1129	4.37163	38	28.2843	60.3	0.0280956	501.761		121700	177289	13.7916052	5.3023784	97878	194838	7.65492e-04	0.2161170	2.99081e-05
20	21.3	20.65	0.919239	37.8	0.96129	0.953974	0.0204018	0.023828	0.957632	0.00517317	0.973044	0.261841	0.410006	0.140919	0.269802	0.335923	0.104768	0.382274	0.199627	0.213969	0.0939833	0.106859	0.206798	0.0101418	97.7	87.5	52.7764	69.0189	92.6	7.21249	119.5	0.0319669	1864.57		15994	163118	9.9821926	0.8547819	76269	116498	6.42324e-04	0.2582928	5.24027e-06
12.8	9.3	11.05	2.47487	15.4	0.896573	0.845385	0.0451826	0.050972	0.870979	0.0361954	0.893153	0.538119	0.782665	0.242393	0.177353	0.660392	0.17292	0.574936	0.47089	0.359315	0.173753	0.185615	0.415102	0.0788955	31.4	11	22.955	2.3094	21.2	14.425	32.7	0.0545878	52.8662		163284	160348	3.4378153	4.5480509	111381	60347	1.79439e-04	0.1836131	2.83636e-05
25.2	25.8	25.5	0.424264	45.7	0.984879	0.970385	0.00289057	0.0100849	0.977632	0.0102491	0.983451	0.116976	0.155983	0.0436328	0.0642198	0.13648	0.0275824	0.194629	0.107198	0.111004	0.0328941	0.041398	0.109101	0.00269064	241.3	186.9	83.6833	65.1451	214.1	38.4666	254.9	0.0134065	1378.22		92838	94581	89.3524153	9.5173238	14977	76029	8.60007e-04	0.1949603	1.00626e-04
16.5	15.6	16.05	0.636396	21.6	0.941935	0.929744	0.0229047	0.0206088	0.93584	0.00862097	0.942019	0.606479	0.682132	0.175845	0.176465	0.644306	0.0534948	0.727284	0.567631	0.541771	0.144039	0.15654	0.554701	0.0182859	28.9	24.3	11.4159	10.955	26.6	3.25269	30.2	0.0144702	6.4307		178389	12561	74.0826423	0.4254055	100095	145225	5.90507e-04	0.1820056	3.38672e-05
11	9.1	10.05	1.3435	12.6	0.88871	0.83859	0.0383689	0.0638069	0.86365	0.0354401	0.867214	0.797162	0.867292	0.130601	0.162561	0.832227	0.0495891	0.875146	0.774815	0.640059	0.131529	0.144148	0.707437	0.0952867	13.1	10.2	3.63471	4.70933	11.65	2.05061	13.6	0.0146943	2.71293		128550	50762	95.6334934	5.2121014	69936	71981	8.25489e-04	0.2111798	1.02677e-04
19	18.6	18.8	0.282843	27.5	0.958266	0.944359	0.0117962	0.0140598	0.951313	0.00983384	0.955282	0.34807	0.570204	0.148264	0.25136	0.459137	0.157072	0.491478	0.343169	0.335428	0.144997	0.13928	0.339298	0.00547402	65.3	40.4	32.3387	24.2496	52.85	17.607	65.9	0.00990883	31.0493		173254	22653	42.9806810	6.5966963	96917	28605	9.67887e-04	0.1267016	2.91206e-04
17.9	27.8	22.85	7.00036	40.7	0.944758	0.977821	0.0382793	0.00799614	0.961289	0.0233787	0.9768	0.202581	0.166806	0.178897	0.0824258	0.184693	0.0252964	0.215746	0.0967577	0.152689	0.055018	0.0847169	0.124723	0.0395494	150.8	202.5	115.648	88.6244	176.65	36.5574	226.6	0.0274639	1552.45		198900	15035	78.9834245	7.4043364	122346	39633	1.32020e-04	0.2338971	4.92473e-04
12.3	9.6	10.95	1.90919	13.9	0.915323	0.858205	0.0229481	0.0423193	0.886764	0.0403881	0.896831	0.802802	0.827574	0.0556161	0.166633	0.815188	0.0175161	0.872369	0.77082	0.6069	0.0616208	0.114194	0.68886	0.115909	14.4	11.1	2.67499	3.41402	12.75	2.33345	15	0.0292492	2.98464		34668	169111	12.9966410	0.8877306	113365	78664	9.86829e-04	0.1520861	5.24940e-06
20.8	17.5	19.15	2.33345	31.2	0.9625	0.943077	0.0163846	0.0128944	0.952788	0.0137342	0.964632	0.327608	0.50099	0.221531	0.227066	0.414299	0.1226	0.429159	0.30665	0.249693	0.227942	0.172799	0.278171	0.0402745	93.9	48.3	57.5682	39.9056	71.1	32.2441	105.6	0.026461	1203.85		187094	184125	2.6489006	2.3140452	58332	243460	5.08372e-04	0.1660829	1.25678e-05
20.7	20	20.35	0.494975	30.6	0.966331	0.954744	0.00828823	0.011046	0.960537	0.00819329	0.966471	0.422511	0.52057	0.298409	0.314745	0.47154	0.0693379	0.54647	0.381354	0.367702	0.259233	0.260258	0.374528	0.00965349	117.6	85.4	125.344	105.006	101.5	22.7688	121.1	0.0135363	509.724		95681	163759	16.2941577	3.7876827	40738	171479	4.95301e-04	0.1444818	2.31296e-05
10.5	9.9	10.2	0.424264	13	0.879637	0.847564	0.0412094	0.0711829	0.863601	0.022679	0.881377	0.790335	0.82251	0.161649	0.159283	0.806423	0.0227511	0.862945	0.706226	0.661571	0.177676	0.112277	0.683898	0.0315765	12.6	11.9	3.59629	5.06513	12.25	0.494975	14.4	0.0434634	1.47343		177893	179027	91.3435938	7.1194950	84288	57587	4.82197e-04	0.1764287	3.97677e-05
25.2	31.6	28.4	4.52548	53.4	0.98246	0.98641	0.00672379	0.00557852	0.984435	0.00279348	0.990141	0.0706446	0.0883627	0.0330282	0.0480242	0.0795036	0.0125286	0.133451	0.0629558	0.0793455	0.0288015	0.0353635	0.0711507	0.0115893	456.4	473.9	269.494	266.059	465.15	12.3744	497.1	0.0109915	16930		63668	7237	49.6152092	3.2788160	102729	208063	1.91937e-04	0.2071581	4.53063e-04
17.4	22.4	19.9	3.53553	35.9	0.941532	0.963077	0.0298133	0.0089397	0.952305	0.0152344	0.972966	0.312071	0.514179	0.171423	0.219691	0.413125	0.142912	0.512899	0.253396	0.32115	0.113846	0.12633	0.287273	0.0479094	72	52.7	40.5189	28.9484	62.35	13.6472	82.2	0.0390987	2658.17		126971	122145	49.8034378	3.9651089	98653	69600	7.24856e-04	0.2544178	3.24623e-05
19.8	25.9	22.85	4.31335	41	0.955645	0.972564	0.0128569	0.0099344	0.964105	0.0119635	0.977778	0.181592	0.150465	0.0822157	0.0720571	0.166028	0.0220101	0.207912	0.10169	0.133216	0.047875	0.0665446	0.117453	0.0222921	136	205.6	74.8762	95.6257	170.8	49.2146	229.7	0.0256178	4321.86		37141	178918	82.7231336	2.6690473	60611	201306	3.20340e-04	0.2581570	1.49177e-05
16.8	18.2	17.5	0.989949	26.1	0.94375	0.94641	0.0247007	0.0158039	0.94508	0.00188109	0.953404	0.401752	0.536021	0.177205	0.252873	0.468887	0.0949425	0.561133	0.358653	0.401207	0.157296	0.184741	0.37993	0.0300905	53.2	43.1	34.1559	26.1596	48.15	7.14178	57.4	0.0169702	50.8882		105543	18768	59.3441159	5.7908000	61671	38277	2.42450e-04	0.1799299	3.08546e-04
17	17.1	17.05	0.0707107	23.8	0.949597	0.932051	0.0147849	0.0290912	0.940824	0.0124065	0.944562	0.540548	0.626514	0.120696	0.167144	0.583531	0.060787	0.675911	0.488101	0.488476	0.090676	0.107541	0.488288	0.000265171	31.9	28.3	7.76674	8.61588	30.1	2.54558	35.1	0.00997165	4.42682		57253	83055	73.4061948	0.6987485	23179	43836	6.72517e-04	0.2412117	8.41308e-06
9.5	17.2	13.35	5.44472	20.6	0.833065	0.930128	0.0866743	0.0180628	0.881596	0.0686344	0.922379	0.647863	0.615263	0.219507	0.190171	0.631563	0.0230513	0.689243	0.329538	0.576717	0.122823	0.125583	0.453127	0.174782	15.4	29.1	6.36309	9.32678	22.25	9.68736	30	0.0734844	13.1525		126717	53586	55.2096094	0.5862874	25259	158499	9.79828e-04	0.1197254	1.09411e-05
22	19.3	20.65	1.90919	32.2	0.971774	0.947436	0.00871067	0.0097825	0.959605	0.0172098	0.965141	0.288394	0.262459	0.133462	0.096123	0.275427	0.0183391	0.402627	0.283062	0.242942	0.134565	0.0969185	0.263002	0.0283691	92.9	87	50.0321	47.9096	89.95	4.17193	95.5	0.0142292	125.846		73584	164009	11.9767611	0.9510290	92199	67888	3.01479e-04	0.2836701	5.79864e-06
18.8	24	21.4	3.67696	37.3	0.955242	0.963974	0.0146561	0.0193816	0.959608	0.00617476	0.972183	0.177668	0.151757	0.165013	0.106108	0.164713	0.0183218	0.21837	0.116485	0.143454	0.0884028	0.103467	0.12997	0.0190702	168.8	218.2	118.115	130.797	193.5	34.9311	225	0.0245008	4873.09		149984	16224	59.4424618	7.5193626	80968	231701	9.09694e-04	0.2857237	4.63472e-04
25.5	25.3	25.4	0.141421	40.8	0.983669	0.967949	0.0067506	0.0134191	0.975809	0.0111162	0.977934	0.150484	0.211238	0.133855	0.181625	0.180861	0.0429591	0.230765	0.149292	0.144538	0.133907	0.12111	0.146915	0.00336165	240.5	186.8	106.601	104.458	213.65	37.9716	242.6	0.00615493	792.981		195427	46070	84.4957990	7.3054827	9712	15071	8.15052e-04	0.1173346	1.58574e-04
18.8	20.7	19.75	1.3435	31.8	0.946169	0.956154	0.0280822	0.00883696	0.951162	0.0070601	0.964241	0.216631	0.407295	0.142985	0.16476	0.311963	0.13482	0.332855	0.200971	0.216235	0.121612	0.124136	0.208603	0.010793	113.8	62.6	52.0679	42.1458	88.2	36.2039	118.8	0.0255742	956.399		105433	1519	14.8796972	3.8953125	8573	243317	6.10228e-04	0.2218260	0.0025644
