K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	GEOM	MIG21
9.5	9.4	9.45	0.0707107	12	0.850605	0.85141	0.0337423	0.053688	0.851008	0.000569516	0.875352	0.671087	0.784341	0.219214	0.230177	0.727714	0.0800827	0.78186	0.635976	0.60621	0.200881	0.189243	0.621093	0.0210474	15.4	12.9	8.31598	8.53034	14.15	1.76777	16.1	0.0539379	5.02459		1634	198949	94.6685382	0.0994775	1413	239788	4.34442e-04	0.1919973	5.00015e-07
17.7	20.5	19.1	1.9799	30.3	0.953024	0.953462	0.0145401	0.0173069	0.953243	0.00030925	0.962285	0.274314	0.313638	0.230064	0.175903	0.293976	0.0278059	0.32542	0.2005	0.234447	0.108625	0.129309	0.217474	0.0240045	115.4	89.5	97.7255	55.5663	102.45	18.3141	124	0.0185383	117.128		182386	85178	97.7598514	9.0204638	92051	10314	8.81278e-04	0.2929274	1.05901e-04
17.8	18	17.9	0.141421	24.6	0.952016	0.941282	0.0114366	0.0156529	0.946649	0.00759014	0.95356	0.530382	0.658354	0.216264	0.303366	0.594368	0.0904894	0.707873	0.518247	0.531032	0.208993	0.220059	0.52464	0.00904042	48.2	43	45.2985	43.6043	45.6	3.67696	49	0.0156343	13.1871		132128	62888	14.6034573	8.9325618	60018	40879	6.06026e-04	0.1223191	1.42039e-04
5.6	4.4	5	0.848528	5.9	0.705242	0.661923	0.115591	0.123778	0.683583	0.0306311	0.687285	0.9625	0.911667	0.118585	0.143598	0.937083	0.0359446	0.966667	0.915556	0.74689	0.151372	0.183169	0.831223	0.119264	4.9	4	2.28279	1.94365	4.45	0.636396	5.2	0.0177896	0.212344		133925	181252	19.1180410	5.1609593	2050	239221	8.72589e-04	0.2610167	2.84739e-05
20.6	21.1	20.85	0.353553	33.6	0.967137	0.953846	0.0184304	0.0146051	0.960492	0.00939812	0.969092	0.2577	0.311301	0.250886	0.192102	0.2845	0.0379014	0.320355	0.205166	0.212963	0.119457	0.146365	0.209065	0.00551301	138.7	114	92.0447	94.2821	126.35	17.4655	142.6	0.0191033	717.101		37687	115347	91.3483130	6.7384616	68148	224238	5.75360e-04	0.2226046	5.84190e-05
8.6	16.7	12.65	5.72756	21.8	0.828024	0.931667	0.0358527	0.0237328	0.879845	0.0732863	0.934077	0.819107	0.697706	0.134707	0.202175	0.758406	0.0858438	0.752638	0.302572	0.592199	0.101317	0.19677	0.447385	0.204797	9.9	25.6	3.07137	11.2763	17.75	11.1016	30.4	0.0982115	187.38		162131	183491	7.3467930	7.8566530	94367	73110	3.46831e-04	0.1344464	4.28176e-05
25.3	30.2	27.75	3.46482	49.8	0.983669	0.982179	0.00831	0.0075352	0.982924	0.0010535	0.987637	0.141353	0.167715	0.0398025	0.0436408	0.154534	0.0186407	0.25745	0.131212	0.1568	0.0353799	0.0414082	0.144006	0.0180933	192.5	193.4	62.6352	64.1928	192.95	0.636396	206.4	0.00965348	237.776		93796	198377	31.6201901	4.5127622	35781	95446	4.17614e-04	0.1405183	2.27484e-05
24.4	24.7	24.55	0.212132	40.2	0.979839	0.969487	0.00860635	0.0122494	0.974663	0.00731964	0.97903	0.235078	0.278272	0.148042	0.18756	0.256675	0.0305429	0.367477	0.229775	0.231808	0.147084	0.150422	0.230791	0.00143741	154.3	145	106.155	111.777	149.65	6.57609	159.1	0.0100624	576.072		161362	74084	9.7355755	3.3677293	51849	118662	9.38628e-04	0.1597733	4.54583e-05
22.2	19.8	21	1.69706	34.6	0.967339	0.952051	0.0242644	0.0158662	0.959695	0.0108098	0.967058	0.146472	0.431738	0.0973552	0.251912	0.289105	0.201714	0.221829	0.137899	0.138428	0.0788284	0.120245	0.138164	0.000374038	212.2	88.5	136.009	105.877	150.35	87.4691	213.7	0.0168643	1491.39		123047	12125	82.9666616	9.5056325	35885	143910	7.21343e-04	0.1976484	7.83970e-04
14	9.3	11.65	3.3234	16	0.925202	0.844231	0.0175878	0.0658598	0.884716	0.057255	0.896283	0.728134	0.804541	0.139485	0.142583	0.766338	0.0540273	0.808532	0.703006	0.470887	0.128013	0.151454	0.586946	0.164133	19.3	11.1	7.31893	3.95671	15.2	5.79828	19.9	0.035441	4.58142		169091	30744	57.8150354	0.2860824	109741	45116	7.82822e-04	0.1933740	9.30531e-06
8.2	5.2	6.7	2.12132	8.6	0.815726	0.664615	0.0427073	0.0727129	0.740171	0.106851	0.743545	0.825379	0.850541	0.150339	0.142518	0.83796	0.0177925	0.844802	0.806917	0.515156	0.164473	0.125653	0.661036	0.206307	9.3	5.4	2.83039	2.1187	7.35	2.75772	9.6	0.0317402	0.230262		19990	164071	42.0175735	6.7894338	67865	95945	8.85947e-04	0.2778331	4.13811e-05
19	22.2	20.6	2.26274	33.2	0.953629	0.964231	0.0145385	0.0111513	0.95893	0.00749656	0.969131	0.274617	0.368436	0.210406	0.231977	0.321527	0.0663401	0.414426	0.247134	0.281302	0.17054	0.189983	0.264218	0.0241602	107.8	93.8	67.7459	71.7384	100.8	9.89949	113.3	0.0195786	1230.97		192300	170662	84.4473110	5.9430765	76343	238133	9.30378e-04	0.1644637	3.48237e-05
16.6	23.7	20.15	5.02046	33.9	0.943145	0.968974	0.0160954	0.0103239	0.95606	0.018264	0.971049	0.24099	0.363632	0.248357	0.262102	0.302311	0.0867205	0.247526	0.126735	0.17259	0.0822897	0.0887549	0.149663	0.0324247	141.3	109.8	95.5104	92.4948	125.55	22.2739	167.1	0.0274077	1997.99		14499	183856	20.8707862	7.2625998	51884	23447	4.72187e-04	0.1003695	3.95016e-05
23.6	27.7	25.65	2.89914	44.3	0.977621	0.977692	0.0111019	0.00720691	0.977657	5.0445e-05	0.982942	0.150172	0.1838	0.110658	0.159926	0.166986	0.0237786	0.181171	0.0961936	0.11395	0.0448278	0.0529006	0.105072	0.0125557	258.1	242.5	208.391	170.428	250.3	11.0309	307.2	0.0106721	1506.31		178486	99100	3.2594382	6.0680823	104919	242280	3.96386e-04	0.2835098	6.12319e-05
17.9	24.3	21.1	4.52548	32.7	0.949194	0.967308	0.0268784	0.0132857	0.958251	0.0128086	0.968271	0.331464	0.392922	0.19531	0.208889	0.362193	0.0434573	0.491836	0.276567	0.372753	0.147454	0.200526	0.32466	0.0680139	83.4	83.8	66.1953	52.923	83.6	0.282843	90.6	0.0183601	204.979		81783	48718	49.2896786	8.2007846	108039	244818	4.38602e-04	0.1585449	1.68332e-04
14.2	25.2	19.7	7.77817	35.5	0.919556	0.968718	0.0455251	0.0104539	0.944137	0.0347624	0.969953	0.132797	0.125708	0.0923728	0.0549964	0.129253	0.00501251	0.171146	0.0713839	0.121572	0.0383447	0.0515986	0.0964779	0.0354883	148.2	236.2	83.0847	99.3275	192.2	62.2254	240.6	0.0462704	7755.65		197626	182059	74.2899884	5.6032476	20213	149147	1.67231e-04	0.2687070	3.07771e-05
23	25.8	24.4	1.9799	39.1	0.976613	0.972051	0.00872104	0.0160219	0.974332	0.00322555	0.977895	0.300703	0.363001	0.174507	0.143298	0.331852	0.0440514	0.448184	0.276776	0.290604	0.153908	0.126975	0.28369	0.00977759	106.1	86.1	63.567	47.7667	96.1	14.1421	110.5	0.00777777	42.6561		52257	16586	99.6888194	2.7114038	42720	197392	2.23798e-04	0.1363905	1.63475e-04
23.8	27.4	25.6	2.54558	43.3	0.975806	0.976154	0.0100582	0.00625744	0.97598	0.000245645	0.981964	0.201569	0.234215	0.0624785	0.0574027	0.217892	0.0230844	0.32802	0.181596	0.209202	0.0454703	0.0515329	0.195399	0.01952	130	123.7	48.5249	39.0187	126.85	4.45477	138.8	0.0120551	500.191		82387	35358	18.7335577	7.2252475	64994	223499	5.61647e-04	0.2337517	2.04345e-04
22.4	28.5	25.45	4.31335	44.9	0.971573	0.980513	0.0122249	0.005663	0.976043	0.0063217	0.983842	0.113345	0.159295	0.0497665	0.0662259	0.13632	0.0324917	0.19859	0.100554	0.127025	0.0450242	0.0520054	0.11379	0.0187179	229.9	211.3	98.2451	93.3477	220.6	13.1522	254.7	0.0146845	1434.03		173035	186819	85.1772924	0.5025308	98958	81512	3.22856e-04	0.1456999	2.68993e-06
22.4	25.9	24.15	2.47487	38.6	0.972984	0.974359	0.00951362	0.00908559	0.973671	0.000972345	0.978443	0.237812	0.365955	0.161769	0.241114	0.301883	0.0906113	0.324504	0.193875	0.222702	0.12978	0.153053	0.208288	0.0203836	147.6	111.8	100.371	79.0243	129.7	25.3144	163.3	0.00953198	431.863		131699	25175	72.9618172	1.4362527	94093	155993	8.77865e-04	0.2420855	5.70508e-05
17.8	20.4	19.1	1.83848	28.6	0.948992	0.95859	0.0162976	0.0118284	0.953791	0.00678668	0.962637	0.271292	0.340211	0.174485	0.247403	0.305751	0.0487327	0.402008	0.26254	0.297674	0.174091	0.19096	0.280107	0.024844	96.3	96.6	67.3846	70.3866	96.45	0.212132	99.9	0.0170658	96.1929		16813	171063	42.0826564	1.1681808	56248	108829	4.64147e-04	0.2479728	6.82895e-06
12	11	11.5	0.707107	14.3	0.886895	0.872564	0.0545014	0.0456333	0.87973	0.0101336	0.894484	0.740104	0.78646	0.147959	0.179727	0.763282	0.0327784	0.820241	0.69639	0.653878	0.149137	0.19866	0.675134	0.0300608	16.1	13.9	6.20842	5.13052	15	1.55563	17.3	0.0341723	10.2515		75683	111709	96.8467485	8.1407167	23553	12543	1.40596e-04	0.2519253	7.28743e-05
15.3	19	17.15	2.6163	25.3	0.933065	0.942308	0.0246338	0.0194527	0.937686	0.00653591	0.951643	0.588773	0.616493	0.200449	0.174786	0.602633	0.0196008	0.720347	0.439797	0.553165	0.138949	0.157792	0.496481	0.0801633	30.2	33.9	19.9933	16.7826	32.05	2.6163	37.3	0.0277876	98.9085		50460	123478	83.1102335	0.1759508	105520	112682	9.81316e-04	0.2100980	1.42496e-06
13.3	15	14.15	1.20208	20.9	0.910081	0.921026	0.0342571	0.0256139	0.915553	0.00773928	0.933255	0.483326	0.564673	0.252851	0.189832	0.523999	0.0575206	0.637687	0.41459	0.466982	0.206868	0.209311	0.440786	0.0370467	44.1	30.8	45.2486	20.0544	37.45	9.40452	47.2	0.0358839	151.171		199773	28413	85.0969855	2.2458824	42568	175558	7.99610e-04	0.2343557	7.90442e-05
19.7	19.4	19.55	0.212132	31.6	0.962298	0.951026	0.0170823	0.0119169	0.956662	0.00797104	0.967371	0.2269	0.67596	0.12843	0.148306	0.45143	0.317533	0.344844	0.216291	0.21568	0.108392	0.107966	0.215985	0.000432056	104.6	30.2	49.6526	13.7016	67.4	52.6087	107.1	0.0231643	1566.23		159675	125676	75.4307018	7.0554778	88306	115691	6.61286e-04	0.1210970	5.61402e-05
22.8	24.2	23.5	0.989949	41.8	0.974798	0.969872	0.0107632	0.00867953	0.972335	0.00348363	0.980829	0.143379	0.26671	0.0500565	0.192753	0.205045	0.0872076	0.242053	0.131644	0.14265	0.0576954	0.0689443	0.137147	0.00778273	178.7	149.7	70.5991	118.639	164.2	20.5061	211.4	0.0177088	1893.56		136458	46960	22.0005603	7.7402303	60302	199222	3.24333e-04	0.1215670	1.64826e-04
12.5	8.9	10.7	2.54558	13.8	0.912298	0.832564	0.0324709	0.0581234	0.872431	0.0563807	0.885055	0.853592	0.803584	0.0797263	0.154322	0.828588	0.0353616	0.923438	0.8447	0.607434	0.0951213	0.140581	0.726067	0.167773	13.8	10.5	3.93841	4.00694	12.15	2.33345	14	0.0380255	3.95884		25402	117582	29.3426224	5.2808515	35565	40515	9.39774e-04	0.1823662	4.49121e-05
10	9	9.5	0.707107	12.6	0.88246	0.841154	0.0267984	0.0454217	0.861807	0.0292076	0.882316	0.792514	0.749493	0.105878	0.159485	0.771003	0.0304203	0.885704	0.715635	0.643135	0.120885	0.143006	0.679385	0.0512652	12	11.3	3.71184	3.4657	11.65	0.494975	13.4	0.0504554	4.66229		11488	158430	36.3306006	7.4405800	91164	235459	2.04591e-04	0.1545239	4.69645e-05
18.5	19	18.75	0.353553	29.3	0.953629	0.945897	0.0160166	0.0178344	0.949763	0.00546706	0.959351	0.443898	0.580594	0.119285	0.206523	0.512246	0.0966586	0.653203	0.424191	0.426801	0.123971	0.123714	0.425496	0.0018458	44.2	37.5	15.0392	19.2368	40.85	4.73762	46.8	0.0206602	133.98		175250	146829	59.5233420	4.1383661	71063	62054	5.59331e-04	0.1288188	2.81849e-05
17.6	20.6	19.1	2.12132	27.7	0.945363	0.956154	0.0286617	0.0114319	0.950758	0.00763035	0.959937	0.347212	0.434888	0.19629	0.203686	0.39105	0.0619963	0.49713	0.318192	0.37429	0.17107	0.191544	0.346241	0.0396679	76.8	69.9	62.8115	61.9793	73.35	4.87904	80.7	0.0176546	185.61		98176	48720	72.5053111	3.1607343	20930	204294	6.55666e-04	0.2174071	6.48755e-05
13.2	21.5	17.35	5.86899	29.5	0.903226	0.955385	0.0397245	0.0184386	0.929305	0.0368818	0.957473	0.247614	0.301295	0.181275	0.16916	0.274454	0.0379581	0.336362	0.150116	0.253092	0.0575768	0.116866	0.201604	0.0728151	78.1	87.4	43.8088	36.4423	82.75	6.57609	97.1	0.0511867	945.234		17025	11848	86.1980174	5.9602612	121644	208876	6.00009e-04	0.2051313	5.03061e-04
13.4	22.4	17.9	6.36396	31.8	0.912903	0.962821	0.0335591	0.0118893	0.937862	0.0352969	0.965767	0.302587	0.420604	0.290845	0.239977	0.361595	0.0834506	0.311158	0.132137	0.22168	0.10736	0.179523	0.176908	0.0633168	124.9	100.4	112.336	105.146	112.65	17.3241	160.7	0.0504943	11460.8		150426	4107	11.1579396	2.9251279	111835	93858	6.35606e-04	0.2076081	7.12230e-04
7.6	14.2	10.9	4.6669	20.2	0.785887	0.915641	0.111453	0.0212973	0.850764	0.0917499	0.920423	0.832119	0.680488	0.248518	0.20644	0.756303	0.10722	0.544418	0.21794	0.3999	0.137298	0.236036	0.30892	0.128665	10.3	22.3	9.87758	9.14148	16.3	8.48528	51.6	0.126511	2696.64		148784	195202	5.0173316	1.6608605	78801	108019	5.41385e-04	0.2079076	8.50842e-06
11.7	12.7	12.2	0.707107	16.1	0.896169	0.878462	0.0371665	0.0474563	0.887315	0.0125213	0.910055	0.442602	0.789359	0.288613	0.157646	0.61598	0.245195	0.541494	0.412087	0.41842	0.251728	0.211298	0.415254	0.0044779	38.7	16.6	27.0598	9.62866	27.65	15.6271	39.8	0.0507942	21.0305		100657	46866	66.6529737	6.8799969	23696	24394	8.70638e-04	0.2062628	1.46801e-04
6.1	4.4	5.25	1.20208	6.3	0.733468	0.646282	0.0541802	0.0889453	0.689875	0.0616496	0.688615	0.935714	0.908333	0.110092	0.168737	0.922024	0.0193613	0.935714	0.910714	0.66619	0.106426	0.206291	0.788452	0.172904	5.6	4	1.7127	1.76383	4.8	1.13137	5.8	0.0107358	0.263504		8104	68590	63.3708972	4.3671316	6000	185194	7.09752e-04	0.1676300	6.36701e-05
4.4	10.4	7.4	4.24264	11.7	0.63125	0.869744	0.100674	0.0312825	0.750497	0.16864	0.83885	0.5946	0.73016	0.272251	0.216376	0.66238	0.0958553	0.757107	0.306914	0.682865	0.143708	0.185199	0.49489	0.265838	8.3	15	4.90011	6.84755	11.65	4.73762	15.7	0.163374	13.5916		198045	123803	36.5190889	4.0222296	77300	19571	6.88300e-04	0.2902183	3.24890e-05
4	2.2	3.1	1.27279	4.3	0.412298	0.265128	0.17262	0.267333	0.338713	0.104065	0.344171	0.888333	0.821429	0.168518	0.169617	0.854881	0.0473088	0.891111	0.846667	0.431111	0.184056	0.131968	0.638889	0.293842	3.7	2.42857	1.56702	1.39728	3.06429	0.899036	4	0.0773495	0.108859		148062	98216	65.0159290	4.7885796	78568	129957	7.57694e-04	0.2106710	4.87556e-05
19.5	23.1	21.3	2.54558	34.5	0.959073	0.962821	0.0197551	0.0125032	0.960947	0.00265019	0.97097	0.18066	0.218113	0.0807284	0.132416	0.199386	0.0264836	0.299446	0.169972	0.200327	0.0832836	0.106029	0.18515	0.0214643	126.9	134.9	52.7267	62.7897	130.9	5.65685	138.5	0.0199729	609.354		3843	103892	96.2680761	5.3652458	98554	203696	8.63339e-04	0.1827713	5.16425e-05
24	26.9	25.45	2.05061	43.1	0.98004	0.975897	0.00803366	0.00714583	0.977969	0.00292946	0.982394	0.11925	0.117494	0.0593651	0.0507011	0.118372	0.00124198	0.183642	0.10129	0.11541	0.0386419	0.049792	0.10835	0.0099842	242.6	263.1	108.122	100.297	252.85	14.4957	267.3	0.0094321	373.771		6062	98423	92.7958702	4.9248942	94690	129207	8.95937e-04	0.2585403	5.00380e-05
12.6	12.3	12.45	0.212132	15.6	0.920968	0.903205	0.0202239	0.028599	0.912086	0.0125601	0.916158	0.764647	0.833689	0.100927	0.134671	0.799168	0.0488197	0.899586	0.730803	0.717515	0.0992087	0.127794	0.724159	0.00939544	15.8	14.4	3.93841	4.81202	15.1	0.989949	16.5	0.0110259	1.35975		47239	111722	51.6677358	1.5139405	100497	242649	8.27891e-04	0.2899370	1.35510e-05
21.4	23.4	22.4	1.41421	38	0.969758	0.96641	0.0172651	0.0133755	0.968084	0.00236726	0.9768	0.122188	0.216994	0.0930073	0.178199	0.169591	0.0670384	0.206366	0.110238	0.1367	0.0669988	0.129046	0.123469	0.0187112	281.9	236.2	234.04	272.772	259.05	32.3148	294.8	0.0180442	19552.4		43122	29480	72.5599755	6.5248221	38732	10369	7.14843e-04	0.2252375	2.21330e-04
16.1	16.7	16.4	0.424264	25.2	0.934476	0.931282	0.0299229	0.0209637	0.932879	0.00225833	0.9491	0.49334	0.668891	0.185241	0.196531	0.581115	0.124133	0.717142	0.471617	0.48757	0.178412	0.172305	0.479594	0.0112808	39.5	29.9	27.2407	23.5393	34.7	6.78823	40.6	0.0339283	162.636		62627	28381	50.9261465	5.5484400	122932	40167	5.08398e-04	0.1395040	1.95498e-04
17.5	17.2	17.35	0.212132	26.8	0.947782	0.925769	0.0205704	0.0425914	0.936776	0.0155656	0.950939	0.305982	0.554072	0.112584	0.268531	0.430027	0.175427	0.452642	0.299829	0.295903	0.110765	0.127479	0.297866	0.00277624	65.6	40.1	34.2222	23.8628	52.85	18.0312	66.5	0.0318676	1023.15		76664	161251	88.6083651	4.6684659	34380	170767	2.28092e-04	0.2581000	2.89515e-05
14.7	22.9	18.8	5.79828	35.8	0.931653	0.963333	0.0266192	0.0119077	0.947493	0.0224012	0.972809	0.551844	0.326886	0.229998	0.192021	0.439365	0.159069	0.368287	0.155427	0.234101	0.0930813	0.110221	0.194764	0.0556309	30.4	96.3	13.3517	56.6844	63.35	46.5983	118.9	0.0471147	4693.42		55193	100616	75.3727283	9.7580871	26393	172323	8.83176e-04	0.1785078	9.69835e-05
15	13.3	14.15	1.20208	19.8	0.926613	0.903974	0.0246778	0.0172583	0.915294	0.0160079	0.927817	0.545481	0.591635	0.180712	0.138539	0.568558	0.0326362	0.682547	0.525067	0.466724	0.167389	0.170106	0.495896	0.0412548	29.6	22.4	10.6896	5.79655	26	5.09117	30.4	0.0293021	11.593		41364	164250	2.8680288	2.3354402	103934	171870	9.64073e-04	0.2664612	1.42188e-05
14.8	12.6	13.7	1.55563	19.4	0.925806	0.888718	0.0367823	0.0396345	0.907262	0.0262255	0.925509	0.55246	0.637355	0.236076	0.202866	0.594908	0.0600297	0.690252	0.523133	0.460522	0.214076	0.223147	0.491827	0.0442727	33.4	22.6	21.2561	16.4803	28	7.63675	34.7	0.0429979	17.6878		21858	24432	60.6862571	2.9060930	30371	50326	6.85340e-04	0.1890631	1.18946e-04
20.7	23	21.85	1.62635	37.9	0.966331	0.961795	0.0179336	0.0127319	0.964063	0.00320728	0.974687	0.286016	0.521717	0.207113	0.168858	0.403866	0.166666	0.415336	0.239504	0.265112	0.146887	0.162491	0.252308	0.0181081	106.9	49.3	59.8265	24.5631	78.1	40.7294	113.1	0.0220518	3756.1		56628	2770	39.8430586	8.2803679	95033	29868	1.71541e-04	0.2645366	0.0029893
5.3	3.4	4.35	1.3435	5.6	0.617339	0.384872	0.131397	0.17905	0.501105	0.164379	0.517371	1	0.963333	0	0.0776984	0.981667	0.0259272	1	0.946667	0.611429	0.116746	0.154792	0.779048	0.237049	4.3	2.6	1.41814	1.3499	3.45	1.20208	4.6	0.107907	0.258934		188116	180841	62.5114723	0.7593599	26346	248919	6.99496e-04	0.1960980	4.19905e-06
27.6	29.2	28.4	1.13137	51.1	0.989315	0.981282	0.00520996	0.00957875	0.985298	0.00567981	0.988419	0.133201	0.124382	0.0829013	0.053036	0.128791	0.00623595	0.210311	0.117167	0.119392	0.0671336	0.0497777	0.118279	0.00157314	257.1	267.4	106.721	96.885	262.25	7.2832	277.3	0.00720679	336.652		6623	77470	94.8382111	6.9293931	114796	63117	5.92428e-04	0.2875396	8.94461e-05
24.6	24.9	24.75	0.212132	43.4	0.979839	0.967821	0.00936048	0.00897334	0.97383	0.00849815	0.980321	0.168167	0.347816	0.0909426	0.171424	0.257991	0.127031	0.268933	0.156987	0.154262	0.0915168	0.082652	0.155624	0.00192681	206	92.4	135.75	55.8036	149.2	80.3273	221	0.0145153	1606.52		104723	174534	6.9895887	4.4649752	115381	5712	7.39909e-04	0.1905849	2.55823e-05
13.2	14	13.6	0.565685	18.2	0.912903	0.915897	0.0343834	0.0248834	0.9144	0.00211723	0.92633	0.682433	0.692685	0.16404	0.159073	0.687559	0.00724961	0.804794	0.59167	0.640848	0.101533	0.16383	0.616259	0.0347743	19.7	20.3	8.36726	7.58727	20	0.424264	22.1	0.0250314	7.37507		112500	169878	35.1715763	1.3476143	59946	218629	7.53789e-04	0.2451869	7.93284e-06
21.3	26.3	23.8	3.53553	44.4	0.965121	0.973718	0.0116808	0.00956062	0.969419	0.00607898	0.982746	0.0883404	0.16336	0.0504694	0.145296	0.12585	0.0530466	0.136559	0.0662146	0.0795753	0.0338126	0.0353603	0.072895	0.00944738	321.2	279.3	173.102	179.039	300.25	29.6278	387.6	0.0257462	28409.7		157727	128168	28.5851787	1.3851798	96170	176902	3.56647e-04	0.1342302	1.08075e-05
19	22.2	20.6	2.26274	34.3	0.956452	0.958333	0.013414	0.0138114	0.957392	0.00133058	0.96964	0.202084	0.249907	0.162704	0.162379	0.225995	0.0338162	0.284162	0.158136	0.187347	0.0764818	0.100065	0.172742	0.0206557	143.9	134.7	114.119	117.568	139.3	6.50538	154.6	0.024693	1293.14		119709	146798	22.2351927	7.9594642	34861	156881	7.60874e-04	0.2659722	5.42205e-05
14.1	10.8	12.45	2.33345	16.5	0.926815	0.866282	0.0229687	0.0569485	0.896548	0.0428029	0.90802	0.60593	0.656877	0.226788	0.221208	0.631404	0.0360252	0.676286	0.58211	0.455556	0.207425	0.179189	0.518833	0.0894873	27.6	18.5	18.2343	10.5119	23.05	6.43467	28.5	0.0323061	5.56058		90270	109747	47.7475812	6.2544229	80075	51242	1.86626e-04	0.1429233	5.69895e-05
20.9	19.1	20	1.27279	33.5	0.968145	0.951282	0.0111971	0.0112093	0.959714	0.011924	0.969875	0.195931	0.561778	0.124203	0.225942	0.378854	0.258693	0.292296	0.182993	0.172897	0.111184	0.110998	0.177945	0.00713882	172.2	48.6	147.424	52.4896	110.4	87.3984	179.6	0.0226459	9034.46		23214	196817	79.0915940	0.7179818	28389	239624	2.75794e-04	0.2722961	3.64797e-06
20.3	20.2	20.25	0.0707107	31.3	0.966734	0.945769	0.010594	0.0210233	0.956252	0.0148242	0.962402	0.236979	0.330469	0.0905304	0.17523	0.283724	0.0661075	0.36054	0.232445	0.233257	0.0884517	0.09143	0.232851	0.000574093	98.7	84.6	45.1222	55.2735	91.65	9.97021	100.7	0.0151324	88.6365		157760	42972	47.1863761	1.2246544	121771	229903	2.83054e-04	0.2387032	2.84989e-05
12.7	27.3	20	10.3238	34.9	0.905645	0.976667	0.0341197	0.00803601	0.941156	0.0502198	0.967723	0.435854	0.387382	0.236051	0.118483	0.411618	0.0342745	0.488044	0.1815	0.384744	0.058355	0.117964	0.283122	0.143715	36.9	78.6	20.1188	37.1938	57.75	29.4864	79.1	0.0453937	1324.05		84364	104138	96.9519906	2.9765398	47878	126509	4.21006e-04	0.1695332	2.85826e-05
10.4	8.4	9.4	1.41421	12.1	0.865524	0.778974	0.0460832	0.103541	0.822249	0.0612	0.840884	0.691495	0.725288	0.273114	0.175254	0.708392	0.0238958	0.732876	0.640756	0.512404	0.237984	0.198266	0.57658	0.0907584	16.9	11.4	8.56933	4.62361	14.15	3.88909	18.2	0.0544748	2.83855		146764	73461	34.4624284	4.0750974	81037	191983	5.77547e-04	0.2854102	5.54729e-05
22.8	26.4	24.6	2.54558	42.1	0.973992	0.973718	0.0116188	0.00657203	0.973855	0.000193738	0.980164	0.13853	0.158442	0.0506229	0.0725743	0.148486	0.0140803	0.234058	0.125924	0.148954	0.0470509	0.0680111	0.137439	0.0162846	181.4	189.4	59.6568	63.3091	185.4	5.65685	198.5	0.0128035	540.385		170407	14226	66.7429626	6.4683673	91708	91387	9.70982e-04	0.2809662	4.54686e-04
15.1	12.7	13.9	1.69706	18.2	0.932661	0.900128	0.0205869	0.0207382	0.916395	0.0230044	0.919953	0.752038	0.715096	0.114031	0.213691	0.733567	0.0261213	0.849523	0.719553	0.62933	0.133247	0.198455	0.674442	0.0637972	20	18.5	7.28774	7.02772	19.25	1.06066	21.2	0.0116904	1.56908		62534	140253	82.6610178	9.8073553	30700	57066	5.25869e-04	0.1206823	6.99262e-05
19.7	18.1	18.9	1.13137	29.1	0.960282	0.940641	0.01768	0.015158	0.950462	0.0138884	0.956808	0.344959	0.453277	0.10695	0.19056	0.399118	0.0765927	0.506062	0.341679	0.319792	0.108216	0.125971	0.330736	0.0154765	61.3	45.4	21.4323	18.9982	53.35	11.243	62.1	0.015466	94.6596		162982	22081	28.2155144	2.3294466	69662	82078	7.15608e-04	0.1377159	1.05496e-04
12.5	9.5	11	2.12132	14	0.91129	0.832179	0.0221876	0.0495633	0.871735	0.0559398	0.876213	0.635678	0.780983	0.235765	0.140392	0.70833	0.102746	0.685763	0.621447	0.481442	0.234739	0.180056	0.551445	0.0989986	25.1	12	22.1231	5.696	18.55	9.2631	25.7	0.0202997	8.1775		26509	144036	40.5204021	5.7973805	28207	207444	9.04350e-04	0.2767736	4.02495e-05
16.5	19.8	18.15	2.33345	26.2	0.94254	0.953462	0.0232851	0.0162286	0.948001	0.00772247	0.956847	0.44641	0.543668	0.140657	0.17579	0.495039	0.0687719	0.640135	0.41397	0.490273	0.129161	0.133994	0.452121	0.053954	39.3	39.9	12.7719	16.8421	39.6	0.424264	42.8	0.0170123	9.98145		180438	154066	29.6645117	9.9341940	84359	243781	2.98296e-04	0.1636241	6.44801e-05
17.9	25.5	21.7	5.37401	34.8	0.947379	0.973333	0.02256	0.00747069	0.960356	0.0183525	0.971049	0.404291	0.352676	0.233517	0.156846	0.378484	0.0364974	0.459093	0.235485	0.340453	0.0969765	0.150214	0.287969	0.0742236	60.5	85.7	36.3509	37.5679	73.1	17.8191	88.4	0.0187606	208.087		141156	171919	1.7131013	1.4974841	118641	7089	6.97291e-04	0.2090217	8.71040e-06
