K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1	
26.1	30.6	28.35	3.18198	53	0.985282	0.984103	0.00736493	0.00681621	0.984692	0.00083417	0.989906	0.0783491	0.0891468	0.0293156	0.0252587	0.083748	0.00763513	0.13596	0.0671518	0.0792739	0.0219703	0.0266029	0.0732128	0.00857164	382.9	380	162.439	153.986	381.45	2.05061	430.6	0.0105969	1574.12	
11.6	15.7	13.65	2.89914	19.2	0.889718	0.930513	0.0294482	0.0240443	0.910115	0.0288465	0.929734	0.677753	0.675046	0.167936	0.138111	0.6764	0.00191443	0.744536	0.460005	0.612641	0.121726	0.116714	0.536323	0.10793	17.2	23.2	5.82714	7.06792	20.2	4.24264	25.1	0.0364543	6.12877	
16.2	24.2	20.2	5.65685	34.1	0.939315	0.966282	0.0196496	0.0134741	0.952798	0.0190689	0.970618	0.269024	0.295664	0.196621	0.2206	0.282344	0.0188376	0.345675	0.177266	0.248465	0.129767	0.157019	0.212865	0.0503453	99.2	138.9	65.9845	118.258	119.05	28.0721	147.2	0.0329402	1200.36	
2.3	1.6	1.95	0.494975	2.3	0.24375	0.153077	0.178684	0.193988	0.198413	0.0641155	0.22783	0.916667	0.933333	0.176777	0.149071	0.925	0.0117851	0.925	0.925	0.7	0.168737	0.338388	0.8125	0.159099	1.77778	1.4	0.833333	0.547723	1.58889	0.267129	1.6	0.10881	0.0394687	
17.8	19.7	18.75	1.3435	27	0.953427	0.951795	0.0128727	0.0148556	0.952611	0.00115439	0.958294	0.52646	0.544201	0.245112	0.163932	0.53533	0.0125442	0.638746	0.435328	0.478558	0.146318	0.164978	0.456943	0.0305686	45.5	42.5	35.9884	29.632	44	2.12132	49.7	0.0119648	32.4474	
23.1	22.1	22.6	0.707107	37.3	0.975605	0.960897	0.0100784	0.0168817	0.968251	0.0103997	0.97277	0.264354	0.393939	0.143582	0.147164	0.329146	0.0916301	0.394958	0.262066	0.241255	0.144722	0.111999	0.251661	0.0147157	105.2	66.9	42.0656	36.8675	86.05	27.0822	106.8	0.0109412	365.736	
10.7	6.7	8.7	2.82843	12.6	0.874194	0.717308	0.0685036	0.0753768	0.795751	0.110935	0.837285	0.749873	0.768883	0.1686	0.107474	0.759378	0.0134421	0.817455	0.717965	0.445514	0.185668	0.11297	0.581739	0.192652	14.3	8.2	5.75519	4.07704	11.25	4.31335	15.2	0.113607	11.7991	
11.4	30.5	20.95	13.5057	39.9	0.883669	0.985128	0.0426316	0.00419588	0.934399	0.0717422	0.970462	0.305468	0.0824618	0.305302	0.0321694	0.193965	0.157689	0.107306	0.0308405	0.0817292	0.0127117	0.0313448	0.0562849	0.0359838	138.5	435.3	169.796	204.344	286.9	209.869	437	0.0603977	21903.3	
9.3	12.8	11.05	2.47487	16.5	0.861089	0.900385	0.0444713	0.0238403	0.880737	0.0277864	0.910446	0.569924	0.723806	0.203251	0.143917	0.646865	0.108811	0.748421	0.425156	0.609649	0.120169	0.205768	0.517402	0.130456	18.8	17.7	11.6886	6.86456	18.25	0.777817	23.3	0.0584778	114.219	
10.2	10.7	10.45	0.353553	13.1	0.864113	0.864744	0.0658822	0.0414563	0.864428	0.000445963	0.874061	0.760501	0.875132	0.115738	0.126502	0.817816	0.0810569	0.898669	0.690271	0.735642	0.11577	0.136737	0.712956	0.0320821	12.6	11.5	3.97772	3.30824	12.05	0.777817	13.8	0.0216873	1.55768	
24.5	22.4	23.45	1.48492	38.3	0.98004	0.960256	0.00857744	0.0110947	0.970148	0.0139893	0.97457	0.141103	0.338604	0.0693368	0.259897	0.239853	0.139654	0.218554	0.13981	0.124077	0.0694832	0.0568761	0.131944	0.0111245	236.9	107.2	173.589	71.1521	172.05	91.7117	239.6	0.0113113	3231.88	
22.3	24.6	23.45	1.62635	37.5	0.97379	0.968333	0.00800832	0.00946077	0.971062	0.00385867	0.974296	0.157748	0.223411	0.0945383	0.215584	0.190579	0.0464307	0.235049	0.144342	0.153533	0.0893087	0.0779301	0.148938	0.00649886	191.7	179.9	114.65	110.745	185.8	8.34386	205	0.007241	1423.32	
14.6	14.3	14.45	0.212132	20.8	0.923992	0.901282	0.0236851	0.0473453	0.912637	0.0160583	0.929812	0.331119	0.459785	0.137325	0.218151	0.395452	0.0909808	0.451819	0.319101	0.312948	0.133964	0.14551	0.316024	0.00435127	49.3	37.5	18.762	19.121	43.4	8.34386	51.1	0.0389022	113.406	
11.2	6.6	8.9	3.25269	11.5	0.881048	0.677692	0.0307382	0.177517	0.77937	0.143794	0.805321	0.691524	0.812937	0.103082	0.160851	0.75223	0.0858519	0.712555	0.691524	0.423001	0.103082	0.178135	0.557262	0.189874	15.5	7.3	3.10018	2.21359	11.4	5.79828	15.5	0.0890205	2.32021	
16.2	11.5	13.85	3.3234	21.7	0.93871	0.873205	0.0249327	0.0522328	0.905957	0.0463187	0.928678	0.302296	0.520931	0.156045	0.300967	0.411614	0.154599	0.387846	0.287649	0.225451	0.143117	0.177005	0.25655	0.0439806	68.5	34.2	38.5638	31.087	51.35	24.2538	70.1	0.0553306	697.34	
6.1	21.9	14	11.1723	26.6	0.709677	0.953718	0.113962	0.0210094	0.831698	0.172563	0.926721	0.803968	0.242453	0.157615	0.0997934	0.523211	0.397051	0.288269	0.0663954	0.239421	0.0323044	0.101038	0.152908	0.122348	7.1	99.4	3.84274	31.7987	53.25	65.266	101.4	0.160691	1950.24	
21.5	21.3	21.4	0.141421	32.4	0.970766	0.955513	0.0160518	0.0155857	0.963139	0.0107857	0.966784	0.332209	0.37256	0.173294	0.198009	0.352384	0.0285323	0.455001	0.305133	0.303585	0.140468	0.14483	0.304359	0.00109434	93.7	89.7	76.8245	79.8318	91.7	2.82843	98.4	0.00928485	461.346	
23.6	21.9	22.75	1.20208	40.2	0.978629	0.961667	0.00555808	0.0102999	0.970148	0.0119942	0.978013	0.163442	0.225124	0.0950807	0.226201	0.194283	0.0436153	0.238279	0.139911	0.130055	0.0476197	0.0427585	0.134983	0.00696878	182.1	159.5	93.6405	99.948	170.8	15.9806	192.5	0.0178759	5991.99	
11.8	21	16.4	6.50538	26.8	0.892137	0.957692	0.0340063	0.0138081	0.924915	0.0463545	0.953951	0.263689	0.430312	0.214171	0.30427	0.347	0.11782	0.345778	0.179529	0.278442	0.170107	0.217974	0.228986	0.0699419	85.2	109.5	76.6562	108.377	97.35	17.1827	138.1	0.0515772	2969.89	
18	26.4	22.2	5.9397	38.2	0.951411	0.975128	0.0217445	0.00818016	0.96327	0.0167704	0.9759	0.224274	0.292727	0.0714424	0.0527298	0.2585	0.0484033	0.396989	0.188877	0.275235	0.0454844	0.0490203	0.232056	0.0610644	84.7	91.8	22.0104	19.3781	88.25	5.02046	97.2	0.0228078	40.3152	
17.1	18.6	17.85	1.06066	26.4	0.94879	0.943974	0.0192021	0.0193401	0.946382	0.0034054	0.953912	0.429112	0.519785	0.262286	0.235344	0.474449	0.0641158	0.565934	0.395209	0.404044	0.252964	0.235228	0.399627	0.00624764	82.3	65.9	102.273	101.8	74.1	11.5966	86.3	0.0162069	58.2472	
23.6	24.4	24	0.565685	39.3	0.978226	0.968846	0.00838305	0.0107102	0.973536	0.00663242	0.977347	0.196688	0.454844	0.113117	0.249908	0.325766	0.182544	0.302655	0.187665	0.194773	0.108443	0.110084	0.191219	0.00502637	168.3	94.8	108.059	105.543	131.55	51.9723	177.2	0.00884325	2673.05	
19.6	21.5	20.55	1.3435	34.8	0.953831	0.951923	0.0228584	0.0245289	0.952877	0.00134885	0.964671	0.155376	0.161231	0.0784793	0.0534893	0.158303	0.00413964	0.243809	0.141121	0.145774	0.0712588	0.054929	0.143447	0.00328961	159.8	152.7	89.6261	84.605	156.25	5.02046	171.5	0.0243409	1143.97	
24.6	22.6	23.6	1.41421	40.3	0.980242	0.966026	0.00900638	0.0113429	0.973134	0.0100524	0.978991	0.237766	0.489187	0.129859	0.137158	0.363477	0.177781	0.357716	0.221692	0.209626	0.112437	0.117788	0.215659	0.00853231	133.1	52.1	66.584	29.2971	92.6	57.2756	137.8	0.0135116	2019.41	
17.1	17.1	17.1	0	25	0.948185	0.932692	0.0120237	0.0274454	0.940439	0.0109553	0.950665	0.304198	0.319082	0.284101	0.308465	0.31164	0.0105242	0.383262	0.28789	0.272589	0.266135	0.237456	0.28024	0.0108197	110.1	107.6	74.0382	72.7938	108.85	1.76777	111.8	0.023071	157.276	
7.3	5.9	6.6	0.989949	8.3	0.790524	0.745	0.056599	0.0847501	0.767762	0.0321905	0.773357	0.904423	0.845714	0.111818	0.13229	0.875069	0.0415134	0.934615	0.819456	0.672361	0.091831	0.140786	0.745908	0.104012	7.3	6.1	2.62679	1.79196	6.7	0.848528	8	0.0209418	0.308789	
19.8	20.8	20.3	0.707107	31	0.954435	0.957051	0.0237641	0.0161632	0.955743	0.00184965	0.963419	0.39595	0.493105	0.190495	0.187953	0.444527	0.0686991	0.563654	0.357071	0.393012	0.135472	0.195859	0.375042	0.0254144	61.7	48	34.2346	22.5487	54.85	9.68736	65.1	0.0154797	194.783	
15.5	17.8	16.65	1.62635	31.6	0.932056	0.932949	0.0271833	0.0301459	0.932503	0.000630928	0.963067	0.375963	0.503561	0.2744	0.317873	0.439762	0.0902256	0.344544	0.182124	0.201846	0.144012	0.164742	0.191985	0.0139456	95.7	68.8	96.0672	70.182	82.25	19.0212	132.4	0.0613316	7154.83	
15.8	15.3	15.55	0.353553	21.7	0.933065	0.926154	0.0239836	0.0225502	0.929609	0.00488658	0.938928	0.396399	0.562324	0.293614	0.247757	0.479361	0.117327	0.496975	0.377539	0.360234	0.278051	0.243447	0.368887	0.012237	66.5	40.2	51.3728	39.7654	53.35	18.5969	68.5	0.0204479	175.804	
21.9	23.4	22.65	1.06066	36.1	0.971371	0.961923	0.00864823	0.0101679	0.966647	0.00668067	0.972261	0.17205	0.268114	0.0660082	0.136728	0.220082	0.0679275	0.277653	0.167717	0.181076	0.0638598	0.080552	0.174396	0.00944588	163	130.8	123.486	133.176	146.9	22.7688	165.5	0.0125605	534.874	
13.5	12.3	12.9	0.848528	17.8	0.908266	0.900513	0.0271034	0.0196878	0.904389	0.00548242	0.915023	0.470719	0.51214	0.285543	0.310345	0.49143	0.0292892	0.573624	0.436681	0.398564	0.25049	0.221924	0.417622	0.0269523	50.8	47.7	55.7191	58.5169	49.25	2.19203	52.4	0.0238854	90.4469	
8.4	8.4	8.4	0	10	0.827016	0.811154	0.0458548	0.0486994	0.819085	0.0112163	0.823474	0.907459	0.872298	0.160248	0.212667	0.889879	0.0248627	0.920832	0.770912	0.801833	0.16955	0.222736	0.786372	0.0218646	8.9	9.7	4.33205	4.96767	9.3	0.565685	10.7	0.0127597	0.694539	
15.1	23.4	19.25	5.86899	32.8	0.929637	0.962564	0.0219718	0.0106547	0.946101	0.0232829	0.965571	0.145193	0.172201	0.100306	0.0822613	0.158697	0.019098	0.223205	0.106327	0.161664	0.0616754	0.0830814	0.133995	0.0391291	149.5	163	87.4722	76.2438	156.25	9.54594	178.4	0.0357268	2546.25	
21.2	25.2	23.2	2.82843	37.7	0.96996	0.972564	0.00694842	0.0129227	0.971262	0.00184161	0.976017	0.264242	0.301419	0.185253	0.180767	0.28283	0.0262882	0.395046	0.234698	0.271477	0.163054	0.162662	0.253088	0.0260065	126.8	118.2	98.0179	74.7184	122.5	6.08112	134.7	0.0093805	2009.31	
14.5	21	17.75	4.59619	33.7	0.9125	0.954872	0.0431282	0.0116534	0.933686	0.0299614	0.966706	0.263321	0.451389	0.232522	0.220585	0.357355	0.132985	0.370863	0.161972	0.22996	0.0811737	0.0937099	0.195966	0.0480748	87.4	79.1	63.5456	85.2427	83.25	5.86899	111.9	0.0612727	2425.84	
22.8	28.9	25.85	4.31335	45.9	0.976411	0.978718	0.0102385	0.0112288	0.977565	0.00163105	0.983646	0.163235	0.184913	0.063522	0.0604088	0.174074	0.0153288	0.285938	0.145067	0.178253	0.0599755	0.0547903	0.16166	0.0234661	156.3	171	54.6444	56.7705	163.65	10.3945	176.1	0.0120063	1778.17	
25.4	26.4	25.9	0.707107	43.9	0.98246	0.972821	0.00860897	0.0065873	0.97764	0.00681592	0.981338	0.0850327	0.0898653	0.0509037	0.0536072	0.087449	0.00341715	0.134991	0.0765961	0.0811351	0.0358304	0.0418709	0.0788656	0.00320956	368.7	367.9	151.108	150.132	368.3	0.565685	387.5	0.0086084	4930.65	
18.3	16.9	17.6	0.989949	25	0.952419	0.937436	0.0118402	0.0135787	0.944928	0.0105949	0.951956	0.408609	0.647724	0.128828	0.158384	0.528166	0.16908	0.527937	0.387632	0.357824	0.108644	0.0987027	0.372728	0.0210779	47.4	28.3	14.6151	15.2611	37.85	13.5057	49.3	0.016404	46.6573	
24	24.5	24.25	0.353553	42.1	0.978629	0.96859	0.00767425	0.0151965	0.973609	0.00709885	0.979969	0.144555	0.206254	0.07807	0.11886	0.175405	0.0436278	0.242464	0.142246	0.143164	0.0753284	0.0760576	0.142705	0.000648693	214.1	154.6	113.338	79.9294	184.35	42.0729	215.9	0.0140284	1593.13	
21.5	24	22.75	1.76777	37.6	0.971573	0.965256	0.00541401	0.0150297	0.968414	0.00446621	0.973748	0.198778	0.377225	0.198682	0.267952	0.288002	0.126181	0.288542	0.174167	0.189708	0.150238	0.159654	0.181937	0.0109891	223.5	122.6	175.563	104.26	173.05	71.3471	230.4	0.01161	1857.24	
17.8	18.6	18.2	0.565685	26.8	0.952016	0.948333	0.016836	0.0115472	0.950175	0.00260413	0.957981	0.283141	0.241153	0.266755	0.126542	0.262147	0.0296903	0.31028	0.20074	0.22004	0.0886332	0.129271	0.21039	0.0136475	99	93.9	60.3361	49.1651	96.45	3.60624	107.1	0.0165727	200.369	
24.7	27.6	26.15	2.05061	47.3	0.982863	0.978333	0.00595432	0.00805076	0.980598	0.00320289	0.986228	0.14325	0.191075	0.0522939	0.0776411	0.167163	0.0338173	0.254556	0.134621	0.147186	0.0460636	0.0439795	0.140903	0.00888434	196	170.5	77.5357	82.6186	183.25	18.0312	204.3	0.0118536	1213.35	
16.3	26	21.15	6.85894	35.7	0.938105	0.972436	0.0219018	0.0110162	0.95527	0.0242757	0.971009	0.191388	0.15566	0.223195	0.120596	0.173524	0.0252634	0.196398	0.0859662	0.146567	0.0488483	0.122715	0.116267	0.0428511	175.7	226.8	116.163	116.606	201.25	36.1332	244	0.0279377	1486.64	
15.6	22.1	18.85	4.59619	33.2	0.933266	0.957692	0.0251357	0.0111111	0.945479	0.0172719	0.96651	0.294537	0.374757	0.229002	0.182761	0.334647	0.056724	0.363609	0.17947	0.252955	0.11181	0.160262	0.216213	0.0519619	77.4	81.7	49.1849	62.5638	79.55	3.04056	115.2	0.0397623	1589.51	
16.4	15.4	15.9	0.707107	20.9	0.943145	0.928846	0.0157264	0.0257352	0.935996	0.0101109	0.936424	0.56794	0.705981	0.19122	0.230192	0.63696	0.0976093	0.675712	0.534449	0.497395	0.181726	0.163246	0.515922	0.0262008	38.6	31.1	39.6238	37.9984	34.85	5.3033	40	0.00265251	35.8117	
20.5	19.8	20.15	0.494975	31.3	0.967137	0.943974	0.0116032	0.0232115	0.955556	0.0163785	0.96471	0.322324	0.376064	0.0946853	0.169591	0.349194	0.0379998	0.467178	0.311918	0.297952	0.0933236	0.0851231	0.304935	0.00987517	68.2	59.7	23.3704	25.1796	63.95	6.01041	70.3	0.021457	92.2231	
18.4	23.1	20.75	3.3234	37.7	0.953629	0.966026	0.0153249	0.011723	0.959827	0.00876573	0.976761	0.130555	0.179174	0.0694982	0.0824844	0.154865	0.0343789	0.246842	0.123646	0.153244	0.0675075	0.0808056	0.138445	0.020929	177.2	156.5	87.1981	82.3357	166.85	14.6371	187.5	0.0326295	1983.82	
20.9	27.7	24.3	4.80833	47	0.968145	0.977692	0.00991349	0.0103486	0.972919	0.00675085	0.98529	0.0837694	0.129557	0.0401111	0.0714832	0.106663	0.0323768	0.169967	0.0751852	0.101484	0.0369411	0.052298	0.0883347	0.0185962	286.2	263.2	103.568	114.5	274.7	16.2635	321.4	0.0236827	11724.2	
19.5	18.8	19.15	0.494975	29.3	0.963105	0.937692	0.0108385	0.021335	0.950399	0.0179694	0.954695	0.267055	0.346931	0.127859	0.217558	0.306993	0.0564802	0.389384	0.261301	0.25486	0.126326	0.129425	0.25808	0.00455438	93.4	73	55.3819	47.1522	83.2	14.425	94.7	0.0119518	155.482	
13.9	22.3	18.1	5.9397	32.1	0.91754	0.958205	0.0241459	0.0157274	0.937873	0.0287544	0.964006	0.228664	0.303369	0.216437	0.182179	0.266017	0.0528243	0.297928	0.127793	0.210215	0.0450196	0.0853865	0.169004	0.0582808	103	99.2	66.1648	65.3976	101.1	2.68701	129.2	0.0481353	2476.8	
13.4	13.5	13.45	0.0707107	19.8	0.913105	0.906667	0.0360963	0.0303377	0.909886	0.00455248	0.930712	0.434908	0.75128	0.236396	0.237337	0.593094	0.223709	0.550172	0.38561	0.408247	0.185569	0.253295	0.396928	0.0160071	40.1	21.1	26.3921	16.2101	30.6	13.435	43.7	0.0444635	209.883	
14.8	21.3	18.05	4.59619	29.4	0.925403	0.955897	0.0366864	0.0105236	0.94065	0.0215627	0.960329	0.443912	0.391598	0.295176	0.27348	0.417755	0.0369917	0.444062	0.242533	0.350133	0.188332	0.28142	0.296333	0.0760841	77	106.3	87.6673	96.8631	91.65	20.7182	127.8	0.0366134	8378.73	
15.9	16	15.95	0.0707107	22.5	0.934879	0.927564	0.029814	0.0151484	0.931222	0.00517244	0.938928	0.399784	0.617561	0.195661	0.316315	0.508672	0.153991	0.55064	0.388156	0.418341	0.186393	0.235462	0.403249	0.0213443	55.4	44	47.7172	50.4997	49.7	8.06102	56.2	0.017131	27.3312	
18.6	16.8	17.7	1.27279	24.9	0.953629	0.930256	0.0190557	0.0278939	0.941943	0.0165269	0.94687	0.582445	0.617497	0.166644	0.139124	0.599971	0.0247859	0.745867	0.561633	0.511184	0.142253	0.142427	0.536408	0.0356728	33.4	27.9	10.7103	9.30293	30.65	3.88909	34.2	0.0131216	5.81383	
20.4	22.8	21.6	1.69706	37.4	0.964516	0.959744	0.0104199	0.0152678	0.96213	0.00337469	0.974139	0.206516	0.228877	0.0832865	0.135315	0.217696	0.015812	0.321767	0.178974	0.196959	0.0754203	0.0877662	0.187967	0.0127169	114.8	127.2	49.7969	64.4615	121	8.76812	134.5	0.0248645	1097.63	
19.2	19.3	19.25	0.0707107	30.2	0.960887	0.940385	0.0102451	0.0247144	0.950636	0.0144974	0.960837	0.292142	0.565346	0.107992	0.228556	0.428744	0.193184	0.436237	0.281374	0.277556	0.0966396	0.0820556	0.279465	0.00269998	73	45	29.0861	38.1168	59	19.799	75.6	0.0233604	97.0688	
1.5	21.9	11.7	14.425	22.9	0.1625	0.958846	0.196253	0.0112977	0.560673	0.563102	0.815806	0.866667	0.119797	0.298142	0.0450533	0.493232	0.528117	0.123314	0.008055	0.117905	0.00422857	0.0459376	0.0629799	0.0776755	1.8	206	1.78885	74.7202	103.9	144.391	210.8	0.408478	4641.85	
13.7	17.8	15.75	2.89914	22.3	0.9125	0.937179	0.0315674	0.0260999	0.92484	0.017451	0.945188	0.481258	0.651277	0.20193	0.256962	0.566267	0.120222	0.685674	0.420857	0.54372	0.174614	0.227084	0.482289	0.086877	47.1	44.8	61.0673	62.6734	45.95	1.62635	50.4	0.0392259	45.152	
21.7	18	19.85	2.6163	31.5	0.971169	0.939359	0.0129984	0.0181516	0.955264	0.0224933	0.96385	0.254139	0.701134	0.123752	0.154959	0.477636	0.316073	0.376836	0.25019	0.225012	0.123457	0.157887	0.237601	0.0178038	109.7	25.8	64.936	7.42069	67.75	59.3263	111.1	0.0213239	1560.09	
21.1	15	18.05	4.31335	32.4	0.968548	0.919359	0.0103765	0.0195131	0.943954	0.0347822	0.96385	0.300407	0.629796	0.127795	0.141895	0.465102	0.232913	0.418932	0.275356	0.201059	0.115537	0.100152	0.238208	0.0525355	86.8	24.4	48.1867	9.05784	55.6	44.1235	93.4	0.045964	3748.26	
23.7	23.1	23.4	0.424264	38.6	0.978629	0.96641	0.00555808	0.0088576	0.97252	0.00863998	0.977465	0.131748	0.293	0.0622018	0.209654	0.212374	0.114023	0.201199	0.12556	0.122216	0.056298	0.0575977	0.123888	0.00236465	225.7	141.1	113.007	120.354	183.4	59.8212	231.9	0.0114629	5489.85	
7.7	23.9	15.8	11.4551	27.8	0.762097	0.966282	0.10455	0.0130191	0.864189	0.144381	0.933216	0.502006	0.30038	0.42526	0.222505	0.401193	0.142571	0.341699	0.102543	0.295965	0.0952484	0.222837	0.199254	0.13677	63.5	126.8	83.7314	83.6259	95.15	44.7599	128.3	0.115649	2758.03	
17.3	15.7	16.5	1.13137	24.1	0.950202	0.928205	0.0111263	0.0269061	0.939203	0.0155539	0.944836	0.58585	0.570972	0.109132	0.213078	0.578411	0.0105203	0.673735	0.492984	0.437392	0.155322	0.150259	0.465188	0.0393094	29.5	38.1	6.58702	42.4197	33.8	6.08112	44.4	0.0144551	125.046	
10.8	13.5	12.15	1.90919	17.2	0.883871	0.907692	0.043721	0.0378682	0.895782	0.0168442	0.91964	0.583058	0.683398	0.218683	0.209312	0.633228	0.070951	0.746224	0.496354	0.587696	0.190695	0.183366	0.542025	0.0645887	21.4	22.4	11.9369	13.7695	21.9	0.707107	24.7	0.0476867	7.9987	
20.8	22.3	21.55	1.06066	34	0.966532	0.962308	0.0110918	0.0202548	0.96442	0.00298722	0.967919	0.191259	0.314805	0.174583	0.222591	0.253032	0.0873605	0.291009	0.184802	0.196542	0.166487	0.166961	0.190672	0.00830098	160.4	118.7	79.7276	88.476	139.55	29.4864	164.9	0.00768635	462.273	
12.4	22.6	17.5	7.21249	31.4	0.897379	0.959872	0.0386112	0.0199262	0.928625	0.0441891	0.960172	0.312289	0.382303	0.30613	0.147805	0.347296	0.0495074	0.291605	0.118408	0.214436	0.0607519	0.118432	0.166422	0.0679019	80	67.5	50.7258	29.4401	73.75	8.83883	146.6	0.0565391	22298.3	
10	26.5	18.25	11.6673	34.5	0.85	0.976923	0.0523607	0.00704804	0.913462	0.0897482	0.960055	0.143715	0.109354	0.105848	0.0387579	0.126535	0.0242965	0.135741	0.0388789	0.104879	0.011113	0.0331828	0.0718792	0.0466694	120	264.2	84.3037	88.5134	192.1	101.965	272.2	0.0786152	7661.96	
18.6	18.1	18.35	0.353553	31.9	0.958266	0.932308	0.0106281	0.0352806	0.945287	0.0183554	0.962754	0.121643	0.208311	0.0705722	0.21843	0.164977	0.0612832	0.199266	0.11682	0.113037	0.0642479	0.0635714	0.114928	0.00267471	198.4	167.2	108.814	124.548	182.8	22.0617	202.4	0.0385498	1446.04	
19.1	17.5	18.3	1.13137	25.9	0.963911	0.937179	0.00898881	0.0241368	0.950545	0.0189022	0.954382	0.396358	0.568352	0.187128	0.262946	0.482355	0.121618	0.504854	0.3782	0.345612	0.175136	0.162394	0.361906	0.0230436	67.3	51.6	60.8898	65.1566	59.45	11.1016	69.4	0.0111607	83.4923	
