K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1	
14.4	18	16.2	2.54558	27.6	0.928024	0.943462	0.0195713	0.0126981	0.935743	0.0109159	0.95939	0.449632	0.66881	0.250456	0.219081	0.559221	0.154982	0.503788	0.271095	0.346136	0.167281	0.206296	0.308615	0.0530623	50.4	32.5	45.8674	24.4552	41.45	12.6572	74.1	0.0462875	2559.9	
21.5	30.3	25.9	6.22254	47.7	0.967137	0.983718	0.0127529	0.00444321	0.975428	0.0117244	0.985485	0.0889484	0.0883965	0.0453305	0.043521	0.0886725	0.000390248	0.128051	0.0587728	0.0797469	0.0353252	0.0386752	0.0692599	0.0148309	312.5	446.8	166.124	257.891	379.65	94.9644	477	0.0182912	30022.7	
19	27.2	23.1	5.79828	42.2	0.956855	0.976282	0.0186048	0.0119391	0.966568	0.0137371	0.980595	0.291902	0.309795	0.140088	0.183853	0.300848	0.0126522	0.328615	0.15114	0.210268	0.0551028	0.0633094	0.180704	0.0418098	78.9	120	39.5599	74.8584	99.45	29.0621	142.4	0.0259614	1130.97	
14.5	12.8	13.65	1.20208	19	0.925806	0.898205	0.0262837	0.0274517	0.912006	0.0195171	0.924452	0.512318	0.694975	0.240113	0.192149	0.603647	0.129158	0.60024	0.457112	0.410011	0.206745	0.206466	0.433561	0.0333055	39.1	19.2	29.126	8.39047	29.15	14.0714	41.5	0.0298408	56.9405	
24.5	30.3	27.4	4.10122	48.2	0.979637	0.983333	0.00762998	0.00628074	0.981485	0.00261363	0.986111	0.0696072	0.119447	0.0402022	0.0878386	0.0945273	0.0352423	0.127252	0.0664751	0.0817995	0.0410871	0.0478582	0.0741373	0.010836	468.3	426.8	299.744	318.103	447.55	29.3449	493.6	0.00890001	10571.8	
22.1	30.9	26.5	6.22254	50.6	0.972984	0.984487	0.0106768	0.00286357	0.978736	0.00813407	0.988537	0.103659	0.10661	0.0788121	0.0496307	0.105134	0.00208693	0.147735	0.0645036	0.089377	0.0271725	0.035562	0.0769403	0.0175882	298.7	338.3	160.393	123.496	318.5	28.0014	389.2	0.0183022	2755.71	
8.2	5	6.6	2.26274	8.8	0.70504	0.637692	0.148066	0.177132	0.671366	0.0476222	0.674218	0.400317	0.413759	0.136554	0.204854	0.407038	0.00950487	0.423726	0.398153	0.240597	0.135384	0.100067	0.319375	0.111409	22.1	13.3	9.80306	7.22726	17.7	6.22254	22.2	0.0196482	3.11593	
20.5	15.9	18.2	3.25269	27	0.96371	0.932179	0.0120594	0.0137212	0.947945	0.0222952	0.951448	0.433029	0.758768	0.124459	0.147118	0.595898	0.230332	0.566007	0.427218	0.346415	0.120607	0.145676	0.386817	0.0571364	50.8	21.1	18.1095	6.70738	35.95	21.0011	51.3	0.0110719	148.467	
15.9	13.7	14.8	1.55563	18.9	0.937903	0.90859	0.0145012	0.0201449	0.923246	0.0207278	0.924139	0.694636	0.813929	0.140311	0.193983	0.754282	0.0843524	0.796807	0.677092	0.590029	0.130445	0.160311	0.633561	0.0615629	23.5	17.6	10.2442	8.98394	20.55	4.17193	24	0.00553327	1.42603	
20.4	22.5	21.45	1.48492	33.4	0.966935	0.957179	0.0144825	0.0228079	0.962057	0.00689853	0.967449	0.385133	0.361824	0.271544	0.204295	0.373479	0.0164814	0.474553	0.305534	0.331592	0.191807	0.198296	0.318563	0.0184257	94.2	86.7	71.8189	56.7588	90.45	5.3033	100.9	0.0122046	824.595	
22.6	23.7	23.15	0.777817	40.9	0.975	0.966795	0.00706125	0.0145983	0.970897	0.0058019	0.978834	0.196803	0.301035	0.128034	0.20178	0.248919	0.0737033	0.322199	0.183622	0.190294	0.122676	0.122532	0.186958	0.00471797	157.6	130.8	87.6574	109.642	144.2	18.9505	169.8	0.0170022	3692.4	
26.9	29	27.95	1.48492	49.5	0.988508	0.980385	0.00578504	0.00448413	0.984446	0.00574415	0.986854	0.133724	0.146645	0.0428797	0.0488498	0.140184	0.00913706	0.221667	0.120683	0.131384	0.0358812	0.039908	0.126034	0.00756711	230.1	226	114.859	109.673	228.05	2.89914	246.4	0.00579525	472.982	
14.5	13.1	13.8	0.989949	17.9	0.930847	0.891795	0.0247664	0.0410399	0.911321	0.0276139	0.91741	0.663908	0.719811	0.156174	0.157453	0.69186	0.0395292	0.759803	0.616827	0.561164	0.123808	0.156216	0.588995	0.0393594	22.4	18.3	7.76316	6.4816	20.35	2.89914	23.8	0.017949	1.57486	
12.7	14.7	13.7	1.41421	25.3	0.903427	0.905513	0.0468164	0.0442305	0.90447	0.0014746	0.946635	0.518799	0.275885	0.342278	0.169266	0.397342	0.171766	0.379486	0.207111	0.231666	0.185702	0.18501	0.219388	0.017363	46.6	69.3	46.2101	44.3247	57.95	16.0513	89.3	0.0849333	1699.51	
6.9	5.6	6.25	0.919239	7.7	0.767137	0.678205	0.0983539	0.139915	0.722671	0.0628844	0.722457	0.84483	0.889794	0.124367	0.103842	0.867312	0.0317943	0.905866	0.81983	0.655501	0.114441	0.150325	0.737666	0.116198	7.3	5.4	2.16282	2.319	6.35	1.3435	7.5	0.0133645	0.182918	
18.7	18.1	18.4	0.424264	25.8	0.95504	0.935256	0.0185282	0.0191808	0.945148	0.0139893	0.950782	0.487309	0.538997	0.166059	0.196539	0.513153	0.0365484	0.624728	0.455873	0.444782	0.144974	0.148606	0.450327	0.00784229	42	37.6	16.4317	16.4601	39.8	3.11127	44.2	0.0141073	29.8284	
22.5	25.5	24	2.12132	41.4	0.968952	0.972821	0.019366	0.0102528	0.970886	0.00273573	0.978834	0.183521	0.272361	0.0839733	0.128497	0.227941	0.0628197	0.315155	0.172971	0.201087	0.0814782	0.103786	0.187029	0.0198811	157.6	117.9	94.0168	67.1424	137.75	28.0721	167.8	0.0156404	2324.55	
26.8	33	29.9	4.38406	56	0.987903	0.988718	0.00644601	0.00533076	0.988311	0.000576096	0.991628	0.102504	0.127882	0.0421589	0.0587544	0.115193	0.0179449	0.195069	0.0932058	0.115786	0.0337205	0.0485069	0.104496	0.0159666	293.5	293.5	96.8151	96.845	293.5	0	317.9	0.00656414	726.179	
11.1	8.8	9.95	1.62635	12.1	0.885685	0.85	0.0361663	0.0399613	0.867843	0.0252334	0.868505	0.8092	0.836587	0.154463	0.18531	0.822893	0.0193657	0.849084	0.789259	0.613935	0.138106	0.112555	0.701597	0.123973	13.3	10.4	3.83116	4.97103	11.85	2.05061	13.6	0.00619304	0.882145	
15	17.4	16.2	1.69706	25.5	0.925605	0.934872	0.0310808	0.0276347	0.930238	0.00655273	0.953521	0.584398	0.693473	0.160386	0.158422	0.638936	0.0771284	0.710369	0.419691	0.48769	0.0831259	0.139862	0.45369	0.0480824	27.5	25.6	11.9466	8.60491	26.55	1.3435	36.1	0.046543	130.544	
22.9	27.2	25.05	3.04056	41.9	0.975605	0.976923	0.0100335	0.0100949	0.976264	0.000932135	0.980282	0.116666	0.18447	0.108666	0.205591	0.150568	0.0479451	0.193087	0.106408	0.131049	0.0874245	0.111985	0.118729	0.0174241	424.4	404.5	398.858	405.801	414.45	14.0714	428.9	0.00799878	8774.96	
21	20.5	20.75	0.353553	31.6	0.968952	0.954872	0.01101	0.0115115	0.961912	0.00995593	0.968388	0.257816	0.432224	0.21302	0.217659	0.34502	0.123325	0.359927	0.238185	0.243832	0.170899	0.187531	0.241009	0.00399299	133.3	64.9	102.654	43.0464	99.1	48.3661	136.2	0.0149021	137.375	
17.5	26	21.75	6.01041	37.4	0.950605	0.972564	0.0143273	0.0100804	0.961584	0.0155275	0.974922	0.192988	0.276566	0.120162	0.140231	0.234777	0.0590981	0.321569	0.151179	0.22147	0.0670694	0.0927371	0.186324	0.0497035	123.4	121.4	67.681	65.4407	122.4	1.41421	140.6	0.0244458	373.634	
23.1	25.6	24.35	1.76777	41.4	0.977218	0.971154	0.0063079	0.0126953	0.974186	0.00428782	0.979695	0.13172	0.216004	0.0662889	0.153225	0.173862	0.0595982	0.219021	0.121794	0.134466	0.0665326	0.0763793	0.12813	0.00895997	212.1	169.4	95.1168	99.7343	190.75	30.1935	228	0.0118645	3705.52	
25	26.5	25.75	1.06066	45.8	0.981653	0.974103	0.010645	0.0101274	0.977878	0.00533912	0.984311	0.176691	0.215303	0.107857	0.103218	0.195997	0.0273025	0.291383	0.162574	0.173952	0.0868239	0.0977691	0.168263	0.00804516	208.3	169.8	142.941	124.168	189.05	27.2236	213.9	0.0138309	2082.49	
11.3	15.4	13.35	2.89914	19.2	0.881048	0.926154	0.0412199	0.0241307	0.903601	0.0318944	0.928638	0.600476	0.679744	0.154204	0.109621	0.64011	0.056051	0.79739	0.477715	0.63824	0.107942	0.10104	0.557978	0.113508	19.2	22.3	7.64199	6.99285	20.75	2.19203	23.8	0.0471591	4.9482	
15.6	12.2	13.9	2.40416	17.7	0.936492	0.884231	0.0221519	0.0471949	0.910361	0.0369542	0.916471	0.698604	0.778064	0.16087	0.170378	0.738334	0.056187	0.768847	0.684786	0.535407	0.154407	0.174594	0.610096	0.105627	22.9	15.4	8.30596	5.23238	19.15	5.3033	23.4	0.019625	9.09871	
23.4	26.3	24.85	2.05061	40.5	0.97621	0.973077	0.00709952	0.0116722	0.974643	0.00221519	0.978482	0.231747	0.316863	0.182995	0.228836	0.274305	0.0601861	0.355058	0.2246	0.233409	0.176524	0.152658	0.229005	0.00622864	155	133.8	86.6243	86.3479	144.4	14.9907	159.6	0.00816589	242.4	
28.3	30.7	29.5	1.69706	55	0.992339	0.985256	0.00208225	0.0062589	0.988798	0.00500794	0.991471	0.076282	0.0992004	0.046869	0.0554045	0.0877412	0.0162058	0.139769	0.0734897	0.080578	0.044924	0.052301	0.0770338	0.00501222	491.2	404.9	275.518	254.665	448.05	61.0233	500.7	0.00618051	2506.48	
19.3	23.3	21.3	2.82843	32.9	0.960887	0.965641	0.0133802	0.0080587	0.963264	0.00336154	0.970266	0.421379	0.487375	0.133223	0.158642	0.454377	0.0466662	0.63279	0.379075	0.453091	0.135908	0.123759	0.416083	0.0523375	49	51.7	17.075	17.957	50.35	1.90919	54.1	0.0137564	64.5231	
24.3	25.4	24.85	0.777817	44.3	0.977823	0.971667	0.00608561	0.014422	0.974745	0.00435289	0.981534	0.11973	0.249506	0.0615708	0.204741	0.184618	0.0917652	0.196535	0.109833	0.111202	0.0561208	0.0489253	0.110517	0.000968118	252.3	186.1	126.516	132.779	219.2	46.8105	268.3	0.0144229	4602.74	
6.3	4.8	5.55	1.06066	6.8	0.738911	0.661795	0.0644969	0.138249	0.700353	0.0545295	0.709194	0.851056	0.852778	0.136711	0.190682	0.851917	0.00121736	0.893471	0.842167	0.638574	0.136868	0.188514	0.740371	0.143962	6.7	5	2.66875	2.66667	5.85	1.20208	6.8	0.0366194	0.345277	
21.2	19	20.1	1.55563	33	0.965524	0.940897	0.0119257	0.020003	0.953211	0.0174137	0.963106	0.171596	0.181305	0.0513582	0.0758864	0.176451	0.00686526	0.264724	0.16935	0.152909	0.0509048	0.0518836	0.16113	0.0116259	133.3	119	43.2333	46.1351	126.15	10.1116	135	0.023164	119.716	
17	21.7	19.35	3.3234	30	0.939718	0.956538	0.0291925	0.0169702	0.948128	0.011894	0.961854	0.464175	0.481519	0.296116	0.233968	0.472847	0.0122642	0.541428	0.337397	0.420556	0.197274	0.231783	0.378976	0.0588022	94.6	86.2	114.662	103.954	90.4	5.9397	103.7	0.0261553	2122.58	
18.8	15	16.9	2.68701	24.8	0.956452	0.925385	0.0199632	0.0201064	0.940918	0.0219677	0.947809	0.221315	0.614739	0.119351	0.275459	0.418027	0.278193	0.290562	0.219955	0.17419	0.118484	0.100594	0.197072	0.0323605	113.1	39.2	69.4445	46.3484	76.15	52.2552	113.5	0.0180934	459.511	
21.4	24.8	23.1	2.40416	36	0.972177	0.970513	0.00535952	0.00720184	0.971345	0.00117705	0.974609	0.229086	0.327286	0.179831	0.217163	0.278186	0.0694383	0.350057	0.209701	0.238566	0.157218	0.182221	0.224133	0.0204109	232.6	182	217.447	200.904	207.3	35.7796	237.7	0.00685821	1854.73	
20.9	22.6	21.75	1.20208	32.2	0.965524	0.963205	0.0158023	0.00810953	0.964365	0.00163983	0.968075	0.401238	0.522275	0.22041	0.184123	0.461756	0.0855863	0.545442	0.348907	0.395297	0.176402	0.204772	0.372102	0.0328026	95.7	57.5	108.025	54.0149	76.6	27.0115	100.5	0.00789576	100.756	
21.4	21.1	21.25	0.212132	32.5	0.968347	0.957692	0.0106705	0.0106238	0.96302	0.00753385	0.968975	0.445611	0.510747	0.119757	0.138446	0.478179	0.0460585	0.636092	0.428844	0.42101	0.115599	0.11072	0.424927	0.00554001	50.2	43.5	14.0222	13.9623	46.85	4.73762	52	0.0134369	70.1851	
22.5	23.4	22.95	0.636396	38.3	0.972581	0.965128	0.0118783	0.0122046	0.968854	0.00526967	0.975352	0.250922	0.371712	0.108722	0.164205	0.311317	0.0854112	0.379691	0.225183	0.238236	0.0679543	0.0835721	0.23171	0.00923009	102.2	72.7	37.8294	32.1595	87.45	20.8597	107.5	0.0140752	329.786	
11.9	21.1	16.5	6.50538	28.2	0.905242	0.955256	0.0249653	0.0192493	0.930249	0.0353656	0.955829	0.200546	0.250696	0.2347	0.161549	0.225621	0.0354608	0.307745	0.13625	0.238814	0.0948672	0.16944	0.187532	0.0725237	109.6	107.8	69.6056	59.7881	108.7	1.27279	120	0.0463714	239.572	
9.3	18	13.65	6.15183	25	0.840323	0.938974	0.0550977	0.0197156	0.889648	0.0697573	0.941784	0.403475	0.25001	0.333839	0.185452	0.326742	0.108516	0.245037	0.0916472	0.183345	0.0488536	0.11089	0.137496	0.0648399	43.9	105.3	33.2781	62.1826	74.6	43.4164	124.6	0.0939661	2238.9	
13.3	15.2	14.25	1.3435	21.6	0.907258	0.927308	0.0443243	0.0208138	0.917283	0.0141772	0.933842	0.370802	0.483999	0.233392	0.245931	0.427401	0.0800425	0.50337	0.336508	0.377825	0.206972	0.223572	0.357166	0.0292158	51.6	45.9	34.2416	37.3436	48.75	4.03051	56.1	0.0324256	344.099	
5.7	24.1	14.9	13.0108	26.9	0.726613	0.967436	0.0976994	0.0142789	0.847024	0.170288	0.924765	0.686486	0.255923	0.375142	0.185817	0.471205	0.304454	0.282443	0.0644026	0.245217	0.0530464	0.156834	0.15481	0.127855	34.4	139.5	66.4031	91.3251	86.95	74.3169	140.1	0.12924	6468.39	
22.4	19.1	20.75	2.33345	34.2	0.974194	0.938333	0.0112775	0.0163676	0.956263	0.025357	0.965806	0.276404	0.396729	0.0902178	0.103186	0.336567	0.0850831	0.405139	0.261847	0.227044	0.0864254	0.0867519	0.244446	0.0246094	92.8	49.7	47.1659	13.9686	71.25	30.4763	96.7	0.0236833	210.132	
17.2	21.4	19.3	2.96985	33.8	0.941331	0.958333	0.0247372	0.0116134	0.949832	0.0120227	0.970462	0.265396	0.400318	0.111706	0.14885	0.332857	0.0954044	0.454107	0.231777	0.292379	0.0997625	0.134006	0.262078	0.0428524	84.3	59.5	67.0689	23.0615	71.9	17.5362	93.5	0.0396489	1796.7	
15.9	14.9	15.4	0.707107	20	0.939516	0.923718	0.0157321	0.0202733	0.931617	0.011171	0.935681	0.652024	0.781216	0.228068	0.200918	0.71662	0.0913528	0.763563	0.616419	0.571258	0.215165	0.186416	0.593838	0.0319332	27	20.8	12.1838	12.1454	23.9	4.38406	28.4	0.0105434	8.39041	
18	12.1	15.05	4.17193	22.6	0.948185	0.88359	0.0188663	0.0389091	0.915888	0.0456761	0.92813	0.240972	0.360142	0.108909	0.275455	0.300557	0.084266	0.296426	0.239498	0.160739	0.108691	0.0697675	0.200118	0.0556905	86.5	58.7	35.0087	40.5902	72.6	19.6576	87	0.0337041	66.5879	
18.5	24	21.25	3.88909	37.1	0.957863	0.96859	0.014302	0.0110493	0.963226	0.00758502	0.975704	0.268759	0.368129	0.175019	0.213147	0.318444	0.0702657	0.438209	0.222321	0.27865	0.118851	0.125034	0.250486	0.0398303	100.6	95.1	68.3507	69.6091	97.85	3.88909	108.5	0.0239919	1443.88	
11	9.6	10.3	0.989949	12.3	0.887097	0.864744	0.0270826	0.040453	0.87592	0.0158061	0.88216	0.868379	0.814037	0.118529	0.118104	0.841208	0.0384259	0.923855	0.829288	0.718268	0.106208	0.124165	0.773778	0.0785035	11.9	10.9	2.5144	2.60128	11.4	0.707107	12.4	0.0168718	0.670152	
9.2	7.7	8.45	1.06066	10.3	0.83871	0.760385	0.0468699	0.126271	0.799547	0.0553842	0.807316	0.852292	0.779683	0.0847557	0.135437	0.815987	0.0513427	0.886645	0.801753	0.663117	0.0994784	0.123627	0.732435	0.0980307	9.9	9.2	1.85293	3.45768	9.55	0.494975	10.7	0.0298358	0.45032	
18.2	21.5	19.85	2.33345	36.5	0.955444	0.956923	0.0128024	0.0188829	0.956183	0.00104618	0.973122	0.354179	0.44868	0.136025	0.208374	0.40143	0.0668226	0.401587	0.21573	0.238922	0.145966	0.135661	0.227326	0.0163988	63	63.3	41.5933	44.7041	63.15	0.212132	114.9	0.0339983	2496.3	
6.4	7.3	6.85	0.636396	8.2	0.745766	0.744231	0.0967763	0.114569	0.744998	0.00108566	0.768505	0.74129	0.771406	0.247269	0.247723	0.756348	0.0212948	0.839743	0.630933	0.732914	0.20153	0.231951	0.681923	0.0721111	12.9	13.6	19.5417	19.2596	13.25	0.494975	13.9	0.0594876	0.899715	
5.3	10.5	7.9	3.67696	11.8	0.687298	0.856923	0.104858	0.0368325	0.772111	0.119943	0.842332	0.716706	0.778174	0.241253	0.173687	0.74744	0.0434641	0.800607	0.361715	0.718452	0.0980753	0.15285	0.540083	0.252251	7.6	13.2	4.35125	4.51664	10.4	3.9598	14.1	0.1339	8.3167	
13.4	10.5	11.95	2.05061	15.8	0.91875	0.852692	0.0357897	0.0605918	0.885721	0.0467098	0.898748	0.684672	0.735551	0.124178	0.147015	0.710111	0.0359771	0.774168	0.659321	0.530324	0.117144	0.162974	0.594823	0.0912149	19.7	14.3	7.90288	6.84836	17	3.81838	20.3	0.0366475	2.19629	
9.8	8.3	9.05	1.06066	11	0.858871	0.796923	0.0332373	0.0931667	0.827897	0.0438038	0.830673	0.837551	0.787891	0.149003	0.13479	0.812721	0.035115	0.855301	0.772592	0.639798	0.153575	0.121593	0.706195	0.0938998	11.1	9.8	3.14289	3.52136	10.45	0.919239	12.1	0.0150685	0.590129	
6.4	7	6.7	0.424264	7.8	0.772984	0.774231	0.07823	0.0956243	0.773607	0.00088169	0.792175	0.843795	0.930278	0.145549	0.0993847	0.887036	0.0611525	0.872457	0.724787	0.78408	0.123166	0.147579	0.754434	0.0419264	6.9	6.7	2.23358	2.26323	6.8	0.141421	8.1	0.045565	1.00405	
15.2	16	15.6	0.565685	22.2	0.925403	0.921538	0.0367233	0.0424038	0.923471	0.0027328	0.93259	0.425131	0.531272	0.158797	0.253845	0.478202	0.0750526	0.526541	0.364828	0.389351	0.153295	0.191295	0.37709	0.0173403	43.2	43.7	28.019	38.2566	43.45	0.353553	54.7	0.0198012	41.3535	
17.8	16.5	17.15	0.919239	23.5	0.953024	0.922692	0.0152969	0.0365531	0.937858	0.0214479	0.93971	0.632481	0.649966	0.139708	0.180467	0.641223	0.0123635	0.753265	0.57759	0.527293	0.115367	0.0939166	0.552442	0.0355651	28.8	26.9	10.1522	12.3419	27.85	1.3435	31.4	0.00759025	3.5157	
16.7	15	15.85	1.20208	22.5	0.949395	0.911667	0.0213251	0.0406969	0.930531	0.0266781	0.938067	0.566285	0.608598	0.179786	0.24018	0.587442	0.0299201	0.689742	0.523511	0.482971	0.173613	0.207895	0.503241	0.0286661	31.7	27.5	13.0303	12.1312	29.6	2.96985	34.1	0.0204218	19.3822	
11	20.8	15.9	6.92965	26.8	0.877218	0.951538	0.0386229	0.0165821	0.914378	0.0525527	0.950352	0.329149	0.409422	0.222919	0.190452	0.369286	0.0567617	0.430037	0.18727	0.338149	0.0980415	0.162904	0.262709	0.106688	50.7	61	38.2043	29.7321	55.85	7.2832	79.5	0.0645177	2468.43	
20.5	22.5	21.5	1.41421	34.9	0.960887	0.962821	0.0159375	0.0108618	0.961854	0.00136713	0.971127	0.192422	0.299475	0.103543	0.160557	0.245949	0.0756976	0.286682	0.168968	0.191995	0.0893859	0.112008	0.180481	0.0162824	143.5	97.4	86.5079	52.269	120.45	32.5976	154.4	0.0186647	683.97	
21	20	20.5	0.707107	35.9	0.964113	0.943974	0.0208182	0.0217071	0.954044	0.0142401	0.969601	0.189286	0.229566	0.0672253	0.104856	0.209426	0.028482	0.307755	0.179034	0.174077	0.0681004	0.0734234	0.176556	0.00350558	122.4	106	47.7242	51.6849	114.2	11.5966	130.2	0.0338289	935.328	
23.8	21.5	22.65	1.62635	34.9	0.978024	0.960513	0.0108551	0.0109921	0.969269	0.0123824	0.971518	0.194008	0.283829	0.122625	0.18692	0.238918	0.063513	0.276179	0.193219	0.168822	0.122479	0.0855042	0.18102	0.0172511	159.6	118.4	80.3108	86.0041	139	29.1328	160.1	0.00665819	355.593	
19	19.2	19.1	0.141421	31.1	0.960887	0.945256	0.0132104	0.0271497	0.953072	0.0110526	0.963615	0.261909	0.457391	0.165219	0.21495	0.35965	0.138227	0.387532	0.240143	0.246143	0.13863	0.141711	0.243143	0.00424207	96.8	60.2	52.7485	52.6894	78.5	25.8801	100.3	0.0234224	717.741	
29.3	36.1	32.7	4.80833	59.6	0.994153	0.994872	0.00335349	0.0032546	0.994513	0.000508105	0.994484	0.111911	0.124777	0.042067	0.043877	0.118344	0.00909768	0.198684	0.0993	0.121037	0.0387447	0.0423343	0.110169	0.0153706	294.1	325	106.885	121.879	309.55	21.8496	333.3	-0.000140573	463.979	
18.6	21.5	20.05	2.05061	31.2	0.955444	0.95641	0.0228781	0.0112093	0.955927	0.000683566	0.965962	0.394917	0.487125	0.132564	0.180029	0.441021	0.0652007	0.604683	0.357507	0.422698	0.121013	0.169211	0.390102	0.0460967	52.8	52.3	24.0315	30.5761	52.55	0.353553	58.7	0.0204213	94.8511	
18.3	23.2	20.75	3.46482	34.3	0.945968	0.963333	0.0249436	0.0108315	0.954651	0.0122793	0.969797	0.191901	0.213977	0.128382	0.117081	0.202939	0.01561	0.304837	0.16664	0.209162	0.0964693	0.11379	0.187901	0.0300676	152.8	155.8	114.993	107.333	154.3	2.12132	160	0.0287255	926.087	
17.9	17.5	17.7	0.282843	26.7	0.946371	0.930897	0.0219872	0.0251698	0.938634	0.0109414	0.950352	0.183791	0.193483	0.131024	0.156059	0.188637	0.00685345	0.257734	0.175961	0.171459	0.123714	0.119913	0.17371	0.00318362	140.7	142.3	79.437	86.2272	141.5	1.13137	147	0.026134	603.528	
16.3	16.8	16.55	0.353553	23.3	0.940121	0.931795	0.0271667	0.0298338	0.935958	0.00588744	0.942488	0.390707	0.533174	0.230414	0.308343	0.46194	0.10074	0.52406	0.364811	0.397372	0.204148	0.259409	0.381091	0.0230238	61.3	49.2	44.5771	43.9211	55.25	8.55599	62.9	0.0147349	42.6228	
24.5	25	24.75	0.353553	44.5	0.979637	0.96859	0.00774746	0.0105591	0.974113	0.00781166	0.982825	0.162438	0.283371	0.0822669	0.105862	0.222904	0.0855125	0.266518	0.147986	0.152471	0.0561964	0.0611692	0.150228	0.00317137	182.2	99.7	82.9616	40.8875	140.95	58.3363	189.4	0.0188038	6734.17	
13	17.2	15.1	2.96985	24.8	0.907258	0.934872	0.0250916	0.0244809	0.921065	0.0195259	0.948318	0.171983	0.258003	0.105635	0.123209	0.214993	0.0608249	0.312591	0.165733	0.211848	0.101585	0.118369	0.188791	0.032608	114.4	92.7	89.5187	78.6272	103.55	15.3442	118.2	0.0526427	476.811	
16.9	20.7	18.8	2.68701	34.8	0.941935	0.954744	0.0337336	0.0159791	0.94834	0.0090567	0.971244	0.267203	0.4511	0.186404	0.24156	0.359151	0.130035	0.314062	0.150194	0.192407	0.0955671	0.119108	0.1713	0.0298489	101.4	68.4	80.5415	54.7199	84.9	23.3345	150	0.0445726	13642	
20.2	22.3	21.25	1.48492	39.6	0.966331	0.964744	0.00828823	0.00840154	0.965537	0.00112222	0.980086	0.207056	0.269068	0.122354	0.235155	0.238062	0.0438493	0.198682	0.102565	0.112865	0.0400756	0.0452721	0.107715	0.00728266	139.2	149.9	96.6883	117.541	144.55	7.56604	227.8	0.0293899	7094.27	
17.7	12.8	15.25	3.46482	22.5	0.948387	0.90359	0.027219	0.030108	0.925988	0.0316765	0.935524	0.540517	0.684623	0.110511	0.113779	0.61257	0.101898	0.668004	0.525611	0.400722	0.0932025	0.148092	0.463167	0.0883094	33	18.4	9.82061	5.48128	25.7	10.3238	33.6	0.0254897	63.2802	
22.1	22.5	22.3	0.282843	35.3	0.971573	0.958718	0.0136559	0.00931977	0.965145	0.0090896	0.971166	0.196824	0.386072	0.146279	0.279939	0.291448	0.133818	0.305868	0.192143	0.209229	0.140779	0.168587	0.200686	0.0120814	182.8	142.2	125.974	146.754	162.5	28.7085	186.5	0.0137941	2547.35	
24.3	26.8	25.55	1.76777	43.6	0.980444	0.976538	0.0110448	0.0052007	0.978491	0.00276131	0.98302	0.113044	0.126922	0.135747	0.125538	0.119983	0.0098135	0.175028	0.0959352	0.105274	0.0874439	0.0922168	0.100605	0.00660378	358.7	347.7	170.657	178.056	353.2	7.77817	366.7	0.00960774	5818.19	
17.6	17.7	17.65	0.0707107	24.8	0.954032	0.935641	0.0162629	0.0320245	0.944837	0.0130046	0.950196	0.60716	0.683366	0.108168	0.12047	0.645263	0.0538862	0.789948	0.572991	0.564836	0.114463	0.0857643	0.568913	0.00576694	29.1	26.1	8.58228	10.005	27.6	2.12132	31.1	0.0133807	13.1574	
13.4	15.3	14.35	1.3435	21.4	0.902419	0.915897	0.0329123	0.0400763	0.909158	0.00953044	0.930712	0.328558	0.388498	0.183737	0.236758	0.358528	0.0423833	0.383882	0.246628	0.271735	0.08016	0.0683941	0.259182	0.0177533	46.8	49.2	16.3081	22.3647	48	1.69706	56.4	0.0436206	109.656	
16.2	26.7	21.45	7.42462	39.4	0.936895	0.975513	0.0189619	0.00738834	0.956204	0.0273068	0.976487	0.127719	0.193191	0.0595693	0.0805981	0.160455	0.0462962	0.264135	0.110808	0.177776	0.0483299	0.0630981	0.144292	0.047353	154.7	166.1	78.5084	84.0099	160.4	8.06102	172.2	0.0362949	1431.95	
17.8	11.9	14.85	4.17193	27.2	0.951815	0.882564	0.0142704	0.0436701	0.917189	0.0489674	0.950391	0.357914	0.765777	0.128445	0.143939	0.561845	0.288402	0.475225	0.312918	0.212224	0.104071	0.0883792	0.262571	0.0712014	55.1	15.2	22.2384	5.00666	35.15	28.2136	62.1	0.0751463	1916.28	
15	17.9	16.45	2.05061	30.3	0.917137	0.940256	0.0315281	0.0185117	0.928697	0.0163478	0.962441	0.32	0.455209	0.250241	0.308213	0.387605	0.0956067	0.414944	0.200846	0.247494	0.0845603	0.119576	0.22417	0.0329848	68.5	60.9	36.5217	40.1344	64.7	5.37401	83.3	0.0650864	1574.43	
3.5	2.5	3	0.707107	3.7	0.424597	0.387179	0.153265	0.134544	0.405888	0.026458	0.408881	0.857222	0.9	0.190697	0.216025	0.878611	0.0302485	0.882222	0.837222	0.630556	0.184444	0.22119	0.733889	0.146135	3.4	2	2.01108	1.24722	2.7	0.989949	3.5	0.0247493	0.15418	
