S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	MIG21
5	259	1	255	132	179.605	260	2.47658	2.73117	2.60387	0.180024	2.66667	114.557	58.6118	79.1184	0.217416	80.8974		32376	40262	88.9587429	6.7944138	70453	105464	1.60107e-07	1.68755e-04
79	25	62	8	52	38.1838	87	-0.490843	-0.708433	-0.599638	0.15386	21.5619	5.28308	13.4225	11.5109	0.404128	20.7333		23166	13941	16.5451767	2.2871607	28532	89941	1.27205e-07	1.64060e-04
173	5	172	4	89	118.794	177	2.24321	-1.12358	0.559816	2.38068	80.2286	0.790769	40.5097	56.171	0.635324	90.4179		28368	26469	73.6477796	5.1636711	100035	178625	1.63891e-07	1.95084e-04
10	4	9	3	7	4.24264	13	-1.61385	-0.577772	-1.09581	0.732618	1.77143	0.821538	1.29648	0.671674	0.0824299	1.38718		22430	31066	56.5144462	6.6632257	105124	82387	1.47329e-07	2.14486e-04
23	20	9	6	21.5	2.12132	29	-0.427542	-0.160749	-0.294145	0.18865	6.34286	5.00615	5.67451	0.945192	-0.0011777	5.64872		12165	31586	48.8278404	8.4087877	20764	205258	8.00089e-08	2.66219e-04
31	49	9	27	40	12.7279	58	1.14111	-0.225337	0.457888	0.966226	12.1143	12.0831	12.0987	0.0220679	0.112632	13.6333		4281	18213	79.5198967	3.4805012	124221	450902	9.07973e-08	1.91100e-04
8	4	4	0	6	2.82843	8	-1.40177	0.339767	-0.531003	1.23146	1.52381	1.18154	1.35267	0.242022	0.000761929	1.34872		47104	32410	63.2061042	2.6085101	39784	157031	1.32265e-07	8.04847e-05
845	900	22	77	872.5	38.8909	922	0.84284	3.26484	2.05384	1.71261	309.048	428.458	368.753	84.4362	0.0750833	401.782		35440	32012	7.4569488	3.3227837	2843	497742	1.50015e-07	1.03798e-04
19	10	17	8	14.5	6.36396	27	0.175843	-0.940199	-0.382178	0.789161	6.09524	1.86769	3.98147	2.98933	0.726787	12.9256		32822	24000	55.3555763	4.7097214	106372	54478	7.87699e-08	1.96238e-04
29	14	22	7	21.5	10.6066	36	-0.360954	-0.110695	-0.235824	0.17696	8.15238	3.55077	5.85158	3.25383	0.174142	6.88205		14258	13214	99.7599248	2.7060964	67716	476413	9.84890e-08	2.04790e-04
19	30	7	18	24.5	7.77817	37	0.282217	0.654992	0.468605	0.263592	6.24762	9.24923	7.74842	2.12246	0.0676336	8.38462		11282	21165	88.2792852	0.8807369	90420	433524	7.88744e-08	4.16129e-05
22	21	7	6	21.5	0.707107	28	0.682809	-0.236751	0.223029	0.650227	7.88571	5.14154	6.51363	1.94043	0.150154	7.55641		30926	28504	86.0458952	1.8206927	86512	113391	1.46400e-07	6.38750e-05
6	10	1	5	8	2.82843	11	1.37766	1.79564	1.58665	0.295555	2.57143	4.05846	3.31495	1.05149	0.0727085	3.61282		39174	19002	72.6865559	8.6537714	20593	64351	1.50766e-07	4.55414e-04
431	18	418	5	224.5	292.035	436	2.34355	-0.14118	1.10118	1.75697	202.438	4.52923	103.484	139.943	0.367823	144.592		41547	42124	4.3223856	7.6958157	61257	174183	1.54961e-07	1.82694e-04
15	59	4	48	37	31.1127	63	0.161685	-1.30212	-0.570218	1.03507	4.8	10.2308	7.51538	3.84013	0.0470234	8.00256		46496	38255	14.6346511	6.8662413	93742	386661	1.21203e-07	1.79486e-04
319	6	317	4	162.5	221.324	323	-2.41454	-0.689347	-1.55194	1.21989	44.7333	1.20615	22.9697	30.7784	0.0656658	23.5231		47690	42358	56.1777567	2.1982474	78042	39688	1.48411e-07	5.18969e-05
8	11	2	5	9.5	2.12132	13	-1.00264	-1.32975	-1.16619	0.231298	1.79048	1.72923	1.75985	0.0433071	0.00871238	1.77436		16629	21277	65.7999009	0.1743278	35181	36002	1.19960e-07	8.19325e-06
6	1	5	0	3.5	3.53553	6	-0.718272	1.53323	0.407477	1.59205	1.46667	0.507692	0.987179	0.678097	0.192898	1.17692		39179	32496	41.7129210	6.0263260	25552	80113	1.22362e-07	1.85448e-04
21	8	15	2	14.5	9.19239	23	-0.995169	1.09664	0.0507341	1.47913	4.89524	2.82769	3.86147	1.46198	0.440175	6.63846		33897	5556	56.2181084	7.6401704	4973	276973	1.07997e-07	0.0013751
25	26	20	21	25.5	0.707107	46	0.38513	-0.36536	0.00988518	0.530676	8.4	6.13538	7.26769	1.60132	0.323253	10.5538		47632	39068	39.2196874	3.5462468	100791	56608	1.45869e-07	9.07711e-05
10	38	5	33	24	19.799	43	0.036283	1.14644	0.591359	0.784996	3.10476	12.9877	8.04623	6.98829	0.260845	11.5205		5689	32763	35.1837908	3.6461235	61235	198358	9.04854e-08	1.11288e-04
28	29	10	11	28.5	0.707107	39	0.036251	0.598224	0.317237	0.397375	8.68571	8.82769	8.7567	0.100394	0.0412001	9.1359		32733	44113	23.2829919	8.0236076	31779	146124	8.40767e-08	1.81888e-04
38	43	7	12	40.5	3.53553	50	1.76615	1.59625	1.6812	0.120138	16.5333	16.0092	16.2713	0.370596	0.0140713	16.4949		37248	29618	28.9278219	7.9230915	124066	67325	1.28714e-07	2.67509e-04
277	278	4	5	277.5	0.707107	282	3.1638	0.863432	2.01362	1.62661	145.971	88.6831	117.327	40.509	0.120427	131.456		2319	22461	45.4571983	5.0470440	54536	219604	1.66571e-07	2.24703e-04
13	12	3	2	12.5	0.707107	15	0.994752	1.61116	1.30296	0.435869	5.00952	4.64923	4.82938	0.254766	-0.0199345	4.73077		47252	13120	78.9531220	6.1284151	25770	141056	1.68024e-07	4.67105e-04
7	152	7	152	79.5	102.53	159	-0.797297	1.86762	0.535161	1.88438	1.67619	58.6923	30.1842	40.3165	0.651324	102.413		20569	6302	43.7362487	4.4378124	72163	124464	1.58158e-07	7.04191e-04
59	58	12	11	58.5	0.707107	70	-1.11833	-1.62722	-1.37278	0.359839	13.4571	8.76923	11.1132	3.31485	0.0221421	11.2821		5936	21411	16.5666836	9.7570915	15463	471999	1.13133e-07	4.55705e-04
45	32	21	8	38.5	9.19239	53	0.0615438	0.888559	0.475051	0.584788	14.0381	10.3846	12.2114	2.5834	-0.0272074	11.8487		17871	47623	38.8466731	8.5746035	106903	488200	1.18419e-07	1.80052e-04
16	22	7	13	19	4.24264	29	0.6168	-0.0187515	0.299024	0.449403	5.67619	5.73538	5.70579	0.0418566	0.320766	8.40513		23284	3546	38.4349125	0.6935107	35871	395607	8.86568e-08	1.95575e-04
42	44	4	6	43	1.41421	48	-0.139611	-0.989774	-0.564693	0.601156	12.4952	8.52615	10.5107	2.80657	-0.0175092	10.2821		15736	49158	91.7398925	1.2213363	108481	480	1.46181e-07	2.48451e-05
24	29	6	11	26.5	3.53553	35	0.674823	-0.14373	0.265546	0.578805	8.58095	7.30462	7.94278	0.902507	0.0536149	8.3641		24337	17293	34.5049177	6.3626755	24828	105653	8.62647e-08	3.67934e-04
9	14	8	13	11.5	3.53553	22	-1.65958	0.527022	-0.566278	1.54616	1.54286	4.23077	2.88681	1.90064	0.612585	8.08974		29832	23933	0.6431971	9.6017189	47841	291486	1.57194e-07	4.01192e-04
44	36	27	19	40	5.65685	63	-0.322259	0.183679	-0.06929	0.357752	12.5143	9.89538	11.2048	1.85184	0.217252	14.1744		49427	49905	40.3139612	8.7661925	39125	31749	9.66815e-08	1.75658e-04
165	152	28	15	158.5	9.19239	180	1.02548	2.65496	1.84022	1.15222	62.5333	66.6431	64.5882	2.90603	0.223407	83.3949		13031	21848	67.5301339	0.8305014	113284	270315	1.16516e-07	3.80127e-05
40	44	30	34	42	2.82843	74	-1.23483	0.662518	-0.286156	1.34163	8.74286	13.5415	11.1422	3.39318	0.1245	12.8923		12316	47680	78.8882408	5.1002559	59630	221228	1.07786e-07	1.06968e-04
14	4	12	2	9	7.07107	16	0.507756	-0.954198	-0.223221	1.03376	4.85714	0.673846	2.76549	2.95804	0.233214	3.36667		29154	40263	98.1790361	8.6376911	122341	48337	1.27566e-07	2.14532e-04
12	17	3	8	14.5	3.53553	20	1.41248	0.32156	0.867021	0.771399	5.02857	4.86154	4.94505	0.11811	0.184544	6.05641		38527	16079	78.1307424	0.1337667	46033	267642	9.07312e-08	8.31934e-06
9	12	1	4	10.5	2.12132	13	0.817606	0.583132	0.700369	0.165798	3.37143	3.68923	3.53033	0.22472	0.0130098	3.58205		4030	18896	64.1666558	6.2037546	8311	490039	1.67502e-07	3.28310e-04
1	821	0	820	411	579.828	821	1.12241	2.75685	1.93963	1.15572	0.47619	363.551	182.013	256.732	0.227472	255.936		43921	45106	24.1007555	6.0006750	52287	102631	1.42405e-07	1.33035e-04
20	11	14	5	15.5	6.36396	25	-1.12792	0.291397	-0.418263	1.00361	4.45714	3.13538	3.79626	0.934624	0.0511628	3.97179		25016	45447	37.2780359	6.0007728	34685	47292	1.67450e-07	1.32039e-04
18	20	8	10	19	1.41421	28	-0.861065	-0.455421	-0.658243	0.286834	4.3619	4.57538	4.46864	0.150953	-0.00399172	4.45385		32172	43376	64.6560781	2.2028909	86634	323430	1.32797e-07	5.07859e-05
16	21	5	10	18.5	3.53553	26	0.663453	0.32118	0.492316	0.242024	5.73333	5.99385	5.86359	0.18421	0.0564733	6.22051		19481	34775	10.8105275	0.2626770	80740	120245	1.33414e-07	7.55362e-06
324	12	317	5	168	220.617	329	2.2121	-1.81231	0.199891	2.84569	149.305	1.45231	75.3785	104.547	0.703771	202.785		27400	29212	77.8107473	9.6704590	67877	11915	1.68167e-07	3.31044e-04
236	15	230	9	125.5	156.271	245	-2.3183	-1.7975	-2.0579	0.368264	34.5905	1.89538	18.2429	23.1189	0.0668207	18.7462		27152	44370	88.8624290	3.3563219	30603	470904	1.23638e-07	7.56439e-05
14	3	14	3	8.5	7.77817	17	-0.474268	-1.09014	-0.782204	0.435488	3.79048	0.436923	2.1137	2.37132	0.278153	2.69744		31707	6797	37.5099852	9.6698066	105447	61593	7.24177e-08	0.0014227
19	31	16	28	25	8.48528	47	-1.23362	0.15184	-0.540891	0.97967	4.07619	8.45538	6.26579	3.09656	0.408978	11.0923		36925	20100	97.5570458	5.0038819	51092	98930	1.60848e-07	2.48949e-04
422	38	395	11	230	271.529	433	-0.772091	-1.43615	-1.10412	0.469562	107.238	6.16308	56.7006	71.4708	0.119324	60.9897		18475	10899	61.8201829	8.6429650	41464	421789	8.38679e-08	7.93005e-04
14	16	1	3	15	1.41421	17	0.402539	-0.466514	-0.0319877	0.614513	4.74286	3.63385	4.18835	0.784189	0.086978	4.55641		33999	21574	5.1102116	6.2935809	120143	300384	1.36602e-07	2.91721e-04
11	19	2	10	15	5.65685	21	-0.685914	-0.465493	-0.575703	0.155862	2.78095	4.32923	3.55509	1.0948	0.104526	4.01795		1440	26198	16.8444553	9.4882972	32640	331628	1.58470e-07	3.62176e-04
29	31	12	14	30	1.41421	43	-0.0828585	-0.668141	-0.3755	0.413857	8.74286	6.66462	7.70374	1.46954	0.0491101	8.05641		14981	45476	11.5905266	2.7052709	5448	13485	1.37330e-07	5.94879e-05
46	37	23	14	41.5	6.36396	60	0.203895	0.433124	0.31851	0.162089	14.819	10.8123	12.8157	2.83319	0.122421	14.4667		13340	46721	80.3473539	8.5436522	75202	466027	1.61021e-07	1.82865e-04
105	107	7	9	106	1.41421	114	0.319958	1.805	1.06248	1.05008	34.6476	40.9569	37.8023	4.46135	0.055785	40.1795		46348	14458	66.0154737	2.0262560	53801	191136	1.37513e-07	1.40148e-04
28	26	6	4	27	1.41421	32	-0.770433	-0.108397	-0.439415	0.46813	7.02857	6.61231	6.82044	0.294343	-0.0172128	6.7		44420	35589	7.9836711	5.4220455	28694	468789	1.15156e-07	1.52352e-04
27	29	11	13	28	1.41421	40	-0.0666279	-0.533444	-0.300036	0.330089	8.17143	6.50462	7.33802	1.17861	0.0544672	7.72308		18899	47433	81.7704431	1.3142677	34785	53936	1.19931e-07	2.77079e-05
12	14	1	3	13	1.41421	15	-0.0754633	1.00315	0.463841	0.762691	3.61905	4.73846	4.17875	0.791545	0.00469093	4.21538		31184	34319	95.1510131	3.9130958	70589	251975	1.16110e-07	1.14021e-04
7	5	2	0	6	1.41421	7	0.700268	-2.00199	-0.65086	1.91078	2.57143	0.384615	1.47802	1.54631	0.212253	1.76154		676	33427	94.4782394	0.7226836	111470	298417	1.16925e-07	2.16198e-05
12	9	4	1	10.5	2.12132	13	0.306577	1.68737	0.996973	0.976367	3.98095	3.59692	3.78894	0.27155	0.0302791	3.9		15528	11578	48.1807403	8.6931250	90048	35269	8.41894e-08	7.50831e-04
17	32	5	20	24.5	10.6066	37	1.02321	0.755878	0.889543	0.189032	6.55238	10.0862	8.31927	2.49875	0.0749314	9.08462		32325	456	75.6807344	4.0120291	44297	365677	1.57030e-07	0.0087983
11	11	7	7	11	0	18	-0.859525	-0.645106	-0.752315	0.151617	2.62857	2.32308	2.47582	0.216017	0.00748166	2.48974		18985	15036	37.8174323	5.8197331	34861	484047	1.55029e-07	3.87053e-04
35	45	18	28	40	7.07107	63	0.430812	-0.0501985	0.190307	0.340126	11.8571	11.6369	11.747	0.155719	0.112621	13.2308		19969	3242	71.8115163	1.0969387	21149	101652	6.89450e-08	3.38352e-04
17	18	3	4	17.5	0.707107	21	0.669955	2.17189	1.42092	1.06203	6.09524	7.60615	6.8507	1.06838	0.123929	7.87179		49827	517	37.5895935	5.6808049	116477	355486	1.67487e-07	0.0109880
16	19	5	8	17.5	2.12132	24	0.150265	0.510876	0.33057	0.25499	5.10476	5.69231	5.39853	0.415458	0.0636255	5.77949		25308	23778	60.8782955	3.6852126	106948	216494	7.98941e-08	1.54984e-04
13	14	6	7	13.5	0.707107	20	-1.14084	-0.208805	-0.674821	0.659047	2.8381	3.44615	3.14212	0.429962	0.0702662	3.39487		44471	1297	46.6175872	8.0733902	92149	45373	1.30392e-07	0.0062247
18	17	12	11	17.5	0.707107	29	-1.36404	-0.968253	-1.16615	0.279866	3.67619	3.23077	3.45348	0.31496	0.00425861	3.46154		34418	16975	91.9852205	6.6428254	118898	258876	1.04185e-07	3.91330e-04
5	8	1	4	6.5	2.12132	9	0.0112643	-0.273866	-0.131301	0.201618	1.54286	1.91385	1.72835	0.262329	0.138718	2.02051		33685	37859	73.5500391	6.5250180	120890	75287	1.21950e-07	1.72351e-04
75	39	58	22	57	25.4558	97	0.73226	-0.0676928	0.332284	0.565652	26.9429	10.0369	18.4899	11.9543	0.199388	22.2564		33183	15490	92.8178336	0.0390214	71645	321900	1.63184e-07	2.51913e-06
272	37	255	20	154.5	166.17	292	-0.838683	0.360292	-0.239195	0.847804	67.8286	10.6246	39.2266	40.4493	0.113724	42.3974		28431	34010	27.8962603	4.1962864	81658	494928	7.69363e-08	1.23384e-04
12	59	10	57	35.5	33.234	69	0.628295	0.960571	0.794433	0.234955	4.28571	19.32	11.8029	10.6308	0.948457	268.223		12495	5213	99.9127609	2.4664343	123933	301125	1.25542e-07	4.73131e-04
320	322	5	7	321	1.41421	327	3.17168	3.62747	3.39958	0.322288	168.743	161.326	165.035	5.2444	-0.0452144	157.833		44605	23453	14.7342290	0.8562490	114984	436627	1.18641e-07	3.65091e-05
11	26	4	19	18.5	10.6066	30	0.898287	-1.90548	-0.503596	1.98256	4.17143	3.27692	3.72418	0.632511	0.160169	4.39744		45512	48233	43.5196507	2.8493919	94793	423472	1.15373e-07	5.90756e-05
48	44	20	16	46	2.82843	64	0.343863	0.796323	0.570093	0.319938	15.9429	13.9477	14.9453	1.41079	-0.0255361	14.5513		18952	23841	71.1140329	4.8347872	123563	308165	1.12441e-07	2.02793e-04
21	22	6	7	21.5	0.707107	28	1.34518	2.00118	1.67318	0.463862	8.57143	8.95385	8.76264	0.27041	0.0535152	9.26667		17409	15944	9.6788402	0.5838817	8593	107264	1.27514e-07	3.66208e-05
19	31	3	15	25	8.48528	34	0.361999	0.137751	0.249875	0.158567	6.3619	8.42462	7.39326	1.45856	0.0193051	7.57436		41938	43112	15.1944277	0.5648446	25282	49430	1.05948e-07	1.31018e-05
4	11	3	10	7.5	4.94975	14	2.15502	0.0288928	1.09196	1.5034	2.05714	2.90769	2.48242	0.601429	0.30245	3.62308		27795	4149	53.4622924	1.8672687	23082	111487	7.56873e-08	4.50053e-04
22	16	9	3	19	4.24264	25	0.00913113	0.735085	0.372108	0.513327	6.78095	5.07385	5.9274	1.20711	0.0500887	6.20256		34595	33129	97.8413789	2.9937484	84861	292	8.65814e-08	9.03664e-05
14	21	4	11	17.5	4.94975	25	1.24427	0.504471	0.874372	0.523119	5.65714	6.27385	5.96549	0.436075	-0.00726355	5.93077		2731	39251	65.9390708	1.5292079	93182	208634	1.53058e-07	3.89597e-05
11	16	2	7	13.5	3.53553	18	2.82971	0.745355	1.78753	1.47386	5.86667	5.08615	5.47641	0.551906	0.123028	6.21795		14173	2476	70.7691091	3.6328750	99531	483607	1.41512e-07	0.0014672
7	5	3	1	6	1.41421	8	-1.0522	-2.00199	-1.5271	0.671601	1.52381	0.384615	0.954212	0.805532	0.174196	1.10513		39849	10661	20.1324460	0.6221497	25166	245626	7.50861e-08	5.83575e-05
17	14	12	9	15.5	2.12132	26	-1.33182	-0.252089	-0.791954	0.763485	3.50476	3.4	3.45238	0.0740779	0.0449929	3.61282		40192	35542	29.4022651	9.3554690	104387	391064	8.69873e-08	2.63223e-04
64	234	5	175	149	120.208	239	-0.0854413	2.65789	1.28622	1.93983	19.2952	102.409	60.8522	58.7705	0.498522	134.2		28904	33962	22.3561003	7.6773543	22945	440059	1.15949e-07	2.26057e-04
201	37	174	10	119	115.966	211	-2.08165	-0.00983829	-1.04574	1.46499	32.7238	9.67077	21.1973	16.301	0.0261718	21.3462		3587	9275	33.3639773	3.8946942	111182	88804	1.17768e-07	4.19913e-04
13	26	2	15	19.5	9.19239	28	0.451488	0.176749	0.314119	0.19427	4.45714	7.14154	5.79934	1.89815	0.308344	8.59231		44816	2240	10.9031345	3.6463208	65306	395513	1.44843e-07	0.0016278
14	17	3	6	15.5	2.12132	20	0.227177	-0.466929	-0.119876	0.490808	4.55238	3.86462	4.2085	0.486324	-0.0122689	4.14872		41525	9893	10.6147841	0.9517349	41941	483663	9.63571e-08	9.62029e-05
19	5	15	1	12	9.89949	20	-0.462406	-0.591215	-0.526811	0.0910822	5.18095	1.03692	3.10894	2.93027	0.198535	3.67436		30923	38968	67.7926134	6.7041252	31090	251268	1.58940e-07	1.72042e-04
26	76	12	62	51	35.3553	88	-0.673938	-1.9478	-1.31087	0.900756	6.70476	9.92615	8.31546	2.27787	0.0810852	9.1359		8105	26536	87.0459569	8.9597536	115728	307638	1.11497e-07	3.37645e-04
41	50	3	12	45.5	6.36396	53	1.98159	1.03718	1.50939	0.667796	18.4571	16.6585	17.5578	1.27186	-0.0189329	17.2103		34977	20533	30.7058173	3.5492082	38636	486626	1.39962e-07	1.72854e-04
21	32	8	19	26.5	7.77817	40	-1.0073	-1.09893	-1.05311	0.0647921	4.87619	5.91385	5.39502	0.733733	-0.0168974	5.31795		19476	16366	65.0869447	2.1411437	2891	258223	1.60408e-07	1.30829e-04
55	54	18	17	54.5	0.707107	72	-0.219038	1.01308	0.397021	0.871239	16.0571	17.8892	16.9732	1.29548	0.0797162	18.4923		22316	36040	87.5217047	0.0657878	45415	302451	8.49142e-08	1.82541e-06
30	36	2	8	33	4.24264	38	-0.00332362	-0.018464	-0.0108938	0.0107059	9.21905	9.38769	9.30337	0.11925	-0.0260246	9.06923		13052	35912	95.7444618	1.8834055	96593	93264	1.22751e-07	5.24450e-05
486	42	454	10	264	313.955	496	2.27371	0.623882	1.4488	1.16661	225.886	12.8185	119.352	150.661	0.685796	311.19		37420	6830	65.6547524	1.2449888	59467	52618	1.30463e-07	1.82282e-04
1	0	1	0	0.5	0.707107	1	-1.15945	0	-0.579723	0.819852	0.133333	0	0.0666667	0.0942809	0.0387324	0.0666667		9733	29481	18.9021336	8.7675519	32767	204964	1.29955e-07	2.97397e-04
23	18	13	8	20.5	3.53553	31	-1.28575	-0.273025	-0.779386	0.716102	4.87619	4.35385	4.61502	0.369353	0.0819448	5.01282		21487	3727	49.6958894	9.7382113	98643	467609	1.67133e-07	0.0026129
7	245	4	242	126	168.291	249	-1.14779	0.706126	-0.220832	1.31092	1.46667	75.6277	38.5472	52.4398	0.386415	70.4821		38107	34221	35.5339146	1.7647904	61347	387901	1.26177e-07	5.15704e-05
25	30	11	16	27.5	3.53553	41	0.158267	0.0783488	0.118308	0.0565106	7.98095	8.02769	8.00432	0.0330501	0.0246778	8.20769		47228	10136	73.8975379	1.0201477	49594	260077	1.19690e-07	1.00646e-04
1	2	0	1	1.5	0.707107	2	0.23502	0.247242	0.241131	0.00864219	0.342857	0.584615	0.463736	0.170949	0.0479525	0.492308		4037	12105	60.3215680	5.7464271	56858	205209	1.15555e-07	4.74715e-04
33	23	26	16	28	7.07107	49	-0.212925	-0.0702515	-0.141588	0.100886	9.6381	5.91077	7.77443	2.63562	0.192514	9.44872		46776	46999	3.5282699	5.8869569	115334	409615	7.55669e-08	1.25257e-04
5	2	3	0	3.5	2.12132	5	-0.991574	-1.22394	-1.10775	0.164304	1.08571	0.224615	0.655165	0.608889	0.0969348	0.7		11941	9161	61.4110518	8.2366916	123211	401278	1.33537e-07	8.99104e-04
18	14	10	6	16	2.82843	24	-0.455888	0.786726	0.165419	0.87866	4.91429	4.50769	4.71099	0.287505	0.0141276	4.77179		37546	6888	61.3243751	3.8619179	108419	6661	1.30702e-07	5.60673e-04
545	387	248	90	466	111.723	635	0.307338	1.28957	0.798455	0.694545	179.19	134.249	156.72	31.7783	0.0994364	172.674		7338	38911	40.5929602	3.1174611	60081	288450	1.53514e-07	8.01177e-05
42	44	17	19	43	1.41421	61	-0.366667	0.135406	-0.11563	0.355019	11.8095	11.9415	11.8755	0.0933485	0.197664	14.8077		7664	33893	89.0754528	5.4758432	94818	179219	1.63617e-07	1.61563e-04
6	30	4	28	18	16.9706	34	1.48607	1.8228	1.65444	0.238109	2.62857	11.7231	7.17582	6.43079	0.457162	14.4308		34950	27651	53.0877142	7.2997964	80869	480839	1.24508e-07	2.63998e-04
13	31	4	22	22	12.7279	35	0.0393567	0.0264478	0.0329022	0.009128	4.0381	8.18154	6.10982	2.92986	0.0456214	6.48974		16890	36296	48.3976907	2.3946536	93439	53109	1.46025e-07	6.59757e-05
20	17	10	7	18.5	2.12132	27	-0.252696	0.533284	0.140294	0.555772	5.77143	5.12923	5.45033	0.454102	-0.0250115	5.31026		38549	1393	73.4921497	2.9221804	92316	290381	1.06950e-07	0.0020978
215	214	10	9	214.5	0.707107	224	1.4242	3.27751	2.35086	1.31049	87.4	102.462	94.9308	10.6501	-0.0159421	93.6256		9394	33826	65.0978665	2.2278065	35218	276382	1.19257e-07	6.58608e-05
39	19	32	12	29	14.1421	51	-0.322954	-0.50296	-0.412957	0.127284	11.0857	4.27692	7.68132	4.81454	0.143088	8.70513		27138	32637	26.6056405	6.4895383	11952	81264	1.19638e-07	1.98840e-04
5	2	4	1	3.5	2.12132	6	-0.908004	0.284965	-0.31152	0.843557	1.12381	0.593846	0.858828	0.374741	0.00986486	0.858974		19744	25381	61.9281115	0.9419828	123457	441904	1.54850e-07	3.71137e-05
102	54	62	14	78	33.9411	116	1.71334	2.21888	1.96611	0.357467	43.6286	22.3385	32.9835	15.0544	0.2252	41.3897		2325	41246	92.3888819	2.8387040	112875	94657	1.62676e-07	6.88237e-05
11	4	10	3	7.5	4.94975	14	-0.794421	-1.07967	-0.937047	0.201704	2.68571	0.624615	1.65516	1.45742	0.180377	1.92564		20565	16960	4.1147995	2.1185218	89033	336351	7.20965e-08	1.24913e-04
141	171	9	39	156	21.2132	180	0.182699	0.00899747	0.0958481	0.122825	45.1619	44.9138	45.0379	0.175404	-0.0350522	43.5103		23801	18457	21.9684308	2.4614488	58242	469714	9.19646e-08	1.33361e-04
20	22	2	4	21	1.41421	24	0.432265	-0.269795	0.0812349	0.496432	6.8	5.33538	6.06769	1.03564	0.166269	7.21538		36925	30022	38.7091554	6.9779571	37001	421708	1.17134e-07	2.32428e-04
57	65	3	11	61	5.65685	68	2.57787	1.57076	2.07432	0.712135	27.981	23.96	25.9705	2.84324	0.0357385	26.8538		6332	27312	36.3887538	3.2312937	32253	173838	1.67372e-07	1.18310e-04
15	14	4	3	14.5	0.707107	18	0.0627821	0.688615	0.375699	0.442531	4.68571	4.40308	4.5444	0.199855	0.00299656	4.55385		48477	48898	17.4049424	7.9214417	25148	144223	9.74649e-08	1.61999e-04
20	27	13	20	23.5	4.94975	40	-0.455647	0.503498	0.0239252	0.678218	5.46667	8.04308	6.75487	1.8218	0.196071	8.52821		9930	16362	40.7137067	3.3924781	71452	62285	1.38680e-07	2.07339e-04
14	6	12	4	10	5.65685	18	-0.246298	-0.393942	-0.32012	0.1044	4.0381	1.36308	2.70059	1.89152	0.25544	3.45897		11326	38796	60.7761736	8.6252239	43962	244830	1.41318e-07	2.22323e-04
24	36	8	20	30	8.48528	44	-0.980259	-1.20927	-1.09476	0.161935	5.6381	6.39692	6.01751	0.536572	0.0432176	6.30513		29126	28849	31.0007348	9.3154186	28395	377836	1.30655e-07	3.22903e-04
17	3	17	3	10	9.89949	20	0.33142	0.821107	0.576263	0.346261	5.65714	1.04923	3.35319	3.25829	0.57854	6.99744		7734	37611	91.6081587	5.0943748	44984	321468	8.09862e-08	1.35449e-04
537	62	489	14	299.5	335.876	551	2.41464	0.324648	1.36964	1.47784	254.79	17.6154	136.203	167.708	0.334325	184.379		40269	4807	55.0600173	2.3012944	22583	317503	1.57174e-07	4.78738e-04
42	48	8	14	45	4.24264	56	1.06504	1.41089	1.23797	0.244547	16.1333	17.2308	16.6821	0.776004	-0.0154946	16.441		13133	44851	97.6252604	6.9998880	35241	88710	8.69163e-08	1.56070e-04
45	51	20	26	48	4.24264	71	1.19488	1.01144	1.10316	0.129711	17.6952	16.8985	17.2968	0.563406	0.0241309	17.7103		16764	30418	70.5348571	0.8998200	75502	29242	1.14390e-07	2.95818e-05
391	58	358	25	224.5	235.467	416	-2.37917	1.57306	-0.403058	2.79465	55.8571	21.4154	38.6363	24.354	0.904903	359.567		31592	26561	65.6678608	3.7994705	26279	372812	1.66596e-07	1.43047e-04
20	27	9	16	23.5	4.94975	36	-0.760075	-0.694214	-0.727144	0.0465702	5.00952	5.74154	5.37553	0.517613	-0.0135601	5.31282		8181	38599	46.4241760	3.0176176	30399	359845	1.21078e-07	7.81786e-05
