S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	T1	MUTRATE
26	6	26	6	16	14.1421	32	0.449322	-1.20486	-0.377768	1.16968	8.85714	0.932308	4.89473	5.6037	0.963897	105.623		5418	32725	41.5577055	368273	1.24970e-07
4	22	4	22	13	12.7279	26	-0.525375	-0.0766847	-0.30103	0.317272	1.02857	5.64308	3.33582	3.26295	0.991427	464.413		33445	3775	84.9471136	130764	1.38853e-07
21	12	21	12	16.5	6.36396	33	-0.170588	-0.543749	-0.357169	0.263864	6.19048	2.63692	4.4137	2.51274	0.965711	114.556		6959	46484	73.5080939	494016	9.55741e-08
46	30	44	28	38	11.3137	74	0.966766	0.153879	0.560322	0.574798	17.3333	8.18769	12.7605	6.46694	0.974945	458.974		30236	8082	62.1707094	133124	1.46580e-07
18	27	18	27	22.5	6.36396	45	-0.064682	0.304947	0.120132	0.261367	5.44762	7.66154	6.55458	1.56548	0.906744	73.3538		11650	10446	96.3828789	146414	1.53861e-07
1	49	1	49	25	33.9411	50	-1.15945	1.60654	0.223546	1.95585	0.133333	18.2431	9.18821	12.8055	0.980981	615.087		21577	40826	69.9145331	481071	1.18186e-07
10	14	10	14	12	2.82843	24	0.955643	0.0912971	0.52347	0.611185	3.84762	3.76615	3.80689	0.0576046	0.962596	101.479		17390	43869	74.4230564	161038	1.63091e-07
10	6	9	5	8	2.82843	15	-2.15604	2.05039	-0.0528231	2.97439	1.33333	2.66154	1.99744	0.939183	0.965379	62.9359		22874	33976	94.5120929	338427	1.21450e-07
21	16	19	14	18.5	3.53553	35	0.726749	0.42955	0.57815	0.210151	7.6	4.70769	6.15385	2.04517	0.809433	30.5179		25644	46209	64.9159184	207228	1.63776e-07
49	52	49	52	50.5	2.12132	101	1.12482	-0.67069	0.227066	1.26962	19.0095	11.24	15.1248	5.49388	0.978593	656.331		18981	29047	74.9228951	496450	1.24235e-07
3	9	3	9	6	4.24264	12	-0.395378	0.756654	0.180638	0.81461	0.8	2.91385	1.85692	1.49471	0.986111	154.895		46370	30432	73.4521569	167331	8.50630e-08
95	445	51	401	270	247.487	496	0.230139	1.56129	0.895716	0.941268	30.7524	162.286	96.5193	93.0084	0.728	406.4		11549	45490	12.9209372	400135	7.79612e-08
28	9	28	9	18.5	13.435	37	-1.00224	0.945313	-0.0284631	1.37713	6.55238	3.05231	4.80234	2.47493	0.965147	124.069		49468	6514	18.9688905	354662	8.61264e-08
24	17	24	17	20.5	4.94975	41	-0.616034	-0.23817	-0.427102	0.26719	6.28571	4.15385	5.21978	1.50746	0.948793	96.3333		10749	14092	35.1480526	47718	1.59599e-07
156	153	26	23	154.5	2.12132	179	0.425965	-0.65507	-0.114553	0.764407	52.6095	33.4369	43.0232	13.5571	0.207977	53.3333		1288	20597	62.9178684	344178	1.54071e-07
5	9	5	9	7	2.82843	14	-0.824435	-0.228561	-0.526498	0.421346	1.1619	2.19077	1.67634	0.727517	0.986294	132.764		31218	23694	66.4213714	63113	1.30228e-07
54	47	51	44	50.5	4.94975	98	-1.1332	-0.923451	-1.02833	0.148318	12.2476	9.33231	10.79	2.06144	0.851873	70.4359		26087	34383	90.9364449	430522	1.19283e-07
28	30	28	30	29	1.41421	58	-1.03933	-0.511367	-0.775348	0.373324	6.47619	6.77846	6.62733	0.213738	0.97774	299.6		10975	34407	5.0274360	72834	1.41109e-07
18	11	18	11	14.5	4.94975	29	0.270637	-1.02113	-0.375244	0.913414	5.90476	1.99692	3.95084	2.76326	0.972153	122.582		8881	16441	89.7297734	386392	1.18996e-07
0	91	0	91	45.5	64.3467	91	0	-1.38003	-0.690014	0.975827	0	15.4154	7.70769	10.9003	0.864401	70.9231		5146	14815	97.7172016	280685	9.95447e-08
11	0	11	0	5.5	7.77817	11	0.0302316	0	0.0151158	0.0213769	3.40952	0	1.70476	2.4109	0.928433	17.5333		45287	45805	66.8997159	204865	7.05936e-08
75	29	74	28	52	32.5269	103	-1.06472	0.611714	-0.226503	1.18542	17.4286	8.85538	13.142	6.06216	0.972924	441.813		12087	34955	88.0775125	401222	1.65615e-07
3	0	3	0	1.5	2.12132	3	0.0959081	0	0.047954	0.0678173	0.952381	0	0.47619	0.673435	0.994698	64.6		27141	42986	2.8516206	58372	1.62835e-07
69	46	68	45	57.5	16.2635	114	-1.01491	1.23243	0.108761	1.58911	16.2667	15.9569	16.1118	0.219022	0.904189	167.746		33127	11640	42.8839214	114873	7.57087e-08
19	51	18	50	35	22.6274	69	0.667826	0.560503	0.614164	0.075889	6.8	15.3231	11.0615	6.02673	0.955916	277.105		45934	15231	81.3149694	372633	1.69327e-07
32	14	29	11	23	12.7279	43	-0.561338	-1.32842	-0.944877	0.542406	8.53333	2.25231	5.39282	4.44136	0.954767	100.436		5483	37115	25.0552637	327605	1.29328e-07
32	52	29	49	42	14.1421	81	-2.19611	-0.0853911	-1.14075	1.4925	4.72381	13.3231	9.02344	6.0806	0.973503	385.221		46262	29644	87.2146357	83337	7.44112e-08
5	13	5	13	9	5.65685	18	1.0141	-0.738964	0.137569	1.23961	2	2.66769	2.33385	0.47213	0.985257	164.608		33101	32964	83.9113971	463565	1.54110e-07
65	53	61	49	59	8.48528	114	1.50755	-1.24619	0.130679	1.94719	26.9333	9.37231	18.1528	12.4175	0.96939	514.359		49335	13011	86.0985005	32672	1.49501e-07
7	25	7	25	16	12.7279	32	1.21008	0.314132	0.762105	0.63353	2.87619	7.11385	4.99502	2.99648	0.957765	131.882		43649	25766	16.5511123	389494	1.07884e-07
1	12	1	12	6.5	7.77817	13	-0.398828	-0.224137	-0.311482	0.123526	0.247619	2.93538	1.5915	1.90054	0.987089	152.29		18031	2316	34.0170949	468251	1.07259e-07
172	16	170	14	94	110.309	186	0.556383	0.801841	0.679112	0.173565	59.5619	5.15385	32.3579	38.4723	0.895207	242.446		15742	2285	54.6192828	170687	1.05475e-07
150	8	147	5	79	100.409	155	-0.84461	-0.619953	-0.732282	0.158857	37.2952	1.68308	19.4892	25.1816	0.939666	244.287		29122	42984	95.7472088	474501	1.66986e-07
542	369	332	159	455.5	122.329	701	2.40045	2.68084	2.54065	0.198262	256.629	161.8	209.214	67.0539	0.575074	472.885		14229	49923	1.2365499	152905	7.29430e-08
6	20	6	20	13	9.89949	26	0.401967	-0.0302521	0.185857	0.305625	2.05714	5.19692	3.62703	2.22016	0.947498	77.1205		7461	3385	66.1458346	401329	1.41697e-07
19	60	17	58	39.5	28.9914	77	-0.449109	-0.45231	-0.450709	0.00226339	5.2	13.8769	9.53846	6.13551	0.983237	640.923		43717	48160	87.9982168	186973	1.37039e-07
35	9	34	8	22	18.3848	43	-1.46474	0.62669	-0.419024	1.47886	7.04762	2.81846	4.93304	2.99047	0.984207	275.128		3297	9863	94.3773154	150172	6.94215e-08
25	4	25	4	14.5	14.8492	29	0.178891	0.041763	0.110327	0.0969639	8.01905	1.06462	4.54183	4.91753	0.95376	77.8923		3378	31767	92.5822252	97236	1.48246e-07
63	71	58	66	67	5.65685	129	2.27583	1.2809	1.77837	0.70352	29.5429	24.7569	27.1499	3.38417	0.826016	152.774		33177	32352	56.9866309	436158	1.38915e-07
65	15	65	15	40	35.3553	80	1.65644	-1.07745	0.289497	1.93315	27.619	2.71077	15.1649	17.6128	0.97199	419.159		46050	29906	6.8791073	163197	1.62469e-07
18	6	18	6	12	8.48528	24	-0.0786536	-1.70299	-0.890823	1.14858	5.42857	0.667692	3.04813	3.36645	0.969585	78.7462		45488	31755	82.4448096	66498	1.01284e-07
9	8	8	7	8.5	0.707107	16	-0.601614	-0.910666	-0.75614	0.218533	2.32381	1.48923	1.90652	0.590136	0.996289	482.136		8268	5122	7.6677254	457084	1.00492e-07
37	4	37	4	20.5	23.3345	41	1.058	1.46905	1.26352	0.290655	14.2095	1.62462	7.91707	8.89887	0.960344	156.482		33975	5987	39.4132148	271009	1.40199e-07
34	23	34	23	28.5	7.77817	57	0.123727	0.054009	0.0888678	0.0492978	10.7619	6.11692	8.43941	3.2845	0.960986	200.115		46769	14550	9.1962189	142852	7.21391e-08
1	6	1	6	3.5	3.53553	7	1.37595	-1.30333	0.0363102	1.89453	0.514286	0.88	0.697143	0.258599	0.973751	28.4769		34322	46495	72.1352025	187635	8.22545e-08
2	26	2	26	14	16.9706	28	-0.10529	-0.718476	-0.411883	0.433588	0.590476	5.48	3.03524	3.45742	0.980435	189.756		25705	12146	57.4101860	243222	1.24837e-07
31	25	31	25	28	4.24264	56	0.138743	-0.251287	-0.0562719	0.275793	9.84762	6.10154	7.97458	2.64888	0.88195	63.5513		38694	44339	97.0322445	32522	6.71161e-08
13	6	13	6	9.5	4.94975	19	-0.672507	1.74919	0.538343	1.7124	3.31429	2.50154	2.90791	0.574699	0.97014	93.6487		47309	40098	42.5910848	287603	7.60894e-08
1	52	1	52	26.5	36.0624	53	-1.15945	1.84687	0.343713	2.12579	0.133333	20.2	10.1667	14.1893	0.975627	530.692		38828	27182	67.7735608	73536	7.76055e-08
47	10	47	10	28.5	26.163	57	0.988587	0.923396	0.955992	0.0460971	17.781	3.36	10.5705	10.1972	0.920619	109.367		36681	46258	22.7510885	365809	8.60619e-08
2	0	2	0	1	1.41421	2	0.953994	0	0.476997	0.674575	0.838095	0	0.419048	0.592623	0.99747	119		34004	1261	60.9320388	371474	8.28044e-08
31	15	30	14	23	11.3137	45	0.10505	-1.22417	-0.559562	0.939903	9.77143	2.54462	6.15802	5.11013	0.980923	270.285		1249	33236	80.8613860	65963	1.06837e-07
59	4	59	4	31.5	38.8909	63	0.18803	-0.522877	-0.167423	0.502687	18.9333	0.843077	9.88821	12.7917	0.967906	230.903		18169	33772	52.3783472	415167	1.23551e-07
8	28	8	28	18	14.1421	36	-0.0333183	0.949577	0.45813	0.695012	2.4381	9.22462	5.83136	4.79879	0.973158	252.049		6892	22070	29.1960283	222100	1.67690e-07
33	15	32	14	24	12.7279	47	0.668284	-0.308481	0.179901	0.690677	11.7524	3.58154	7.66696	5.77766	0.957958	155.99		610	3201	37.4439570	54946	1.05157e-07
24	9	24	9	16.5	10.6066	33	0.658755	1.10043	0.879593	0.312313	8.55238	3.16615	5.85927	3.80864	0.970208	171.859		33161	16092	99.1904559	114750	7.98813e-08
24	38	24	38	31	9.89949	62	0.947992	-0.151845	0.398074	0.777702	9.06667	9.55692	9.31179	0.346664	0.972952	346.764		42469	21697	48.7872505	59508	8.75399e-08
31	27	30	26	29	2.82843	57	2.62361	0.074371	1.34899	1.80258	15.4667	7.21846	11.3426	5.83236	0.945891	189.172		5022	18204	14.9000291	246727	1.56095e-07
0	24	0	24	12	16.9706	24	0	1.84815	0.924077	1.30684	0	9.47692	4.73846	6.7012	0.988075	508.231		25339	25533	1.1004397	298257	7.50349e-08
51	0	51	0	25.5	36.0624	51	-0.92321	0	-0.461605	0.652808	12.3238	0	6.1619	8.71425	0.947774	86.2667		35727	8501	61.4697141	372571	1.12362e-07
14	6	14	6	10	5.65685	20	-1.14064	-0.631425	-0.886033	0.360071	3.06667	1.23692	2.15179	1.29382	0.985063	127.015		20689	46662	3.8580979	306405	1.01607e-07
13	21	13	21	17	5.65685	34	0.189223	0.192271	0.190747	0.00215583	4.19048	5.79692	4.9937	1.13593	0.989796	511.372		12406	26818	53.6677768	276751	7.26441e-08
19	9	19	9	14	7.07107	28	-0.648562	0.0774847	-0.285538	0.513392	4.91429	2.41538	3.66484	1.76699	0.934363	50.7821		33045	25805	34.1865520	130087	1.57739e-07
35	39	34	38	37	2.82843	73	0.900008	2.28087	1.59044	0.976417	13.0476	16.3969	14.7223	2.36832	0.888031	135.279		42635	33228	94.8462342	378113	1.53012e-07
25	19	25	19	22	4.24264	44	0.642929	-0.666056	-0.0115635	0.925592	8.87619	4.04923	6.46271	3.41318	0.972735	212.677		48391	41298	56.0203281	487908	1.25191e-07
11	42	10	41	26.5	21.9203	52	-0.490602	0.446967	-0.0218172	0.662961	2.95238	12.3046	7.6285	6.61303	0.947294	168.577		3948	1280	78.1965538	370352	7.97535e-08
38	2	38	2	20	25.4558	40	0.676399	-1.51314	-0.418371	1.54824	13.5429	0.153846	6.84835	9.46746	0.938497	82.3436		6442	39214	46.1953734	88721	1.14879e-07
20	26	19	25	23	4.24264	45	0.647901	-1.66178	-0.506939	1.63319	7.12381	3.72923	5.42652	2.40033	0.975637	203.513		16763	4641	26.6658027	116051	1.02741e-07
26	7	26	7	16.5	13.435	33	-1.22066	-0.72488	-0.972769	0.350567	5.65714	1.4	3.52857	3.01025	0.991397	340.921		21793	20776	40.5578719	325070	1.59415e-07
33	36	32	35	34.5	2.12132	68	-0.625744	0.859939	0.117097	1.05054	8.64762	11.5938	10.1207	2.0833	0.982035	586.11		34040	47481	3.6458691	29900	6.70919e-08
23	35	22	34	29	8.48528	57	-0.249213	-0.48795	-0.368582	0.168813	6.64762	7.97846	7.31304	0.941048	0.988304	641.128		34546	19382	88.7611630	313757	9.92689e-08
63	32	60	29	47.5	21.9203	92	-1.25859	-0.89238	-1.07549	0.258952	13.7524	6.37846	10.0654	5.21415	0.975011	362.11		31474	23613	90.4342879	85606	6.72113e-08
6	7	6	7	6.5	0.707107	13	-1.54942	-0.652998	-1.10121	0.633863	1.02857	1.44308	1.23582	0.2931	0.969414	42.2641		7865	13516	34.5009421	111925	1.30865e-07
25	9	25	9	17	11.3137	34	-0.71825	1.20943	0.245592	1.36308	6.3619	3.24615	4.80403	2.20317	0.986692	328.377		12368	5570	71.0101198	178899	8.76808e-08
14	72	14	72	43	41.0122	86	0.314858	0.240128	0.277493	0.052842	4.64762	20.0369	12.3423	10.8819	0.955245	322.321		45153	31413	93.8146408	377689	8.19099e-08
42	12	42	12	27	21.2132	54	-0.410816	-1.3642	-0.887507	0.674142	11.6762	1.87077	6.77348	6.93348	0.977707	243.051		29109	46907	95.2254211	339094	1.63430e-07
9	11	9	11	10	1.41421	20	0.482154	-0.0952648	0.193445	0.408297	3.12381	2.8	2.9619	0.228968	0.991087	327.228		30334	6054	65.4385085	369378	1.66725e-07
34	22	33	21	28	8.48528	55	0.648478	-1.08279	-0.217156	1.22419	12.0571	4.04	8.04857	5.66898	0.977914	314.244		42926	22001	27.8971756	269198	8.95551e-08
2	41	2	41	21.5	27.5772	43	-1.49051	0.491056	-0.499726	1.40118	0.266667	12.1385	6.20256	8.39463	0.945765	143.731		11293	19108	94.2591600	495678	1.12745e-07
3	7	3	7	5	2.82843	10	-0.579611	1.62155	0.520969	1.55646	0.742857	2.80615	1.77451	1.45897	0.991115	232.21		40380	23863	66.3049426	256311	9.95369e-08
9	230	6	227	119.5	156.271	236	1.10145	2.82706	1.96425	1.22019	3.58095	103.237	53.4089	70.4674	0.610011	160.374		37133	49864	37.5172317	60199	1.07685e-07
7	33	7	33	20	18.3848	40	-0.82916	-0.642719	-0.73594	0.131834	1.65714	7.16	4.40857	3.89111	0.98132	276.846		28591	36630	16.2677623	328862	1.13869e-07
11	0	11	0	5.5	7.77817	11	2.30888	0	1.15444	1.63262	5.40952	0	2.70476	3.82511	0.972948	72.4667		9572	9696	39.0291485	456590	1.47108e-07
26	34	26	34	30	5.65685	60	-0.713699	-0.430072	-0.571886	0.200555	6.62857	7.88615	7.25736	0.889245	0.938411	120.556		38756	16381	35.4105801	375966	1.50722e-07
6	9	6	9	7.5	2.12132	15	-0.212358	0.857272	0.322457	0.756342	1.73333	2.98769	2.36051	0.886966	0.994431	455.51		38504	22385	22.3179049	28850	1.14239e-07
41	21	41	21	31	14.1421	62	0.645515	0.07142	0.358468	0.405947	14.5143	5.61231	10.0633	6.29465	0.89293	83.3897		45289	12695	86.4050254	190064	1.26099e-07
8	29	8	29	18.5	14.8492	37	0.137739	1.01342	0.575579	0.619199	2.55238	9.68	6.11619	5.03999	0.958196	169.451		42478	38794	31.2607644	122951	1.43877e-07
0	20	0	20	10	14.1421	20	0	-1.16474	-0.582368	0.823593	0	3.53846	1.76923	2.50207	0.986977	173.731		20737	36482	74.5764553	474950	8.69322e-08
42	6	42	6	24	25.4558	48	1.43716	-0.897869	0.269647	1.65112	17.2571	1.09538	9.17626	11.4281	0.964079	194.051		26645	4335	54.0069122	358103	1.13283e-07
15	40	14	39	27.5	17.6777	54	-1.75043	-0.680884	-1.21566	0.756282	2.59048	8.59385	5.59216	4.24502	0.966804	193.203		38907	7976	93.4486293	277827	1.22468e-07
13	22	13	22	17.5	6.36396	35	-0.859839	0.78845	-0.0356943	1.16552	3.12381	7.02154	5.07267	2.75611	0.973287	209.977		27784	30648	31.5579065	458768	1.15061e-07
7	30	7	30	18.5	16.2635	37	0.700268	0.509742	0.605005	0.134722	2.57143	8.94154	5.75648	4.50435	0.976227	279.131		48339	34268	16.8979541	180667	1.68087e-07
23	3	23	3	13	14.1421	26	0.475246	-0.139319	0.167963	0.434563	7.88571	0.741538	4.31363	5.0517	0.984426	213.187		42109	49317	21.5408719	236942	1.62076e-07
43	38	39	34	40.5	3.53553	77	1.81424	0.926368	1.37031	0.627822	18.8286	12.4062	15.6174	4.54134	0.949671	293.121		5337	32649	68.8991618	243150	6.70046e-08
2	7	2	7	4.5	3.53553	9	0.709543	-0.740283	-0.0153699	1.02518	0.780952	1.39077	1.08586	0.431206	0.985866	82.8308		30880	19650	82.1789981	120165	9.35781e-08
17	42	14	39	29.5	17.6777	56	1.28815	3.24053	2.26434	1.38054	6.89524	20.4185	13.6568	9.56236	0.378174	23.3179		7956	6641	30.9974386	282207	1.17667e-07
17	40	17	40	28.5	16.2635	57	-1.77339	1.49352	-0.139932	2.31005	2.93333	14.6246	8.77897	8.26698	0.973972	399.156		11120	4267	53.6361086	198887	1.42385e-07
11	19	11	19	15	5.65685	30	0.572766	-1.05175	-0.239494	1.14871	3.88571	3.51077	3.69824	0.265126	0.908446	39.8641		43161	28049	86.6358455	159495	1.33067e-07
6	11	6	11	8.5	3.53553	17	-0.826682	0.365892	-0.230395	0.843277	1.40952	3.2	2.30476	1.26606	0.930151	36.3846		38087	2102	28.6545222	474929	1.26397e-07
10	36	10	36	23	18.3848	46	-0.883077	-0.733928	-0.808502	0.105464	2.3619	7.59077	4.97634	3.69737	0.991266	653.513		7094	13228	33.9740409	235534	9.70653e-08
18	18	17	17	18	0	35	0.829503	-1.18438	-0.177437	1.42403	6.66667	3.14154	4.9041	2.49264	0.991986	550.331		32365	42411	39.3049977	44168	9.97207e-08
87	48	84	45	67.5	27.5772	132	-0.652531	1.57326	0.460364	1.57387	22.7619	17.7662	20.264	3.53253	0.937414	313.156		23616	3885	94.9437483	111119	1.29178e-07
5	51	5	51	28	32.5269	56	-1.40942	-1.27408	-1.34175	0.0957016	0.895238	8.91385	4.90454	5.67001	0.989128	554.113		20390	40938	88.5758704	350990	8.96759e-08
6	18	6	18	12	8.48528	24	0.112873	-0.00470865	0.0540821	0.0831426	1.90476	4.71077	3.30777	1.98415	0.979888	183.785		40107	35022	26.8184144	438023	1.47637e-07
23	4	22	3	13.5	13.435	26	0.274626	-1.21299	-0.469183	1.0519	7.54286	0.572308	4.05758	4.92892	0.985379	211.164		42108	15699	24.5805702	104500	1.03405e-07
12	11	12	11	11.5	0.707107	23	-0.0352485	1.00796	0.486358	0.737663	3.65714	3.75692	3.70703	0.0705553	0.988588	326.054		38468	49940	78.1440027	444269	1.48038e-07
15	8	14	7	11.5	4.94975	22	-1.14053	-0.979883	-1.06021	0.113595	3.29524	1.44308	2.36916	1.30968	0.988656	186.062		4170	9165	12.8688196	470465	7.57858e-08
11	48	10	47	29.5	26.163	58	-0.186782	0.409579	0.111398	0.421691	3.21905	13.9292	8.57414	7.57324	0.929767	142.231		20182	9969	85.0032924	94313	1.62805e-07
24	48	21	45	36	16.9706	69	-1.19451	0.697933	-0.248288	1.33816	5.25714	14.88	10.0686	6.80439	0.97333	427.195		8238	14670	99.6822776	262624	1.49356e-07
64	11	64	11	37.5	37.4767	75	-1.54659	-0.15557	-0.851081	0.983602	12.6667	2.74769	7.70718	7.01377	0.936282	100.259		22487	39740	11.9193055	307042	1.50199e-07
26	14	26	14	20	8.48528	40	1.9702	-0.162635	0.90378	1.50814	11.7714	3.49538	7.63341	5.85205	0.880716	55.2564		7154	24136	45.7056631	336817	8.86627e-08
7	24	7	24	15.5	12.0208	31	-0.988476	0.558312	-0.215082	1.09374	1.5619	7.25231	4.40711	4.02372	0.980883	271.795		23300	35994	45.5220778	478651	1.61268e-07
56	1	56	1	28.5	38.8909	57	1.96835	1.1299	1.54912	0.592868	25.0667	0.443077	12.7549	17.4115	0.876525	78.2923		13747	11370	80.3528603	144299	1.12379e-07
14	32	14	32	23	12.7279	46	-0.772383	0.650553	-0.0609146	1.00617	3.46667	9.84923	6.65795	4.51315	0.983458	456.1		5819	41096	38.5545929	446194	1.46465e-07
23	25	23	25	24	1.41421	48	0.274626	-0.8717	-0.298537	0.810575	7.54286	4.99077	6.26681	1.8046	0.96909	191.421		466	29079	67.4369682	54338	1.33076e-07
36	25	36	25	30.5	7.77817	61	1.17477	-0.885449	0.144659	1.45679	14.1333	4.96615	9.54974	6.48217	0.873784	66.5795		18072	42795	58.9314224	479599	1.58517e-07
11	11	11	11	11	0	22	-0.599109	0.59647	-0.00131902	0.845402	2.85714	3.4	3.12857	0.383858	0.955805	72.4538		2574	27227	82.6380283	484537	1.19868e-07
9	7	9	7	8	1.41421	16	-0.266162	0.399558	0.0666978	0.470735	2.57143	2.07385	2.32264	0.351844	0.991251	257.503		42800	18970	87.7455517	261193	1.66979e-07
