S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1		NPOP1	NPOP2	RSANC	Nem	T2	T1	MUTRATE	MIG12	MIG21
93	53	61	21	73	28.2843	114	-1.16032	0.111263	-0.524528	0.899144	21.019	14.2923	17.6557	4.75652	-0.00816475	17.4231		15786	24939	50.8771320	5.9244916	93177	496074	1.45304e-07	3.75300e-04	2.37559e-04
420	408	18	6	414	8.48528	426	0.534566	-1.69604	-0.580739	1.57728	144.705	61.4092	103.057	58.8988	0.038363	105.495		48554	5400	14.9033960	2.9675755	108746	371846	1.43050e-07	6.11191e-05	5.49551e-04
6	8	1	3	7	1.41421	9	-0.176221	-0.786075	-0.481148	0.431232	1.75238	1.57231	1.66234	0.127331	-0.0295084	1.61282		5325	47286	42.2322606	1.9600716	44096	273667	1.60159e-07	3.68089e-04	4.14514e-05
350	352	6	8	351	1.41421	358	3.01176	2.92438	2.96807	0.0617918	180.648	160.009	170.328	14.5935	0.0219206	173.782		34393	27756	78.1408643	2.1033524	41205	183413	1.35779e-07	6.11564e-05	7.57801e-05
16	17	2	3	16.5	0.707107	19	0.539044	0.538151	0.538598	0.000631069	5.58095	5.13538	5.35817	0.315064	-0.00789273	5.31026		37789	4912	59.7429640	9.2095490	79843	407740	1.49421e-07	2.43710e-04	0.0018749
5	3	4	2	4	1.41421	7	-1.66013	-0.398634	-1.02938	0.892015	0.780952	0.658462	0.719707	0.0866141	0.0486371	0.753846		25554	47070	53.7276407	1.3062192	25768	408670	9.44468e-08	5.11160e-05	2.77506e-05
14	14	7	7	14	0	21	-0.96528	-1.87379	-1.41954	0.642416	3.25714	1.67077	2.46396	1.12174	0.0342721	2.52051		46309	34274	92.6599478	1.3053465	42480	29316	1.07556e-07	2.81878e-05	3.80856e-05
243	257	6	20	250	9.89949	263	-0.729983	0.596735	-0.066624	0.938131	62.419	77.4708	69.9449	10.6432	-0.0318449	67.9385		28805	49020	38.3325462	1.9849862	109125	136127	1.07522e-07	6.89112e-05	4.04934e-05
1	0	1	0	0.5	0.707107	1	0.742099	0	0.371049	0.524743	0.419048	0	0.209524	0.296311	0.295856	0.266667		43333	34670	79.2413445	2.3018797	8730	111710	1.53570e-07	5.31207e-05	6.63940e-05
30	36	3	9	33	4.24264	39	-1.48035	-0.850313	-1.16533	0.445506	5.98095	7.29846	6.63971	0.93162	-0.0305524	6.45641		45822	16609	3.1182904	9.4128411	9706	405912	1.67350e-07	2.05422e-04	5.66731e-04
9	278	7	276	143.5	190.212	285	-1.04028	-2.7478	-1.89404	1.2074	2	22.4708	12.2354	14.475	-0.0103258	12.3769		31001	18219	80.2376212	7.6433017	71953	260871	1.17350e-07	2.46550e-04	4.19524e-04
14	43	4	33	28.5	20.5061	47	-1.29847	0.189331	-0.554568	1.05203	2.89524	11.8308	7.363	6.31837	0.127857	8.75641		34223	25495	81.7018923	4.4961258	85068	437775	1.21094e-07	1.31377e-04	1.76353e-04
168	183	4	19	175.5	10.6066	187	0.349884	0.93518	0.642532	0.413866	55.7619	59.2954	57.5286	2.49855	-0.0490976	54.8641		2373	18742	8.1377341	7.1511882	61868	384994	1.25590e-07	0.0030136	3.81560e-04
11	16	3	8	13.5	3.53553	19	0.659572	0.106043	0.382807	0.391404	3.9619	4.32	4.14095	0.253212	-0.0283023	4.03077		44134	36276	15.7108249	5.7073110	58143	232147	8.36583e-08	1.29318e-04	1.57330e-04
15	20	4	9	17.5	3.53553	24	0.277071	-1.50361	-0.613269	1.25913	4.93333	3.04308	3.98821	1.33661	0.0765178	4.26923		5982	20298	64.1972728	6.4256736	69838	288456	7.99468e-08	0.0010742	3.16567e-04
6	1	6	1	3.5	3.53553	7	0.944017	1.53323	1.23862	0.416633	2.34286	0.507692	1.42527	1.29766	0.456106	2.37692		15386	25407	67.3563992	8.2485830	112584	156481	8.25856e-08	5.36110e-04	3.24658e-04
32	41	8	17	36.5	6.36396	49	0.0271805	-0.125629	-0.0492241	0.108052	9.90476	10.3877	10.1462	0.341483	-0.00194998	10.1333		10487	1208	66.1617008	1.6849477	63557	342112	1.02596e-07	1.60670e-04	0.0013948
115	122	5	12	118.5	4.94975	127	2.83961	3.20949	3.02455	0.261548	58.2286	58.0862	58.1574	0.100704	-0.0493137	55.4231		43842	28339	77.9767244	9.4094448	52362	166328	1.67603e-07	2.14622e-04	3.32032e-04
2	4	0	2	3	1.41421	4	0.62806	-0.648352	-0.010146	0.90256	0.761905	0.793846	0.777875	0.022586	-0.046477	0.74359		40689	11340	63.8970616	2.6070150	4286	407798	1.55477e-07	6.40717e-05	2.29896e-04
438	450	7	19	444	8.48528	457	3.15386	-2.42544	0.364212	3.94516	230.276	46.1846	138.23	130.172	0.385678	206.051		30553	25243	29.8942472	4.6592464	107033	431951	1.57347e-07	1.52497e-04	1.84576e-04
778	785	0	7	781.5	4.94975	785	1.38901	3.37439	2.3817	1.40388	313.895	379.418	346.657	46.3319	0.198541	435.769		43771	19872	37.0126988	6.0806615	27498	394642	1.63976e-07	1.38920e-04	3.05991e-04
22	30	2	10	26	5.65685	32	0.113667	-0.983431	-0.434882	0.775766	6.95238	5.77846	6.36542	0.830086	-0.011247	6.27949		15965	41198	59.4364723	6.4085195	31781	261561	1.55298e-07	4.01411e-04	1.55554e-04
9	11	4	6	10	1.41421	15	-0.111338	-1.93989	-1.02562	1.29298	2.68571	1.2	1.94286	1.05056	0.0873087	2.08718		19570	41318	78.3752756	9.3942024	11447	413728	1.53568e-07	4.80031e-04	2.27363e-04
5	22	1	18	13.5	12.0208	23	2.22587	0.744035	1.48495	1.04781	2.55238	6.95077	4.75158	3.11013	0.234582	6.46154		32725	40485	94.7733678	0.2357289	114799	390910	1.28813e-07	7.20333e-06	5.82262e-06
52	50	15	13	51	1.41421	65	-1.25341	-0.0219294	-0.63767	0.870788	11.3429	13.0277	12.1853	1.19136	0.0102629	12.3385		40925	43612	22.7671201	1.8056658	107925	375817	9.12871e-08	4.41213e-05	4.14030e-05
19	20	6	7	19.5	0.707107	26	0.548154	-0.535403	0.00637572	0.766191	6.62857	4.45846	5.54352	1.5345	0.137367	6.34615		16411	12895	8.4588793	0.1694352	64563	96596	1.57022e-07	1.03245e-05	1.31396e-05
503	498	9	4	500.5	3.53553	507	0.511238	3.66263	2.08693	2.22837	172.476	250.332	211.404	55.0526	0.0596047	226.626		7696	40576	42.0739174	3.6082576	3267	455656	1.27441e-07	4.68848e-04	8.89259e-05
76	93	5	22	84.5	12.0208	98	0.663736	0.475448	0.569592	0.13314	26.9333	27.3385	27.1359	0.286469	0.0228245	27.7769		29398	25869	86.5874580	0.3528685	124009	325130	1.38553e-07	1.20031e-05	1.36406e-05
496	495	6	5	495.5	0.707107	501	-0.853264	-1.68922	-1.27124	0.59111	123.276	74.7846	99.0304	34.2887	-0.0349837	95.2128		26827	30931	37.2857745	8.7719703	67775	428920	9.80135e-08	3.26983e-04	2.83598e-04
9	15	4	10	12	4.24264	19	1.04984	1.11532	1.08258	0.0463028	3.54286	5.19385	4.36835	1.16743	0.320663	6.5641		15916	20098	76.7050603	0.8689502	89716	218553	7.00318e-08	5.45960e-05	4.32357e-05
0	1	0	1	0.5	0.707107	1	0	-1.15559	-0.577794	0.817124	0	0.0769231	0.0384615	0.0543928	-0.023085	0.0384615		41005	43623	35.3252295	4.8594750	40601	487363	1.30719e-07	1.18509e-04	1.11397e-04
517	10	512	5	263.5	358.503	522	-2.03397	0.0934238	-0.970275	1.5043	86.2952	2.69538	44.4953	59.114	0.123692	47.9026		40889	14941	32.9456679	3.8117463	22584	113950	1.63919e-07	9.32218e-05	2.55120e-04
25	29	8	12	27	2.82843	37	-0.56357	-0.205185	-0.384378	0.253416	6.64762	7.17846	6.91304	0.375362	0.160729	8.25897		17022	18515	87.9503406	5.4369141	45481	234489	9.17286e-08	3.19405e-04	2.93649e-04
29	29	3	3	29	0	32	-0.656991	0.166541	-0.245225	0.582325	7.52381	7.94154	7.73267	0.295379	-0.030207	7.51026		27268	32363	98.7422921	6.8691284	41818	260696	1.35632e-07	2.51912e-04	2.12253e-04
32	20	18	6	26	8.48528	38	-0.871945	-1.40679	-1.13937	0.378191	7.80952	3.18462	5.49707	3.2703	0.0763702	5.83077		25055	22327	74.2386269	1.8891925	77702	129011	8.82212e-08	7.54018e-05	8.46147e-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		17687	31928	9.5137099	6.5281424	36947	407653	1.69173e-07	3.69093e-04	2.04464e-04
18	8	11	1	13	7.07107	19	-0.693405	1.85341	0.580004	1.80087	4.59048	3.33231	3.96139	0.889659	0.0929096	4.33077		13422	45172	63.7463880	9.8840757	28381	156845	1.31899e-07	7.36409e-04	2.18810e-04
22	20	6	4	21	1.41421	26	-0.629701	0.76957	0.0699346	0.989434	5.73333	6.36615	6.04974	0.447472	0.0401046	6.31538		4081	12346	42.1053098	2.1193218	123980	143653	1.31985e-07	5.19314e-04	1.71661e-04
3	11	0	8	7	5.65685	11	-0.579611	-1.32265	-0.951131	0.525409	0.742857	1.73538	1.23912	0.701823	0.0202991	1.28205		12990	4819	28.0585504	9.5857907	43768	262201	8.39584e-08	7.37936e-04	0.0019892
7	10	0	3	8.5	2.12132	10	2.38901	-0.237028	1.07599	1.85689	3.58095	2.43077	3.00586	0.813302	0.0873931	3.26154		909	25722	38.9752534	8.9697769	42269	151929	1.03125e-07	0.0098677	3.48720e-04
149	153	4	8	151	2.82843	157	-0.837112	-1.54937	-1.19324	0.503639	37.1238	24.3477	30.7358	9.03408	-0.0308661	29.6846		7973	28327	91.3643251	2.7114796	29885	409805	1.01258e-07	3.40083e-04	9.57207e-05
6	9	1	4	7.5	2.12132	10	-1.36873	-1.90133	-1.63503	0.376603	1.12381	0.963077	1.04344	0.113655	0.00241524	1.04359		32779	35035	5.6907334	0.6273620	54784	193232	1.22779e-07	1.91391e-05	1.79067e-05
4	7	0	3	5.5	2.12132	7	1.06301	-0.339799	0.361605	0.991935	1.6381	1.63077	1.63443	0.00518027	-0.0214664	1.6		5516	10964	2.5169748	5.9771840	93706	408444	1.13916e-07	0.0010836	5.45165e-04
36	37	11	12	36.5	0.707107	48	-0.411166	-1.30052	-0.855843	0.628868	10	6.34462	8.17231	2.58475	0.298296	11.3744		15728	39539	30.2752820	1.2351024	33077	39207	1.69579e-07	7.85289e-05	3.12376e-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		34016	40892	65.6149050	5.5642940	77664	287062	6.87667e-08	1.63579e-04	1.36073e-04
534	555	8	29	544.5	14.8492	563	-2.36312	-1.31762	-1.84037	0.739278	76.9905	97.4246	87.2075	14.4491	0.806301	462.513		40948	1797	67.0641704	8.8314416	11023	303362	1.35047e-07	2.15675e-04	0.0049145
6	2	4	0	4	2.82843	6	-1.26032	0.0460554	-0.607134	0.923749	1.18095	0.535385	0.858168	0.456485	0.029065	0.871795		17566	23202	50.3577883	0.2379730	92418	431294	1.58958e-07	1.35474e-05	1.02566e-05
24	20	11	7	22	2.82843	31	-0.487484	0.386497	-0.0504932	0.617998	6.51429	5.80615	6.16022	0.500725	0.0731394	6.62821		13266	15605	90.1149769	6.4499145	62079	347459	1.28944e-07	4.86199e-04	4.13324e-04
5	18	1	14	11.5	9.19239	19	-0.908004	-1.26302	-1.08551	0.251035	1.12381	3.03692	2.08037	1.35278	0.225502	2.79231		47609	17037	25.4669000	4.0500427	98736	331144	1.46491e-07	8.50688e-05	2.37720e-04
443	275	247	79	359	118.794	522	2.69068	1.50048	2.09558	0.841594	218.705	99.2831	158.994	84.4439	0.346206	232.541		31563	22517	40.2590246	0.7686921	115627	19230	7.57389e-08	2.43542e-05	3.41383e-05
15	14	2	1	14.5	0.707107	16	1.18368	1.18205	1.18286	0.00114824	5.98095	4.92923	5.45509	0.743679	0.0126173	5.50769		24236	8164	70.5180115	4.8073448	64504	277221	1.35828e-07	1.98356e-04	5.88847e-04
1	2	0	1	1.5	0.707107	2	0.23502	-1.51314	-0.639061	1.23614	0.342857	0.153846	0.248352	0.133651	0.0670015	0.261538		15269	30396	52.2503912	2.9758231	93025	370996	9.52992e-08	1.94893e-04	9.79018e-05
18	16	18	16	17	1.41421	34	0.661843	1.63885	1.15035	0.69085	6.4381	6.15692	6.29751	0.198819	0.97026	210.451		1691	49676	78.4842561	9.8306567	17798	307579	1.43409e-07	0.0058135	1.97895e-04
228	231	19	22	229.5	2.12132	250	2.45277	3.01147	2.73212	0.395061	108.962	106.498	107.73	1.74192	-0.0476786	102.808		5614	31629	79.8490963	5.8592416	57027	477882	1.56543e-07	0.0010437	1.85249e-04
47	38	22	13	42.5	6.36396	60	0.595154	0.785478	0.690316	0.13458	16.4571	12.0338	14.2455	3.12774	0.0306913	14.6128		47845	47437	35.6111281	4.3007985	33793	185383	1.66534e-07	8.98902e-05	9.06634e-05
16	16	3	3	16	0	19	0.990027	-1.5192	-0.264585	1.77429	6.13333	2.37231	4.25282	2.65945	0.262085	5.52051		28630	8036	37.0835925	4.5453244	88422	408384	1.66811e-07	1.58761e-04	5.65620e-04
166	169	3	6	167.5	2.12132	172	2.45786	2.74641	2.60214	0.20404	79.4762	75.0738	77.275	3.11293	-0.0417617	74.1385		10805	31974	66.3447454	6.7511352	6228	486734	7.15980e-08	6.24816e-04	2.11145e-04
67	78	6	17	72.5	7.77817	84	1.26178	-1.6445	-0.19136	2.05505	26.5905	11.7908	19.1906	10.465	0.113161	21.159		305	22366	20.8216276	9.6667708	13503	364688	7.25285e-08	0.0316943	4.32208e-04
215	212	5	2	213.5	2.12132	217	2.24844	2.11408	2.18126	0.0950044	99.7143	85.1969	92.4556	10.2653	-0.0407573	88.7051		4779	23544	12.9571370	5.3128128	62330	452277	1.19781e-07	0.0011117	2.25655e-04
8	6	3	1	7	1.41421	9	-0.460961	-0.00586113	-0.233411	0.321804	2.15238	1.56923	1.86081	0.412349	-0.00934891	1.8359		23310	41246	85.2549934	9.4428196	68229	335968	1.15738e-07	4.05097e-04	2.28939e-04
12	197	2	187	104.5	130.815	199	-0.497718	0.631375	0.0668285	0.79839	3.21905	59.8585	31.5388	40.0501	0.143627	38.9872		27865	33463	87.6577047	8.8712298	44096	269729	1.44441e-07	3.18365e-04	2.65106e-04
16	16	5	5	16	0	21	-0.222962	1.41291	0.594974	1.15674	4.64762	5.88615	5.26689	0.875776	0.0283534	5.44359		8453	35012	29.8557939	4.3071845	80091	241469	1.52034e-07	5.09545e-04	1.23020e-04
21	53	5	37	37	22.6274	58	-0.231219	-0.567039	-0.399129	0.23746	6.09524	11.8338	8.96454	4.05781	0.209377	11.6359		23785	45339	42.6564308	6.5565171	44683	341004	8.75557e-08	2.75658e-04	1.44611e-04
5	4	2	1	4.5	0.707107	6	-0.28123	-0.538561	-0.409896	0.18196	1.40952	0.836923	1.12322	0.40489	0.0220642	1.13846		372	19909	5.9969308	9.8254424	119247	239283	8.09344e-08	0.0264125	4.93518e-04
6	12	5	11	9	4.24264	17	-1.98306	-2.22748	-2.10527	0.172834	0.8	1.06462	0.932308	0.187111	-0.00289794	0.933333		49586	20011	97.2613292	1.7309240	60419	154086	1.07230e-07	3.49075e-05	8.64986e-05
33	29	19	15	31	2.82843	48	-1.30054	-0.232165	-0.766355	0.755458	7.02857	7.12308	7.07582	0.0668255	0.0138731	7.17692		34160	12226	41.5070188	6.0847493	33161	471068	1.56076e-07	1.78125e-04	4.97689e-04
130	132	2	4	131	1.41421	134	-0.782081	3.44063	1.32927	2.98591	32.8762	64.8369	48.8566	22.5997	0.164702	59.841		14898	12781	34.9524263	2.7864715	47240	323396	1.31287e-07	1.87037e-04	2.18017e-04
13	8	8	3	10.5	3.53553	16	0.0768232	0.75978	0.418301	0.482923	4.07619	2.60308	3.33963	1.04165	0.154884	3.89231		45733	12045	77.8407587	2.7201328	88248	316020	9.43105e-08	5.94786e-05	2.25831e-04
2	2	0	0	2	0	2	-0.0238069	0.989118	0.482656	0.716246	0.609524	0.766154	0.687839	0.110754	-0.0302931	0.669231		32667	7012	94.1143593	8.0039045	34908	19459	1.57040e-07	2.45015e-04	0.0011415
8	8	4	4	8	0	12	-1.1737	-1.54285	-1.35827	0.261031	1.67619	1.06769	1.37194	0.430273	-0.013384	1.34615		31099	21641	94.4228457	0.2641663	112726	147835	7.68398e-08	8.49436e-06	1.22067e-05
34	37	8	11	35.5	2.12132	45	0.100576	0.741168	0.420872	0.452967	10.7048	11.6062	11.1555	0.63738	0.0418698	11.6615		16941	44492	64.6678765	0.0273084	5495	350788	1.32076e-07	1.61197e-06	6.13782e-07
12	7	7	2	9.5	3.53553	14	-0.417289	1.21593	0.399321	1.15486	3.29524	2.56308	2.92916	0.517716	0.0114442	2.95128		45042	3153	72.7624123	8.5527573	112471	276412	8.67088e-08	1.89884e-04	0.0027126
35	9	28	2	22	18.3848	37	-1.04809	1.63706	0.294483	1.89869	8.10476	3.56	5.83238	3.21363	0.176521	6.87949		6809	46689	29.9539075	8.5158860	109868	223203	1.34595e-07	0.0012507	1.82396e-04
7	15	1	9	11	5.65685	16	0.987036	-1.24591	-0.129437	1.57893	2.74286	2.52	2.63143	0.157584	0.0714286	2.82821		17226	6028	51.3391163	9.1279310	8931	109246	9.72746e-08	5.29893e-04	0.0015143
58	60	18	20	59	1.41421	78	-0.0414533	0.584028	0.271287	0.442282	17.6667	18.1077	17.8872	0.311852	0.000501468	17.9026		11561	32400	64.7123671	4.6462858	74236	448395	7.31018e-08	4.01893e-04	1.43404e-04
37	39	14	16	38	1.41421	53	-1.60489	-0.282438	-0.943663	0.935114	7.08571	9.45538	8.27055	1.67561	0.0216091	8.49487		17148	11345	8.1512333	5.6556487	88050	483156	1.49512e-07	3.29814e-04	4.98515e-04
8	21	8	21	14.5	9.19239	29	-0.346923	-1.07063	-0.708775	0.511736	2.22857	3.86769	3.04813	1.15903	0.922168	41.9256		13175	24784	14.4965597	9.2135641	115212	180633	1.39971e-07	6.99322e-04	3.71755e-04
2	0	2	0	1	1.41421	2	-1.49051	0	-0.745254	1.05395	0.266667	0	0.133333	0.188562	0.0387324	0.133333		19022	36311	73.2658927	6.7014551	81925	224380	1.56913e-07	3.52300e-04	1.84557e-04
9	13	4	8	11	2.82843	17	0.19831	-0.520529	-0.161109	0.508296	2.91429	2.88615	2.90022	0.0198922	0.000949025	2.90256		15271	37501	94.3446684	6.8283210	60836	275605	1.01519e-07	4.47143e-04	1.82084e-04
348	365	6	23	356.5	12.0208	371	3.02526	0.558385	1.79182	1.74434	179.943	109.065	144.504	50.1185	0.179669	172.938		18204	38075	5.5118345	6.3572336	9623	23618	8.89508e-08	3.49222e-04	1.66966e-04
32	58	8	34	45	18.3848	66	-0.316122	0.054676	-0.130723	0.262194	9.10476	15.4154	12.2601	4.46228	0.0582084	13.1641		776	46884	14.3974523	4.9732777	90789	461934	1.36329e-07	0.0064089	1.06076e-04
2	0	2	0	1	1.41421	2	-1.00161	0	-0.500804	0.708243	0.380952	0	0.190476	0.269374	0.0990471	0.2		23574	3300	4.0805360	7.4849018	59947	175268	1.23330e-07	3.17507e-04	0.0022682
14	7	8	1	10.5	4.94975	15	-0.719774	0.954075	0.11715	1.18359	3.52381	2.40615	2.96498	0.790302	0.277233	4.02564		8636	4868	13.0314397	2.2286695	19129	2534	1.39714e-07	2.58067e-04	4.57820e-04
480	490	4	14	485	7.07107	494	3.03898	3.53578	3.28738	0.351292	248.505	242.237	245.371	4.43203	-0.0529312	232.99		8443	1764	35.3054094	6.8484529	6020	328985	1.45771e-07	8.11140e-04	0.0038823
213	207	17	11	210	4.24264	224	0.160056	2.45324	1.30665	1.62153	67.8762	87.84	77.8581	14.1165	0.361532	123.828		38720	11089	24.9001624	4.4972114	38897	334305	1.31966e-07	1.16147e-04	4.05556e-04
32	34	4	6	33	1.41421	38	-0.880119	-0.633001	-0.75656	0.174738	7.79048	7.40308	7.59678	0.273933	-0.0196048	7.44615		12910	19154	12.4093602	4.7734763	45767	371747	7.53682e-08	3.69750e-04	2.49216e-04
2	4	1	3	3	1.41421	5	-0.0238069	-1.21299	-0.618399	0.840881	0.609524	0.572308	0.590916	0.0263158	0.0245675	0.605128		30727	46922	97.6859079	3.0907232	65937	491362	1.36834e-07	1.00587e-04	6.58694e-05
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		36641	19870	87.1051390	2.8426832	103807	482432	1.25081e-07	7.75820e-05	1.43064e-04
8	14	2	8	11	4.24264	16	-1.91494	0.847323	-0.533811	1.95322	1.18095	4.57231	2.87663	2.39805	0.232781	3.94359		32058	23777	86.6677369	4.6406014	68896	274940	1.69294e-07	1.44756e-04	1.95172e-04
46	537	4	495	291.5	347.189	541	1.05635	0.231686	0.644016	0.583122	17.6286	148.895	83.262	92.8197	0.0680083	92.5872		35575	14887	66.7553093	8.5519111	52996	285029	1.55794e-07	2.40391e-04	5.74455e-04
40	51	14	25	45.5	7.77817	65	0.377742	0.4143	0.396021	0.0258499	13.3905	14.8123	14.1014	1.00539	0.0245597	14.4821		28927	7421	54.5243451	4.0351429	77086	417521	1.57951e-07	1.39494e-04	5.43747e-04
3	15	0	12	9	8.48528	15	0.710016	-1.15624	-0.223114	1.31964	1.14286	2.62154	1.8822	1.04559	-0.023085	1.85641		10397	19438	12.1798424	3.8835797	24974	449110	9.89242e-08	3.73529e-04	1.99793e-04
24	28	4	8	26	2.82843	32	0.76588	1.16325	0.964566	0.280985	8.74286	9.64923	9.19604	0.640903	-0.00485529	9.1641		33943	34948	45.7065445	5.8622598	48101	481756	1.08359e-07	1.72709e-04	1.67742e-04
40	52	10	22	46	8.48528	62	0.972544	-1.23697	-0.132212	1.56236	15.1048	9.22462	12.1647	4.15789	0.121068	13.641		48484	27702	61.5604070	7.7552269	75605	268228	8.86637e-08	1.59954e-04	2.79952e-04
6	9	1	4	7.5	2.12132	10	-0.248494	-0.341756	-0.295125	0.0659457	1.71429	2.10769	1.91099	0.27818	-0.0274711	1.8641		16539	7175	42.6560599	3.1156792	75409	278540	1.02432e-07	1.88384e-04	4.34241e-04
1	4	1	4	2.5	2.12132	5	-1.15945	-1.18162	-1.17053	0.0156813	0.133333	0.584615	0.358974	0.319105	0.0205278	0.374359		10715	48637	97.4278470	1.4885848	35145	53686	7.25888e-08	1.38925e-04	3.06060e-05
8	2	6	0	5	4.24264	8	-1.43028	-1.22394	-1.32711	0.14591	1.50476	0.224615	0.864689	0.9052	0.0598731	0.889744		5202	45161	6.3400003	5.7242162	124598	188962	1.63350e-07	0.0011004	1.26751e-04
54	47	12	5	50.5	4.94975	59	1.01549	1.31966	1.16757	0.215082	20.5143	16.5815	18.5479	2.78087	-0.0321378	17.9308		35008	6625	64.5204120	0.8285355	54962	218044	9.44189e-08	2.36670e-05	1.25062e-04
3	5	2	4	4	1.41421	7	-1.31654	-1.54282	-1.42968	0.160006	0.514286	0.596923	0.555604	0.0584334	-0.00523391	0.553846		27621	49386	6.0394831	3.9619042	108136	454381	7.29312e-08	1.43438e-04	8.02232e-05
2	13	1	12	7.5	7.77817	14	-0.10529	-1.78191	-0.943602	1.18555	0.590476	1.62462	1.10755	0.731247	0.0204862	1.14872		6140	775	33.4702090	0.8131057	124410	123740	7.79021e-08	1.32428e-04	0.0010492
9	12	0	3	10.5	2.12132	12	0.378938	-0.41195	-0.016506	0.559242	3.04762	2.76	2.90381	0.203377	-0.0255907	2.82821		35111	4021	65.1093761	6.7272009	104511	378347	1.58348e-07	1.91598e-04	0.0016730
41	72	12	43	56.5	21.9203	84	-1.78782	-0.980561	-1.38419	0.570818	7.33333	14.0954	10.7144	4.78149	0.0356566	11.2436		6332	9038	50.9787777	0.4533576	69721	75436	1.63132e-07	7.15978e-05	5.01613e-05
275	276	3	4	275.5	0.707107	279	-0.818549	1.57147	0.376458	1.69	68.9619	100.935	84.9486	22.6087	-0.0236585	83.3436		14044	25909	25.4661023	4.7419140	69083	4982	8.05464e-08	3.37647e-04	1.83022e-04
104	113	12	21	108.5	6.36396	125	-0.818004	-2.50773	-1.66287	1.19482	26.019	10.6831	18.3511	10.8442	0.0155303	18.3846		48877	36365	4.3885042	5.6489735	6024	201758	1.11245e-07	1.15575e-04	1.55341e-04
370	378	2	10	374	5.65685	380	1.59145	3.39055	2.491	1.27216	154.562	183.388	168.975	20.3829	0.125753	194.282		3607	15357	68.5818024	8.7184664	26852	213071	1.34396e-07	0.0024171	5.67719e-04
14	18	0	4	16	2.82843	18	1.22674	1.26286	1.2448	0.0255395	5.6381	6.39692	6.01751	0.536572	-0.0392042	5.79744		29142	24749	15.0287948	1.4889792	115061	6144	7.49719e-08	5.10939e-05	6.01632e-05
23	18	10	5	20.5	3.53553	28	0.107443	-0.252208	-0.0723821	0.254312	7.25714	4.38154	5.81934	2.03336	0.29292	8.02051		22264	2569	26.5347061	8.8484051	24794	7328	1.24288e-07	3.97431e-04	0.0034443
321	330	9	18	325.5	6.36396	339	-2.12152	-2.30315	-2.21233	0.128432	51.5333	36.4215	43.9774	10.6857	-0.00914872	43.3795		49240	46532	65.2008711	9.2491636	117859	210170	1.52470e-07	1.87838e-04	1.98770e-04
62	3	61	2	32.5	41.7193	64	-0.766708	-1.51273	-1.13972	0.527516	15.6952	0.301538	7.99839	10.885	0.133933	8.67692		44002	11307	1.9335608	2.5081040	34683	368718	1.67536e-07	5.69998e-05	2.21819e-04
22	27	7	12	24.5	3.53553	34	-0.815543	-0.447626	-0.631585	0.260156	5.42857	6.21538	5.82198	0.556361	0.0650508	6.24615		13087	24900	96.7875344	1.0466759	14919	334356	1.07646e-07	7.99783e-05	4.20352e-05
581	614	2	35	597.5	23.3345	616	-0.838134	-0.761808	-0.799971	0.05397	145.029	130.203	137.616	10.4832	-0.0386443	132.359		16827	12039	91.8030273	5.5880734	12231	239928	7.24181e-08	3.32090e-04	4.64164e-04
26	39	6	19	32.5	9.19239	45	0.727652	-0.194949	0.266351	0.652377	9.39048	9.69231	9.54139	0.213427	0.0432964	9.97949		39274	31167	73.5309424	1.4905837	24417	205602	1.51413e-07	3.79534e-05	4.78257e-05
284	299	8	23	291.5	10.6066	307	3.06938	2.41412	2.74175	0.463344	147.79	125.932	136.861	15.4561	0.00384457	137.062		2248	47408	89.5859870	9.3853819	116318	343245	1.16176e-07	0.0041750	1.97970e-04
29	24	7	2	26.5	3.53553	31	0.240091	-0.776131	-0.26802	0.718577	9.42857	4.95077	7.18967	3.16628	0.0858791	7.74103		19690	24088	75.4434388	5.8367850	97196	79724	1.58197e-07	2.96434e-04	2.42311e-04
6	6	2	2	6	0	8	-0.140084	0.353259	0.106587	0.348846	1.77143	1.76	1.76571	0.00808122	0.0410293	1.84103		48505	39259	83.2394081	3.9699607	50528	410573	1.53087e-07	8.18464e-05	1.01122e-04
7	8	1	2	7.5	0.707107	9	-0.351214	-0.0108403	-0.181027	0.24068	1.94286	2.08923	2.01604	0.103502	0.0455612	2.11538		37605	12098	10.6257759	8.9867648	60353	467026	1.63951e-07	2.38978e-04	7.42831e-04
57	55	3	1	56	1.41421	58	0.41662	2.84621	1.63142	1.71798	19.219	25.1015	22.1603	4.15955	0.0209975	22.7385		14843	16660	77.3526267	8.7014022	33947	110944	1.36692e-07	5.86229e-04	5.22293e-04
5	5	3	3	5	0	8	-0.657295	-1.41638	-1.03684	0.536758	1.2381	0.655385	0.94674	0.412039	0.0205047	0.95641		36226	40438	21.9950268	1.3142439	110784	281198	1.63644e-07	3.62790e-05	3.25002e-05
94	107	1	14	100.5	9.19239	108	1.753	1.49929	1.62615	0.179403	40.4857	38.7692	39.6275	1.21374	-0.0405813	38.0667		42374	4930	72.3241974	3.2790620	31826	473619	1.58298e-07	7.73838e-05	6.65124e-04
