S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1	
167	165	10	8	166	1.41421	175	1.41891	2.68714	2.05303	0.896769	67.8667	72.6585	70.2626	3.38831	-0.0370511	67.7974	
19	11	16	8	15	5.65685	27	-1.7522	1.39817	-0.177013	2.22765	3.33333	4.09538	3.71436	0.538852	0.74825	15.0846	
16	11	8	3	13.5	3.53553	19	-0.0985531	1.72098	0.811215	1.28661	4.8	4.37538	4.58769	0.300248	-0.0119222	4.52821	
18	25	2	9	21.5	4.94975	27	-1.09858	-0.29597	-0.697276	0.567533	4.0381	6.02154	5.02982	1.40251	0.0557174	5.37179	
503	536	56	89	519.5	23.3345	592	0.866659	0.284928	0.575794	0.411346	184.838	150.492	167.665	24.2861	0.222283	213.705	
23	47	2	26	35	16.9706	49	0.720447	-0.552138	0.0841544	0.899854	8.30476	10.5323	9.41853	1.57511	-0.012482	9.33077	
33	36	10	13	34.5	2.12132	46	-1.29261	-0.692274	-0.992439	0.424498	7.04762	7.69538	7.3715	0.458039	-0.00121768	7.37179	
28	40	4	16	34	8.48528	44	-1.70693	-1.33321	-1.52007	0.264261	5.10476	6.78462	5.94469	1.18784	-0.0164022	5.86923	
23	31	6	14	27	5.65685	37	-0.34395	-0.00173027	-0.17284	0.241986	6.48571	8.12	7.30286	1.15561	0.14931	8.64872	
19	15	8	4	17	2.82843	23	0.0162806	1.14521	0.580747	0.798276	5.86667	5.22769	5.54718	0.451823	-0.028411	5.38718	
19	18	6	5	18.5	0.707107	24	0.255624	0.388514	0.322069	0.0939675	6.20952	5.23385	5.72168	0.689908	0.109957	6.39744	
15	13	6	4	14	1.41421	19	1.03532	-1.09584	-0.0302607	1.50696	5.80952	2.31077	4.06015	2.47399	0.231607	5.08462	
11	8	9	6	9.5	2.12132	17	1.54933	0.358319	0.953824	0.842171	4.74286	2.33538	3.53912	1.70234	0.415849	5.78205	
250	246	12	8	248	2.82843	258	2.00392	2.73884	2.37138	0.519667	111.657	108.954	110.305	1.91152	-0.0423524	105.8	
31	446	8	423	238.5	293.449	454	0.046087	-0.568448	-0.261181	0.434542	9.6381	100.212	54.9252	64.0456	0.0488925	59.7154	
14	11	8	5	12.5	2.12132	19	-0.763614	0.791575	0.0139804	1.09969	3.47619	3.56923	3.52271	0.0657894	0.119762	4.00513	
75	75	3	3	75	0	78	2.13351	0.181903	1.15771	1.37999	34.3619	20.5754	27.4686	9.74854	0.0456352	28.4897	
18	7	17	6	12.5	7.77817	24	-2.00674	-1.02268	-1.51471	0.695837	2.8	1.22154	2.01077	1.11614	0.104871	2.19744	
115	96	40	21	105.5	13.435	136	-0.089432	-0.477151	-0.283292	0.274159	34.6476	22.0862	28.3669	8.8823	0.000845184	28.2077	
495	494	4	3	494.5	0.707107	498	3.13633	3.74349	3.43991	0.429329	259.59	250.951	255.271	6.1092	-0.0546236	241.987	
64	38	38	12	51	18.3848	76	0.481385	0.608493	0.544939	0.0898792	21.8667	11.5662	16.7164	7.28356	0.0454906	17.2949	
2	8	0	6	5	4.24264	8	-1.49051	-0.763002	-1.12675	0.514424	0.266667	1.58769	0.927179	0.934106	0.0501921	1.00513	
83	81	8	6	82	1.41421	89	2.39282	2.8211	2.60696	0.302839	39.5143	36.6185	38.0664	2.04766	-0.0456035	36.3821	
1	1	0	0	1	0	1	-0.398828	1.59084	0.596008	1.40691	0.247619	0.516923	0.382271	0.190427	0.252608	0.528205	
37	71	10	44	54	24.0416	81	1.29296	-0.353045	0.469957	1.1639	14.8381	16.9108	15.8744	1.4656	0.0661027	17.0487	
8	7	1	0	7.5	0.707107	8	1.42067	1.25701	1.33884	0.115725	3.40952	2.58769	2.99861	0.581123	-0.0124466	2.95128	
247	22	233	8	134.5	159.099	255	-2.27817	0.500716	-0.888725	1.96497	36.9048	6.56308	21.7339	21.4548	0.046092	22.1385	
3	9	0	6	6	4.24264	9	1.13989	-1.10897	0.0154628	1.59018	1.27619	1.54462	1.4104	0.189805	0.0605883	1.50769	
60	59	11	10	59.5	0.707107	70	-0.137531	1.59327	0.727868	1.22386	17.8667	21.8615	19.8641	2.8248	0.062318	21.2795	
27	32	6	11	29.5	3.53553	38	-0.2969	-0.499807	-0.398354	0.143478	7.71429	7.26154	7.48791	0.320141	0.0344382	7.74615	
8	10	3	5	9	1.41421	13	0.0237006	-0.728864	-0.352581	0.532143	2.47619	2.03692	2.25656	0.310609	0.167673	2.69231	
4	14	1	11	9	7.07107	15	-0.0290048	-1.27936	-0.654183	0.884135	1.21905	2.30462	1.76183	0.767612	0.121989	2.04359	
2	4	1	3	3	1.41421	5	0.465093	-0.0915547	0.186769	0.39361	0.72381	1.01231	0.868059	0.203999	0.0453338	0.915385	
283	294	4	15	288.5	7.77817	298	0.688782	1.36841	1.0286	0.480572	100.552	103.566	102.059	2.13106	0.439362	182.418	
186	163	38	15	174.5	16.2635	201	1.63631	2.4805	2.0584	0.59693	78.381	69.5477	73.9643	6.24606	-0.0031572	73.6077	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1	0	1	0	0.5	0.707107	1	-1.15945	0	-0.579723	0.819852	0.133333	0	0.0666667	0.0942809	0.0387324	0.0666667	
51	229	2	180	140	125.865	231	2.00155	0.808555	1.40505	0.843573	22.9714	72.2462	47.6088	34.8425	0.066617	52.2154	
16	17	1	2	16.5	0.707107	18	0.0414072	-2.33594	-1.14727	1.68104	4.97143	1.50154	3.23648	2.45358	0.068952	3.38974	
18	29	0	11	23.5	7.77817	29	0.424325	-1.01759	-0.296631	1.01959	6.11429	5.51077	5.81253	0.426751	0.0532037	6.12564	
13	12	8	7	12.5	0.707107	20	-0.147976	0.079001	-0.0344874	0.160497	3.84762	3.21846	3.53304	0.444882	0.132776	4.05128	
6	6	1	1	6	0	7	-0.103948	1.03675	0.466399	0.806592	1.79048	2.12308	1.95678	0.235184	-0.0195965	1.92308	
9	121	7	119	65	79.196	128	-0.420986	2.86273	1.22087	2.32194	2.45714	54.8154	28.6363	37.0229	0.295754	44.5205	
44	49	3	8	46.5	3.53553	52	-0.138293	0.0491698	-0.0445614	0.132556	13.0952	13.0062	13.0507	0.0629921	-0.0146199	12.8615	
170	165	10	5	167.5	3.53553	175	0.334081	3.21073	1.7724	2.0341	56.2381	78.3908	67.3144	15.6643	0.0244121	69.3974	
16	12	6	2	14	2.82843	18	0.134714	0.82037	0.477542	0.484832	5.08571	3.91077	4.49824	0.830812	0.124061	5.09487	
10	24	3	17	17	9.89949	27	1.14423	0.217565	0.680897	0.655251	4	6.66462	5.33231	1.88417	0.132281	6.24103	
89	96	7	14	92.5	4.94975	103	1.29787	1.32258	1.31023	0.0174708	35.4952	33.6708	34.583	1.29009	0.295269	48.9385	
5	10	0	5	7.5	3.53553	10	-0.69908	-0.886405	-0.792742	0.132459	1.21905	1.91077	1.56491	0.489121	0.0619028	1.68462	
200	220	0	20	210	14.1421	220	-1.57061	0.290034	-0.640287	1.31567	39.6667	61.8708	50.7687	15.7007	0.0454522	53.6564	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	17	3	11	13	5.65685	20	1.04984	-0.243037	0.403402	0.914204	3.54286	4.14769	3.84527	0.427683	0.0764712	4.17949	
36	35	5	4	35.5	0.707107	40	1.41229	2.38765	1.89997	0.689686	14.7524	15.0123	14.8823	0.183796	0.00178757	14.9128	
252	254	3	5	253	1.41421	257	2.21435	2.46231	2.33833	0.175331	116.229	107.846	112.037	5.92726	-0.0495551	106.682	
69	10	63	4	39.5	41.7193	73	0.47577	-0.413782	0.0309941	0.629008	23.5429	2.28923	12.916	15.0286	0.174663	14.7077	
24	28	6	10	26	2.82843	34	-1.10881	0.254362	-0.427224	0.963907	5.40952	7.84308	6.6263	1.72078	0.0519738	7.04359	
14	22	3	11	18	5.65685	25	-1.56151	-1.41301	-1.48726	0.105005	2.60952	3.51385	3.06168	0.639452	0.0858727	3.37436	
7	7	3	3	7	0	10	-0.797297	-0.714611	-0.755954	0.0584679	1.67619	1.40615	1.54117	0.190945	-0.0112717	1.52051	
153	139	14	0	146	9.89949	153	2.01682	-2.78253	-0.382854	3.39365	68.5714	10.6923	39.6319	40.9267	0.249819	49.2744	
12	18	2	8	15	4.24264	20	0.829369	0.198842	0.514105	0.44585	4.47619	4.98154	4.72886	0.357335	0.0177824	4.82308	
1	126	1	126	63.5	88.3883	127	-0.398828	3.62662	1.6139	2.84642	0.247619	63.4769	31.8623	44.7099	0.455885	66.9436	
7	1	7	1	4	4.24264	8	-1.46642	-1.15559	-1.311	0.219793	1.27619	0.0769231	0.676557	0.84801	0.181584	0.771795	
14	37	11	34	25.5	16.2635	48	-0.0358646	0.411633	0.187884	0.316429	4.26667	10.7569	7.51179	4.5893	0.97156	295.49	
221	239	15	33	230	12.7279	254	0.560396	2.06238	1.31139	1.06206	76.5714	95.1877	85.8796	13.1637	0.325879	128.933	
27	29	7	9	28	1.41421	36	-1.0069	-0.74329	-0.875097	0.186403	6.30476	6.07385	6.1893	0.163282	0.047399	6.49231	
30	42	20	32	36	8.48528	62	0.300771	-1.50652	-0.602873	1.27795	9.88571	6.63077	8.25824	2.30159	0.694067	25.9051	
10	14	4	8	12	2.82843	18	-1.42526	-0.803237	-1.11425	0.439839	1.92381	2.81231	2.36806	0.628263	0.0465214	2.50256	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
8	11	3	6	9.5	2.12132	14	-0.48947	-0.542232	-0.515851	0.0373084	2.13333	2.41231	2.27282	0.197265	-0.0226518	2.22564	
34	39	10	15	36.5	3.53553	49	-0.331573	-1.21868	-0.775127	0.627281	9.6381	6.92	8.27905	1.92198	0.098249	9.1	
9	537	0	528	273	373.352	537	0.095094	-1.63432	-0.769615	1.22288	2.8381	83.0892	42.9637	56.7461	0.0133516	44.859	
5	7	1	3	6	1.41421	8	-0.28123	-1.26913	-0.775179	0.698549	1.40952	1.07385	1.24168	0.23736	0.0056282	1.24359	
0	2	0	2	1	1.41421	2	0	-1.22394	-0.611968	0.865453	0	0.224615	0.112308	0.158827	-0.00119567	0.115385	
62	46	29	13	54	11.3137	75	0.242248	0.312172	0.27721	0.0494435	20.1333	13.0431	16.5882	5.01357	0.0263606	16.9077	
25	38	4	17	31.5	9.19239	42	-0.0582843	-0.777115	-0.4177	0.50829	7.58095	7.90462	7.74278	0.228864	0.0702449	8.3359	
0	4	0	4	2	2.82843	4	0	-0.279768	-0.139884	0.197826	0	0.938462	0.469231	0.663593	0.135286	0.576923	
48	19	37	8	33.5	20.5061	56	-0.638001	1.14342	0.25271	1.25966	12.5714	6.57538	9.57341	4.23984	0.0978508	10.4333	
5	9	2	6	7	2.82843	11	0.721608	1.21782	0.969714	0.350874	1.86667	3.25231	2.55949	0.979796	0.0191562	2.63333	
333	334	3	4	333.5	0.707107	337	2.84057	3.75591	3.29824	0.647242	167.943	170.142	169.042	1.5547	-0.033791	163.538	
1	2	0	1	1.5	0.707107	2	1.12241	0.0963521	0.60938	0.725531	0.47619	0.547692	0.511941	0.0505594	-0.0519843	0.487179	
3	258	1	256	130.5	180.312	259	-1.31654	-0.791924	-1.05423	0.37096	0.514286	54.1262	27.3202	37.9093	0.839689	210.797	
475	487	4	16	481	8.48528	491	1.59886	3.73511	2.66699	1.51056	198.61	247.135	222.872	34.313	0.0298131	230.633	
20	16	11	7	18	2.82843	27	-0.664941	-0.825967	-0.745454	0.113863	5.15238	3.20308	4.17773	1.37837	0.0840553	4.50769	
600	598	5	3	599	1.41421	603	1.56551	3.4582	2.51185	1.33833	249.438	292.455	270.947	30.4178	0.169083	327.938	
8	5	7	4	6.5	2.12132	12	-1.74389	-1.70919	-1.72654	0.0245371	1.29524	0.52	0.907619	0.548176	0.0353284	0.925641	
582	699	38	155	640.5	82.7315	737	-0.212396	0.54614	0.166872	0.536366	170.448	208.222	189.335	26.7102	0.00395477	190.654	
9	11	3	5	10	1.41421	14	-0.730634	0.0785558	-0.326039	0.572184	2.22857	2.95077	2.58967	0.510671	0.0716003	2.80769	
34	30	9	5	32	2.82843	39	-1.36564	0.259912	-0.552865	1.14944	7.08571	8.41231	7.74901	0.938043	0.0863186	8.51795	
233	232	3	2	232.5	0.707107	235	1.32844	3.6781	2.50327	1.66146	93.1524	117.175	105.164	16.9868	0.0537669	111.679	
8	18	2	12	13	7.07107	20	-0.403942	-1.6308	-1.01737	0.86752	2.19048	2.54769	2.36908	0.25259	-0.00207929	2.36923	
31	32	9	10	31.5	0.707107	41	0.703102	0.930962	0.817032	0.161121	11.1238	10.48	10.8019	0.455242	-0.0370166	10.4103	
0	4	0	4	2	2.82843	4	0	-1.88742	-0.943711	1.33461	0	0.307692	0.153846	0.217571	-0.023085	0.153846	
4	4	3	3	4	0	7	-1.81594	-0.554245	-1.18509	0.89215	0.533333	0.830769	0.682051	0.210319	0.0352676	0.712821	
5	5	1	1	5	0	6	0.721608	0.573338	0.647473	0.104843	1.86667	1.57538	1.72103	0.205968	0.0741117	1.85128	
16	17	5	6	16.5	0.707107	22	-0.471781	-0.328214	-0.399997	0.101517	4.34286	4.04	4.19143	0.214152	-0.0240174	4.08974	
41	40	8	7	40.5	0.707107	48	-0.0709312	0.344193	0.136631	0.293537	12.4	11.4369	11.9185	0.680998	0.0632423	12.7	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4	3	1	0	3.5	0.707107	4	0.417728	1.00359	0.710658	0.414266	1.39048	1.10769	1.24908	0.199958	-0.0478792	1.18974	
151	158	5	12	154.5	4.94975	163	2.41272	1.68515	2.04893	0.514465	71.8476	59.0831	65.4653	9.02589	0.0989448	72.2718	
3	7	0	4	5	2.82843	7	0.894248	-0.386008	0.25412	0.905278	1.2	1.60308	1.40154	0.285018	0.0689582	1.51538	
154	163	2	11	158.5	6.36396	165	1.41025	1.1638	1.28703	0.174266	62.5048	55.3046	58.9047	5.09127	-0.0490791	56.0923	
25	26	4	5	25.5	0.707107	30	-0.934801	0.609442	-0.16268	1.09194	5.9619	7.94462	6.95326	1.40199	0.0177738	7.11282	
19	38	8	27	28.5	13.435	46	0.308811	-0.654855	-0.173022	0.681415	6.28571	8.22769	7.2567	1.37319	0.241077	9.67692	
2	22	0	20	12	14.1421	22	1.60586	-1.43039	0.0877355	2.14695	0.990476	3.48615	2.23832	1.76471	0.257303	3.17179	
1	0	1	0	0.5	0.707107	1	-1.15945	0	-0.579723	0.819852	0.133333	0	0.0666667	0.0942809	0.0387324	0.0666667	
168	165	22	19	166.5	2.12132	187	-0.0358778	-0.792222	-0.41405	0.534816	51.2476	34.5662	42.9069	11.7956	0.046333	44.6359	
162	168	8	14	165	4.24264	176	1.93757	2.6999	2.31874	0.539045	71.6952	74.1138	72.9045	1.71021	0.0864611	79.8718	
26	30	9	13	28	2.82843	39	-0.0973975	-0.0175164	-0.0574569	0.0564845	7.80952	7.82462	7.81707	0.0106714	0.0598869	8.31538	
82	85	4	7	83.5	2.12132	89	1.88275	0.0364141	0.959584	1.30556	36.0952	22.4831	29.2892	9.62525	0.394244	46.9051	
17	19	3	5	18	1.41421	22	-1.11104	-0.774051	-0.942543	0.238284	3.79048	3.89846	3.84447	0.0763572	0.0328002	3.97692	
22	23	9	10	22.5	0.707107	32	-0.827158	-0.0850886	-0.456123	0.524722	5.40952	5.88615	5.64784	0.337028	0.0837213	6.17692	
16	13	5	2	14.5	2.12132	18	-0.362923	0.0640155	-0.149454	0.301891	4.47619	3.47077	3.97348	0.71094	-0.0108129	3.91795	
131	128	11	8	129.5	2.12132	139	1.78625	3.09687	2.44156	0.926744	56.6381	59.9569	58.2975	2.34677	-0.0337268	56.4282	
11	11	4	4	11	0	15	-0.707615	-0.244254	-0.475935	0.327646	2.7619	2.67077	2.71634	0.0644426	0.0123116	2.74872	
97	101	1	5	99	2.82843	102	0.613419	2.25725	1.43534	1.16237	34.0095	41.7354	37.8725	5.46301	-0.0241865	37.0641	
301	300	3	2	300.5	0.707107	303	-2.45933	0.153028	-1.15315	1.84721	41.2571	81.6431	61.4501	28.5572	-0.0167878	60.9256	
3	7	0	4	5	2.82843	7	1.38553	-0.858375	0.26358	1.58668	1.35238	1.32	1.33619	0.0228968	-0.0235151	1.30513	
39	30	17	8	34.5	6.36396	47	0.469242	1.16482	0.817032	0.491848	13.3143	10.3292	11.8218	2.11075	0.0858105	12.8487	
6	31	2	27	18.5	17.6777	33	-0.682135	-1.2782	-0.980165	0.421478	1.48571	5.33231	3.40901	2.71995	0.0251679	3.56667	
1	0	1	0	0.5	0.707107	1	-1.15945	0	-0.579723	0.819852	0.133333	0	0.0666667	0.0942809	0.0387324	0.0666667	
19	20	4	5	19.5	0.707107	24	0.455076	0.538043	0.496559	0.0586658	6.49524	6.02769	6.26147	0.330605	0.0524196	6.59744	
524	526	1	3	525	1.41421	527	0.545467	3.84508	2.19528	2.33318	180.914	270.677	225.796	63.4718	0.0873282	249.91	
1	0	1	0	0.5	0.707107	1	-1.15945	0	-0.579723	0.819852	0.133333	0	0.0666667	0.0942809	0.0387324	0.0666667	
36	36	8	8	36	0	44	-0.118828	-0.899317	-0.509073	0.551889	10.7619	7.17538	8.96864	2.53605	0.104332	9.90256	
4	3	3	2	3.5	0.707107	6	-0.823197	0.235247	-0.293975	0.748433	0.914286	0.861538	0.887912	0.0372979	0.00582471	0.892308	
64	75	0	11	69.5	7.77817	75	-1.68935	0.147267	-0.771041	1.29868	12.019	20.4	16.2095	5.92623	-0.00414401	16.259	
1	1	1	1	1	0	2	1.37595	1.4372	1.40657	0.0433099	0.514286	0.492308	0.503297	0.0155408	0.360226	0.784615	
239	283	16	60	261	31.1127	299	0.44433	1.25129	0.847812	0.57061	80.8762	97.5138	89.195	11.7646	-0.00351107	89.1154	
27	46	7	26	36.5	13.435	53	0.336347	-1.09591	-0.379784	1.01276	8.97143	8.58462	8.77802	0.273518	0.00953547	8.85641	
186	9	179	2	97.5	125.158	188	-0.781741	0.840502	0.0293809	1.1471	47.0857	2.97538	25.0305	31.1907	0.107752	26.6641	
410	423	53	66	416.5	9.19239	476	1.94819	1.08233	1.51526	0.612257	181.371	140.954	161.163	28.5795	0.14956	187.918	
306	10	300	4	158	209.304	310	-0.822368	-0.824925	-0.823646	0.00180853	76.6667	1.96	39.3133	52.8256	0.125061	42.3462	
72	74	5	7	73	1.41421	79	1.74826	2.6616	2.20493	0.645832	31.0381	32.6954	31.8667	1.17188	0.0542142	33.7308	
3	7	1	5	5	2.82843	8	0.587194	0.666548	0.626871	0.0561111	1.10476	2.23385	1.6693	0.798383	0.0783247	1.84103	
60	62	14	16	61	1.41421	76	1.39581	1.09146	1.24363	0.215206	24.4	20.8462	22.6231	2.51295	0.0246504	23.1308	
1	1	0	0	1	0	1	1.37595	1.30276	1.33935	0.051754	0.514286	0.470769	0.492527	0.0307708	0.0740035	0.530769	
26	34	2	10	30	5.65685	36	-0.276324	-0.0888415	-0.182583	0.13257	7.46667	8.69846	8.08256	0.871011	-0.0158207	7.97179	
109	108	7	6	108.5	0.707107	115	-1.02111	-1.7108	-1.36595	0.487685	25.7238	15.9477	20.8358	6.91276	-0.0343211	20.0487	
43	53	4	14	48	7.07107	57	0.497735	0.306519	0.402127	0.13521	14.7619	15	14.881	0.168359	-0.00551701	14.8026	
7	11	4	8	9	2.82843	15	-1.6576	-1.65965	-1.65863	0.00144947	1.1619	1.44308	1.30249	0.198819	-0.00106627	1.30513	
4	22	3	21	13	12.7279	25	0.268817	-1.2508	-0.49099	1.07453	1.33333	3.77231	2.55282	1.72462	0.227465	3.44103	
7	7	4	4	7	0	11	-0.351214	-0.139556	-0.245385	0.149665	1.94286	1.75077	1.84681	0.135827	-0.0292575	1.79231	
39	9	35	5	24	21.2132	44	-1.71099	-1.89295	-1.80197	0.128661	7.18095	0.969231	4.07509	4.39235	0.078821	4.25897	
26	26	8	8	26	0	34	0.38968	1.02058	0.705131	0.446115	8.74286	8.70769	8.72527	0.0248653	-0.0218308	8.53846	
100	101	2	3	100.5	0.707107	103	-0.625964	-1.60494	-1.11545	0.692241	26.3619	15.6123	20.9871	7.60111	-0.0244634	20.3667	
11	19	0	8	15	5.65685	19	-1.31525	-1.47933	-1.39729	0.116018	2.22857	2.91385	2.57121	0.484562	0.0136164	2.61795	
489	7	485	3	248	340.825	492	-0.865419	-0.966198	-0.915809	0.0712611	121.124	1.25538	61.1896	84.7598	0.12734	65.9179	
230	208	24	2	219	15.5563	232	2.13793	2.98094	2.55943	0.596098	104.886	95.5231	100.204	6.62038	-0.0014516	99.9256	
64	63	2	1	63.5	0.707107	65	2.7109	3.63188	3.17139	0.651228	31.981	32.0492	32.0151	0.0482801	-0.0167927	31.4872	
21	25	7	11	23	2.82843	32	-0.425238	0.00822141	-0.208508	0.306502	5.79048	6.56615	6.17832	0.548487	3.32446e-05	6.18974	
16	20	5	9	18	2.82843	25	-0.922764	-0.891113	-0.906939	0.0223803	3.79048	3.93846	3.86447	0.104641	-0.00263193	3.85641	
1	1	1	1	1	0	2	-1.15945	-1.15559	-1.15752	0.00272832	0.133333	0.0769231	0.105128	0.0398881	0.00832674	0.105128	
4	21	3	20	12.5	12.0208	24	-1.22029	-1.00214	-1.11122	0.154254	0.761905	3.97231	2.36711	2.2701	0.195778	3.1	
95	98	4	7	96.5	2.12132	102	1.40764	0.882872	1.14526	0.371068	38.6095	31.48	35.0448	5.04133	0.0217934	35.7	
9	0	9	0	4.5	6.36396	9	-0.70483	0	-0.352415	0.49839	2.24762	0	1.12381	1.58931	0.991523	95.4667	
14	16	6	8	15	1.41421	22	-0.228762	-0.451109	-0.339936	0.157223	4.05714	3.65231	3.85473	0.286262	0.0145979	3.90513	
36	47	5	16	41.5	7.77817	52	0.0784997	-0.490253	-0.205877	0.402169	11.2762	10.7323	11.0042	0.384583	-0.0246659	10.7333	
425	653	31	259	539	161.22	684	0.237331	0.222457	0.229894	0.010518	137.686	180.655	159.171	30.3841	6.35079e-05	159.803	
8	78	6	76	43	49.4975	84	-1.91494	0.0531438	-0.9309	1.39165	1.18095	20.72	10.9505	13.8162	0.0782998	12.3974	
175	182	12	19	178.5	4.94975	194	0.389933	1.09976	0.744846	0.501922	58.5714	60.9569	59.7642	1.6868	-0.0388466	57.5513	
6	5	1	0	5.5	0.707107	6	-0.790545	0.606611	-0.0919671	0.987939	1.42857	1.59077	1.50967	0.114691	-0.0430823	1.44872	
80	101	4	25	90.5	14.8492	105	1.71527	-0.372587	0.67134	1.47634	34.2762	23.9477	29.1119	7.30335	0.131888	33.1641	
10	14	4	8	12	2.82843	18	1.66284	0.0826403	0.872741	1.11737	4.41905	3.75692	4.08799	0.468193	0.0490874	4.28462	
107	118	5	16	112.5	7.77817	123	0.8848	1.01392	0.949358	0.0912993	39.5429	38.9077	39.2253	0.449129	0.34	59.3769	
23	27	4	8	25	2.82843	31	0.185462	-0.436418	-0.125478	0.439736	7.39048	6.23692	6.8137	0.815685	0.0407403	7.07949	
12	15	1	4	13.5	2.12132	16	2.41785	1.87342	2.14564	0.384972	5.98095	6.05231	6.01663	0.0504558	-0.00766905	5.97179	
527	538	5	16	532.5	7.77817	543	3.06619	2.43536	2.75078	0.446063	273.79	227.031	250.411	33.0641	0.00675437	251.392	
46	63	6	23	54.5	12.0208	69	0.544875	-0.37152	0.0866775	0.64799	15.9429	14.92	15.4314	0.723269	0.0443235	16.1256	
33	25	15	7	29	5.65685	40	0.168138	0.917359	0.542749	0.529779	10.5524	8.19385	9.37311	1.66774	0.0383982	9.7	
12	12	3	3	12	0	15	-0.316752	-0.916081	-0.616416	0.42379	3.39048	2.28923	2.83985	0.778698	0.0877183	3.08205	
164	165	8	9	164.5	0.707107	173	2.49382	3.37626	2.93504	0.623984	78.9333	80.2031	79.5682	0.897844	-0.0105194	78.7564	
27	18	10	1	22.5	6.36396	28	-0.181764	1.36	0.589121	1.0902	7.94286	6.52615	7.23451	1.00176	0.110705	8.08974	
5	15	1	11	10	7.07107	16	-0.28123	-1.24319	-0.762212	0.680211	1.40952	2.52308	1.9663	0.787401	0.00344332	1.98974	
0	280	0	280	140	197.99	280	0	1.89402	0.94701	1.33927	0	108.351	54.1754	76.6156	0.655343	187.808	
1	1	0	0	1	0	1	1.12241	1.61005	1.36623	0.344814	0.47619	0.52	0.498095	0.030978	0.00251431	0.5	
49	48	19	18	48.5	0.707107	67	-1.14286	-1.15257	-1.14771	0.00687036	11.0667	8.77846	9.92256	1.61801	0.0219714	10.1051	
311	314	13	16	312.5	2.12132	327	2.64239	1.42778	2.03508	0.858854	152.6	111.825	132.212	28.8326	0.0207527	134.303	
5	3	2	0	4	1.41421	5	-0.19766	1.0324	0.41737	0.869785	1.44762	1.11692	1.28227	0.233837	0.342279	1.92051	
14	22	0	8	18	5.65685	22	0.569132	-0.0284071	0.270363	0.422524	4.92381	5.72	5.3219	0.562992	0.0248313	5.47179	
22	34	0	12	28	8.48528	34	-1.32661	-1.12934	-1.22797	0.139492	4.59048	6.22154	5.40601	1.15334	-0.0183199	5.32821	
24	7	18	1	15.5	12.0208	25	-1.45161	-1.83905	-1.64533	0.273961	4.8	0.732308	2.76615	2.87629	0.357676	3.92821	
737	742	3	8	739.5	3.53553	745	-0.672137	0.263956	-0.20409	0.661918	192.448	207.292	199.87	10.4968	-0.0517845	190.141	
7	6	3	2	6.5	0.707107	9	-1.49829	-0.938415	-1.21835	0.395889	1.25714	1.07385	1.16549	0.12961	-0.0056768	1.15641	
38	40	15	17	39	1.41421	55	-1.35039	0.508383	-0.421006	1.31435	7.98095	11.8923	9.93663	2.76575	0.0745805	10.8385	
2	4	1	3	3	1.41421	5	-0.268257	-0.765985	-0.517121	0.351947	0.552381	0.747692	0.650037	0.138106	0.030751	0.674359	
1	4	0	3	2.5	2.12132	4	-1.15945	-1.54236	-1.35091	0.270764	0.133333	0.443077	0.288205	0.219022	-0.00113909	0.292308	
276	11	269	4	143.5	187.383	280	-0.666991	-0.943084	-0.805037	0.195227	72.1143	2.06462	37.0895	49.5326	0.280211	46.6692	
341	338	12	9	339.5	2.12132	350	3.05196	3.67382	3.36289	0.439716	176.962	170.345	173.653	4.67913	-0.0374954	167.315	
11	12	4	5	11.5	0.707107	16	0.811481	-0.830412	-0.00946525	1.16099	4.09524	2.36923	3.23223	1.22047	0.27456	4.33846	
10	16	3	9	13	4.24264	19	0.50775	-0.587188	-0.0397191	0.774238	3.48571	3.48923	3.48747	0.00248653	0.0256887	3.57949	
31	13	28	10	22	12.7279	41	-0.324537	-1.55425	-0.939393	0.869538	8.8	1.85231	5.32615	4.91276	0.188597	6.2359	
3	7	1	5	5	2.82843	8	0.894248	-0.776224	0.0590121	1.1812	1.2	1.36923	1.28462	0.119664	-0.0343661	1.24359	
20	21	7	8	20.5	0.707107	28	0.241998	0.0694058	0.155702	0.122041	6.51429	5.60923	6.06176	0.63997	0.0119623	6.12051	
10	15	1	6	12.5	3.53553	16	0.672763	-0.00687373	0.332945	0.480576	3.61905	3.92308	3.77106	0.214981	0.0278239	3.88462	
212	211	8	7	211.5	0.707107	219	1.46996	3.14972	2.30984	1.18777	86.8571	99.2492	93.0532	8.76253	-0.0219086	91.2	
38	47	5	14	42.5	6.36396	52	1.46421	0.450405	0.957308	0.716869	15.7048	13.7723	14.7385	1.36645	-0.0166007	14.4744	
320	326	8	14	323	4.24264	334	1.46998	2.01629	1.74314	0.386293	131.01	128.726	129.868	1.61459	-0.0502559	123.636	
321	326	8	13	323.5	3.53553	334	1.41735	3.49765	2.4575	1.471	130.248	160.535	145.392	21.4167	0.0546993	154.49	
38	39	6	7	38.5	0.707107	45	1.22474	1.598	1.41137	0.263934	15.0476	14.5477	14.7977	0.353502	0.0508541	15.5795	
