K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1	
11	13.7	12.35	1.90919	15.9	0.874597	0.915641	0.0502264	0.0350365	0.895119	0.0290227	0.903756	0.723912	0.746343	0.130778	0.243666	0.735128	0.0158611	0.830579	0.592426	0.727887	0.217882	0.236942	0.660157	0.0957857	15	24.2	6.59966	25.0901	19.6	6.50538	24.6	0.0138056	3.33724	
17.7	17.2	17.45	0.353553	32.3	0.947581	0.941282	0.0220856	0.0194696	0.944431	0.00445378	0.966549	0.383448	0.65203	0.278318	0.223928	0.517739	0.189916	0.410166	0.241062	0.229137	0.168047	0.157956	0.235099	0.00843283	87.1	34.5	80.6232	31.4051	60.8	37.1938	119.5	0.0453867	8384.84	
1.9	3	2.45	0.777817	3.1	0.246371	0.313077	0.273292	0.206014	0.279724	0.0471682	0.287559	0.933333	0.941667	0.149071	0.124536	0.9375	0.00589256	0.941667	0.575	0.916667	0.287201	0.136083	0.745833	0.241595	2	2.2	0.707107	0.632456	2.1	0.141421	2.3	0.0275522	0.0257578	
14.2	17	15.6	1.9799	21.8	0.920565	0.939359	0.0329808	0.0119971	0.929962	0.0132897	0.944444	0.510722	0.626266	0.234894	0.224432	0.568494	0.0817018	0.665505	0.442838	0.518791	0.190054	0.193174	0.480815	0.0537074	34.1	31.5	18.3996	17.367	32.8	1.83848	37.3	0.0279549	7.97325	
24.1	27.7	25.9	2.54558	43.9	0.980242	0.976154	0.00657092	0.0139293	0.978198	0.00289072	0.97989	0.135474	0.136104	0.0690428	0.066455	0.135789	0.000445755	0.204815	0.112531	0.130564	0.0506681	0.0643806	0.121548	0.0127514	215.2	229.2	90.6811	68.9135	222.2	9.89949	241.6	0.00391758	489.693	
23.1	28.8	25.95	4.03051	44	0.974395	0.980897	0.0119861	0.00469891	0.977646	0.0045978	0.98169	0.125097	0.138821	0.0516656	0.0803749	0.131959	0.00970468	0.193856	0.104113	0.127144	0.0533584	0.0594605	0.115628	0.0162848	217.7	277.2	95.6069	159.989	247.45	42.0729	284.3	0.00744211	1844.02	
12	8.8	10.4	2.26274	13.3	0.904032	0.818077	0.0272024	0.0491674	0.861055	0.0607796	0.872027	0.797153	0.762013	0.164535	0.149587	0.779583	0.0248476	0.853176	0.77623	0.558017	0.157629	0.0833183	0.667123	0.1543	14.7	10.9	3.71334	3.03498	12.8	2.68701	15.1	0.0357239	1.86168	
7.5	10.1	8.8	1.83848	10.5	0.77379	0.860256	0.0665954	0.046958	0.817023	0.0611408	0.832316	0.746388	0.805943	0.163367	0.148114	0.776165	0.0421122	0.828209	0.586502	0.802634	0.119397	0.154394	0.694568	0.152829	9.7	11.8	3.94546	2.52982	10.75	1.48492	11.9	0.0245317	0.710004	
20.5	24.7	22.6	2.96985	37	0.967137	0.968205	0.00658808	0.00947524	0.967671	0.000755212	0.972613	0.24593	0.251388	0.117938	0.0880652	0.248659	0.00385945	0.358835	0.200205	0.238749	0.077429	0.0842202	0.219477	0.027255	99.2	111.3	44.5192	49.0488	105.25	8.55599	116.1	0.00997195	133.777	
22	23.1	22.55	0.777817	35.6	0.972379	0.963974	0.00789758	0.0172265	0.968177	0.005943	0.97144	0.121729	0.139311	0.0472892	0.0670232	0.13052	0.0124326	0.194134	0.119076	0.125528	0.0455341	0.0571567	0.122302	0.00456261	210.9	203.3	94.7141	104.841	207.1	5.37401	217.1	0.00766526	352.945	
15.3	20.4	17.85	3.60624	25.7	0.931653	0.952949	0.0216404	0.0199902	0.942301	0.0150582	0.948748	0.270367	0.267149	0.231677	0.139525	0.268758	0.00227577	0.33191	0.198484	0.264951	0.0993356	0.13923	0.231718	0.0469987	95.1	100.8	65.2865	62.3499	97.95	4.03051	101.5	0.0109481	45.0129	
13	14.4	13.7	0.989949	20.2	0.911492	0.908333	0.0231723	0.0350023	0.909913	0.00223347	0.92989	0.442747	0.473201	0.327835	0.350848	0.457974	0.0215345	0.51046	0.347325	0.376097	0.246475	0.247131	0.361711	0.0203447	62.7	60.2	60.3546	51.8519	61.45	1.76777	67.8	0.0423729	353.455	
19.8	22.9	21.35	2.19203	34.4	0.9625	0.964359	0.0120294	0.0165269	0.963429	0.00131449	0.971909	0.162469	0.19176	0.0800111	0.106512	0.177115	0.0207116	0.279474	0.156602	0.187322	0.0761398	0.10199	0.171962	0.0217226	152.1	152.8	76.5077	74.0882	152.45	0.494975	155.3	0.0170576	2918.5	
19.1	17.7	18.4	0.989949	26.4	0.957056	0.93	0.0228109	0.0417852	0.943528	0.0191318	0.947887	0.415985	0.415461	0.244326	0.284854	0.415723	0.0003705	0.515985	0.384039	0.371158	0.211702	0.230477	0.377599	0.00910815	78.9	78.8	74.4348	75.8343	78.85	0.0707107	80.9	0.0123634	216.738	
21.4	24.1	22.75	1.90919	38.3	0.968952	0.968333	0.011609	0.0112913	0.968642	0.00043719	0.975274	0.249221	0.304134	0.153453	0.110467	0.276678	0.0388297	0.397709	0.227373	0.248557	0.103748	0.0901631	0.237965	0.0149791	106.6	93.2	48.3556	50.5872	99.9	9.47523	110.2	0.0135577	654.527	
7.5	10	8.75	1.76777	11	0.781653	0.859231	0.0842981	0.0509275	0.820442	0.0548556	0.838615	0.766711	0.885932	0.0947045	0.126157	0.826322	0.0843024	0.910086	0.627253	0.825889	0.151717	0.136282	0.726571	0.140456	8.9	10.5	2.13177	2.41523	9.7	1.13137	11.2	0.0321914	0.451227	
23.8	27.8	25.8	2.82843	42.7	0.977823	0.977692	0.0118325	0.00822469	0.977757	9.21169e-05	0.980556	0.158507	0.202749	0.0862433	0.157603	0.180628	0.0312836	0.250651	0.139648	0.170339	0.0646051	0.0941566	0.154993	0.0217015	207.8	206.5	128.108	125.863	207.15	0.919239	220	0.00569719	563.816	
15.2	12.3	13.75	2.05061	17.8	0.941734	0.884231	0.018828	0.037192	0.912982	0.0406608	0.917879	0.432502	0.499644	0.245385	0.334724	0.466073	0.0474768	0.486129	0.410909	0.342753	0.224599	0.210343	0.376831	0.0481934	48.7	40.7	31.5456	32.8466	44.7	5.65685	49.8	0.0176457	88.0274	
16.8	23.5	20.15	4.73762	29.2	0.945565	0.966026	0.0149369	0.0105245	0.955795	0.0144682	0.962441	0.402953	0.446643	0.22678	0.221287	0.424798	0.0308935	0.541079	0.321687	0.446028	0.160041	0.221903	0.383857	0.0879219	91.9	98.4	134.834	131.905	95.15	4.59619	98.9	0.0112996	3515.98	
11.4	9.5	10.45	1.3435	14.5	0.879839	0.835128	0.0355891	0.0574948	0.857483	0.0316151	0.87993	0.511129	0.549448	0.237427	0.304169	0.530288	0.0270962	0.546402	0.465769	0.342929	0.24392	0.122519	0.404349	0.086861	28.2	25.9	17.6308	22.1633	27.05	1.62635	31.8	0.0551735	23.5548	
23.9	27.8	25.85	2.75772	43.4	0.979637	0.978846	0.00541401	0.00815892	0.979242	0.000559281	0.981847	0.125448	0.146175	0.0676778	0.0832808	0.135811	0.0146562	0.22051	0.119932	0.142859	0.0646929	0.0804595	0.131396	0.0162121	296.3	304.8	256.362	260.247	300.55	6.01041	308.1	0.00537551	1186.2	
18.5	24	21.25	3.88909	33.9	0.954637	0.968205	0.0203674	0.00808133	0.961421	0.00959405	0.970031	0.187531	0.240874	0.142357	0.200508	0.214202	0.037719	0.278299	0.159928	0.2096	0.122222	0.165375	0.184764	0.035123	148.7	174.8	92.1401	124.861	161.75	18.4555	180.6	0.0159998	1267.64	
22.1	24.7	23.4	1.83848	36.9	0.972379	0.969359	0.0109627	0.012274	0.970869	0.0021355	0.973983	0.194929	0.196076	0.105398	0.114629	0.195502	0.000811585	0.267643	0.159526	0.181123	0.071991	0.089522	0.170325	0.0152714	140.8	153	65.1184	59.8517	146.9	8.6267	159	0.00671515	425.369	
20.4	26.8	23.6	4.52548	42.9	0.963508	0.975641	0.0106874	0.00843949	0.969575	0.0085793	0.979969	0.169043	0.192415	0.0535139	0.087021	0.180729	0.0165269	0.271386	0.130654	0.172209	0.0400424	0.0552457	0.151431	0.0293837	132.5	161.2	50.0428	62.6982	146.85	20.294	169.8	0.0195742	545.197	
16.3	17	16.65	0.494975	30.5	0.940726	0.935	0.0187016	0.0212995	0.937863	0.00404876	0.964397	0.234384	0.286103	0.132526	0.193037	0.260243	0.0365706	0.329345	0.173745	0.186947	0.0958454	0.107149	0.180346	0.00933565	98.3	81	68.9171	42.2453	89.65	12.2329	120.2	0.0541172	581.847	
18.6	18.2	18.4	0.282843	26.8	0.95504	0.943333	0.0139374	0.0116534	0.949187	0.00827809	0.95356	0.257212	0.256004	0.17761	0.195836	0.256608	0.000853792	0.34253	0.245982	0.238335	0.182518	0.170972	0.242158	0.00540673	91.4	93.6	37.2893	40.3573	92.5	1.55563	99.5	0.010504	23.6227	
21.6	26.3	23.95	3.3234	39	0.970363	0.970641	0.00672379	0.0142308	0.970502	0.000196662	0.975704	0.166152	0.207133	0.123768	0.102674	0.186643	0.0289778	0.249469	0.143079	0.170619	0.0908634	0.10826	0.156849	0.0194737	191.6	154	114.144	79.2745	172.8	26.5872	202.8	0.0105585	235.542	
12.7	16.7	14.7	2.82843	19.8	0.889315	0.93359	0.0463315	0.0110584	0.911452	0.0313073	0.923552	0.671782	0.620676	0.264049	0.266705	0.646229	0.0361377	0.706854	0.447322	0.607962	0.161115	0.260192	0.527642	0.11359	28.2	36.8	33.4026	35.2635	32.5	6.08112	37.3	0.020481	28.3222	
21	26.1	23.55	3.60624	36.9	0.967944	0.971154	0.013047	0.010243	0.969549	0.00227002	0.9741	0.264242	0.289515	0.201855	0.187111	0.276879	0.0178706	0.357303	0.21801	0.266799	0.160192	0.169263	0.242404	0.0344993	151.5	165.2	174.894	175.868	158.35	9.68736	169.1	0.00891444	696.528	
14	17.9	15.95	2.75772	22.6	0.919556	0.942308	0.026687	0.0114511	0.930932	0.0160876	0.941588	0.343056	0.355021	0.254512	0.267085	0.349039	0.00846003	0.426661	0.276415	0.336179	0.217852	0.243309	0.306297	0.0422594	76.5	88.2	65.5511	66.861	82.35	8.27315	89	0.0196477	131.622	
19.5	18.7	19.1	0.565685	29.2	0.961492	0.942051	0.0129078	0.0181189	0.951772	0.0137466	0.956925	0.328879	0.519078	0.134873	0.212676	0.423979	0.134491	0.479421	0.321299	0.304517	0.134303	0.107953	0.312908	0.0118669	68.9	42.4	32.6784	21.5932	55.65	18.7383	70	0.0129871	38.0503	
19.8	25.4	22.6	3.9598	36.5	0.961895	0.970641	0.0103438	0.0150176	0.966268	0.00618426	0.97277	0.227452	0.264013	0.183533	0.202486	0.245733	0.0258524	0.352341	0.198297	0.244407	0.148934	0.177882	0.221352	0.0326048	156.2	161.2	107.088	107.406	158.7	3.53553	166.6	0.0122456	2865.59	
17.7	19.3	18.5	1.13137	26	0.952419	0.944744	0.0210211	0.0256086	0.948581	0.00542759	0.952113	0.479247	0.513165	0.145612	0.146531	0.496206	0.0239834	0.595818	0.414341	0.446883	0.113673	0.114566	0.430612	0.0230106	40.6	40.7	17.8213	18.0558	40.65	0.0707107	45.5	0.00829148	39.0534	
17.6	20.8	19.2	2.26274	27.7	0.949395	0.954744	0.0185379	0.0172435	0.952069	0.00378191	0.95849	0.365978	0.382568	0.191662	0.203566	0.374273	0.0117305	0.484874	0.303961	0.370243	0.148539	0.198019	0.337102	0.046868	75.6	81.4	63.0312	63.4056	78.5	4.10122	83.4	0.0126589	326.553	
26	27.4	26.7	0.989949	45.7	0.985484	0.977821	0.00935082	0.00452467	0.981652	0.00541881	0.984038	0.106863	0.114958	0.0542278	0.0655608	0.11091	0.00572403	0.178906	0.102541	0.110488	0.0514025	0.0584056	0.106514	0.00561906	312.4	316.3	179.638	177.202	314.35	2.75772	321.5	0.00571284	1916.81	
14.6	8.6	11.6	4.24264	16.8	0.915524	0.842564	0.036778	0.0367263	0.879044	0.0515906	0.886072	0.38478	0.558034	0.198727	0.25882	0.471407	0.122509	0.418426	0.362212	0.238998	0.163906	0.1735	0.300605	0.0871253	47.9	22.2	25.0486	21.4362	35.05	18.1726	48.8	0.0249199	101.09	
24.7	28.2	26.45	2.47487	45.6	0.98125	0.979231	0.00983344	0.0047125	0.98024	0.00142781	0.983646	0.197828	0.218402	0.0757681	0.0941856	0.208115	0.0145475	0.317248	0.172081	0.197317	0.0678479	0.0757745	0.184699	0.0178444	142.2	150	59.7324	59.7141	146.1	5.51543	161.6	0.00712313	928.451	
21.8	22.4	22.1	0.424264	32.9	0.970968	0.962051	0.0129689	0.0123148	0.96651	0.00630489	0.97054	0.319909	0.391347	0.185439	0.213774	0.355628	0.0505147	0.410646	0.283127	0.281355	0.167124	0.151369	0.282241	0.00125291	120.2	91.4	107.97	82.5445	105.8	20.3647	128	0.00929745	427.289	
21.2	28.1	24.65	4.87904	42.4	0.968347	0.977692	0.0104567	0.00449023	0.97302	0.00660829	0.979773	0.115938	0.132363	0.0553475	0.0499061	0.124151	0.0116144	0.196128	0.0984867	0.130951	0.0377772	0.049429	0.114719	0.022956	233.8	253.3	145.711	134.25	243.55	13.7886	256.1	0.0125963	1694.29	
19.9	21	20.45	0.777817	30	0.962097	0.957179	0.0106174	0.0188635	0.959638	0.00347705	0.962833	0.371204	0.440711	0.31634	0.232318	0.405958	0.0491488	0.476399	0.362109	0.343747	0.311905	0.249163	0.352928	0.0129836	100.1	71.5	66.4019	53.753	85.8	20.2233	101.3	0.00718201	209.918	
20.9	23.2	22.05	1.62635	32.3	0.96371	0.966026	0.0155008	0.0126953	0.964868	0.00163763	0.967371	0.398719	0.440816	0.148393	0.18379	0.419767	0.0297672	0.550289	0.362915	0.407042	0.124032	0.156805	0.384978	0.0312024	58.6	60.7	23.9314	27.0269	59.65	1.48492	64	0.00488214	10.7238	
21.2	22.8	22	1.13137	34.8	0.967742	0.962564	0.016101	0.00918157	0.965153	0.00366128	0.971127	0.2721	0.309546	0.115384	0.158853	0.290823	0.0264783	0.408627	0.249078	0.275818	0.103893	0.129596	0.262448	0.0189078	96.8	96.4	61.4723	64.7494	96.6	0.282843	103.5	0.0128094	196.09	
12.2	11.4	11.8	0.565685	14.7	0.908669	0.872692	0.0134089	0.0419807	0.890681	0.0254396	0.896283	0.728354	0.750727	0.106526	0.140505	0.739541	0.0158198	0.845353	0.70857	0.656352	0.117689	0.124176	0.682461	0.0369232	16	14.6	2.58199	3.86437	15.3	0.989949	16.6	0.0169181	1.83524	
24.5	31.6	28.05	5.02046	50.3	0.979435	0.987436	0.0110346	0.00543256	0.983436	0.00565715	0.987715	0.104921	0.124498	0.0429948	0.0435359	0.11471	0.0138434	0.193206	0.0954524	0.120247	0.0410103	0.0406949	0.10785	0.0175325	266.2	284.2	104.073	106.875	275.2	12.7279	291.3	0.00769794	1776.98	
18.9	14.8	16.85	2.89914	28.8	0.953831	0.917821	0.01522	0.0266911	0.935826	0.025463	0.956221	0.183125	0.461552	0.0749389	0.360498	0.322338	0.196878	0.266159	0.180078	0.140804	0.0755476	0.0683113	0.160441	0.0277703	123	76.2	62.0752	75.4465	99.6	33.0926	126.4	0.0458157	3540.47	
21.9	23.1	22.5	0.848528	34.7	0.969355	0.962821	0.0158408	0.0187743	0.966088	0.00462047	0.966588	0.324915	0.364646	0.178475	0.152181	0.34478	0.0280939	0.467104	0.306657	0.315027	0.157702	0.14364	0.310842	0.00591881	90.5	77	55.9131	41.7106	83.75	9.54594	93.3	0.00180425	145.737	
6.4	9.3	7.85	2.05061	10.1	0.740323	0.827179	0.0576768	0.0450882	0.783751	0.0614171	0.803912	0.8277	0.911037	0.169506	0.0818778	0.869368	0.0589279	0.921435	0.597129	0.851477	0.147504	0.0759362	0.724303	0.179851	7.2	9.3	2.85968	2.11082	8.25	1.48492	10	0.0370529	0.806543	
21.9	17.9	19.9	2.82843	32.4	0.970968	0.934744	0.0154774	0.027974	0.952856	0.0256143	0.961346	0.30318	0.371564	0.150747	0.23501	0.337372	0.0483548	0.428727	0.28719	0.243676	0.13762	0.155946	0.265433	0.0307689	101	69.8	75.9327	58.4386	85.4	22.0617	103.5	0.0216976	334.843	
23.6	25.1	24.35	1.06066	41.2	0.977419	0.967179	0.0121638	0.0117066	0.972299	0.00724068	0.97903	0.177381	0.19729	0.067981	0.0876388	0.187336	0.0140773	0.301871	0.171678	0.184238	0.0679182	0.0746675	0.177958	0.0088817	148.6	147.8	50.8663	56.1799	148.2	0.565685	154.4	0.0148106	972.785	
11.4	11	11.2	0.282843	13.7	0.9	0.862179	0.031019	0.0493705	0.88109	0.0267431	0.888224	0.755667	0.80476	0.174833	0.183848	0.780213	0.0347144	0.867285	0.739977	0.710101	0.183076	0.176175	0.725039	0.0211255	15.6	14.3	8.97156	9.09273	14.95	0.919239	16	0.0206814	3.03373	
3.5	5.7	4.6	1.55563	6.2	0.477823	0.675641	0.172048	0.0876516	0.576732	0.139879	0.606612	0.855357	0.911429	0.206274	0.0956657	0.883393	0.0396485	0.922262	0.547976	0.848095	0.176071	0.167058	0.698036	0.212216	3.4	5.3	1.77639	2.05751	4.35	1.3435	5.8	0.0593385	0.220375	
7	9.9	8.45	2.05061	10.6	0.784274	0.845641	0.0668944	0.0283292	0.814958	0.0433929	0.822887	0.70916	0.759141	0.250968	0.313255	0.734151	0.0353422	0.779667	0.571268	0.751942	0.2951	0.32115	0.661605	0.127755	10.3	21.1	5.63816	29.9794	15.7	7.63675	21.4	0.010676	6.38916	
17.6	17.7	17.65	0.0707107	25.8	0.94496	0.937179	0.0195483	0.027055	0.94107	0.00550143	0.954264	0.480823	0.527023	0.1386	0.16537	0.503923	0.0326681	0.649744	0.442854	0.456509	0.0821418	0.14421	0.449682	0.00965534	38.2	35.1	11.961	10.514	36.65	2.19203	40.1	0.0281407	18.6556	
20.6	25.3	22.95	3.3234	34.5	0.963306	0.970385	0.0172599	0.00638027	0.966846	0.00500502	0.971127	0.278656	0.323373	0.185482	0.208793	0.301015	0.0316198	0.424849	0.260323	0.318307	0.161442	0.2007	0.289315	0.0410003	102.7	105.4	53.0053	53.4607	104.05	1.90919	106	0.00793997	319.154	
18.9	21.5	20.2	1.83848	29.6	0.953629	0.958205	0.0197539	0.0181229	0.955917	0.00323579	0.961972	0.309625	0.347436	0.177978	0.229811	0.328531	0.0267365	0.436108	0.281801	0.322804	0.157601	0.193163	0.302302	0.028994	81.3	86	45.9107	48.0301	83.65	3.3234	88.2	0.011954	69.4172	
5.1	3.9	4.5	0.848528	5.7	0.607661	0.530769	0.164103	0.199525	0.569215	0.0543709	0.569484	0.916706	0.832381	0.114145	0.171131	0.874544	0.0596271	0.947222	0.849444	0.664444	0.146278	0.131363	0.756944	0.130815	4.7	4	2.16282	1.88562	4.35	0.494975	5.1	0.0162153	0.101313	
23.1	25.4	24.25	1.62635	39.8	0.977218	0.970641	0.00736493	0.00668773	0.973929	0.00465044	0.978795	0.150832	0.194714	0.0641363	0.117095	0.172773	0.0310291	0.246364	0.144224	0.15861	0.0553418	0.0612219	0.151417	0.0101722	175.2	163.9	63.9145	69.6123	169.55	7.99031	179.1	0.0106364	243.244	
16.7	19	17.85	1.62635	26.7	0.939516	0.942692	0.0442018	0.0203344	0.941104	0.0022459	0.950704	0.443526	0.393853	0.24265	0.254044	0.418689	0.0351243	0.519286	0.335209	0.384306	0.214726	0.250747	0.359758	0.0347162	54.9	71.4	44.725	47.5446	63.15	11.6673	72.3	0.0195893	85.0308	
21.9	29.2	25.55	5.16188	42.8	0.974395	0.982821	0.00425568	0.00297308	0.978608	0.00595762	0.982903	0.230075	0.245307	0.0880753	0.0992509	0.237691	0.0107704	0.338633	0.176372	0.234092	0.0696626	0.0895231	0.205232	0.0408137	116.4	139.1	69.5289	62.561	127.75	16.0513	145.4	0.00771807	2270.57	
11.8	18.8	15.3	4.94975	21.3	0.875	0.947051	0.0404679	0.0174121	0.911026	0.050948	0.928443	0.411555	0.192056	0.379141	0.151551	0.301805	0.155209	0.212586	0.118689	0.191601	0.100086	0.151652	0.155145	0.0515566	65.8	151.1	55.6752	97.465	108.45	60.3162	151.5	0.0282027	337.469	
26.6	29	27.8	1.69706	50	0.987097	0.980256	0.00686669	0.00748046	0.983677	0.00483687	0.988067	0.0987894	0.102836	0.0336255	0.0301538	0.100813	0.00286141	0.17259	0.0928002	0.099387	0.0335695	0.029706	0.0960936	0.00465753	300	307.2	109.342	107.234	303.6	5.09117	318.2	0.00961713	1417.69	
10.8	13.1	11.95	1.62635	15.3	0.887702	0.898846	0.022552	0.0293254	0.893274	0.00788038	0.903443	0.529876	0.547974	0.316474	0.268161	0.538925	0.0127976	0.609998	0.4522	0.536608	0.247196	0.269126	0.494404	0.0596853	30.7	31.7	24.4406	21.8635	31.2	0.707107	32.8	0.0208496	21.0412	
19.6	29.6	24.6	7.07107	41.1	0.9625	0.984615	0.0121042	0.0061929	0.973558	0.0156379	0.97946	0.121471	0.142145	0.0707051	0.101909	0.131808	0.0146191	0.191194	0.0935904	0.138198	0.0665742	0.0960951	0.115894	0.0315423	234.7	303.7	155.558	169.261	269.2	48.7904	307	0.00941264	9152.04	
17.9	21.9	19.9	2.82843	29.8	0.946976	0.959872	0.0394513	0.0146183	0.953424	0.00911884	0.95939	0.33009	0.374349	0.166588	0.169624	0.352219	0.0312957	0.486857	0.290626	0.366621	0.111457	0.16401	0.328623	0.0537364	67.9	71.1	39.0198	39.2243	69.5	2.26274	72.1	0.0108247	31.9222	
14	17.6	15.8	2.54558	20.8	0.927823	0.942436	0.0257104	0.0195225	0.935129	0.0103332	0.938928	0.685018	0.733769	0.219228	0.157269	0.709394	0.0344722	0.814372	0.573535	0.698856	0.180537	0.164234	0.636195	0.0886152	22.8	24.7	12.5238	10.2095	23.75	1.3435	26.2	0.00628337	3.71166	
13.8	18.5	16.15	3.3234	21.3	0.920968	0.947692	0.0174162	0.0157807	0.93433	0.0188971	0.94018	0.595472	0.596045	0.220837	0.261003	0.595758	0.00040519	0.643061	0.437807	0.557025	0.209615	0.245106	0.497416	0.0843001	49.1	60.6	89.674	91.7899	54.85	8.13173	62	0.00913948	28.7724	
19.8	21.8	20.8	1.41421	31.5	0.960081	0.959615	0.0172075	0.0120911	0.959848	0.000328989	0.966706	0.305614	0.360822	0.120979	0.161794	0.333218	0.0390378	0.461025	0.295242	0.329942	0.107937	0.126831	0.312592	0.0245369	82.5	80.4	63.3566	63.4599	81.45	1.48492	83.7	0.0141204	43.8841	
12.2	8.9	10.55	2.33345	13.8	0.902419	0.814103	0.0133126	0.0439444	0.858261	0.0624494	0.862793	0.846315	0.757677	0.123384	0.137421	0.801996	0.0626766	0.896012	0.800852	0.584669	0.106278	0.131285	0.692761	0.152864	13.9	11.3	3.90014	4.1379	12.6	1.83848	14.7	0.0219276	1.76917	
17.2	17.7	17.45	0.353553	23.8	0.947379	0.937436	0.0146761	0.021789	0.942407	0.00703086	0.943701	0.388546	0.43144	0.190468	0.219177	0.409993	0.0303307	0.514904	0.378453	0.389025	0.185397	0.19147	0.383739	0.00747598	56.7	54.1	32.0903	31.9564	55.4	1.83848	57.7	0.00393186	72.648	
19	18.3	18.65	0.494975	27.5	0.954032	0.935769	0.0220406	0.0288672	0.944901	0.0129139	0.954225	0.331395	0.376755	0.169887	0.240157	0.354075	0.0320741	0.471975	0.328256	0.322367	0.166374	0.190441	0.325311	0.00416437	71.5	66.3	35.8988	37.3662	68.9	3.67696	72.1	0.0214647	121.429	
16.7	10.2	13.45	4.59619	19.6	0.945161	0.876538	0.0115153	0.0397874	0.91085	0.0485237	0.919484	0.438529	0.63667	0.239538	0.288646	0.5376	0.140107	0.497141	0.427199	0.270674	0.2264	0.175979	0.348937	0.11068	47.5	20.6	23.7218	14.6606	34.05	19.0212	48.1	0.0269	111.875	
8	4.6	6.3	2.40416	8.3	0.822984	0.566538	0.0432599	0.153476	0.694761	0.181334	0.72097	0.92359	0.8025	0.127358	0.093628	0.863045	0.0856234	0.925408	0.889531	0.514988	0.130276	0.115964	0.702259	0.264842	7.9	4.8	2.28279	1.31656	6.35	2.19203	8.2	0.107126	1.46414	
6.3	5.5	5.9	0.565685	7.2	0.704032	0.667821	0.123721	0.137606	0.685926	0.0256056	0.686307	0.82881	0.810714	0.131785	0.153571	0.819762	0.0127953	0.862063	0.766865	0.674603	0.140537	0.178564	0.720734	0.065239	7	6.1	3.09121	2.37814	6.55	0.636396	7.6	0.00710204	0.14457	
18.4	17.3	17.85	0.777817	25.5	0.955242	0.935385	0.0141863	0.0135167	0.945313	0.0140412	0.948787	0.429978	0.431941	0.223018	0.222589	0.43096	0.00138837	0.573533	0.42219	0.386897	0.219954	0.185765	0.404543	0.024956	63.3	61.4	49.0511	51.2666	62.35	1.3435	64.6	0.00965279	59.5114	
21.6	17.2	19.4	3.11127	31.9	0.970968	0.934615	0.00951362	0.0209271	0.952792	0.025705	0.962559	0.206235	0.266717	0.0723793	0.169222	0.236476	0.0427673	0.290281	0.198011	0.155971	0.0644089	0.0536224	0.176991	0.0297264	116.6	85.8	43.1874	52.3552	101.2	21.7789	119.8	0.024274	332.391	
22.7	24.6	23.65	1.3435	37.8	0.974395	0.965641	0.0132053	0.0182794	0.970018	0.00619011	0.973748	0.210272	0.178276	0.163177	0.0736765	0.194274	0.0226244	0.245245	0.147551	0.160177	0.0523555	0.0584906	0.153864	0.00892776	159.7	165.6	95.2039	86.0158	162.65	4.17193	175.9	0.00863748	196.489	
17.9	12.3	15.1	3.9598	20.6	0.953427	0.892051	0.0137547	0.0302291	0.922739	0.0433995	0.926721	0.603837	0.73068	0.129675	0.175387	0.667258	0.0896918	0.678357	0.587467	0.407208	0.112204	0.0997838	0.497338	0.127463	29.9	16.8	7.88036	5.09466	23.35	9.2631	30.5	0.0160088	14.4488	
9.8	11.9	10.85	1.48492	14	0.852621	0.882949	0.063261	0.0584519	0.867785	0.021445	0.879225	0.679624	0.754722	0.167257	0.163354	0.717173	0.0531024	0.824786	0.584155	0.714028	0.122708	0.185692	0.649092	0.0918342	14.2	15.2	4.61399	3.79473	14.7	0.707107	16.3	0.0218074	4.26865	
16	20.5	18.25	3.18198	25	0.944153	0.956538	0.0154731	0.0158229	0.950346	0.00875768	0.955751	0.513886	0.54163	0.221381	0.217723	0.527758	0.0196184	0.622354	0.414763	0.515266	0.172153	0.198817	0.465014	0.0710664	49.6	55.9	62.5623	62.7348	52.75	4.45477	57.3	0.00976696	41.386	
15.2	17.5	16.35	1.62635	23.3	0.934073	0.939744	0.0265954	0.0192355	0.936908	0.00401001	0.945383	0.372456	0.4303	0.216939	0.232731	0.401378	0.0409018	0.51121	0.352457	0.398395	0.212786	0.217919	0.375426	0.0324831	50.7	51.2	25.3336	27.1449	50.95	0.353553	53.9	0.0170707	30.9457	
9	13.2	11.1	2.96985	14.4	0.852823	0.91	0.0436052	0.0238537	0.881411	0.0404305	0.890493	0.598122	0.751708	0.265196	0.299331	0.674915	0.108602	0.782037	0.496531	0.727664	0.234312	0.29126	0.612097	0.163436	44.5	46.9	97.4397	97.6621	45.7	1.69706	47.5	0.0129541	134.096	
9.8	13.6	11.7	2.68701	15.3	0.881048	0.897692	0.0262011	0.0324381	0.88937	0.011769	0.904695	0.599387	0.615529	0.29147	0.237379	0.607458	0.0114138	0.670505	0.438758	0.588582	0.208711	0.224797	0.51367	0.105942	22.2	27	18.8373	19.8942	24.6	3.39411	28	0.0312309	24.6701	
