K_1	K_2	mean_K	sd_K	tot_K	H_1	H_2	Hsd_1	Hsd_2	mean_H	sd_H	tot_H	GW_1	GW_2	GWsd_1	GWsd_2	mean_GW	sd_GW	tot_GW	NGW_1	NGW_2	NGWsd_1	NGWsd_2	mean_NGW	sd_NGW	R_1	R_2	Rsd_1	Rsd_2	mean_R	sd_R	tot_R	FST_2_1	DMUSQ_2_1	
11.1	8.6	9.85	1.76777	12.5	0.88004	0.816795	0.0392124	0.0409965	0.848418	0.0447213	0.860798	0.770482	0.81665	0.15803	0.13723	0.793566	0.0326457	0.830422	0.741585	0.578453	0.132882	0.136294	0.660019	0.115352	13.9	9.9	3.5103	2.99815	11.9	2.82843	14.3	0.0364293	0.540805	
18.4	22.5	20.45	2.89914	32.3	0.958468	0.961026	0.0133126	0.0128376	0.959747	0.00180871	0.968349	0.291522	0.253049	0.266074	0.176649	0.272285	0.0272043	0.359478	0.21742	0.247002	0.201728	0.17284	0.232211	0.0209181	144.7	157.5	148.685	142.914	151.1	9.05097	158.6	0.0172873	399.821	
22.6	31.7	27.15	6.43467	46.7	0.973185	0.986538	0.0101499	0.00909062	0.979862	0.00944198	0.983881	0.0788125	0.0888823	0.0364385	0.0421302	0.0838474	0.00712039	0.129169	0.0637951	0.087875	0.0322003	0.0397094	0.0758351	0.017027	329.1	411.6	117.395	154.035	370.35	58.3363	413.3	0.00658674	2975.5	
7.2	5.1	6.15	1.48492	7.6	0.770363	0.682821	0.0942752	0.101262	0.726592	0.0619018	0.733607	0.881389	0.861548	0.0840203	0.14658	0.871468	0.0140299	0.896389	0.849722	0.622778	0.107323	0.196413	0.73625	0.160474	7.3	5.1	2.16282	1.66333	6.2	1.55563	7.6	0.0321871	0.595074	
22.5	27.3	24.9	3.39411	41.9	0.972984	0.976026	0.010112	0.0108962	0.974505	0.00215086	0.980399	0.16411	0.19954	0.0737961	0.0821788	0.181825	0.025053	0.279149	0.150059	0.180374	0.0636764	0.079048	0.165217	0.0214366	162.3	170.8	71.6582	113.539	166.55	6.01041	185.2	0.0115841	1546.07	
19.1	19.2	19.15	0.0707107	27.9	0.955444	0.946923	0.0186351	0.0225583	0.951183	0.00602488	0.956925	0.309421	0.389548	0.21389	0.259059	0.349485	0.056658	0.43208	0.306006	0.307787	0.212847	0.217151	0.306897	0.00125903	93.2	81.4	56.7936	61.8514	87.3	8.34386	94.5	0.0129135	259.752	
4.8	8.8	6.8	2.82843	9.5	0.6625	0.821154	0.124541	0.0416584	0.741827	0.112185	0.77011	0.861255	0.767319	0.192889	0.183282	0.814287	0.0664232	0.805037	0.40754	0.754731	0.134713	0.183722	0.581136	0.245502	5.3	11.2	3.653	3.85285	8.25	4.17193	11.4	0.048619	1.02584	
10.5	12.1	11.3	1.13137	14.7	0.879839	0.864615	0.0392694	0.0683392	0.872227	0.0107645	0.885368	0.473301	0.565953	0.275544	0.283757	0.519627	0.0655149	0.554091	0.414292	0.453451	0.244377	0.236433	0.433872	0.0276893	31.6	30	23.3723	24.1385	30.8	1.13137	34.1	0.0311091	37.9385	
8.2	4.4	6.3	2.68701	8.2	0.826411	0.595641	0.030286	0.178819	0.711026	0.163179	0.730673	0.861975	0.946667	0.157909	0.116746	0.904321	0.059886	0.861975	0.861975	0.49255	0.157909	0.222282	0.677262	0.261223	9.1	3.7	3.81372	0.948683	6.4	3.81838	9.1	0.0858846	1.33228	
12.5	10.2	11.35	1.62635	16.6	0.9125	0.857949	0.0223134	0.0498584	0.885224	0.0385736	0.90579	0.434958	0.392916	0.171241	0.192449	0.413937	0.0297284	0.539698	0.400146	0.331888	0.135421	0.131692	0.366017	0.0482658	33.5	32.1	19.3348	20.1905	32.8	0.989949	35.1	0.0508848	76.1177	
22.9	19.3	21.1	2.54558	37.8	0.975806	0.945769	0.0114049	0.0176517	0.960788	0.0212395	0.973279	0.225962	0.302438	0.0928737	0.178988	0.2642	0.0540773	0.330512	0.200562	0.17013	0.0666802	0.0712274	0.185346	0.0215193	117.7	87	54.9344	57.3643	102.35	21.7082	126.3	0.0287307	901.293	
13.7	10.6	12.15	2.19203	17	0.920968	0.844231	0.0297496	0.0696968	0.882599	0.0542612	0.89597	0.528173	0.507165	0.191162	0.228697	0.517669	0.0148555	0.628093	0.505377	0.39321	0.181721	0.151182	0.449294	0.0793142	29.4	24.2	14.4929	12.4347	26.8	3.67696	30.4	0.0388066	45.0477	
21	24.2	22.6	2.26274	38.4	0.969355	0.968462	0.00859585	0.00738216	0.968908	0.000631659	0.975196	0.17594	0.19946	0.0610314	0.0590564	0.1877	0.016631	0.30415	0.167127	0.191768	0.0508005	0.0582531	0.179448	0.0174241	130.6	130.3	40.8009	40.4476	130.45	0.212132	135.4	0.0128955	434.641	
16.4	22.2	19.3	4.10122	29.2	0.923387	0.95359	0.0406461	0.0218058	0.938488	0.0213565	0.947848	0.170331	0.210073	0.0955064	0.128368	0.190202	0.028102	0.253959	0.141149	0.200405	0.0751996	0.120582	0.170777	0.0419001	133.6	146.8	85.3414	85.3292	140.2	9.33381	150	0.0159546	82.6922	
16.4	13.9	15.15	1.76777	20.8	0.945565	0.906154	0.0172127	0.027681	0.925859	0.0278676	0.93259	0.462927	0.401664	0.286048	0.276917	0.432295	0.0433193	0.540285	0.439597	0.373612	0.268658	0.246604	0.406605	0.0466582	56.1	55.2	43.9835	43.3636	55.65	0.636396	57.7	0.0190513	89.6003	
21.4	22.8	22.1	0.989949	36.9	0.964113	0.962564	0.020991	0.0126166	0.963339	0.00109517	0.9732	0.253321	0.246871	0.15956	0.133902	0.250096	0.00456061	0.370562	0.215296	0.234978	0.109969	0.132684	0.225137	0.0139172	116	120.7	70.2298	72.9125	118.35	3.3234	126.5	0.0202107	2226.99	
16.7	28.7	22.7	8.48528	41.4	0.941734	0.979103	0.023405	0.0110295	0.960418	0.0264237	0.978521	0.475345	0.162287	0.272239	0.109239	0.318816	0.221365	0.225032	0.0874031	0.158537	0.0511514	0.106589	0.12297	0.0502994	78.7	342.4	120.63	374.347	210.55	186.464	345.4	0.0320635	110280	
21.9	25.2	23.55	2.33345	39.3	0.968145	0.970897	0.00986783	0.00930506	0.969521	0.00194615	0.976565	0.214924	0.245097	0.105801	0.106578	0.230011	0.0213354	0.35682	0.205166	0.230127	0.102555	0.104226	0.217647	0.0176497	123.3	122	54.3263	56.2435	122.65	0.919239	130	0.0139829	169.333	
12.6	11.2	11.9	0.989949	15.8	0.908065	0.883205	0.0295118	0.0172265	0.895635	0.0175782	0.9018	0.606999	0.554569	0.28774	0.225355	0.580784	0.0370741	0.666771	0.547	0.496951	0.229486	0.223015	0.521976	0.0353901	25.7	24	15.5852	14.8474	24.85	1.20208	27	0.0166569	9.8271	
3.9	31.3	17.6	19.3747	33.6	0.623185	0.984872	0.0597132	0.0077585	0.804029	0.255751	0.91072	0.819307	0.103957	0.17465	0.0282293	0.461632	0.505829	0.111811	0.0131751	0.103957	0.00559239	0.0282293	0.0585659	0.0641923	4.1	330.9	2.42441	139.081	167.5	231.082	330.9	0.172386	2319.57	
17.3	19.4	18.35	1.48492	25.8	0.945161	0.952179	0.0130591	0.00856942	0.94867	0.00496261	0.951878	0.289821	0.323647	0.11275	0.137023	0.306734	0.0239182	0.409996	0.276349	0.315162	0.0986558	0.131917	0.295756	0.0274448	68	68.5	27.3821	26.9042	68.25	0.353553	70.1	0.00587031	81.847	
22.1	27.2	24.65	3.60624	40.1	0.972379	0.976026	0.0116421	0.0102573	0.974202	0.00257854	0.977465	0.0768743	0.0968362	0.0338287	0.039986	0.0868552	0.0141152	0.138337	0.0760032	0.0933127	0.0329402	0.0376118	0.084658	0.0122396	351.9	346.7	191.19	194.339	349.3	3.67696	354.9	0.00621983	2421.35	
17.7	24.8	21.25	5.02046	33.1	0.948387	0.97	0.016274	0.00934716	0.959194	0.0152826	0.964202	0.11323	0.122484	0.0611186	0.0628051	0.117857	0.00654334	0.164397	0.0879786	0.121822	0.0510459	0.0629377	0.1049	0.0239309	215.6	256.1	141.93	135.722	235.85	28.6378	258.1	0.0077842	288.769	
19.1	17.4	18.25	1.20208	26.3	0.955847	0.93141	0.0234436	0.0253491	0.943629	0.0172792	0.951839	0.417114	0.525769	0.226636	0.27529	0.471442	0.0768308	0.5382	0.397826	0.370815	0.209642	0.200747	0.38432	0.0191002	74.4	58.2	63.8978	61.4524	66.3	11.4551	76.2	0.0199532	217.221	
10.2	17.7	13.95	5.3033	20.5	0.865323	0.938077	0.0411299	0.0222226	0.9017	0.0514451	0.926095	0.554111	0.254019	0.357966	0.202125	0.404065	0.212197	0.286763	0.152164	0.247343	0.148189	0.184168	0.199754	0.0673023	46.8	93.5	54.8063	39.5285	70.15	33.0219	94	0.0427081	458.009	
19.2	18.1	18.65	0.777817	25.8	0.959073	0.941538	0.016681	0.0133262	0.950306	0.0123985	0.95493	0.509277	0.584941	0.152038	0.213148	0.547109	0.0535024	0.652101	0.488467	0.470761	0.134632	0.170108	0.479614	0.0125201	40.5	34.3	15.4937	15.1	37.4	4.38406	41.8	0.011696	8.68596	
24.1	18.6	21.35	3.88909	35.8	0.98004	0.947051	0.00633648	0.0172435	0.963546	0.0233268	0.971362	0.216705	0.285585	0.106527	0.209418	0.251145	0.0487055	0.311417	0.211645	0.174644	0.102146	0.125056	0.193145	0.026164	128.5	89.8	44.9772	41.7154	109.15	27.365	130.5	0.0197458	2462.65	
23.2	24.7	23.95	1.06066	37.2	0.975403	0.971923	0.00592008	0.00899367	0.973663	0.00246084	0.976017	0.337814	0.396622	0.0702607	0.0987224	0.367218	0.0415837	0.501875	0.31522	0.334256	0.0522477	0.0603234	0.324738	0.0134603	70.8	65.6	18.5939	22.2321	68.2	3.67696	74.8	0.00520956	36.2149	
20.9	24.7	22.8	2.68701	38	0.965121	0.968974	0.0167351	0.00439153	0.967048	0.00272476	0.976682	0.196543	0.198859	0.0848537	0.0791566	0.197701	0.00163723	0.29505	0.16475	0.190716	0.073983	0.0704328	0.177733	0.0183609	123.2	143.8	50.3737	61.1752	133.5	14.5664	147.3	0.0190651	2578.06	
24.2	24.1	24.15	0.0707107	43.3	0.979032	0.966538	0.00784882	0.0178922	0.972785	0.00883445	0.980986	0.199523	0.236625	0.119023	0.137956	0.218074	0.026235	0.338042	0.185637	0.189688	0.0979275	0.129086	0.187663	0.00286466	158	135.9	78.6723	77.5234	146.95	15.6271	163.3	0.0179832	1918.44	
5.1	6.8	5.95	1.20208	7.3	0.669355	0.762051	0.167372	0.0688159	0.715703	0.0655463	0.734742	0.846176	0.87774	0.218747	0.160353	0.861958	0.0223186	0.892094	0.63488	0.834883	0.158714	0.137227	0.734881	0.141424	5.8	7.4	3.88158	4.16867	6.6	1.13137	7.7	0.0366637	0.671625	
19.6	19.8	19.7	0.141421	28.5	0.962097	0.947564	0.0124573	0.0215501	0.95483	0.0102762	0.958333	0.380585	0.414069	0.17303	0.217686	0.397327	0.0236767	0.518463	0.363879	0.375456	0.158393	0.194468	0.369668	0.0081866	64.4	61.9	40.6508	39.0795	63.15	1.76777	66	0.00898883	139.955	
16	10.3	13.15	4.03051	18.9	0.944153	0.850128	0.0185769	0.0495596	0.897141	0.0664857	0.91205	0.477225	0.452783	0.123647	0.205563	0.465004	0.0172828	0.556715	0.472731	0.313905	0.116853	0.122595	0.393318	0.112307	35.3	27.4	13.3504	14.8039	31.35	5.58614	35.5	0.0434435	30.8218	
15.1	11.5	13.3	2.54558	18.6	0.937097	0.879744	0.0136344	0.0282814	0.90842	0.0405548	0.923396	0.634954	0.765791	0.152638	0.183393	0.700373	0.092516	0.751871	0.612094	0.471961	0.142106	0.130614	0.542027	0.0990885	24.6	15	10.222	4.96655	19.8	6.78823	25.4	0.0387101	17.339	
17.4	21.7	19.55	3.04056	29.6	0.95121	0.954872	0.0180278	0.0178036	0.953041	0.00258951	0.960446	0.317929	0.349873	0.1398	0.151174	0.333901	0.0225877	0.404872	0.236079	0.301926	0.078569	0.117161	0.269003	0.046561	64.4	73.6	34.3356	36.6218	69	6.50538	81.3	0.0148504	175.671	
21	14.8	17.9	4.38406	26.5	0.963105	0.916795	0.0163253	0.0333194	0.93995	0.0327461	0.944875	0.21085	0.176092	0.0646593	0.068626	0.193471	0.024578	0.261162	0.209497	0.14805	0.0659699	0.0544429	0.178773	0.0434498	106.8	92.1	32.6932	30.3771	99.45	10.3945	108	0.0158741	80.0293	
18.7	24.2	21.45	3.88909	31.8	0.959879	0.967308	0.00938216	0.0124042	0.963593	0.00525286	0.967997	0.39387	0.431017	0.225595	0.225154	0.412444	0.0262667	0.485645	0.293435	0.37598	0.144387	0.17646	0.334708	0.0583684	64.3	71.4	36.7637	35.7311	67.85	5.02046	76.8	0.00817478	122.378	
20.4	20.2	20.3	0.141421	30.6	0.965323	0.951282	0.0150213	0.020743	0.958302	0.00992815	0.961228	0.320497	0.314132	0.15418	0.176367	0.317315	0.00450089	0.373022	0.257676	0.25318	0.0949474	0.0970211	0.255428	0.00317889	79.2	79.2	44.5366	41.3032	79.2	0	89.1	0.00771579	162.591	
12.3	14.1	13.2	1.27279	18.4	0.90746	0.910128	0.0205265	0.0385443	0.908794	0.00188693	0.927269	0.468708	0.41674	0.337367	0.296809	0.442724	0.036747	0.501151	0.364997	0.369438	0.29582	0.238217	0.367218	0.00314016	54.8	61.8	55.8904	53.7294	58.3	4.94975	63.8	0.0386958	87.362	
20.9	21.8	21.35	0.636396	32.4	0.967944	0.954615	0.0101676	0.0153037	0.961279	0.00942443	0.967958	0.213633	0.230062	0.189345	0.197084	0.221847	0.0116172	0.299244	0.193856	0.218794	0.137398	0.200512	0.206325	0.017634	146.4	137.7	86.0532	81.3006	142.05	6.15183	148.8	0.0152316	137.65	
24.9	28.2	26.55	2.33345	45.1	0.980645	0.980641	0.0131418	0.00542078	0.980643	2.92431e-06	0.984429	0.152002	0.169534	0.0424696	0.051907	0.160768	0.0123968	0.25982	0.142667	0.163122	0.039365	0.0457264	0.152894	0.0144637	173.6	177.7	51.5347	48.4517	175.65	2.89914	183.2	0.0076503	1150.05	
22.4	24.7	23.55	1.62635	37.9	0.971573	0.968974	0.0106874	0.00588442	0.970273	0.00183722	0.974374	0.251089	0.267012	0.116356	0.114564	0.25905	0.0112593	0.391191	0.230378	0.25901	0.0978875	0.113372	0.244694	0.0202457	119.6	120.5	85.3674	79.5253	120.05	0.636396	125.1	0.00867022	161.477	
18.5	26.4	22.45	5.58614	36.6	0.952823	0.975256	0.0166309	0.00792732	0.964039	0.0158631	0.974648	0.22296	0.162305	0.166575	0.0718837	0.192632	0.0428896	0.213766	0.108417	0.156386	0.05037	0.0681864	0.132401	0.0339196	145.2	189.1	103.357	71.9745	167.15	31.042	195.7	0.0189277	847.088	
16.3	21.5	18.9	3.67696	27.5	0.939516	0.958974	0.025784	0.013296	0.949245	0.013759	0.955908	0.361223	0.352828	0.299859	0.273915	0.357025	0.00593639	0.42055	0.257519	0.352769	0.191501	0.273981	0.305144	0.0673524	114.4	130.4	112.689	121.385	122.4	11.3137	130.7	0.0115282	1017.47	
21.5	23.2	22.35	1.20208	34.9	0.970161	0.964872	0.0104026	0.0103486	0.967517	0.00374024	0.970305	0.244176	0.272504	0.0975992	0.095654	0.25834	0.0200306	0.380436	0.239179	0.25586	0.0939425	0.0975199	0.24752	0.0117949	98.8	93	37.2732	31.5876	95.9	4.10122	100.6	0.00634085	68.1252	
21.1	23.6	22.35	1.76777	34.9	0.96875	0.964103	0.0134828	0.0199257	0.966426	0.00328623	0.969484	0.207574	0.242459	0.127363	0.133339	0.225016	0.0246676	0.306608	0.191738	0.211238	0.126955	0.12712	0.201488	0.0137889	126.7	121.1	55.1363	58.4512	123.9	3.9598	136.8	0.00682088	621.477	
14.6	16.3	15.45	1.20208	21.2	0.931048	0.928462	0.0151709	0.0169739	0.929755	0.00182918	0.935485	0.420693	0.453968	0.228716	0.214124	0.437331	0.0235286	0.554806	0.399858	0.421167	0.207436	0.184293	0.410512	0.0150678	55.2	54.9	50.0684	50.2272	55.05	0.212132	56.4	0.012469	8.67247	
8.1	10.6	9.35	1.76777	12	0.815121	0.869231	0.0612485	0.049136	0.842176	0.0382614	0.855673	0.710448	0.80895	0.14727	0.152979	0.759699	0.0696512	0.841413	0.588649	0.745427	0.174003	0.107027	0.667038	0.110859	11	12.5	4.39697	4.06202	11.75	1.06066	13.4	0.0239914	0.423793	
4.9	4	4.45	0.636396	5.1	0.607661	0.551154	0.15495	0.169165	0.579408	0.0399568	0.601056	0.82877	0.832024	0.146318	0.180383	0.830397	0.0023009	0.85377	0.81377	0.671151	0.162126	0.203301	0.74246	0.100847	5	4	1.63299	1.82574	4.5	0.707107	5.1	0.0793757	0.567727	
26.6	29.4	28	1.9799	50.3	0.986895	0.981923	0.00602969	0.00507271	0.984409	0.00351579	0.987246	0.135852	0.146734	0.0623107	0.0585692	0.141293	0.00769432	0.236054	0.125294	0.138611	0.0551347	0.0603613	0.131953	0.00941673	263.1	253.3	184.68	168.356	258.2	6.92965	274.2	0.00629232	559.928	
20.9	22.2	21.55	0.919239	37.5	0.96754	0.959359	0.00857744	0.0131309	0.96345	0.00578509	0.973239	0.213721	0.237652	0.144482	0.17978	0.225686	0.0169215	0.304922	0.178032	0.180729	0.11029	0.103455	0.179381	0.00190721	143.7	147.5	98.9153	105.11	145.6	2.68701	162.7	0.0208269	4696.04	
18.4	21.9	20.15	2.47487	31	0.95746	0.96	0.0114228	0.0118708	0.95873	0.00179628	0.965806	0.272095	0.303505	0.116085	0.152864	0.2878	0.0222097	0.360361	0.21714	0.260091	0.0898552	0.107365	0.238615	0.030371	81.9	90.4	44.8614	46.6624	86.15	6.01041	98.9	0.0142285	55.3477	
20.2	22	21.1	1.27279	35.1	0.961492	0.956538	0.0179688	0.01476	0.959015	0.00350264	0.97097	0.219582	0.247747	0.104301	0.135227	0.233665	0.0199155	0.34882	0.206277	0.216698	0.109092	0.0939326	0.211488	0.00736905	105	108.1	36.1171	48.2504	106.55	2.19203	115.7	0.0248563	1001.02	
11.1	17.4	14.25	4.45477	19.4	0.892137	0.937051	0.0414956	0.0228658	0.914594	0.0317591	0.927308	0.763546	0.682995	0.178888	0.129303	0.723271	0.0569586	0.736748	0.436425	0.655531	0.166264	0.114921	0.545978	0.154932	14.8	25.3	7.49518	7.51369	20.05	7.42462	26.1	0.0216161	5.08165	
19.8	24.4	22.1	3.25269	33.6	0.961089	0.968846	0.0119484	0.0137026	0.964967	0.00548534	0.97097	0.159798	0.202361	0.130495	0.146084	0.181079	0.0300966	0.260542	0.156482	0.187573	0.126393	0.138429	0.172027	0.021985	211.7	203.9	152.623	153.852	207.8	5.51543	213.7	0.0113688	1273.77	
7.8	11.4	9.6	2.54558	12.4	0.795161	0.881026	0.104689	0.0432102	0.838093	0.0607153	0.853286	0.749717	0.76096	0.179864	0.295377	0.755339	0.00795025	0.792556	0.516688	0.750685	0.231261	0.290597	0.633687	0.165461	10.3	18.4	4.80856	13.2262	14.35	5.72756	18.7	0.0237865	6.18137	
18.1	22.9	20.5	3.39411	36.2	0.949597	0.961795	0.0197082	0.0137392	0.955696	0.00862536	0.972966	0.339336	0.250032	0.202762	0.128886	0.294684	0.0631472	0.323664	0.160284	0.207767	0.0609784	0.0912458	0.184026	0.0335758	70.2	115.8	42.3315	63.1819	93	32.2441	130.1	0.0334453	1270.8	
10.7	6.5	8.6	2.96985	11.6	0.888306	0.753077	0.0305791	0.0955512	0.820692	0.0956217	0.833607	0.759564	0.750841	0.112505	0.199094	0.755202	0.00616827	0.787809	0.726728	0.450359	0.118043	0.137608	0.588544	0.195422	13.5	8.3	4.14327	3.86005	10.9	3.67696	14.2	0.048258	3.18573	
18.4	16.9	17.65	1.06066	27.2	0.953024	0.923077	0.0108385	0.0218325	0.938051	0.0211759	0.953873	0.438659	0.467504	0.1444	0.136085	0.453082	0.0203962	0.605331	0.414743	0.375939	0.12328	0.0968543	0.395341	0.0274387	43.8	37.9	10.6019	12.0134	40.85	4.17193	45.9	0.0360457	89.5989	
16.3	21	18.65	3.3234	27.1	0.932661	0.954359	0.0331856	0.0154107	0.94351	0.0153426	0.952582	0.479347	0.565441	0.132405	0.157059	0.522394	0.0608779	0.703321	0.42836	0.55538	0.116665	0.160969	0.49187	0.0898167	38.2	40.7	23.2561	20.0558	39.45	1.76777	42.2	0.0162849	18.8867	
9.3	12.9	11.1	2.54558	14.4	0.855242	0.886282	0.083278	0.0377815	0.870762	0.0219487	0.876604	0.521024	0.490887	0.325265	0.310064	0.505956	0.0213105	0.52482	0.331346	0.47571	0.213119	0.298338	0.403528	0.10208	48.1	56.2	69.294	66.5496	52.15	5.72756	56.8	0.0092249	176.84	
16.5	20.4	18.45	2.75772	30.4	0.939516	0.947949	0.0181576	0.0177049	0.943732	0.00596274	0.961933	0.284354	0.27207	0.232523	0.223478	0.278212	0.00868623	0.382115	0.221059	0.261021	0.194131	0.211046	0.24104	0.0282572	105	132.9	84.9954	94.7564	118.95	19.7283	135.1	0.0361184	4207.43	
16.8	13.2	15	2.54558	20.5	0.947782	0.902821	0.0110203	0.028901	0.925301	0.0317928	0.930947	0.403661	0.437832	0.192842	0.297065	0.420747	0.0241621	0.470715	0.398887	0.302066	0.192601	0.133123	0.350477	0.0684624	55.8	50.1	40.9004	44.5856	52.95	4.03051	56.4	0.0174667	58.5038	
26.3	30	28.15	2.6163	49.7	0.9875	0.983205	0.00510045	0.00657759	0.985353	0.00303693	0.98795	0.0681693	0.0851136	0.0162491	0.0309385	0.0766415	0.0119814	0.127549	0.066925	0.0774581	0.015319	0.0233803	0.0721915	0.00744803	404	386.6	91.5047	109.371	395.3	12.3037	410.6	0.00572948	1585.28	
8.7	12.2	10.45	2.47487	13.2	0.824597	0.889615	0.0805275	0.0137611	0.857106	0.0459751	0.86561	0.398433	0.49972	0.330863	0.405792	0.449077	0.0716209	0.524095	0.339558	0.489739	0.276847	0.401559	0.414648	0.106194	69.3	71.1	86.8652	88.3559	70.2	1.27279	71.7	0.0109869	12.8	
14.9	20.3	17.6	3.81838	25.2	0.929234	0.951923	0.0271899	0.0127527	0.940578	0.0160437	0.948122	0.268764	0.292195	0.197645	0.184103	0.280479	0.0165687	0.349803	0.216954	0.288687	0.155084	0.183833	0.252821	0.0507229	88.5	95.7	58.561	52.36	92.1	5.09117	97.7	0.0130713	58.1677	
21.7	24.4	23.05	1.90919	35.4	0.967339	0.968974	0.0134341	0.0102528	0.968157	0.00115658	0.971009	0.214337	0.267023	0.101227	0.138709	0.24068	0.0372541	0.339482	0.209132	0.23933	0.0992877	0.112811	0.224231	0.0213537	130.5	124.1	85.3532	81.8392	127.3	4.52548	132.5	0.00565864	51.6232	
12.3	7.7	10	3.25269	13	0.901613	0.785769	0.0361382	0.0562041	0.843691	0.0819138	0.8518	0.722828	0.840714	0.172249	0.109112	0.781771	0.0833584	0.753522	0.722828	0.455178	0.172249	0.155203	0.589003	0.189257	17.3	8.4	6.73383	3.06232	12.85	6.29325	17.3	0.0339424	3.26066	
22.7	22.2	22.45	0.353553	39.8	0.973589	0.960769	0.0154555	0.0125498	0.967179	0.00906474	0.978247	0.134831	0.15683	0.0344717	0.0909518	0.145831	0.0155552	0.216404	0.122032	0.123158	0.0347449	0.0514457	0.122595	0.000796191	178.3	164.7	60.2385	58.3058	171.5	9.61665	197.6	0.0238025	1822.49	
16	14.3	15.15	1.20208	26.8	0.931653	0.907308	0.0307741	0.0364129	0.91948	0.0172149	0.951839	0.330621	0.286137	0.161801	0.183452	0.308379	0.0314551	0.439344	0.256533	0.250587	0.0885982	0.162305	0.25356	0.00420392	60.9	64.5	37.7873	36.4242	62.7	2.54558	71.5	0.0683864	2214.88	
19.6	24.2	21.9	3.25269	32.8	0.959274	0.966282	0.01447	0.0142514	0.962778	0.0049553	0.968075	0.331745	0.382287	0.155238	0.148271	0.357016	0.0357386	0.506869	0.314546	0.371956	0.14396	0.143416	0.343251	0.0405946	72.3	74	35.1759	36.1202	73.15	1.20208	75.4	0.0100496	48.5013	
12.4	17.2	14.8	3.39411	19.7	0.908266	0.938077	0.0243285	0.0257409	0.923172	0.0210794	0.932746	0.555665	0.631471	0.287214	0.30093	0.593568	0.0536028	0.695815	0.454313	0.604552	0.254269	0.281918	0.529432	0.106235	57.9	62	106.296	106.501	59.95	2.89914	62.7	0.0167111	21.5793	
19.7	22	20.85	1.62635	31.8	0.959274	0.959615	0.0152007	0.020183	0.959445	0.000241259	0.965219	0.276356	0.279871	0.189778	0.146267	0.278114	0.00248496	0.384908	0.243163	0.270244	0.143315	0.143501	0.256703	0.0191494	103.7	102.7	67.2872	60.8825	103.2	0.707107	107.6	0.0118354	163.248	
25.6	29.1	27.35	2.47487	51.6	0.983468	0.981538	0.011476	0.00779138	0.982503	0.00136421	0.988928	0.0849844	0.102742	0.0321366	0.0384579	0.0938632	0.0125565	0.147417	0.071826	0.0851333	0.0209824	0.0355459	0.0784796	0.00940967	352.7	327.8	163.054	146.062	340.25	17.607	394.6	0.0131096	25719.3	
19.9	25.6	22.75	4.03051	36.5	0.958669	0.966795	0.0199643	0.021217	0.962732	0.00574561	0.969092	0.177068	0.223232	0.181192	0.14273	0.20015	0.0326431	0.257511	0.146619	0.186522	0.108745	0.128847	0.16657	0.0282156	181.2	168.4	99.5086	105.518	174.8	9.05097	190.2	0.0120756	525.685	
17.1	16.6	16.85	0.353553	26.8	0.947984	0.924103	0.0199088	0.0288884	0.936043	0.0168866	0.953326	0.242514	0.300908	0.166272	0.218881	0.271711	0.0412906	0.352908	0.229945	0.224244	0.155688	0.152458	0.227094	0.00403173	98.4	92.5	55.8673	62.5038	95.45	4.17193	102.5	0.0383116	1158.65	
8.9	10.2	9.55	0.919239	12.2	0.845161	0.860641	0.03768	0.0222801	0.852901	0.0109458	0.872496	0.632788	0.707536	0.230838	0.248633	0.670162	0.0528546	0.752015	0.578769	0.645776	0.219756	0.235314	0.612272	0.0473812	17.1	17.1	12.8361	12.2334	17.1	0	18.6	0.041926	11.4439	
17.9	24.4	21.15	4.59619	33.2	0.950605	0.965897	0.0212572	0.0160834	0.958251	0.0108135	0.965532	0.122353	0.143622	0.0607434	0.0664021	0.132987	0.0150392	0.196844	0.106765	0.143076	0.0541268	0.0666442	0.124921	0.0256762	178.3	201	88.5125	87.2608	189.65	16.0513	202.3	0.0131638	904.929	
19.9	21.2	20.55	0.919239	32.1	0.959879	0.951538	0.0144591	0.0123828	0.955709	0.00589767	0.965962	0.180135	0.273204	0.0593395	0.19253	0.226669	0.0658094	0.285759	0.175386	0.190763	0.0567459	0.077125	0.183075	0.0108727	123	108	47.2346	60.7746	115.5	10.6066	126.1	0.0219391	444.45	
22.9	26.8	24.85	2.75772	45.8	0.974194	0.976154	0.00875205	0.0105062	0.975174	0.00138614	0.983803	0.131626	0.170572	0.040347	0.0758343	0.151099	0.0275391	0.241472	0.120929	0.14177	0.0365729	0.0495409	0.131349	0.0147373	192.7	178.4	80.4239	59.0804	185.55	10.1116	208.2	0.0171397	812.355	
13.7	13	13.35	0.494975	18.8	0.908065	0.887692	0.0466206	0.0554707	0.897878	0.0144053	0.90356	0.335456	0.409459	0.169012	0.275686	0.372458	0.0523277	0.42242	0.321734	0.293042	0.16361	0.111533	0.307388	0.0202882	49.6	46.2	26.9535	29.559	47.9	2.40416	51.2	0.0150162	63.0365	
23.4	26.9	25.15	2.47487	41.1	0.977823	0.974615	0.00886486	0.0133891	0.976219	0.00226783	0.979264	0.133484	0.148366	0.0829498	0.0836008	0.140925	0.0105227	0.214861	0.122135	0.143793	0.0573342	0.0846392	0.132964	0.0153144	224.4	217.9	104.443	87.5652	221.15	4.59619	230.1	0.00656239	1213.18	
