Locus_4	521	0	0.075	
Locus_4	524	0.03125	0	
Locus_4	527	0.03125	0	
Locus_5	481	0.03125	0	
Locus_5	486	0	0.075	
Locus_5	487	0.03125	0	
Locus_5	490	0	0.025	
Locus_5	491	0.03125	0.025	
Locus_5	496	0.03125	0	
Locus_5	498	0.03125	0	
Locus_5	500	0	0.075	
Locus_5	502	0.03125	0	
Locus_5	509	0	0.075	
Locus_5	511	0	0.025	
Locus_5	512	0	0.025	
Locus_5	515	0	0.025	
Locus_5	516	0.03125	0	
Locus_5	688	0	0.025	
Locus_5	689	0	0.025	
Locus_5	691	0.03125	0	
Locus_5	693	0	0.025	
Locus_5	694	0.03125	0.025	
Locus_5	698	0	0.1	
Locus_5	700	0	0.025	
Locus_5	702	0.0625	0	
Locus_5	703	0.03125	0	
Locus_5	704	0.03125	0	
Locus_5	706	0.03125	0.025	
Locus_5	707	0	0.025	
Locus_5	708	0.03125	0.025	
Locus_5	709	0.125	0	
Locus_5	711	0.03125	0.075	
Locus_5	712	0.03125	0.025	
Locus_5	715	0.09375	0.075	
Locus_5	716	0.0625	0	
Locus_5	717	0.03125	0.025	
Locus_5	718	0.03125	0.025	
Locus_5	720	0.03125	0.025	
Locus_5	721	0.03125	0.05	
Locus_5	722	0.03125	0.025	
Locus_5	724	0.03125	0.025	
Locus_6	476	0.0625	0	
Locus_6	479	0.03125	0.05	
Locus_6	480	0	0.025	
Locus_6	481	0.03125	0	
Locus_6	482	0.03125	0	
Locus_6	483	0.0625	0.075	
Locus_6	485	0.0625	0.025	
Locus_6	488	0.03125	0.05	
Locus_6	505	0.0625	0	
Locus_6	506	0.03125	0.025	
Locus_6	507	0.03125	0.025	
Locus_6	508	0.03125	0.075	
Locus_6	509	0.0625	0.15	
Locus_6	510	0	0.025	
Locus_6	511	0.03125	0	
Locus_6	512	0.03125	0	
Locus_6	514	0	0.05	
Locus_6	516	0.03125	0	
Locus_6	517	0.03125	0	
Locus_6	520	0.0625	0	
Locus_6	524	0	0.025	
Locus_6	527	0.03125	0.1	
Locus_6	528	0.03125	0.15	
Locus_6	529	0	0.05	
Locus_6	530	0.03125	0	
Locus_6	532	0	0.025	
Locus_6	533	0.03125	0	
Locus_6	534	0.0625	0.05	
Locus_6	536	0	0.025	
Locus_6	537	0.0625	0	
Locus_6	542	0.03125	0	
Locus_7	418	0	0.025	
Locus_7	420	0.03125	0.075	
Locus_7	421	0.03125	0.075	
Locus_7	422	0	0.025	
Locus_7	424	0.03125	0	
Locus_7	425	0.03125	0	
Locus_7	426	0	0.175	
Locus_7	435	0.03125	0	
Locus_7	439	0.0625	0	
Locus_7	440	0.125	0	
Locus_7	444	0.03125	0.025	
Locus_7	445	0.03125	0	
Locus_7	448	0.0625	0	
Locus_7	453	0.03125	0	
Locus_7	457	0	0.025	
Locus_7	458	0	0.025	
Locus_7	459	0.0625	0	
Locus_7	461	0	0.05	
Locus_7	462	0	0.125	
Locus_7	464	0.03125	0	
Locus_7	468	0	0.025	
Locus_7	469	0.0625	0	
Locus_7	472	0	0.075	
Locus_7	473	0.0625	0	
Locus_7	474	0	0.025	
Locus_7	475	0.03125	0.05	
Locus_7	477	0.03125	0	
Locus_7	478	0	0.025	
Locus_7	483	0	0.025	
Locus_7	486	0.03125	0	
Locus_7	487	0	0.025	
Locus_7	488	0.03125	0.025	
Locus_7	491	0	0.025	
Locus_7	493	0	0.075	
Locus_7	498	0.03125	0	
Locus_7	500	0.03125	0	
Locus_7	501	0.03125	0	
Locus_7	502	0.03125	0	
Locus_7	509	0.03125	0	
Locus_8	431	0.03125	0.025	
Locus_8	436	0	0.05	
Locus_8	438	0	0.05	
Locus_8	439	0	0.025	
Locus_8	440	0	0.05	
Locus_8	446	0	0.05	
Locus_8	447	0.03125	0	
Locus_8	466	0	0.025	
Locus_8	467	0	0.025	
Locus_8	468	0	0.05	
Locus_8	469	0.03125	0	
Locus_8	470	0	0.05	
Locus_8	471	0.09375	0.075	
Locus_8	472	0.0625	0.1	
Locus_8	473	0	0.05	
Locus_8	474	0.03125	0.15	
Locus_8	475	0.03125	0	
Locus_8	476	0.09375	0	
Locus_8	477	0.03125	0.075	
Locus_8	478	0.15625	0.075	
Locus_8	479	0.0625	0	
Locus_8	480	0.03125	0.05	
Locus_8	481	0.0625	0	
Locus_8	482	0.0625	0.025	
Locus_8	483	0.0625	0	
Locus_8	484	0.03125	0	
Locus_8	488	0.0625	0	
Locus_8	489	0.03125	0	
Locus_9	372	0.03125	0	
Locus_9	373	0	0.025	
Locus_9	375	0	0.05	
Locus_9	376	0.0625	0.075	
Locus_9	377	0.0625	0.075	
Locus_9	379	0	0.05	
Locus_9	380	0.03125	0.1	
Locus_9	381	0	0.025	
Locus_9	561	0.0625	0.05	
Locus_9	562	0	0.025	
Locus_9	565	0	0.05	
Locus_9	566	0	0.075	
Locus_9	567	0.09375	0.175	
Locus_9	568	0.0625	0.05	
Locus_9	569	0.09375	0.075	
Locus_9	570	0.0625	0	
Locus_9	571	0.0625	0.025	
Locus_9	572	0	0.025	
Locus_9	573	0.125	0.025	
Locus_9	574	0.03125	0	
Locus_9	575	0.0625	0.025	
Locus_9	576	0.03125	0	
Locus_9	577	0.0625	0	
Locus_9	581	0.03125	0	
Locus_9	585	0.03125	0	
Locus_10	468	0	0.025	
Locus_10	471	0.03125	0	
Locus_10	472	0.03125	0.05	
Locus_10	473	0.03125	0.025	
Locus_10	475	0.03125	0.025	
Locus_10	477	0.03125	0	
Locus_10	478	0.03125	0	
Locus_10	479	0.03125	0	
Locus_10	484	0.03125	0	
Locus_10	490	0	0.025	
Locus_10	491	0	0.05	
Locus_10	492	0.03125	0	
Locus_10	493	0	0.025	
Locus_10	494	0	0.075	
Locus_10	495	0	0.025	
Locus_10	496	0	0.05	
Locus_10	497	0	0.1	
Locus_10	498	0	0.125	
Locus_10	500	0.03125	0	
Locus_10	501	0.03125	0	
Locus_10	502	0	0.05	
Locus_10	503	0	0.075	
Locus_10	504	0.03125	0	
Locus_10	506	0.0625	0	
Locus_10	507	0.125	0.025	
Locus_10	508	0.03125	0	
Locus_10	514	0.0625	0	
Locus_10	518	0	0.025	
Locus_10	520	0.03125	0	
Locus_10	521	0.09375	0.025	
Locus_10	522	0	0.025	
Locus_10	523	0	0.05	
Locus_10	524	0.0625	0	
Locus_10	534	0.03125	0	
Locus_10	535	0.03125	0	
Locus_10	543	0.03125	0	
Locus_10	545	0.03125	0.025	
Locus_10	546	0.03125	0.025	
Locus_10	547	0	0.075	
