Locus_1	484	0	0.025	
Locus_1	621	0.03125	0	
Locus_1	623	0.03125	0.025	
Locus_1	625	0	0.025	
Locus_1	626	0	0.125	
Locus_1	627	0	0.1	
Locus_1	628	0.0625	0.075	
Locus_1	629	0.03125	0.025	
Locus_1	630	0	0.025	
Locus_1	631	0.03125	0	
Locus_1	632	0.03125	0	
Locus_1	633	0.03125	0	
Locus_1	635	0	0.025	
Locus_1	636	0.03125	0	
Locus_1	637	0	0.025	
Locus_1	641	0	0.025	
Locus_1	642	0	0.075	
Locus_1	643	0	0.025	
Locus_1	644	0.0625	0.025	
Locus_1	647	0.0625	0.025	
Locus_1	649	0	0.075	
Locus_1	650	0	0.025	
Locus_1	651	0.0625	0.05	
Locus_1	652	0.0625	0	
Locus_1	653	0.03125	0	
Locus_1	655	0.0625	0.025	
Locus_1	657	0.03125	0.025	
Locus_1	658	0	0.025	
Locus_1	659	0.0625	0	
Locus_1	660	0.03125	0	
Locus_1	661	0.0625	0	
Locus_1	662	0	0.05	
Locus_1	663	0.09375	0.025	
Locus_1	664	0.03125	0.025	
Locus_1	665	0.03125	0	
Locus_1	667	0	0.025	
Locus_1	669	0.03125	0	
Locus_2	504	0	0.025	
Locus_2	508	0	0.025	
Locus_2	509	0	0.05	
Locus_2	510	0	0.05	
Locus_2	511	0.09375	0.125	
Locus_2	512	0	0.025	
Locus_2	513	0.03125	0.075	
Locus_2	514	0.03125	0.075	
Locus_2	515	0.03125	0.025	
Locus_2	516	0.03125	0	
Locus_2	517	0.0625	0.025	
Locus_2	518	0.03125	0.075	
Locus_2	519	0.03125	0	
Locus_2	520	0.03125	0	
Locus_2	521	0	0.05	
Locus_2	522	0.03125	0	
Locus_2	524	0.03125	0	
Locus_2	545	0.03125	0	
Locus_2	546	0.03125	0	
Locus_2	547	0	0.025	
Locus_2	549	0	0.025	
Locus_2	550	0.0625	0	
Locus_2	551	0.09375	0	
Locus_2	552	0.03125	0.05	
Locus_2	553	0.03125	0.025	
Locus_2	554	0.03125	0	
Locus_2	555	0.03125	0.05	
Locus_2	556	0.0625	0.05	
Locus_2	557	0	0.025	
Locus_2	560	0.0625	0.025	
Locus_2	562	0	0.025	
Locus_2	563	0.03125	0.025	
Locus_2	564	0.03125	0	
Locus_2	565	0	0.025	
Locus_2	567	0.03125	0	
Locus_2	568	0	0.025	
Locus_3	379	0.09375	0.05	
Locus_3	387	0.03125	0	
Locus_3	388	0.09375	0	
Locus_3	389	0	0.025	
Locus_3	390	0	0.025	
Locus_3	391	0.03125	0.05	
Locus_3	392	0	0.075	
Locus_3	393	0	0.025	
Locus_3	396	0	0.1	
Locus_3	397	0.03125	0.025	
Locus_3	398	0	0.05	
Locus_3	399	0	0.1	
Locus_3	400	0	0.05	
Locus_3	402	0	0.025	
Locus_3	404	0	0.075	
Locus_3	405	0.03125	0	
Locus_3	407	0.03125	0	
Locus_3	552	0	0.025	
Locus_3	555	0	0.025	
Locus_3	556	0.03125	0.05	
Locus_3	560	0.0625	0	
Locus_3	561	0.125	0	
Locus_3	562	0	0.025	
Locus_3	563	0	0.025	
Locus_3	566	0.0625	0	
Locus_3	567	0.09375	0.05	
Locus_3	580	0.0625	0	
Locus_3	583	0.03125	0	
Locus_3	584	0.03125	0.025	
Locus_3	585	0.03125	0.025	
Locus_3	587	0.03125	0	
Locus_3	589	0.03125	0	
Locus_3	590	0.03125	0.05	
Locus_3	591	0	0.025	
Locus_3	597	0.03125	0	
Locus_4	470	0	0.075	
Locus_4	471	0.03125	0.075	
Locus_4	472	0	0.025	
Locus_4	473	0.03125	0.05	
Locus_4	474	0.03125	0.025	
Locus_4	475	0.03125	0.1	
Locus_4	476	0.03125	0.1	
Locus_4	477	0.03125	0.025	
Locus_4	478	0.03125	0.125	
Locus_4	479	0.03125	0.025	
Locus_4	480	0.03125	0	
Locus_4	481	0.0625	0	
Locus_4	495	0.0625	0	
Locus_4	497	0.03125	0	
Locus_4	500	0.03125	0	
Locus_4	501	0.03125	0	
Locus_4	502	0.0625	0	
Locus_4	505	0.03125	0	
Locus_4	506	0.0625	0.025	
Locus_4	507	0.03125	0	
Locus_4	508	0	0.05	
Locus_4	509	0	0.025	
Locus_4	510	0.03125	0.05	
Locus_4	511	0.0625	0.05	
Locus_4	512	0.0625	0.025	
Locus_4	513	0.03125	0.05	
Locus_4	519	0.0625	0.025	
