S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1	
7	2	6	1	4.5	3.53553	8	-1.27524	0.0963521	-0.589446	0.969865	1.39048	0.547692	0.969084	0.595938	0.345203	1.40513	
5	4	1	0	4.5	0.707107	5	0.178404	-1.16594	-0.493767	0.950594	1.61905	0.590769	1.10491	0.727103	0.028258	1.11795	
1	2	1	2	1.5	0.707107	3	-1.15945	-0.720969	-0.940207	0.31005	0.133333	0.347692	0.240513	0.151575	0.0536903	0.258974	
16	23	6	13	19.5	4.94975	29	0.818965	-0.200076	0.309444	0.72057	5.92381	5.69538	5.8096	0.161521	0.0394529	6.04359	
7	4	4	1	5.5	2.12132	8	-0.637982	0.865196	0.113607	1.06291	1.77143	1.38769	1.57956	0.271343	0.150182	1.84359	
1	31	1	31	16	21.2132	32	-1.15945	-0.077811	-0.618628	0.764831	0.133333	7.95385	4.04359	5.52994	0.387513	7.41282	
31	33	10	12	32	1.41421	43	-0.560389	0.424569	-0.06791	0.69647	8.26667	9.63077	8.94872	0.964566	0.107702	10.0718	
3	30	3	30	16.5	19.0919	33	-0.641021	-0.175839	-0.40843	0.328933	0.72381	7.48923	4.10652	4.78388	0.674528	14.6923	
30	24	17	11	27	4.24264	41	0.0574953	-0.342616	-0.14256	0.282921	9.35238	5.69846	7.52542	2.58371	0.298744	10.459	
24	24	4	4	24	0	28	0.208829	0.888354	0.548592	0.480497	7.75238	7.82154	7.78696	0.0489017	0.0894455	8.55385	
39	40	11	12	39.5	0.707107	51	1.05154	0.597134	0.824338	0.321314	14.9524	12.1385	13.5454	1.98974	-0.00981486	13.3769	
17	16	9	8	16.5	0.707107	25	-0.566435	0.36793	-0.0992525	0.660696	4.49524	4.63385	4.56454	0.0980107	0.0992758	5.07179	
513	35	484	6	274	337.997	519	-0.80575	-0.355869	-0.580809	0.318114	129.19	8.30154	68.746	85.4814	0.122742	74.2308	
40	32	17	9	36	5.65685	49	-0.573939	-0.581878	-0.577909	0.00561377	10.6476	7.07692	8.86227	2.52486	0.0680027	9.42051	
278	11	274	7	144.5	188.798	285	-2.44572	-0.453548	-1.44963	1.40867	38.3429	2.48923	20.416	25.3523	0.937856	251.7	
541	447	100	6	494	66.468	547	1.2837	2.69334	1.98852	0.996768	214.39	196.277	205.334	12.8082	0.000758569	205.226	
24	19	9	4	21.5	3.53553	28	-0.808859	0.253009	-0.277925	0.750854	5.94286	5.33231	5.63758	0.431724	0.0891035	6.17179	
16	20	0	4	18	2.82843	20	-0.984968	-1.08896	-1.03697	0.0735361	3.71429	3.64923	3.68176	0.0460008	-0.0448783	3.52308	
7	19	4	16	13	8.48528	23	0.190459	-1.49035	-0.649945	1.18851	2.26667	2.89846	2.58256	0.446746	0.28299	3.64615	
4	6	1	3	5	1.41421	7	-1.51811	-0.758855	-1.13848	0.536878	0.647619	1.16923	0.908425	0.368835	0.133044	1.06667	
30	24	12	6	27	4.24264	36	0.274706	1.8428	1.05875	1.10881	9.82857	9.46769	9.64813	0.25518	-0.0112763	9.5359	
28	9	24	5	18.5	13.435	33	0.193879	-1.45274	-0.629432	1.16434	9.00952	1.29231	5.15092	5.4569	0.19125	6	
50	44	18	12	47	4.24264	62	0.515689	-0.244722	0.135483	0.537692	17.219	10.7877	14.0034	4.54765	0.264307	18.6154	
5	7	3	5	6	1.41421	10	-0.28123	-0.355202	-0.318216	0.0523058	1.40952	1.62154	1.51553	0.149917	0.0804725	1.65385	
460	34	443	17	247	301.227	477	-0.769659	-0.941918	-0.855789	0.121806	116.981	6.66769	61.8243	78.0033	0.127456	66.9872	
105	74	79	48	89.5	21.9203	153	-2.16392	1.70987	-0.227028	2.73919	16.3619	27.9385	22.1502	8.18586	0.755846	95.9436	
59	51	12	4	55	5.65685	63	-1.80446	1.65262	-0.0759177	2.44452	10.581	19.1385	14.8597	6.05107	0.241263	20.0923	
15	20	1	6	17.5	3.53553	21	0.359489	1.13159	0.745542	0.545961	5.02857	6.89538	5.96198	1.32004	-0.0196133	5.86923	
96	8	94	6	52	62.2254	102	-1.43253	1.3089	-0.0618142	1.93849	19.8667	2.96923	11.4179	11.9483	0.834749	56.8128	
305	21	301	17	163	200.818	322	1.55147	1.08053	1.316	0.333006	126.6	7.15385	66.8769	84.4612	0.350413	92.1385	
9	6	5	2	7.5	2.12132	11	-1.29832	-0.486618	-0.89247	0.573961	1.80952	1.31385	1.56168	0.350497	0.0831145	1.68974	
21	22	11	12	21.5	0.707107	33	-0.607131	-0.063167	-0.335149	0.384641	5.50476	5.66462	5.58469	0.113033	0.175684	6.78205	
33	33	14	14	33	0	47	-0.292314	-0.121702	-0.207008	0.120641	9.44762	8.36615	8.90689	0.764711	0.0816154	9.66923	
199	21	192	14	110	125.865	213	0.505069	-0.933662	-0.214296	1.01734	68.1905	4.07692	36.1337	45.3351	0.231762	43.3795	
206	8	203	5	107	140.007	211	3.19483	-0.786075	1.20438	2.81492	109.105	1.57231	55.3385	76.0369	0.511136	95.7872	
443	28	431	16	235.5	293.449	459	3.14127	-0.971943	1.08466	2.90848	232.514	5.40615	118.96	160.59	0.581671	236.551	
24	48	13	37	36	16.9706	61	0.80873	1.35676	1.08275	0.387517	8.81905	17.0523	12.9357	5.82179	0.257301	17.9385	
82	31	75	24	56.5	36.0624	106	2.24544	-0.396223	0.92461	1.86794	38.1905	7.25846	22.7245	21.8722	0.326708	31.1872	
5	0	5	0	2.5	3.53553	5	-1.2005	0	-0.60025	0.848881	0.990476	0	0.495238	0.700372	0.128492	0.533333	
16	18	2	4	17	1.41421	20	-0.316269	0.730849	0.20729	0.740424	4.53333	5.68923	5.11128	0.817343	0.01394	5.20256	
11	5	6	0	8	4.24264	11	1.01764	2.65623	1.83693	1.15865	4.27619	2.53846	3.40733	1.22876	0.263812	4.51538	
8	4	7	3	6	2.82843	11	-1.74389	0.0496052	-0.847141	1.26819	1.29524	1.06769	1.18147	0.160899	0.0847587	1.28462	
16	3	16	3	9.5	9.19239	19	-1.94914	0.168017	-0.890561	1.49706	2.53333	0.84	1.68667	1.19737	0.14628	1.91026	
5	4	1	0	4.5	0.707107	5	0.0948342	0.865196	0.480015	0.544728	1.58095	1.38769	1.48432	0.136656	0.00907555	1.49487	
41	20	29	8	30.5	14.8492	49	0.122703	-0.316504	-0.0969007	0.310566	12.9714	4.77846	8.87495	5.7933	0.0928066	9.54615	
391	18	376	3	204.5	263.751	394	3.18588	-1.02709	1.07939	2.97902	206.476	3.35077	104.913	143.631	0.578638	206.71	
5	9	1	5	7	2.82843	10	-0.78265	0.0942543	-0.344198	0.620065	1.18095	2.42769	1.80432	0.881578	0.0588412	1.94615	
121	27	106	12	74	66.468	133	2.07221	1.11356	1.59289	0.677869	54.7524	9.21538	31.9839	32.1995	0.300376	42.3	
34	51	15	32	42.5	12.0208	66	-1.61258	-0.0991724	-0.855878	1.07014	6.47619	13.0185	9.74733	4.62608	0.254507	13.4846	
14	11	7	4	12.5	2.12132	18	-0.246298	0.245282	-0.000508263	0.3476	4.0381	3.09538	3.56674	0.666597	0.0134731	3.6	
29	22	17	10	25.5	4.94975	39	0.733486	-0.60967	0.061908	0.949754	10.4762	4.79385	7.63502	4.01802	0.142363	8.68718	
32	39	5	12	35.5	4.94975	44	0.28057	0.570862	0.425716	0.205267	10.4952	11.7662	11.1307	0.898673	0.00313224	11.1846	
41	49	2	10	45	5.65685	51	6.80077e-05	0.0894308	0.0447494	0.063189	12.6095	13.1415	12.8755	0.376191	0.0155044	13.0872	
43	40	12	9	41.5	2.12132	52	1.26236	1.81192	1.53714	0.388598	17.1238	15.5077	16.3158	1.14277	0.127391	18.641	
56	64	18	26	60	5.65685	82	0.233338	0.54908	0.391209	0.223263	18.1524	19.1569	18.6547	0.710319	0.0750757	20.1949	
172	171	3	2	171.5	0.707107	174	2.34222	3.75709	3.04966	1.00046	80.9524	87.4185	84.1854	4.57221	-0.0183739	82.7436	
0	5	0	5	2.5	3.53553	5	0	-0.0255752	-0.0127876	0.0180844	0	1.29846	0.649231	0.918151	0.716268	2.76923	
11	11	3	3	11	0	14	-1.31525	1.1676	-0.0738293	1.75564	2.22857	3.89538	3.06198	1.17861	0.256853	4.22564	
1	1	1	1	1	0	2	-1.15945	-1.15559	-1.15752	0.00272832	0.133333	0.0769231	0.105128	0.0398881	0.00832674	0.105128	
9	9	7	7	9	0	16	-1.19511	-0.190829	-0.692968	0.710131	1.88571	2.21846	2.05209	0.235288	0.192228	2.55641	
27	22	9	4	24.5	3.53553	31	-0.306494	0.371332	0.0324188	0.479295	7.69524	6.35692	7.02608	0.946332	-0.0272048	6.82564	
16	16	4	4	16	0	20	0.0569584	-0.255978	-0.0995096	0.221279	4.99048	3.88615	4.43832	0.780874	-0.0193552	4.34103	
42	36	23	17	39	4.24264	59	0.90106	0.0550425	0.478051	0.598225	15.6381	9.57231	12.6052	4.28916	0.305548	17.6872	
14	34	5	25	24	14.1421	39	2.08601	-0.574837	0.755586	1.8815	6.57143	7.54154	7.05648	0.685971	0.3139	10.3615	
5	9	3	7	7	2.82843	12	0.0948342	0.664421	0.379628	0.402759	1.58095	2.84615	2.21355	0.894633	0.267445	3.10513	
87	96	9	18	91.5	6.36396	105	0.405412	2.32403	1.36472	1.35666	29.2381	40.1169	34.6775	7.69249	0.0143359	35.3615	
21	16	9	4	18.5	3.53553	25	-0.0493266	0.167663	0.0591683	0.153435	6.38095	4.39385	5.3874	1.4051	0.114726	6.02051	
24	93	9	78	58.5	48.7904	102	0.658755	-1.62836	-0.484804	1.61724	8.55238	14.2092	11.3808	4	0.387081	19.1538	
16	19	4	7	17.5	2.12132	23	-1.07828	-1.08702	-1.08265	0.00618219	3.6	3.46154	3.53077	0.0979071	0.00781143	3.55641	
33	24	13	4	28.5	6.36396	37	-0.427274	0.808074	0.1904	0.873522	9.12381	7.68308	8.40344	1.01875	-0.0069951	8.32564	
46	34	16	4	40	8.48528	50	0.706696	-0.98328	-0.138292	1.19499	16.4762	6.56923	11.5227	7.00528	0.239998	14.5769	
5	5	1	1	5	0	6	0.261974	1.5316	0.896787	0.897761	1.65714	2.01846	1.8378	0.255491	0.0858972	2.02051	
19	39	2	22	29	14.1421	41	-0.502296	-0.34493	-0.423613	0.111275	5.12381	9.28615	7.20498	2.94322	0.0619171	7.77949	
15	12	6	3	13.5	2.12132	18	0.474875	-0.128582	0.173147	0.426709	5.1619	3.02462	4.09326	1.51129	0.0811958	4.39744	
131	50	94	13	90.5	57.2756	144	-1.6193	-0.798314	-1.20881	0.580527	25.4667	10.3662	17.9164	10.6777	0.126766	19.9897	
9	8	3	2	8.5	0.707107	11	0.32733	1.01819	0.672761	0.488512	3.00952	2.77538	2.89245	0.165561	0.0423066	3.01538	
2	28	2	28	15	18.3848	30	1.76883	-0.378919	0.694954	1.51869	1.02857	6.58462	3.80659	3.92872	0.509041	8.64615	
295	29	273	7	162	188.09	302	-2.29261	-0.0732823	-1.18294	1.5693	43.8381	7.44923	25.6437	25.7308	0.035128	25.8641	
546	458	118	30	502	62.2254	576	1.79647	1.38421	1.59034	0.291509	235.724	161.689	198.707	52.3504	0.01799	201.085	
119	130	3	14	124.5	7.77817	133	2.97533	-0.570242	1.20255	2.5071	61.3714	29.1292	45.2503	22.7987	0.22206	56.4026	
26	32	7	13	29	4.24264	39	1.63719	-1.36429	0.136453	2.12237	11.1333	5.31692	8.22513	4.11282	0.3318	11.8179	
37	18	27	8	27.5	13.435	45	-1.43401	-0.360922	-0.897465	0.758786	7.54286	4.23692	5.88989	2.33765	0.0858284	6.35128	
505	45	479	19	275	325.269	524	3.24385	-0.205986	1.51893	2.4394	268.581	11.1538	139.867	182.028	0.569583	273.192	
9	11	5	7	10	1.41421	16	-0.911262	-0.520948	-0.716105	0.275994	2.09524	2.43077	2.263	0.237256	0.0275598	2.33333	
30	26	13	9	28	2.82843	39	0.622242	0.894588	0.758415	0.192577	10.5905	8.47385	9.53216	1.49668	0.103645	10.5692	
109	25	101	17	67	59.397	126	2.0802	0.69566	1.38793	0.979014	49.4095	7.79692	28.6032	29.4246	0.550788	55.8769	
27	22	16	11	24.5	3.53553	38	-1.57299	-0.742916	-1.15795	0.586949	5.18095	4.58154	4.88125	0.42385	0.0699486	5.23333	
156	13	152	9	84.5	101.116	165	0.363789	0.0855514	0.22467	0.196744	51.9333	3.49231	27.7128	34.253	0.813499	118.095	
2	8	0	6	5	4.24264	8	0.302127	-1.02141	-0.359644	0.935884	0.685714	1.41538	1.05055	0.515955	-0.013131	1.04615	
13	23	2	12	18	7.07107	25	-1.0097	0.287693	-0.361006	0.917399	2.97143	6.50462	4.73802	2.49834	0.091728	5.31795	
10	13	2	5	11.5	2.12132	15	0.43703	-0.231333	0.102848	0.472604	3.42857	3.17538	3.30198	0.17903	-0.0260516	3.21538	
14	27	5	18	20.5	9.19239	32	-1.98238	-1.08011	-1.53124	0.638	2.15238	5	3.57619	2.01357	0.707602	13.2436	
1	1	0	0	1	0	1	-0.398828	1.53323	0.567199	1.36617	0.247619	0.507692	0.377656	0.1839	0.296937	0.55641	
155	68	106	19	111.5	61.5183	174	1.8584	0.76796	1.31318	0.771055	67.7524	21.3569	44.5547	32.8065	0.431267	72.7077	
25	18	10	3	21.5	4.94975	28	0.766672	2.32224	1.54446	1.09996	9.10476	7.80615	8.45546	0.918255	-0.0180829	8.28974	
322	16	311	5	169	216.375	327	2.2593	-0.946641	0.656329	2.26694	149.438	3.05846	76.2483	103.506	0.704756	206.862	
44	49	20	25	46.5	3.53553	69	-1.02193	-0.817356	-0.919645	0.144658	10.3048	10.0923	10.1985	0.150228	0.060142	10.8462	
190	30	167	7	110	113.137	197	-1.98397	-1.11416	-1.54906	0.61505	32.2095	5.50154	18.8555	18.8854	0.061257	19.4538	
634	66	581	13	350	401.637	647	3.16936	-0.166488	1.50144	2.3588	333.819	16.5508	175.185	224.343	0.49153	296.692	
38	37	16	15	37.5	0.707107	53	0.246053	0.471331	0.358692	0.159296	12.3619	10.9108	11.6363	1.02611	0.000899625	11.6256	
29	46	15	32	37.5	12.0208	61	0.679661	0.494863	0.587262	0.130672	10.3619	13.6215	11.9917	2.30491	0.161288	14.4333	
33	16	28	11	24.5	12.0208	44	-1.99916	-1.36258	-1.68087	0.450131	5.35238	2.56	3.95619	1.97451	0.0588263	4.13846	
20	32	6	18	26	8.48528	38	-0.506385	-0.431415	-0.4689	0.0530119	5.39048	7.41538	6.40293	1.43183	0.0193367	6.5641	
95	25	75	5	60	49.4975	100	1.99568	0.329599	1.16264	1.1781	42.5333	7.14154	24.8374	25.0258	0.463171	41.4487	
11	14	3	6	12.5	2.12132	17	-0.946331	-0.705127	-0.825729	0.170557	2.55238	2.91692	2.73465	0.25777	-0.0328621	2.65128	
8	6	4	2	7	1.41421	10	0.479852	0.521234	0.500543	0.0292614	2.78095	1.84923	2.31509	0.658827	0.173975	2.76154	
1	0	1	0	0.5	0.707107	1	-1.15945	0	-0.579723	0.819852	0.133333	0	0.0666667	0.0942809	0.0387324	0.0666667	
19	35	11	27	27	11.3137	46	-0.661859	-0.882937	-0.772398	0.156326	4.89524	7.01231	5.95377	1.49699	0.157279	7.15128	
2	3	0	1	2.5	0.707107	3	0.13916	0.821107	0.480134	0.48221	0.647619	1.04923	0.848425	0.283982	0.0217524	0.874359	
86	78	25	17	82	5.65685	103	1.11857	0.813048	0.965808	0.216035	33.219	24.7169	28.968	6.01191	0.162702	34.241	
115	12	107	4	63.5	72.832	119	-0.91633	-0.375705	-0.646018	0.382279	27.9905	2.79385	15.3922	17.8167	0.142486	16.9949	
6	6	2	2	6	0	8	-1.98306	-0.741478	-1.36227	0.877929	0.8	1.17846	0.989231	0.267613	-0.0173511	0.976923	
24	29	23	28	26.5	3.53553	52	-0.0804084	0.227996	0.0737939	0.218075	7.2381	8.06769	7.65289	0.586614	0.457036	14.2051	
411	16	400	5	213.5	279.307	416	2.38436	0.0315847	1.20797	1.66366	194.219	4.23077	99.2249	134.342	0.360497	137.308	
22	13	17	8	17.5	6.36396	30	-0.490319	-1.55733	-1.02382	0.754488	5.9619	1.84923	3.90557	2.9081	0.172849	4.54103	
1	1	0	0	1	0	1	0.742099	0.668964	0.705532	0.051714	0.419048	0.369231	0.394139	0.0352258	-0.0517849	0.374359	
14	13	7	6	13.5	0.707107	20	-1.10557	0.365517	-0.370026	1.04022	3.10476	3.77231	3.43853	0.472026	0.0709436	3.71795	
62	74	12	24	68	8.48528	86	0.255239	0.775989	0.515614	0.368226	20.1905	23.2708	21.7306	2.1781	0.0191399	22.2077	
49	55	5	11	52	4.24264	60	-0.00629805	-0.925278	-0.465788	0.649817	15.0476	10.9385	12.993	2.90561	0.0156347	13.1308	
19	20	5	6	19.5	0.707107	25	-0.555484	0.415964	-0.0697597	0.686918	5.04762	5.84923	5.44842	0.566825	0.00531622	5.48974	
318	242	79	3	280	53.7401	321	1.73226	-1.67976	0.026249	2.41266	135.971	36.5723	86.2719	70.2858	0.301855	116.074	
32	42	8	18	37	7.07107	50	-1.01907	-1.03721	-1.02814	0.0128269	7.46667	7.99385	7.73026	0.372772	0.122578	8.82821	
17	30	7	20	23.5	9.19239	37	0.846582	-0.525892	0.160345	0.970486	6.32381	6.74769	6.53575	0.29973	0.0271059	6.72564	
4	3	2	1	3.5	0.707107	5	-0.723923	0.945963	0.11102	1.18079	0.952381	1.08923	1.02081	0.0967674	-0.0121926	1.01026	
18	15	8	5	16.5	2.12132	23	0.6339	0.479503	0.556701	0.109175	6.4	4.47385	5.43692	1.362	0.00221181	5.42051	
184	10	177	3	97	123.037	187	0.427111	1.738	1.08255	0.926938	62.0571	4.01231	33.0347	41.0439	0.819516	145.026	
18	7	14	3	12.5	7.77817	21	-1.39199	-0.262782	-0.827385	0.798468	3.6381	1.67692	2.65751	1.38676	0.0622445	2.78718	
12	9	5	2	10.5	2.12132	14	0.185933	1.3939	0.789916	0.854162	3.86667	3.38154	3.6241	0.343037	0.165158	4.32051	
13	11	10	8	12	1.41421	21	-1.21577	0.270113	-0.472829	1.05068	2.7619	3.11692	2.93941	0.251036	0.127664	3.38205	
327	5	327	5	166	227.688	332	2.19701	1.42513	1.81107	0.545806	150.343	1.96923	76.156	104.916	0.706976	207.267	
12	8	9	5	10	2.82843	17	-1.78459	-0.324626	-1.05461	1.03235	2	1.88	1.94	0.0848528	0.0543162	2.04872	
13	7	10	4	10	4.24264	17	-0.316575	-0.863509	-0.590042	0.386741	3.67619	1.31692	2.49656	1.66825	0.164085	2.88718	
723	26	703	6	374.5	492.853	729	2.99688	-0.847787	1.07455	2.71859	372.01	5.24	188.625	259.345	0.643548	430.485	
8	13	1	6	10.5	3.53553	14	-0.48947	-0.966629	-0.728049	0.337402	2.13333	2.44	2.28667	0.216846	-0.0371288	2.20769	
0	503	0	503	251.5	355.675	503	0	0.977292	0.488646	0.69105	0	164.108	82.0538	116.042	0.51289	195.192	
28	6	24	2	17	15.5563	30	-0.139921	1.75499	0.807532	1.3399	8.32381	2.50462	5.41421	4.11479	0.373775	8.07179	
2	1	1	0	1.5	0.707107	2	-1.00161	-1.15559	-1.0786	0.10888	0.380952	0.0769231	0.228938	0.214981	0.0193169	0.228205	
49	45	15	11	47	2.82843	60	-0.879109	-0.0442448	-0.461677	0.590338	11.9905	11.6554	11.8229	0.236946	-0.000229251	11.8154	
17	27	9	19	22	7.07107	36	0.346139	-0.676601	-0.165231	0.723186	5.67619	5.77538	5.72579	0.0701408	0.341787	8.70769	
628	633	2	7	630.5	3.53553	635	-0.825577	0.945441	0.0599322	1.2523	157.314	205.157	181.236	33.8299	-0.0328504	175.949	
20	25	5	10	22.5	3.53553	30	0.349816	-0.692966	-0.171575	0.737358	6.67619	5.31077	5.99348	0.965499	0.047269	6.26154	
16	18	12	14	17	1.41421	30	-0.145207	0.261295	0.0580442	0.28744	4.74286	5.06462	4.90374	0.227517	0.133248	5.66923	
32	34	7	9	33	1.41421	41	1.13474	0.550966	0.842853	0.41279	12.4857	10.2215	11.3536	1.60101	-0.00988961	11.2128	
1	1	0	0	1	0	1	1.12241	1.30276	1.21258	0.127525	0.47619	0.470769	0.47348	0.0038334	-0.0550932	0.448718	
14	8	7	1	11	4.24264	15	1.0163	1.31352	1.16491	0.210162	5.40952	2.97231	4.19092	1.72337	0.0513948	4.3641	
24	20	7	3	22	2.82843	27	0.155267	-0.529089	-0.186911	0.483912	7.65714	4.46769	6.06242	2.25528	0.0758469	6.47692	
417	36	403	22	226.5	269.408	439	-0.833632	1.59255	0.379461	1.71557	104.19	13.4338	58.8122	64.1746	0.869176	363.205	
2	2	0	0	2	0	2	0.62806	2.00763	1.31784	0.9755	0.761905	1.01538	0.888645	0.179237	0.170303	1.08205	
19	17	8	6	18	1.41421	25	-0.422515	0.533284	0.0553845	0.675852	5.2381	5.12923	5.18366	0.0769788	-0.00599636	5.15128	
12	9	7	4	10.5	2.12132	16	-0.0352485	0.765039	0.364895	0.565889	3.65714	2.92	3.28857	0.521239	0.143812	3.81282	
19	20	3	4	19.5	0.707107	23	0.122655	2.49971	1.31118	1.68083	6.01905	8.89538	7.45722	2.03388	0.118558	8.55641	
288	7	284	3	147.5	198.697	291	0.468267	0.178778	0.323522	0.2047	97.9238	1.94154	49.9327	67.8697	0.215389	58.5359	
45	15	36	6	30	21.2132	51	0.722658	-0.180774	0.270942	0.638823	16.1714	3.72615	9.94879	8.80014	0.224142	12.1359	
850	780	74	4	815	49.4975	854	2.79578	2.16818	2.48198	0.443776	425.486	315.308	370.397	77.9076	0.0432939	384.862	
456	20	447	11	238	308.299	467	2.36978	-1.46783	0.450977	2.7136	214.99	3.09538	109.043	149.832	0.711091	300.815	
3	1	2	0	2	1.41421	3	-0.763843	0.380877	-0.191483	0.809439	0.685714	0.323077	0.504396	0.256423	-0.0211937	0.489744	
4	2	2	0	3	1.41421	4	-0.674286	1.74357	0.534641	1.70968	0.971429	0.950769	0.961099	0.0146084	0.0657232	1.02821	
6	7	2	3	6.5	0.707107	9	0.401967	-0.0882121	0.156877	0.346609	2.05714	1.78154	1.91934	0.194882	0.0916673	2.10513	
0	1	0	1	0.5	0.707107	1	0	-1.15559	-0.577794	0.817124	0	0.0769231	0.0384615	0.0543928	-0.023085	0.0384615	
435	92	352	9	263.5	242.538	444	-0.142429	1.79399	0.82578	1.36925	129.495	35.1877	82.3415	66.6855	0.0738422	86.4821	
8	13	5	10	10.5	3.53553	18	-1.03115	-0.785112	-0.908131	0.173975	1.77143	2.62154	2.19648	0.601118	0.0233263	2.2641	
2	5	1	4	3.5	2.12132	6	1.60586	-0.391578	0.607141	1.4124	0.990476	1.12923	1.05985	0.0981143	0.115319	1.20256	
32	30	3	1	31	1.41421	33	1.40856	1.74001	1.57429	0.234369	13.1238	11.5477	12.3358	1.11448	-0.0490877	11.7462	
16	20	6	10	18	2.82843	26	-0.549536	-1.21104	-0.880289	0.467755	4.24762	3.47077	3.85919	0.549316	-0.0214461	3.76923	
24	22	12	10	23	1.41421	34	0.669467	-0.026476	0.321496	0.492106	8.57143	5.72308	7.14725	2.01409	0.0424542	7.40513	
6	4	5	3	5	1.41421	9	-0.284631	-1.07967	-0.682153	0.56218	1.69524	0.624615	1.15993	0.757045	0.159494	1.3359	
28	23	10	5	25.5	3.53553	33	0.0918844	0.0521543	0.0720194	0.0280934	8.8	6.11385	7.45692	1.8994	0.236685	9.61282	
30	44	3	17	37	9.89949	47	0.587488	-0.123081	0.232204	0.502449	10.5143	11.1569	10.8356	0.454413	-0.0010597	10.8333	
7	6	5	4	6.5	0.707107	11	-1.27524	-0.787816	-1.03153	0.344664	1.39048	1.15385	1.27216	0.167323	0.166043	1.51538	
20	30	9	19	25	7.07107	39	-1.36259	-0.274609	-0.818598	0.769316	4.10476	7.28	5.69238	2.24523	0.195267	7.22821	
8	11	4	7	9.5	2.12132	15	0.0379554	-0.879231	-0.420638	0.648549	2.48571	2.12	2.30286	0.258599	0.0568761	2.43333	
35	41	5	11	38	4.24264	46	1.34293	0.712152	1.02754	0.446026	14.1714	12.7662	13.4688	0.993679	0.0391893	13.9897	
5	3	2	0	4	1.41421	5	-0.573725	-0.379425	-0.476575	0.13739	1.27619	0.664615	0.970403	0.432449	0.00860452	0.969231	
39	48	4	13	43.5	6.36396	52	0.82133	1.03855	0.929938	0.153595	14.3048	16.0031	15.1539	1.20089	-0.0239831	14.8179	
181	10	177	6	95.5	120.915	187	2.67401	-0.928672	0.872669	2.54748	89.3524	1.87692	45.6147	61.8545	0.638755	103.192	
285	22	277	14	153.5	185.969	299	-0.815518	-0.704294	-0.759906	0.0786474	71.5333	4.64308	38.0882	47.2986	0.12297	41.1385	
10	19	4	13	14.5	6.36396	23	-0.105157	-0.71234	-0.408748	0.429343	2.99048	3.98462	3.48755	0.702963	-0.0207427	3.42821	
83	3	81	1	43	56.5685	84	2.52152	0.283269	1.40239	1.58268	40.2667	0.876923	20.5718	27.8528	0.565045	39.5103	
26	26	13	13	26	0	39	0.648129	-0.49467	0.0767295	0.808081	9.2381	5.89538	7.56674	2.36365	0.212753	9.4359	
12	17	3	8	14.5	3.53553	20	1.37227	-1.90763	-0.267679	2.31924	4.99048	2.04308	3.51678	2.08413	0.416442	5.68718	
3	2	1	0	2.5	0.707107	3	0.771427	1.88188	1.32666	0.785212	1.1619	0.984615	1.07326	0.125363	0.038633	1.11282	
14	15	5	6	14.5	0.707107	20	0.209641	0.509392	0.359517	0.211955	4.53333	4.50769	4.52051	0.0181309	0.119968	5.1359	
20	59	2	41	39.5	27.5772	61	-1.34356	-1.04475	-1.19416	0.211289	4.13333	11.2646	7.69897	5.04258	0.0267123	8.04103	
345	334	21	10	339.5	7.77817	355	0.323304	1.6211	0.972202	0.917681	113.829	123.185	118.507	6.61572	0.0796011	129.005	
596	52	554	10	324	384.666	606	-0.730252	0.244866	-0.242693	0.689513	153.219	14.4985	83.8588	98.0903	0.108304	89.6615	
23	27	18	22	25	2.82843	45	-1.35262	-0.188229	-0.770424	0.823349	4.7619	6.71385	5.73788	1.38023	0.134749	6.70256	
406	36	380	10	221	261.63	416	2.76828	-0.0368407	1.36572	1.98352	202.648	9.34154	105.995	136.688	0.625958	234.959	
39	32	14	7	35.5	4.94975	46	-0.0927432	-2.22056	-1.15665	1.50459	11.7333	3.39077	7.56205	5.89908	0.108746	8.22051	
9	11	4	6	10	1.41421	15	0.430546	-0.0207703	0.204888	0.319129	3.08571	2.86462	2.97516	0.156341	0.00686189	2.99231	
689	756	89	156	722.5	47.3762	845	0.192238	0.771786	0.482012	0.409802	221.048	236.382	228.715	10.8427	0.380949	371.013	
2	8	1	7	5	4.24264	9	0.220643	-0.278481	-0.0289188	0.352934	0.666667	1.91077	1.28872	0.879713	0.0884121	1.44872	
27	22	13	8	24.5	3.53553	35	-0.037844	1.06846	0.515308	0.782276	8.22857	7.46769	7.84813	0.538023	0.0617014	8.34615	
22	29	5	12	25.5	4.94975	34	0.508582	-0.33409	0.0872456	0.595859	7.6	6.91385	7.25692	0.485184	0.0913305	7.96667	
20	15	17	12	17.5	3.53553	32	-1.93973	-1.14809	-1.54391	0.559772	3.2381	2.63077	2.93443	0.429444	0.023723	2.99487	
22	26	11	15	24	2.82843	37	-0.594855	-1.11967	-0.857263	0.3711	5.79048	4.73538	5.26293	0.746062	0.0675148	5.61795	
21	33	8	20	27	8.48528	41	-1.39533	-0.82481	-1.11007	0.403421	4.26667	6.73846	5.50256	1.74782	-0.00305206	5.52051	
10	10	0	0	10	0	10	1.28567	0.946451	1.11606	0.239864	4.11429	3.37846	3.74637	0.520306	0.0118699	3.77949	
