S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1	
57	62	8	13	59.5	3.53553	70	-0.118995	-1.0578	-0.588398	0.663836	17.0476	11.7908	14.4192	3.71715	0.0223894	14.6564	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44	53	9	18	48.5	6.36396	62	-0.72035	-0.335279	-0.527814	0.272286	11.2571	12.6738	11.9655	1.00176	0.0082496	12.0872	
239	15	233	9	127	158.392	248	2.9054	-1.06386	0.920768	2.80669	121.714	2.72615	62.2202	84.1373	0.441153	96.3692	
0	1	0	1	0.5	0.707107	1	0	-1.15559	-0.577794	0.817124	0	0.0769231	0.0384615	0.0543928	-0.023085	0.0384615	
83	17	79	13	50	46.669	96	0.380814	-0.968253	-0.293719	0.953935	27.7524	3.23077	15.4916	17.3394	0.792009	60.959	
13	18	8	13	15.5	3.53553	26	-0.74744	0.00223057	-0.372604	0.530097	3.2381	4.72	3.97905	1.04786	0.231425	5.26154	
17	16	5	4	16.5	0.707107	21	-0.0954292	1.36926	0.636917	1.03569	5.10476	5.83385	5.4693	0.51554	0.0584313	5.82564	
27	26	11	10	26.5	0.707107	37	-0.632712	-0.597455	-0.615084	0.0249306	7.04762	5.70462	6.37612	0.949647	0.0347601	6.57949	
9	5	8	4	7	2.82843	13	-0.369378	-0.857399	-0.613389	0.345083	2.49524	0.913846	1.70454	1.11821	0.267635	2.22308	
19	19	6	6	19	0	25	-1.03417	0.438144	-0.298013	1.04108	4.3619	5.59077	4.97634	0.868938	0.0389043	5.20256	
297	369	37	109	333	50.9117	406	-1.94033	3.10632	0.582995	3.56852	51.3905	172.132	111.761	85.3774	0.287678	165.521	
16	13	8	5	14.5	2.12132	21	0.539044	-0.271328	0.133858	0.57302	5.58095	3.13538	4.35817	1.72928	0.142033	4.98718	
20	24	9	13	22	2.82843	33	-0.538096	-0.0553893	-0.296743	0.341325	5.34286	6.19385	5.76835	0.60174	0.0561209	6.13077	
7	11	3	7	9	2.82843	14	-1.02034	0.142408	-0.438965	0.822186	1.54286	3.00615	2.27451	1.03471	0.244834	3.1	
8	5	6	3	6.5	2.12132	11	-1.03115	-0.617834	-0.824492	0.292259	1.77143	1.02462	1.39802	0.528077	0.148587	1.61282	
229	43	211	25	136	131.522	254	2.24377	-0.295527	0.974122	1.79555	106.114	10.3908	58.2525	67.6867	0.404599	87.2795	
1	24	1	24	12.5	16.2635	25	0.23502	1.29868	0.766849	0.752119	0.342857	8.52923	4.43604	5.78864	0.465882	9.43077	
2	1	1	0	1.5	0.707107	2	0.220643	0.668964	0.444804	0.317011	0.666667	0.369231	0.517949	0.210319	0.129749	0.584615	
6	3	4	1	4.5	2.12132	7	-0.284631	1.08042	0.397896	0.965239	1.69524	1.13231	1.41377	0.398052	-0.00423748	1.4	
5	5	2	2	5	0	7	-1.03336	-0.205249	-0.619304	0.585562	1.06667	1.21538	1.14103	0.105159	0.0198146	1.16667	
24	38	16	30	31	9.89949	54	0.658755	0.655068	0.656911	0.00260663	8.55238	11.6892	10.1208	2.21809	0.231386	13.3462	
13	14	6	7	13.5	0.707107	20	-0.74744	-0.921547	-0.834493	0.123112	3.2381	2.68615	2.96212	0.390282	0.188262	3.62308	
24	24	9	9	24	0	33	-0.310727	-0.802891	-0.556809	0.348013	6.82857	4.90462	5.86659	1.36044	0.0686638	6.25128	
302	15	291	4	158.5	202.94	306	0.396607	0.406139	0.401373	0.00673952	101.181	4.39077	52.7859	68.441	0.212984	61.9769	
36	59	8	31	47.5	16.2635	67	0.421997	-0.351545	0.035226	0.546976	12.1714	14.0492	13.1103	1.32781	0.031989	13.5795	
519	536	29	46	527.5	12.0208	565	-2.37666	-2.62851	-2.50258	0.178081	74.3333	47.9385	61.1359	18.664	0.015256	61.6436	
42	55	12	25	48.5	9.19239	67	0.327114	-0.263239	0.0319377	0.417443	13.9048	13.4246	13.6647	0.339515	0.111651	15.3667	
685	696	0	11	690.5	7.77817	696	0.492073	3.68581	2.08894	2.25831	233.952	350.683	292.318	82.5411	0.206047	374.141	
39	36	18	15	37.5	2.12132	54	0.834872	-0.306365	0.264254	0.806976	14.3429	8.66462	11.5037	4.01512	0.271237	15.4051	
18	17	8	7	17.5	0.707107	25	-1.21036	1.31691	0.0532754	1.78704	3.88571	6.12	5.00286	1.57988	0.142721	5.92051	
92	15	85	8	53.5	54.4472	100	2.67939	0.857192	1.76829	1.28849	45.619	4.90154	25.2603	28.7916	0.520628	45.8692	
18	19	5	6	18.5	0.707107	24	0.773616	-1.28097	-0.253677	1.45281	6.59048	3.19077	4.89062	2.40396	0.0746748	5.19744	
46	57	5	16	51.5	7.77817	62	0.596889	0.526039	0.561464	0.0500988	16.1143	16.9815	16.5479	0.61324	-0.0422549	15.8846	
1	1	1	1	1	0	2	-1.15945	-0.713854	-0.93665	0.315081	0.133333	0.147692	0.140513	0.0101533	0.0197324	0.14359	
30	38	17	25	34	5.65685	55	-0.542005	-0.60013	-0.571067	0.0411003	8.0381	8.37231	8.2052	0.236324	0.088139	9.00769	
61	24	54	17	42.5	26.163	78	0.924225	-0.456793	0.233716	0.976527	22.7619	5.50154	14.1317	12.2049	0.344537	20.0308	
357	34	345	22	195.5	228.395	379	0.521859	-1.92942	-0.70378	1.73332	122.695	4.31692	63.5061	83.7061	0.826392	284.623	
723	720	9	6	721.5	2.12132	729	0.406945	2.42865	1.4178	1.42956	242.676	303.382	273.029	42.9252	0.12809	315.274	
21	13	18	10	17	5.65685	31	-1.88038	0.528575	-0.675903	1.70339	3.50476	3.93538	3.72007	0.304496	0.762492	15.8641	
16	25	1	10	20.5	6.36396	26	1.9542	0.673318	1.31376	0.905719	7.31429	7.75692	7.5356	0.312992	0.118309	8.56154	
7	8	4	5	7.5	0.707107	12	-0.956613	-0.795304	-0.875958	0.114063	1.58095	1.56615	1.57355	0.0104641	0.0689653	1.68974	
195	206	54	65	200.5	7.77817	260	0.560392	-0.519219	0.0205865	0.763401	67.5714	46.9077	57.2396	14.6115	0.430414	97.9923	
11	10	5	4	10.5	0.707107	15	-0.425497	1.00409	0.289295	1.01087	3.00952	3.42462	3.21707	0.293514	0.0199475	3.28974	
11	9	9	7	10	1.41421	18	-1.01143	-0.639417	-0.825426	0.263057	2.49524	1.88923	2.19223	0.428512	0.0447013	2.28205	
8	9	5	6	8.5	0.707107	14	-0.51798	-0.433989	-0.475984	0.0593906	2.11429	2.04	2.07714	0.0525279	0.0598756	2.20769	
178	37	153	12	107.5	99.7021	190	1.60328	0.969217	1.28625	0.448354	74.6095	12.1938	43.4017	44.1345	0.600482	94.5026	
9	7	6	4	8	1.41421	13	-0.57581	-0.509234	-0.542522	0.0470762	2.34286	1.52923	1.93604	0.575321	0.0926531	2.11026	
2	3	1	2	2.5	0.707107	4	-0.594191	-0.437051	-0.515621	0.111114	0.47619	0.646154	0.561172	0.120182	0.0180047	0.574359	
98	17	85	4	57.5	57.2756	102	-2.09822	0.119571	-0.989327	1.56822	15.7048	4.60615	10.1555	7.8479	0.00740077	10.059	
30	18	18	6	24	8.48528	36	-1.03724	-0.252208	-0.644726	0.555105	6.95238	4.38154	5.66696	1.81786	0.149063	6.55897	
16	16	8	8	16	0	24	-0.829457	-1.11353	-0.971493	0.20087	3.90476	2.85846	3.38161	0.739846	0.200382	4.17692	
16	13	5	2	14.5	2.12132	18	0.958925	1.35001	1.15447	0.276541	6.09524	4.75692	5.42608	0.946332	0.150327	6.33333	
22	23	9	10	22.5	0.707107	32	-1.08269	0.584434	-0.249128	1.17884	4.99048	6.99692	5.9937	1.41877	0.0426817	6.30256	
230	178	135	83	204	36.7696	313	1.52978	1.34938	1.43958	0.127563	95.1714	62.5662	78.8688	23.0554	0.137253	90.2128	
6	33	3	30	19.5	19.0919	36	-0.645998	-0.423414	-0.534706	0.157391	1.50476	7.66769	4.58623	4.35785	0.553983	11.4513	
2	1	1	0	1.5	0.707107	2	-1.49051	1.1299	-0.180302	1.85291	0.266667	0.443077	0.354872	0.124741	0.100814	0.4	
19	2	18	1	10.5	12.0208	20	0.109359	0.0963521	0.102855	0.0091969	6	0.547692	3.27385	3.85536	0.635596	7.5641	
38	41	14	17	39.5	2.12132	55	0.0655847	-0.435597	-0.185006	0.354389	11.8667	9.50769	10.6872	1.66805	0.0052486	10.7077	
6	8	6	8	7	1.41421	14	-0.429178	-0.200034	-0.314606	0.162029	1.61905	1.96308	1.79106	0.243265	0.993666	290.395	
15	23	4	12	19	5.65685	27	1.03532	0.135613	0.585468	0.636191	5.80952	6.25231	6.03092	0.313095	0.0493809	6.35385	
4	9	0	5	6.5	3.53553	9	0.665913	-0.798728	-0.0664074	1.03566	1.48571	1.77231	1.62901	0.202652	-0.023471	1.59487	
12	10	7	5	11	1.41421	17	-1.50309	0.569889	-0.466599	1.46582	2.26667	3.07692	2.67179	0.572938	0.0567966	2.85128	
516	27	495	6	271.5	345.775	522	0.556386	0.133616	0.345001	0.298943	178.543	7.33231	92.9376	121.064	0.199925	107.651	
25	33	13	21	29	5.65685	46	1.94224	1.08647	1.51435	0.605115	11.2762	11.1631	11.2196	0.0799834	0.165886	13.4462	
4	6	1	3	5	1.41421	7	0.71555	0.457519	0.586535	0.182455	1.50476	1.81538	1.66007	0.219643	0.0470639	1.74872	
191	21	176	6	106	120.208	197	2.70386	0.816671	1.76027	1.33444	94.6667	6.75077	50.7087	62.1659	0.612611	110.021	
3	8	2	7	5.5	3.53553	10	1.2013	-1.07679	0.0622574	1.61085	1.29524	1.37846	1.33685	0.0588479	0.140758	1.55897	
1	1	0	0	1	0	1	1.12241	-1.15559	-0.0165899	1.61079	0.47619	0.0769231	0.276557	0.282325	0.254961	0.346154	
34	32	5	3	33	1.41421	37	1.76743	2.19212	1.97978	0.300298	14.819	13.3169	14.068	1.06216	-0.0317001	13.6205	
26	34	17	25	30	5.65685	51	-0.748491	-1.19784	-0.973166	0.317739	6.5619	6.05846	6.31018	0.355988	0.0974977	6.97692	
4	387	3	386	195.5	270.822	390	-0.0290048	1.99293	0.981961	1.42972	1.21905	152.157	76.688	106.729	0.249773	111.49	
340	61	291	12	200.5	197.283	352	-0.666956	-0.224983	-0.44597	0.312523	88.8571	15.0523	51.9547	52.1879	0.0928271	55.1385	
0	10	0	10	5	7.07107	10	0	0.147218	0.0736092	0.104099	0	2.73846	1.36923	1.93638	0.596137	4	
516	21	499	4	268.5	350.018	520	2.90153	0.204357	1.55294	1.90719	262.21	5.81538	134.012	181.298	0.495454	226.395	
16	24	5	13	20	5.65685	29	-1.82473	0.679625	-0.572553	1.77085	2.68571	7.46154	5.07363	3.37702	0.149292	6.15128	
16	16	8	8	16	0	24	0.336879	-0.279085	0.0288968	0.435553	5.33333	3.85846	4.5959	1.04289	0.0381743	4.74872	
16	33	7	24	24.5	12.0208	40	-1.80918	-0.977659	-1.39342	0.587973	2.70476	6.38462	4.54469	2.60205	0.483658	9.34103	
12	13	5	6	12.5	0.707107	18	0.28647	-0.240563	0.0229533	0.372668	3.9619	3.16615	3.56403	0.562681	0.0340939	3.67436	
25	24	14	13	24.5	0.707107	38	-1.06886	-1.31669	-1.19277	0.175243	5.71429	4.01846	4.86637	1.19913	0.0746966	5.21538	
24	19	5	0	21.5	3.53553	24	-1.07667	-1.46831	-1.27249	0.276929	5.46667	2.92923	4.19795	1.79424	-0.0210575	4.08205	
1	42	1	42	21.5	28.9914	43	-1.15945	1.23832	0.0394364	1.69548	0.133333	14.6031	7.36821	10.2317	0.554692	19.2974	
37	44	4	11	40.5	4.94975	48	1.64184	1.37412	1.50798	0.189307	15.7714	15.7015	15.7365	0.0494198	-0.0105171	15.5718	
4	5	3	4	4.5	0.707107	8	-1.81594	0.426937	-0.6945	1.58595	0.533333	1.50769	1.02051	0.688976	0.210636	1.34359	
4	54	3	53	29	35.3553	57	-1.51811	-0.105159	-0.811637	0.999111	0.647619	13.7631	7.20535	9.27403	0.33172	11.8897	
792	878	9	95	835	60.8112	887	2.95475	3.28786	3.1213	0.235543	405.171	419.323	412.247	10.0067	0.0712174	444.215	
47	57	18	28	52	7.07107	75	-0.805921	-0.517508	-0.661715	0.203938	11.7429	12.9262	12.3345	0.836717	0.0194811	12.6	
11	3	10	2	7	5.65685	13	-1.92289	-0.821221	-1.37206	0.778999	1.69524	0.523077	1.10916	0.828843	0.0516324	1.14359	
12	11	5	4	11.5	0.707107	16	0.366899	-0.886326	-0.259714	0.886164	4.0381	2.11385	3.07597	1.36065	0.251861	3.99231	
514	25	502	13	269.5	345.775	527	-2.39529	0.0322818	-1.1815	1.71655	72.9524	6.60923	39.7808	46.9117	0.933853	468.354	
8	7	3	2	7.5	0.707107	10	-1.40177	-0.904585	-1.15318	0.351566	1.52381	1.29231	1.40806	0.163697	-0.0343962	1.35897	
39	37	5	3	38	1.41421	42	1.07185	1.43128	1.25157	0.254155	15.0095	13.3846	14.1971	1.14898	-0.0404315	13.6308	
121	66	100	45	93.5	38.8909	166	-0.944436	-0.0729749	-0.508705	0.616216	29.219	16.9692	23.0941	8.66193	0.764295	92.2	
15	12	4	1	13.5	2.12132	16	0.639713	1.36734	1.00352	0.514507	5.35238	4.42154	4.88696	0.658205	0.240198	6.37692	
472	9	467	4	240.5	327.39	476	2.92147	-0.438181	1.24164	2.37563	240.533	2.03692	121.285	168.642	0.443205	187.605	
12	26	10	24	19	9.89949	36	0.326684	1.76495	1.04581	1.017	4	10.0892	7.04462	4.30574	0.403296	12.4744	
27	20	14	7	23.5	4.94975	34	-0.0666279	-1.03634	-0.551486	0.685693	8.17143	3.72615	5.94879	3.14328	0.265448	7.80769	
65	63	24	22	64	1.41421	87	0.814787	1.33282	1.0738	0.366303	23.7429	22.2123	22.9776	1.08226	0.140106	26.6641	
21	589	10	578	305	401.637	599	-0.158462	-2.69506	-1.42676	1.79365	6.20952	50.1477	28.1786	31.069	0.938851	556.587	
15	23	5	13	19	5.65685	28	0.112233	1.22428	0.668258	0.786338	4.74286	8.05846	6.40066	2.34449	0.0816139	7.05897	
20	8	15	3	14	8.48528	23	-1.20403	-0.370771	-0.787401	0.589204	4.34286	1.84923	3.09604	1.76326	0.0594151	3.23333	
21	75	9	63	48	38.1838	84	-0.704141	-0.180261	-0.442201	0.370439	5.35238	18.7415	12.047	9.46756	0.208445	15.9103	
11	3	11	3	7	5.65685	14	1.1587	-0.283383	0.43766	1.01971	4.4	0.695385	2.54769	2.61956	0.599702	5.52821	
6	2	6	2	4	2.82843	8	-1.98306	-1.22394	-1.6035	0.53678	0.8	0.224615	0.512308	0.406858	0.0257576	0.515385	
175	34	156	15	104.5	99.7021	190	1.39355	-1.01042	0.191563	1.69987	70.8	6.50462	38.6523	45.4637	0.739436	121.679	
4	24	1	21	14	14.1421	25	-0.326827	1.53417	0.60367	1.31592	1.10476	8.93538	5.02007	5.53709	0.27368	7.44103	
17	11	12	6	14	4.24264	23	-2.11192	-1.6561	-1.88401	0.322312	2.49524	1.44615	1.9707	0.741815	0.00468552	1.9641	
9	4	5	0	6.5	3.53553	9	-0.756438	1.53963	0.391594	1.62356	2.20952	1.65231	1.93092	0.394011	0.00425382	1.93077	
43	18	34	9	30.5	17.6777	52	-1.05618	-0.638491	-0.847333	0.295348	9.9619	3.86769	6.9148	4.30926	0.153004	7.92051	
22	19	8	5	20.5	2.12132	27	0.589887	0.947266	0.768577	0.252705	7.73333	6.30154	7.01744	1.01243	-0.0313205	6.78974	
37	28	18	9	32.5	6.36396	46	-0.704206	0.268297	-0.217955	0.687664	9.49524	7.87077	8.683	1.14867	0.0677989	9.27436	
7	6	1	0	6.5	0.707107	7	0.222322	-0.301266	-0.0394722	0.370233	2.28571	1.41231	1.84901	0.617592	0.298066	2.56923	
218	27	200	9	122.5	135.057	227	-2.2382	1.2977	-0.470248	2.50026	33.1429	9.56923	21.356	16.6691	0.0428888	21.8231	
6	25	4	23	15.5	13.435	29	2.02812	0.0288446	1.02848	1.4137	2.91429	6.60308	4.75868	2.60837	0.281676	6.88205	
24	12	16	4	18	8.48528	28	-0.808859	1.13669	0.163914	1.37571	5.94286	4.20615	5.07451	1.22803	0.0699853	5.41282	
48	0	48	0	24	33.9411	48	0.271748	0	0.135874	0.192155	15.6952	0	7.84762	11.0982	0.211662	9.13333	
13	9	8	4	11	2.82843	17	-0.766173	0.635075	-0.0655491	0.990832	3.21905	2.82462	3.02183	0.278906	0.18103	3.67179	
16	17	6	7	16.5	0.707107	23	-2.27571	-0.552106	-1.41391	1.21877	2.13333	3.75692	2.94513	1.14805	0.019983	3.03333	
24	21	11	8	22.5	2.12132	32	-0.498196	-0.335447	-0.416821	0.115081	6.49524	4.99077	5.743	1.06382	0.0596036	6.07179	
464	465	6	7	464.5	0.707107	471	2.65422	2.774	2.71411	0.0846951	227.886	206.628	217.257	15.0317	0.0718828	233.544	
23	19	14	10	21	2.82843	33	0.854193	0.521896	0.688044	0.23497	8.53333	5.70769	7.12051	1.99803	0.188244	8.63846	
11	8	6	3	9.5	2.12132	14	0.464259	0.330632	0.397446	0.0944887	3.79048	2.31692	3.0537	1.04196	0.0532042	3.19231	
28	16	18	6	22	8.48528	34	-1.20623	0.06753	-0.569349	0.900683	6.13333	4.27385	5.20359	1.31486	0.010317	5.22821	
2	0	2	0	1	1.41421	2	-1.49051	0	-0.745254	1.05395	0.266667	0	0.133333	0.188562	0.0387324	0.133333	
605	36	575	6	320.5	402.344	611	-0.762392	-1.35261	-1.0575	0.417345	154.19	6.03692	80.1137	104.76	0.220689	94.741	
2	12	2	12	7	7.07107	14	-1.49051	0.362369	-0.564069	1.31018	0.266667	3.48308	1.87487	2.27435	0.548378	4.74872	
19	24	2	7	21.5	3.53553	26	1.91773	0.829482	1.37361	0.769507	8.59048	7.72	8.15524	0.61552	-0.0217325	7.97179	
4	3	2	1	3.5	0.707107	5	0.0702692	0.216039	0.143154	0.103075	1.25714	0.855385	1.05626	0.284086	-0.0147761	1.0359	
27	20	20	13	23.5	4.94975	40	1.73717	-0.449106	0.64403	1.54593	11.7524	4.58462	8.1685	5.06838	0.277604	10.8154	
629	644	138	153	636.5	10.6066	782	1.46452	1.69153	1.57803	0.160521	257.095	240.249	248.672	11.9119	0.215087	315.921	
49	50	9	10	49.5	0.707107	59	-0.990589	-0.751641	-0.871115	0.168962	11.6	10.5262	11.0631	0.759324	0.00664277	11.1205	
765	663	105	3	714	72.1249	768	2.95474	-1.69646	0.629143	3.2889	391.371	99.9446	245.658	206.07	0.481332	431.277	
39	11	37	9	25	19.799	48	0.916123	-1.31556	-0.199717	1.57804	14.5714	1.74154	8.15648	9.0721	0.229507	9.86154	
60	84	5	29	72	16.9706	89	1.34216	1.31949	1.33082	0.0160327	24.1714	29.4708	26.8211	3.7472	0.269267	37.0564	
11	8	6	3	9.5	2.12132	14	0.290648	0.469067	0.379857	0.126161	3.6381	2.40923	3.02366	0.868938	0.240861	3.91026	
19	17	13	11	18	1.41421	30	-1.28681	-1.28219	-1.2845	0.00326782	4	2.83385	3.41692	0.824595	0.0132082	3.44359	
6	7	2	3	6.5	0.707107	9	-0.609862	-0.206304	-0.408083	0.285359	1.52381	1.71077	1.61729	0.1322	0.132845	1.87179	
22	14	12	4	18	5.65685	26	-0.455474	-1.34861	-0.902044	0.631546	6.01905	2.23077	4.12491	2.67872	0.0953838	4.44872	
47	50	6	9	48.5	2.12132	56	-0.859699	-0.541613	-0.700656	0.224921	11.5619	11.2462	11.404	0.22327	0.0118681	11.5359	
552	20	539	7	286	376.181	559	1.56117	-0.181797	0.689685	1.23246	229.333	4.97538	117.154	158.645	0.293345	149.408	
44	26	33	15	35	12.7279	59	-0.346386	-1.33519	-0.840786	0.699188	12.4381	4.33538	8.38674	5.72948	0.101708	9.08974	
48	55	13	20	51.5	4.94975	68	1.20923	1.66634	1.43779	0.323225	18.9143	20.6708	19.7925	1.24202	0.0265306	20.3641	
13	12	8	7	12.5	0.707107	20	-0.916039	-0.642598	-0.779319	0.193352	3.06667	2.54462	2.80564	0.369146	-0.000239474	2.79744	
101	27	92	18	64	52.3259	119	2.78275	1.00628	1.89452	1.25615	50.781	9.00923	29.8951	29.5371	0.448868	48.841	
10	7	7	4	8.5	2.12132	14	-0.670917	-0.575982	-0.623449	0.0671291	2.53333	1.48923	2.01128	0.738292	0.091809	2.18462	
24	18	11	5	21	4.24264	29	-0.0804084	0.497228	0.20841	0.408451	7.2381	5.37846	6.30828	1.31496	0.0249199	6.4359	
8	6	6	4	7	1.41421	12	-0.375432	-0.0406147	-0.208023	0.236752	2.20952	1.55077	1.88015	0.46581	0.216371	2.3641	
9	5	6	2	7	2.82843	11	-1.1693	0.0143523	-0.577475	0.83697	1.90476	1.31692	1.61084	0.415665	0.135108	1.84103	
13	8	7	2	10.5	3.53553	15	-0.597574	0.796695	0.0995609	0.985897	3.39048	2.62769	3.00908	0.53937	0.0214122	3.06154	
31	36	8	13	33.5	3.53553	44	-0.265574	0.758255	0.24634	0.723957	8.93333	11.3385	10.1359	1.70068	0.338278	15.5256	
35	19	29	13	27	11.3137	48	0.254394	0.466796	0.360595	0.150191	11.4095	5.63077	8.52015	4.0862	0.264694	11.2103	
55	36	28	9	45.5	13.435	64	-1.56143	0.48138	-0.540027	1.44449	10.8	10.6431	10.7215	0.110961	0.260836	14.4949	
8	4	5	1	6	2.82843	9	-1.4873	-1.01694	-1.25212	0.332599	1.46667	0.649231	1.05795	0.578014	0.0290799	1.07436	
3	3	0	0	3	0	3	0.0959081	1.09003	0.592967	0.702948	0.952381	1.13538	1.04388	0.129403	0.00204143	1.04872	
21	19	10	8	20	1.41421	29	-0.837529	-0.401577	-0.619553	0.308265	5.14286	4.41846	4.78066	0.512225	-0.00240122	4.75897	
484	32	466	14	258	319.612	498	0.537646	0.211474	0.37456	0.230638	166.848	8.86154	87.8546	111.713	0.818729	381.744	
34	42	11	19	38	5.65685	53	-0.416459	-0.103907	-0.260183	0.221008	9.42857	10.7046	10.0666	0.902299	0.0171743	10.2641	
16	15	5	4	15.5	0.707107	20	-0.269616	0.215936	-0.0268401	0.343337	4.59048	4.17538	4.38293	0.293514	0.00472035	4.39744	
9	7	3	1	8	1.41421	10	-1.60797	-0.175497	-0.891734	1.01291	1.58095	1.72923	1.65509	0.104849	-0.0256107	1.61538	
36	17	24	5	26.5	13.435	41	-0.805822	-0.0678175	-0.43682	0.521848	8.97143	4.36923	6.67033	3.25425	0.258704	8.70513	
29	33	2	6	31	2.82843	35	0.441934	0.298302	0.370118	0.101563	9.85714	9.33846	9.5978	0.366763	0.103053	10.6846	
272	216	139	83	244	39.598	355	1.59337	-2.09567	-0.25115	2.60854	113.714	26.6738	70.1941	61.5469	0.34324	99.2051	
14	13	12	11	13.5	0.707107	25	-0.50934	0.168618	-0.170361	0.479389	3.75238	3.57538	3.66388	0.125155	0.368486	5.78462	
19	15	10	6	17	2.82843	25	-0.27625	-1.66707	-0.971662	0.983462	5.44762	2.04308	3.74535	2.40737	0.101921	4.06667	
25	18	14	7	21.5	4.94975	32	-0.408891	-0.50202	-0.455455	0.0658519	6.93333	4.04923	5.49128	2.03937	0.0191277	5.54872	
4	7	1	4	5.5	2.12132	8	-1.81594	-0.837837	-1.32689	0.691621	0.533333	1.33231	0.932821	0.56496	-0.00321584	0.941026	
324	28	311	15	176	209.304	339	0.526617	-1.01685	-0.245114	1.09139	111.467	5.31692	58.3918	75.0592	0.82227	257.749	
154	163	13	22	158.5	6.36396	176	-0.61465	-0.270645	-0.442648	0.243248	40.7619	39.7877	40.2748	0.688872	0.00218793	40.3487	
10	7	4	1	8.5	2.12132	11	-1.37812	-0.837837	-1.10798	0.382035	1.9619	1.33231	1.64711	0.445192	-0.0164233	1.61282	
7	6	3	2	6.5	0.707107	9	0.0630064	0.851393	0.4572	0.557473	2.19048	2.02462	2.10755	0.117281	0.0844691	2.29744	
36	48	5	17	42	8.48528	53	0.860503	0.0960292	0.478266	0.540565	13.3143	12.8954	13.1048	0.296208	0.102407	14.5872	
28	41	8	21	34.5	9.19239	49	1.49199	0.765258	1.12862	0.513878	11.6762	12.9169	12.2966	0.87733	0.0968097	13.6513	
24	12	15	3	18	8.48528	27	-0.733871	1.1268	0.196466	1.3157	6.07619	4.19692	5.13656	1.32884	0.101806	5.66154	
214	235	52	73	224.5	14.8492	287	-0.799571	1.22932	0.214875	1.43464	53.9238	80.6677	67.2958	18.9108	0.437634	122.987	
9	13	5	9	11	2.82843	18	0.19831	-0.880485	-0.341088	0.762823	2.91429	2.52615	2.72022	0.274451	0.245532	3.58205	
87	98	15	26	92.5	7.77817	113	1.73095	1.87234	1.80165	0.0999757	37.3524	37.9785	37.6654	0.442706	-0.0058783	37.4538	
15	22	6	13	18.5	4.94975	28	-0.728437	0.195601	-0.266418	0.653394	3.77143	6.07692	4.92418	1.63023	0.192349	6.20769	
13	15	4	6	14	1.41421	19	0.170489	0.400704	0.285597	0.162786	4.17143	4.38462	4.27802	0.150746	0.0363453	4.44359	
11	12	5	6	11.5	0.707107	17	0.420856	0.415088	0.417972	0.00407864	3.75238	3.53231	3.64234	0.155615	0.123653	4.14872	
15	13	14	12	14	1.41421	27	1.51335	-0.729734	0.391808	1.5861	6.3619	2.67692	4.51941	2.60568	0.806467	21.1333	
21	23	13	15	22	1.41421	36	-0.13421	-0.48569	-0.30995	0.248534	6.24762	5.22154	5.73458	0.725549	0.060466	6.07949	
22	19	6	3	20.5	2.12132	25	-0.478704	0.889962	0.205629	0.967793	5.98095	6.22154	6.10125	0.17012	-0.0331809	5.90769	
18	24	2	8	21	4.24264	26	-0.469859	-0.613786	-0.541823	0.101771	4.89524	5.23077	5.063	0.237256	0.284772	7.10256	
2	42	2	42	22	28.2843	44	-0.10529	-0.565793	-0.335542	0.325625	0.590476	9.36308	4.97678	6.20317	0.735808	22.4103	
25	13	20	8	19	8.48528	33	-1.37822	-0.988165	-1.18319	0.275807	5.14286	2.41846	3.78066	1.92644	0.049451	3.91795	
51	39	24	12	45	8.48528	63	-0.206409	0.434516	0.114053	0.453202	14.9333	11.3969	13.1651	2.50062	0.088823	14.3487	
28	32	9	13	30	2.82843	41	0.601857	1.20316	0.902511	0.425188	9.84762	11.0923	10.47	0.880128	-0.010541	10.3769	
17	24	8	15	20.5	4.94975	32	-0.507559	-1.14364	-0.825599	0.449776	4.57143	4.31692	4.44418	0.179963	0.0555949	4.7	
2	4	2	4	3	1.41421	6	-1.00161	-0.836565	-0.919086	0.116702	0.380952	0.72	0.550476	0.239743	0.046588	0.584615	
9	18	5	14	13.5	6.36396	23	-0.343574	0.245103	-0.0492354	0.416258	2.51429	5.04308	3.77868	1.78813	0.172862	4.67949	
586	54	552	20	320	376.181	606	2.45505	-0.222736	1.11615	1.89348	279.648	13.3292	146.488	188.316	0.37248	207.295	
17	12	15	10	14.5	3.53553	27	-1.64092	-1.01493	-1.32792	0.442639	3.10476	2.19692	2.65084	0.641939	0.0745799	2.84103	
4	5	2	3	4.5	0.707107	7	0.665913	-0.185285	0.240314	0.601888	1.48571	1.22462	1.35516	0.184625	0.190452	1.66154	
79	63	18	2	71	11.3137	81	0.707705	2.15263	1.43017	1.02171	28.2381	25.72	26.979	1.78056	0.0353388	27.9179	
14	20	5	11	17	4.24264	25	-0.930208	-1.20262	-1.06642	0.192627	3.29524	3.48308	3.38916	0.132822	0.00162558	3.39744	
43	43	11	11	43	0	54	0.608728	-1.33051	-0.360891	1.37125	15.1048	7.31692	11.2108	5.50683	0.19833	13.6	
180	34	170	24	107	103.238	204	2.95651	-1.44989	0.753309	3.11579	92.4	5.45846	48.9292	61.477	0.554646	93.3385	
