S_1	S_2	prS_1	prS_2	mean_S	sd_S	tot_S	D_1	D_2	mean_D	sd_D	Pi_1	Pi_2	mean_Pi	sd_Pi	FST_2_1	PI_2_1	
16	26	14	24	21	7.07107	40	-0.378474	1.32894	0.475232	1.20732	4.45714	9.28	6.86857	3.41027	0.969081	243.536	
27	22	26	21	24.5	3.53553	48	1.26703	-0.615463	0.325783	1.33112	10.819	4.78462	7.80183	4.26699	0.951763	144.862	
5	75	3	73	40	49.4975	78	0.846963	1.52179	1.18438	0.477175	1.92381	27.36	14.6419	17.9861	0.631211	46.2103	
3	28	3	28	15.5	17.6777	31	-0.333967	1.43422	0.550124	1.25029	0.819048	10.1877	5.50337	6.62463	0.988109	572.723	
35	24	34	23	29.5	7.77817	58	0.149295	-1.19002	-0.520364	0.94704	11.1429	4.23692	7.68989	4.88323	0.978515	313.462	
6	538	3	535	272	376.181	541	0.0767361	3.78932	1.93303	2.6252	1.88571	274.868	138.377	193.027	0.704828	564.674	
2	67	2	67	34.5	45.9619	69	-0.0238069	-1.24986	-0.636833	0.86695	0.609524	11.8831	6.2463	7.97161	0.626961	19.5795	
17	13	16	12	15	2.82843	29	0.714112	-0.0190513	0.34753	0.518425	6.15238	3.38769	4.77004	1.95493	0.980728	227.636	
24	24	22	22	24	0	46	-0.541046	1.00253	0.230743	1.09147	6.41905	8.01846	7.21875	1.13096	0.946719	139.515	
1	36	1	36	18.5	24.7487	37	-1.15945	0.0342156	-0.562615	0.844046	0.133333	9.52	4.82667	6.63738	0.979027	292.067	
7	9	7	9	8	1.41421	16	-0.0963091	0.27872	0.0912055	0.265186	2.09524	2.56308	2.32916	0.330812	0.981382	128.587	
12	31	12	31	21.5	13.435	43	1.51302	0.9211	1.21706	0.41855	5.12381	10.1354	7.6296	3.54372	0.959268	204.028	
6	21	5	20	13.5	10.6066	26	0.293556	-0.444213	-0.0753283	0.521682	2	4.82462	3.41231	1.9973	0.992495	507.403	
8	0	8	0	4	5.65685	8	-1.60134	0	-0.80067	1.13232	1.39048	0	0.695238	0.983215	0.995638	114.6	
193	9	192	8	101	130.108	201	-0.831727	-1.13412	-0.982924	0.213824	48.1905	1.52615	24.8583	32.9967	0.887177	167.908	
6	2	6	2	4	2.82843	8	-0.682135	-1.51314	-1.09764	0.58761	1.48571	0.153846	0.81978	0.941773	0.986171	45.8667	
28	51	26	49	39.5	16.2635	77	-0.63135	-0.275321	-0.453335	0.25175	7.31429	12.4031	9.85868	3.59832	0.961455	273.746	
5	8	5	8	6.5	2.12132	13	-0.323015	-0.135432	-0.229223	0.132642	1.39048	2.00615	1.69832	0.43535	0.982821	103.836	
12	12	12	12	12	0	24	-0.25643	0.247045	-0.00469247	0.35601	3.44762	3.37538	3.4115	0.0510775	0.988485	295.397	
43	75	40	72	59	22.6274	115	1.35485	1.70895	1.5319	0.250385	17.4095	28.3077	22.8586	7.70617	0.909035	266.808	
39	10	38	9	24.5	20.5061	48	0.306741	0.0127321	0.159736	0.207895	12.8571	2.63077	7.74396	7.23114	0.855432	44.8846	
6	47	6	47	26.5	28.9914	53	0.654924	0.668432	0.661678	0.00955205	2.19048	14.4769	8.3337	8.68783	0.920961	125.805	
12	384	6	378	198	263.044	390	0.28647	1.52788	0.907173	0.877808	3.9619	139.231	71.5963	95.6495	0.685505	271.192	
18	16	17	15	17	1.41421	33	0.522127	-0.140439	0.190844	0.468505	6.24762	4.02462	5.13612	1.5719	0.981477	260.638	
6	14	6	14	10	5.65685	20	0.58265	-0.710898	-0.064124	0.914677	2.15238	2.91077	2.53158	0.536261	0.994671	495.018	
2	8	2	8	5	4.24264	10	0.709543	1.49348	1.10151	0.554329	0.780952	3.09231	1.93663	1.63438	0.980657	116.677	
10	4	10	4	7	4.24264	14	-0.48233	0.724036	0.120853	0.85303	2.68571	1.33231	2.00901	0.957003	0.983747	112.038	
35	28	35	28	31.5	4.94975	63	-0.113455	1.03009	0.458319	0.80861	10.4762	9.38462	9.9304	0.77186	0.974052	376.908	
10	26	10	26	18	11.3137	36	1.59212	-0.796394	0.397864	1.68894	4.3619	5.33538	4.84864	0.688354	0.991125	561.703	
26	10	26	10	18	11.3137	36	0.10638	0.435403	0.270891	0.232655	8.2	2.96923	5.58462	3.69871	0.987481	387.841	
8	0	8	0	4	5.65685	8	-0.603508	0	-0.301754	0.426745	2.05714	0	1.02857	1.45462	0.995503	164.467	
29	22	27	20	25.5	4.94975	49	-0.369925	1.25964	0.444858	1.15228	8.13333	7.77231	7.95282	0.255284	0.95408	172.126	
17	5	17	5	11	8.48528	22	-0.7725	0.54672	-0.11289	0.932829	4.22857	1.56308	2.89582	1.88479	0.968666	80.759	
17	5	17	5	11	8.48528	22	-0.801938	-0.0854665	-0.443702	0.506622	4.19048	1.27077	2.73062	2.06454	0.880548	19.7821	
8	25	8	25	16.5	12.0208	33	1.39216	-0.0175575	0.687299	0.996818	3.39048	6.52	4.95524	2.21291	0.979449	262.195	
1	337	1	337	169	237.588	338	-0.398828	3.3666	1.48388	2.66256	0.247619	163.025	81.6361	115.101	0.589409	234.133	
7	101	7	101	54	66.468	108	1.97479	2.91915	2.44697	0.66776	3.33333	46.2123	24.7728	30.32	0.308473	39.141	
503	257	378	132	380	173.948	635	0.15253	0.0715898	0.11206	0.0572333	160	68.5631	114.282	64.6557	0.645001	297.169	
9	5	9	5	7	2.82843	14	-0.31777	-2.00199	-1.15988	1.19092	2.53333	0.384615	1.45897	1.51937	0.98485	76.5718	
6	33	6	33	19.5	19.0919	39	0.185146	-0.667973	-0.241413	0.603246	1.94286	7.10154	4.5222	3.64774	0.965175	150.092	
35	17	34	16	26	12.7279	51	1.51559	-0.486398	0.514597	1.41562	14.6095	3.84	9.22476	7.6152	0.968982	249.803	
0	23	0	23	11.5	16.2635	23	0	-1.48905	-0.744523	1.05291	0	3.55692	1.77846	2.51512	0.996624	674.962	
28	21	27	20	24.5	4.94975	48	0.0177066	-0.472412	-0.227353	0.346566	8.64762	4.78154	6.71458	2.73373	0.972527	225.049	
11	4	11	4	7.5	4.94975	15	-2.0531	-1.14241	-1.59776	0.643955	1.58095	0.6	1.09048	0.693638	0.992286	123.546	
23	14	23	14	18.5	6.36396	37	1.222	-0.569504	0.326246	1.26678	9.1619	3.06154	6.11172	4.31361	0.990303	542.338	
49	0	49	0	24.5	34.6482	49	-0.998746	0	-0.499373	0.70622	11.5714	0	5.78571	8.18224	0.937943	68.4	
2	10	2	10	6	5.65685	12	0.13916	0.381609	0.260384	0.171437	0.647619	2.92615	1.78689	1.61117	0.979092	100.544	
16	31	16	31	23.5	10.6066	47	-1.90249	-0.00736588	-0.954926	1.34005	2.59048	8.10769	5.34908	3.90126	0.946497	113.821	
29	12	29	12	20.5	12.0208	41	0.401566	-0.807347	-0.202891	0.85483	9.77143	2.39077	6.0811	5.21891	0.965759	148.133	
28	15	28	15	21.5	9.19239	43	-0.826066	-0.0123081	-0.419187	0.575414	6.91429	3.91692	5.4156	2.11946	0.941886	86.2949	
24	27	23	26	25.5	2.12132	50	-0.391071	-0.327535	-0.359303	0.0449267	6.68571	6.44615	6.56593	0.169395	0.953366	140.103	
27	26	25	24	26.5	0.707107	51	0.317158	1.56103	0.939096	0.879553	8.93333	9.71077	9.32205	0.54973	0.937034	149.692	
21	27	20	26	24	4.24264	47	-0.316103	1.5619	0.622901	1.32795	5.9619	10.0769	8.01941	2.90976	0.896504	82.5718	
31	30	30	29	30.5	0.707107	60	-0.518273	-1.28265	-0.900459	0.540494	8.3619	5.14462	6.75326	2.27497	0.983583	384.126	
4	53	4	53	28.5	34.6482	57	-0.376464	0.792112	0.207824	0.826308	1.08571	16.76	8.92286	11.0834	0.894506	103.551	
6	11	5	10	8.5	3.53553	16	0.0767361	-0.0136755	0.0315303	0.0639307	1.88571	2.87077	2.37824	0.696539	0.992625	341.197	
1	22	1	22	11.5	14.8492	23	0.742099	0.510371	0.626235	0.163856	0.419048	6.57846	3.49875	4.35536	0.978867	205.882	
14	5	14	5	9.5	6.36396	19	0.385003	1.17225	0.778627	0.556669	4.72381	1.85231	3.28806	2.03046	0.982586	165.928	
5	21	5	21	13	11.3137	26	0.0112643	-0.369688	-0.179212	0.269374	1.54286	4.93846	3.24066	2.40105	0.993944	613.8	
31	47	30	46	39	11.3137	77	1.16638	0.587505	0.876944	0.409328	12.1714	14.2154	13.1934	1.4453	0.967461	414.059	
5	16	5	16	10.5	7.77817	21	-0.3648	0.329417	-0.0176916	0.490886	1.37143	4.58769	2.97956	2.27424	0.990173	348.956	
18	6	18	6	12	8.48528	24	1.84943	-1.55819	0.145623	2.40955	8.05714	0.744615	4.40088	5.17074	0.965402	98.3179	
17	4	17	4	10.5	9.19239	21	-1.03744	-0.0131325	-0.525287	0.724295	3.88571	1.04308	2.4644	2.01005	0.856052	14.6949	
5	23	5	23	14	12.7279	28	0.763393	0.239472	0.501433	0.370468	1.88571	6.42462	4.15516	3.20949	0.928391	66.3897	
11	9	11	9	10	1.41421	20	1.57103	-0.568146	0.501442	1.51263	4.7619	1.94154	3.35172	1.9943	0.961649	77.3821	
1	0	1	0	0.5	0.707107	1	-0.398828	0	-0.199414	0.282014	0.247619	0	0.12381	0.175093	0.995578	20.1333	
18	35	18	35	26.5	12.0208	53	0.0051762	0.943562	0.474369	0.663539	5.54286	11.48	8.51143	4.19819	0.98036	475.256	
7	12	7	12	9.5	3.53553	19	0.604679	-0.523979	0.0403499	0.798082	2.51429	2.65538	2.58484	0.099772	0.990004	260.569	
233	267	17	51	250	24.0416	284	1.51797	2.79989	2.15893	0.906456	96.219	119.292	107.756	16.3153	0.248423	144.782	
4	28	4	28	16	16.9706	32	-1.22029	-0.351048	-0.785671	0.614648	0.761905	6.64	3.70095	4.15644	0.945492	82.3615	
13	14	13	14	13.5	0.707107	27	2.49341	-0.15975	1.16683	1.87607	6.53333	3.49846	5.0159	2.14598	0.965294	132.577	
24	36	23	35	30	8.48528	59	0.165979	0.825636	0.495808	0.466448	7.67619	11.5077	9.59194	2.70928	0.974415	395.544	
26	2	26	2	14	16.9706	28	-0.266383	-0.670672	-0.468528	0.285875	7.48571	0.36	3.92286	5.03864	0.95907	72.1923	
20	22	19	21	21	1.41421	41	-1.28014	0.253534	-0.513302	1.08447	4.22857	6.16923	5.1989	1.37225	0.990105	552.836	
30	2	30	2	16	19.799	32	-0.533317	-0.318595	-0.425956	0.151831	8.05714	0.446154	4.25165	5.38178	0.948325	62.4692	
35	31	35	31	33	2.82843	66	-0.57139	-1.12744	-0.849416	0.393189	9.31429	5.66154	7.48791	2.58288	0.987604	562.967	
56	16	56	16	36	28.2843	72	-0.722589	-0.0249008	-0.373745	0.49334	14.3429	4.16308	9.25297	7.19819	0.968038	245.874	
1	30	0	29	15.5	20.5061	30	1.12241	-0.637735	0.242336	1.24461	0.47619	6.51077	3.49348	4.26709	0.991815	530.013	
35	31	33	29	33	2.82843	64	-0.886689	0.530835	-0.177927	1.00234	8.51429	9.28308	8.89868	0.543617	0.925861	121.392	
10	43	10	43	26.5	23.3345	53	-1.09524	1.07616	-0.00953631	1.53541	2.19048	14.4646	8.32755	8.67913	0.776118	43.3744	
26	0	26	0	13	18.3848	26	-1.97612	0	-0.988062	1.39733	4.20952	0	2.10476	2.97658	0.967339	46.8	
17	27	16	26	22	7.07107	43	0.566922	1.53148	1.0492	0.682046	5.9619	10.0185	7.99018	2.86842	0.965837	250.115	
24	19	24	19	21.5	3.53553	43	0.776592	0.493244	0.634918	0.200358	8.7619	5.66769	7.2148	2.18794	0.948571	132.192	
0	17	0	17	8.5	12.0208	17	0	-0.554539	-0.27727	0.392119	0	3.75385	1.87692	2.65437	0.995186	499.346	
49	2	48	1	25.5	33.234	50	-2.0347	-0.431763	-1.23323	1.13345	7.94286	0.418462	4.18066	5.32055	0.847973	21.4718	
40	29	38	27	34.5	7.77817	67	-1.32735	-0.959131	-1.14324	0.260373	8.47619	5.63077	7.05348	2.01202	0.924437	88.3949	
33	2	33	2	17.5	21.9203	35	0.509507	-1.51314	-0.501817	1.43023	11.3714	0.153846	5.76264	7.93203	0.92595	57.8769	
41	11	40	10	26	21.2132	51	-0.606652	1.32368	0.358514	1.36495	10.819	4.03077	7.42491	4.80004	0.98762	523.277	
9	5	9	5	7	2.82843	14	-0.343574	-0.251831	-0.297703	0.064872	2.51429	1.19385	1.85407	0.933692	0.984479	107.626	
9	10	9	10	9.5	0.707107	19	1.56592	0.0588416	0.812382	1.06567	3.92381	2.66769	3.29575	0.888209	0.993131	454.141	
10	2	10	2	6	5.65685	12	-0.741637	-1.51314	-1.12739	0.545536	2.47619	0.153846	1.31502	1.64215	0.987497	79.2769	
27	13	26	12	20	9.89949	39	0.844864	0.888531	0.866697	0.0308773	9.98095	4.29538	7.13817	4.0203	0.988369	545.5	
12	28	12	28	20	11.3137	40	-0.94008	-1.35129	-1.14569	0.29077	2.8	4.65231	3.72615	1.30978	0.99314	581.01	
21	60	18	57	40.5	27.5772	78	-1.16494	0.628497	-0.26822	1.26815	4.62857	18.2892	11.4589	9.65954	0.973545	504.246	
9	6	9	6	7.5	2.12132	15	-0.885458	0.584949	-0.150255	1.03974	2.11429	1.88308	1.99868	0.163489	0.974725	77.8154	
65	50	61	46	57.5	10.6066	111	1.70193	-1.48674	0.107598	2.25473	27.8286	8.00615	17.9174	14.0166	0.952096	318.182	
6	53	5	52	29.5	33.234	58	0.293556	-1.2793	-0.492871	1.11218	2	9.25231	5.62615	5.12816	0.988128	559.151	
15	3	15	3	9	8.48528	18	0.952904	-0.821221	0.0658411	1.2545	5.71429	0.523077	3.11868	3.67074	0.9569	56.0308	
7	4	7	4	5.5	2.12132	11	0.0311433	-0.585614	-0.277235	0.436113	2.17143	0.818462	1.49495	0.956692	0.992475	173.49	
0	24	0	24	12	16.9706	24	0	0.827698	0.413849	0.585271	0	7.71692	3.85846	5.45669	0.955579	110.385	
2	0	2	0	1	1.41421	2	-1.49051	0	-0.745254	1.05395	0.266667	0	0.133333	0.188562	0.998834	82.1333	
10	23	10	23	16.5	9.19239	33	-0.458757	-0.318772	-0.388765	0.0989839	2.70476	5.49846	4.10161	1.97544	0.937465	71.5359	
13	52	13	52	32.5	27.5772	65	0.0393567	0.870798	0.455078	0.587918	4.0381	16.7262	10.3821	8.97181	0.970267	407.759	
9	17	9	17	13	5.65685	26	0.507958	0.309392	0.408675	0.140407	3.14286	4.84615	3.99451	1.20441	0.986857	321.985	
20	29	20	29	24.5	6.36396	49	0.0390467	-0.473488	-0.217221	0.362417	6.20952	6.62769	6.41861	0.29569	0.98123	345.054	
27	10	27	10	18.5	12.0208	37	0.662565	-0.114069	0.274248	0.549164	9.61905	2.52923	6.07414	5.01326	0.970428	172.487	
24	1	24	1	12.5	16.2635	25	0.380229	0.0543784	0.217304	0.230411	8.05714	0.270769	4.16396	5.5058	0.952955	66.1538	
35	0	35	0	17.5	24.7487	35	0.884993	0	0.442497	0.625785	13.0095	0	6.50476	9.19912	0.961411	122.667	
44	16	44	16	30	19.799	60	0.911219	-0.892723	0.00924836	1.27558	16.4095	3.12308	9.7663	9.39494	0.914841	94.3615	
28	395	19	386	211.5	259.508	414	0.00843434	3.58672	1.79758	2.53023	8.62857	196.708	102.668	132.992	0.638536	333.61	
72	48	69	45	60	16.9706	117	0.061704	0.526227	0.293966	0.328467	22.4571	14.3138	18.3855	5.75818	0.951596	357.141	
4	6	4	6	5	1.41421	10	0.0702692	-0.115914	-0.0228224	0.131651	1.25714	1.51077	1.38396	0.179341	0.983114	84.0436	
1	14	1	14	7.5	9.19239	15	0.742099	-0.699356	0.0213715	1.01926	0.419048	2.92308	1.67106	1.77062	0.989468	191.882	
22	46	22	46	34	16.9706	68	0.270471	0.352014	0.311243	0.0576592	7.20952	13.1692	10.1894	4.21415	0.96155	286.105	
27	10	27	10	18.5	12.0208	37	1.16149	-0.924829	0.118329	1.47525	10.6095	1.88	6.24476	6.17271	0.863417	37.8128	
8	19	8	19	13.5	7.77817	27	-1.14519	-0.421413	-0.783301	0.511787	1.69524	4.39077	3.043	1.90603	0.994227	592.659	
5	33	5	33	19	19.799	38	-0.573725	-1.26608	-0.919902	0.489569	1.27619	5.71692	3.49656	3.14007	0.985193	277.869	
28	7	28	7	17.5	14.8492	35	1.15819	-0.591385	0.283403	1.23714	10.9905	1.48	6.23524	6.72492	0.951517	102.146	
25	30	25	30	27.5	3.53553	55	-1.29572	0.418234	-0.438742	1.21195	5.29524	8.74769	7.02147	2.44125	0.94066	126.095	
40	14	40	14	27	18.3848	54	0.0803419	0.287518	0.18393	0.146495	12.5333	3.97538	8.25436	6.05138	0.96125	182.954	
46	19	46	19	32.5	19.0919	65	1.26729	1.28227	1.27478	0.0105938	18.3238	6.76923	12.5465	8.17032	0.966516	327.497	
6	13	6	13	9.5	4.94975	19	1.23311	-1.1666	0.0332534	1.69686	2.49524	2.24	2.36762	0.180481	0.994327	411.013	
4	9	4	9	6.5	3.53553	13	1.46011	0.270335	0.86522	0.841294	1.79048	2.55692	2.1737	0.54196	0.867709	17.1513	
9	1	9	1	5	5.65685	10	-0.988674	-1.15559	-1.07213	0.118025	2.0381	0.0769231	1.05751	1.38676	0.995459	172.238	
14	7	14	7	10.5	4.94975	21	-1.03542	-0.966198	-1.00081	0.0489508	3.18095	1.25538	2.21817	1.36158	0.975346	79.2026	
15	43	14	42	29	19.799	57	-1.1735	0.583018	-0.29524	1.24204	3.25714	13	8.12857	6.88924	0.979432	460.777	
7	29	6	28	18	15.5563	35	-0.446803	-0.938146	-0.692475	0.347432	1.88571	5.67385	3.77978	2.67861	0.980533	221.123	
20	127	18	125	73.5	75.6604	145	0.965013	-0.799579	0.0827166	1.24776	7.6	26.5138	17.0569	13.3741	0.833423	116.015	
37	20	37	20	28.5	12.0208	57	0.502637	0.30441	0.403524	0.140167	12.7238	5.68615	9.20498	4.97637	0.965589	239.551	
9	3	9	3	6	4.24264	12	-0.498398	0.369707	-0.0643456	0.613843	2.4	0.904615	1.65231	1.0574	0.975493	59.0051	
39	19	38	18	29	14.1421	57	0.15101	-0.350885	-0.0999377	0.354893	12.419	4.48923	8.45414	5.60723	0.987363	581.531	
0	54	0	54	27	38.1838	54	0	0.145841	0.0729203	0.103125	0	14.6892	7.34462	10.3869	0.98488	620.885	
8	15	8	15	11.5	4.94975	23	-0.204375	-1.41166	-0.808017	0.853679	2.32381	2.33231	2.32806	0.00600911	0.836688	14.2615	
6	24	5	23	15	12.7279	29	-0.356905	-0.672658	-0.514781	0.223272	1.65714	5.12923	3.39319	2.45514	0.985107	260.279	
7	10	7	10	8.5	2.12132	17	-1.37083	0.020417	-0.675208	0.983762	1.33333	2.63692	1.98513	0.921777	0.98016	109.156	
7	28	7	28	17.5	14.8492	35	0.827721	-0.382016	0.222852	0.855413	2.64762	6.57846	4.61304	2.77953	0.97578	212.851	
18	8	18	8	13	7.07107	26	0.270637	-1.91201	-0.820687	1.54336	5.90476	0.821538	3.36315	3.59438	0.97323	99.4974	
11	36	10	35	23.5	17.6777	46	-0.577407	-0.812335	-0.694871	0.166119	2.87619	7.39385	5.13502	3.19446	0.972138	206.595	
3	7	3	7	5	2.82843	10	1.13989	0.132568	0.63623	0.712285	1.27619	1.91385	1.59502	0.450891	0.979002	80.1641	
11	29	11	29	20	12.7279	40	1.0285	-0.262143	0.383176	0.912619	4.28571	7.06154	5.67363	1.9628	0.984228	384.197	
92	11	92	11	51.5	57.2756	103	1.95472	0.0891979	1.02196	1.31912	40.9333	2.96	21.9467	26.8512	0.930908	244.941	
14	20	14	20	17	4.24264	34	-0.176154	-0.0302521	-0.103203	0.103168	4.11429	5.19692	4.6556	0.76554	0.970235	161.405	
14	3	14	3	8.5	7.77817	17	0.753262	-1.09014	-0.168439	1.30348	5.12381	0.436923	2.78037	3.31413	0.874624	17.4974	
28	17	28	17	22.5	7.77817	45	1.47345	0.723106	1.09828	0.530571	11.6381	5.36923	8.50366	4.43276	0.982886	446.023	
1	36	1	36	18.5	24.7487	37	0.742099	-0.105447	0.318326	0.599305	0.419048	9.16923	4.79414	6.18731	0.988392	518.19	
30	14	30	14	22	11.3137	44	-0.51594	-0.52622	-0.52108	0.00726922	8.09524	3.10769	5.60147	3.52673	0.988093	411.977	
49	23	49	23	36	18.3848	72	0.0317685	-1.13481	-0.551521	0.824897	15.181	4.14462	9.66278	7.80387	0.95982	203.149	
9	29	9	29	19	14.1421	38	-1.34993	1.73139	0.19073	2.17882	1.77143	11.1538	6.46264	6.63437	0.93098	111.618	
3	11	3	11	7	5.65685	14	-0.948075	-1.00694	-0.977506	0.0416211	0.628571	2.00923	1.3189	0.976274	0.99637	416.815	
27	55	25	53	41	19.799	80	-1.3715	1.23618	-0.0676595	1.84391	5.58095	19.0554	12.3182	9.52786	0.977673	635.131	
0	17	0	17	8.5	12.0208	17	0	-0.493699	-0.24685	0.349098	0	3.83077	1.91538	2.70876	0.994779	469.808	
19	16	19	16	17.5	2.12132	35	0.588045	-0.0762512	0.255897	0.469728	6.68571	4.10154	5.39363	1.82729	0.983006	296.269	
0	21	0	21	10.5	14.8492	21	0	-0.710086	-0.355043	0.502107	0	4.41846	2.20923	3.12432	0.975474	114.923	
31	6	30	5	18.5	17.6777	36	0.56833	-0.139083	0.214624	0.500217	10.819	1.49846	6.15875	6.59065	0.983095	287.746	
2	18	2	18	10	11.3137	20	-0.594191	-0.691692	-0.642941	0.0689437	0.47619	3.79692	2.13656	2.34811	0.99269	355.921	
1	4	1	4	2.5	2.12132	5	1.12241	0.151554	0.636981	0.686497	0.47619	1.10769	0.791941	0.446539	0.994367	156.321	
38	38	37	37	38	0	75	0.0100562	0.460617	0.235337	0.318595	11.7143	11.1754	11.4448	0.381061	0.885408	99.2795	
15	7	15	7	11	5.65685	22	0.145201	-1.09456	-0.474679	0.876642	4.78095	1.17846	2.97971	2.54735	0.98069	128.454	
11	20	11	20	15.5	6.36396	31	0.529363	-0.167064	0.18115	0.492448	3.84762	4.99692	4.42227	0.812681	0.980657	236.859	
8	40	8	40	24	22.6274	48	-0.21863	-1.42307	-0.820849	0.851666	2.31429	6.53538	4.42484	2.98477	0.961113	128.562	
1	26	1	26	13.5	17.6777	27	0.742099	0.37403	0.558065	0.260264	0.419048	7.50769	3.96337	5.01243	0.990813	539.346	
10	13	10	13	11.5	2.12132	23	-0.317317	-1.44965	-0.883482	0.800678	2.81905	1.95692	2.38799	0.609614	0.984226	143.792	
20	3	20	3	11.5	12.0208	23	-0.227327	-0.590719	-0.409023	0.256957	5.80952	0.596923	3.20322	3.68587	0.985795	174.41	
1	10	1	10	5.5	6.36396	11	-1.15945	-0.279295	-0.719371	0.622361	0.133333	2.39692	1.26513	1.6006	0.946515	29.3359	
9	40	8	39	24.5	21.9203	48	-0.601614	-0.0662816	-0.333948	0.378537	2.32381	10.2985	6.31114	5.63893	0.973606	280.715	
25	7	25	7	16	12.7279	32	-0.945113	-1.22805	-1.08658	0.200069	5.94286	1.09846	3.52066	3.4255	0.913219	33.3103	
16	25	16	25	20.5	6.36396	41	-0.456229	-0.335498	-0.395864	0.08537	4.3619	5.95077	5.15634	1.1235	0.989448	509.695	
33	26	31	24	29.5	4.94975	57	0.660345	2.22748	1.44391	1.10813	11.7333	10.9477	11.3405	0.555532	0.95832	269.528	
22	14	21	13	18	5.65685	35	-0.51355	1.16762	0.327037	1.18877	5.92381	4.91385	5.41883	0.714152	0.987173	411.469	
5	0	5	0	2.5	3.53553	5	0.345544	0	0.172772	0.244336	1.69524	0	0.847619	1.19871	0.990011	61.1333	
23	16	23	16	19.5	4.94975	39	-0.806489	-0.617998	-0.712244	0.133283	5.69524	3.45231	4.57377	1.58599	0.980009	213.254	
6	13	6	13	9.5	4.94975	19	-1.26032	0.700861	-0.279731	1.38677	1.18095	4.10769	2.64432	2.06952	0.984667	199.003	
8	23	8	23	15.5	10.6066	31	1.24961	1.96799	1.6088	0.507973	3.29524	9.29231	6.29377	4.24057	0.929621	100.685	
4	11	4	11	7.5	4.94975	15	0.368091	-0.872137	-0.252023	0.876974	1.37143	2.12615	1.74879	0.533671	0.961473	48.059	
19	12	19	12	15.5	4.94975	31	-0.0103131	-0.718383	-0.364348	0.500681	5.82857	2.47385	4.15121	2.37215	0.94138	63.1692	
21	7	21	7	14	9.89949	28	1.67259	-0.0420023	0.815295	1.2124	9.08571	1.80923	5.44747	5.14525	0.989946	440.679	
62	130	52	120	96	48.0833	182	2.57194	2.92492	2.74843	0.249593	30.381	59.3969	44.8889	20.5174	0.789657	229.19	
6	15	6	15	10.5	6.36396	21	0.618787	-1.38449	-0.38285	1.41653	2.17143	2.36308	2.26725	0.135516	0.992204	294.269	
25	14	25	14	19.5	7.77817	39	0.302634	-0.566619	-0.131992	0.614655	8.24762	3.06462	5.65612	3.66494	0.952947	105.328	
16	19	16	19	17.5	2.12132	35	-1.24156	-0.394965	-0.818264	0.598635	3.4	4.42769	3.91385	0.726688	0.972226	146.005	
19	42	19	42	30.5	16.2635	61	-0.901202	-0.0689474	-0.485075	0.588493	4.55238	10.8062	7.67927	4.42209	0.972942	315.608	
8	3	7	2	5.5	3.53553	10	-0.803074	-0.177736	-0.490405	0.442181	1.92381	0.729231	1.32652	0.844695	0.993687	183.577	
34	63	32	61	48.5	20.5061	95	1.88319	0.674814	1.279	0.854449	15.1048	19.3969	17.2508	3.03502	0.908687	195.005	
7	14	7	14	10.5	4.94975	21	-0.510529	0.815581	0.152526	0.937702	1.84762	4.53846	3.19304	1.90271	0.98641	262.533	
5	356	0	351	180.5	248.194	356	1.3066	-2.61738	-0.65539	2.77467	2.13333	31.9569	17.0451	21.0885	0.939883	349.718	
13	35	13	35	24	15.5563	48	1.21955	-1.53328	-0.156865	1.94655	5.2381	5.42154	5.32982	0.129714	0.982917	313.49	
12	0	12	0	6	8.48528	12	-0.296644	0	-0.148322	0.209759	3.40952	0	1.70476	2.4109	0.978465	57.2667	
34	27	34	27	30.5	4.94975	61	1.28127	-0.43962	0.420823	1.21685	13.619	6.23077	9.92491	5.2243	0.976573	380.113	
44	9	43	8	26.5	24.7487	52	-0.267974	0.756654	0.24434	0.724521	12.6857	2.91385	7.79978	6.90975	0.966752	194.382	
10	16	10	16	13	4.24264	26	0.319163	0.203609	0.261386	0.0817093	3.33333	4.43692	3.88513	0.780356	0.973519	152.451	
6	28	5	27	17	15.5563	33	0.654924	0.678614	0.666769	0.0167514	2.19048	8.68615	5.43832	4.59314	0.989732	618.038	
11	0	11	0	5.5	7.77817	11	-0.729317	0	-0.364658	0.515705	2.74286	0	1.37143	1.93949	0.985503	68.2667	
7	34	7	34	20.5	19.0919	41	-0.319351	-0.848855	-0.584103	0.374416	1.9619	6.88923	4.42557	3.48415	0.988193	433.044	
29	9	29	9	19	14.1421	38	-0.531399	-1.36051	-0.945955	0.58627	7.79048	1.36	4.57524	4.54703	0.952282	77.6897	
15	1	15	1	8	9.89949	16	-0.200958	-1.15559	-0.678273	0.675025	4.38095	0.0769231	2.22894	3.04341	0.96983	54.3051	
13	23	13	23	18	7.07107	36	-0.391508	-0.958621	-0.675065	0.40101	3.6	4.43692	4.01846	0.591794	0.981261	220.638	
10	19	10	19	14.5	6.36396	29	-0.175877	-0.11065	-0.143263	0.0461225	2.93333	4.82462	3.87897	1.33734	0.736904	15.5179	
4	3	4	3	3.5	0.707107	7	-0.674286	0.955567	0.140641	1.15248	0.971429	1.09231	1.03187	0.0854744	0.986438	77.3282	
14	6	13	5	10	5.65685	19	1.70021	-0.625633	0.53729	1.64462	6.15238	1.24	3.69619	3.47358	0.953765	65.5821	
8	25	8	25	16.5	12.0208	33	-1.40177	-0.531418	-0.966596	0.615434	1.52381	5.6	3.5619	2.8823	0.956887	95.4359	
